span_queue_id,extraction_id,readiness_id,source_review_download_id,combined_review_id,source_candidate_id,verification_row_id,candidate_origin,lane_id,lane_sequence,source_extraction_lane_id,state,region,municipality,county,source_title,source_locator_or_url,final_canonical_locator,source_domain,source_family_hint,document_type_hint,source_review_priority,retained_file_sha256,retained_file_path_resolved,retained_file_type,extracted_text_artifact_path,extracted_text_size_bytes,extracted_text_sha256,extraction_status,artifact_root_lineage,source_review_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,claim_boundary,notes,span_status,positive_span_count,ambiguous_span_count,quantitative_span_count,qualitative_span_count,source_navigation_span_count,non_base_span_count,raw_rule_hit_count,deduplicated_rule_hit_count,no_span_or_weak_reason,span_extraction_error_type,span_extraction_reason
CBSPQ-20260728-03d326fa5ad838ce99f2,CBTXT-20260728-7bbd6634af7eca7087f1,CBRDY-20260728-eaddd32ca0436e56c5da,CBSRD-20260728-0bf2c4c6569ab186ceea,CBCR-20260728-01165,B4XPAR-20260727-001254,BCV-20260728-03589,broad_4x1000_deduped,span_lane_004,11,extraction_lane_003,TN,South,Pigeon Forge,Sevier County (47155; primary),"ORDINANCE of the City of Pigeon Forge, Tennessee, eliminating the requirement for a public hearing when amending the City’s Personnel Policies (Ordinance No. ... — MTAS-hosted PDF)",https://www.mtas.tennessee.edu/system/files/mrln/mknowledge/main/Pigeon%20Forge%20personnel%20policies%20amendment%20ordinance.pdf,https://mtas.tennessee.edu/system/files/mrln/mknowledge/main/Pigeon%20Forge%20personnel%20policies%20amendment%20ordinance.pdf,mtas.tennessee.edu,other_local_government_pay_policy,ordinance_or_policy,medium,52bd13a68206f8d19de08ae21380955796dac1b9bc91b639222bb5b28d7c6bc2,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-0bf2c4c6569ab186ceea.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_003/CBTXT-20260728-7bbd6634af7eca7087f1.txt,1512,f829122e436b4b233911b7ae58cfd09d2a66d72c66fb84e20fb7bea07b8eb672,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Locked deterministic span candidate source; no rating or analytic judgment.,no_span_or_weak,0,0,0,0,0,0,0,0,no_bounded_rule_match,,"no deterministic compensation, mechanism, or navigation rule matched"
CBSPQ-20260728-61ff9731e8f47ba655af,CBTXT-20260728-0cbd6892488d78b59044,CBRDY-20260728-acf991218893f348ac17,CBSRD-20260728-ab1bbbb6314a1e77b692,CBCR-20260728-06030,B4XPAR-20260727-006573,BCV-20260728-03514,broad_4x1000_deduped,span_lane_004,56,extraction_lane_003,TX,South,Mount Pleasant,Titus County (48449; primary),Full-time Employee City of Mount Pleasant Comp 2024/2025,https://mccmeetingspublic.blob.core.usgovcloudapi.net/mntplsnttn-meet-94df26b671064036b0ae58e61973bca2/ITEM-Attachment-001-e5dce89666a24ba7a125c00b824096f0.pdf,https://mccmeetingspublic.blob.core.usgovcloudapi.net/mntplsnttn-meet-94df26b671064036b0ae58e61973bca2/ITEM-Attachment-001-e5dce89666a24ba7a125c00b824096f0.pdf,mccmeetingspublic.blob.core.usgovcloudapi.net,budget_or_pay_plan,wage_schedule_or_compensation_plan,medium,b90ac422cb75ab483a7d56e0362e81c90f599a40d7127e8f92878eddafd25bd0,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-ab1bbbb6314a1e77b692.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_003/CBTXT-20260728-0cbd6892488d78b59044.txt,4974,7ce1817e8534dce899250b2b79d71e5cf31746062671027fc262af0c02495d91,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Locked deterministic span candidate source; no rating or analytic judgment.,no_span_or_weak,0,0,0,0,0,0,0,0,no_bounded_rule_match,,"no deterministic compensation, mechanism, or navigation rule matched"
CBSPQ-20260728-5ff000ee8e63798d213b,CBTXT-20260728-d032d0be0b08218482e2,CBRDY-20260728-da77ef1526aa03e7f2a7,CBSRD-20260728-6be1940bbffd13d41d40,CBCR-20260728-01237,B4XPAR-20260727-001332,BCV-20260728-02339,broad_4x1000_deduped,span_lane_004,102,extraction_lane_003,VA,South,Luray,Page County (51139; primary),"Regular Meeting of the Town Council Addendum to July 14, 2025 Agenda (addendum PDF)",https://cdn.prod.website-files.com/61dc332d33b0eea59090b041/687140218ce77d829b65f7ed_Addendum%20to%207-14-2025%20Agenda.pdf,https://cdn.prod.website-files.com/61dc332d33b0eea59090b041/687140218ce77d829b65f7ed_Addendum%20to%207-14-2025%20Agenda.pdf,cdn.prod.website-files.com,agenda_packet_or_minutes,agenda_cover_sheet,medium,68f3b975adb2462afb8194f28c707de36f4a6d23414fa193e571040b79462e14,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-6be1940bbffd13d41d40.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_003/CBTXT-20260728-d032d0be0b08218482e2.txt,7380,c4cbf3d45d614cc9f45af128644064cfd3573c6e2ef4696df7b83c7620b8d4ce,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Locked deterministic span candidate source; no rating or analytic judgment.,no_span_or_weak,0,0,0,0,0,0,0,0,no_bounded_rule_match,,"no deterministic compensation, mechanism, or navigation rule matched"
CBSPQ-20260728-9fe1dc04ba5cefe146a7,CBTXT-20260728-555ae230b3c23c77f6bb,CBRDY-20260728-00a8b2296ee8618860f1,CBSRD-20260728-6aaf4466a2b2a6ac2b94,CBCR-20260728-07632,BSSC-20260727-01289,BCV-20260728-06757,broad_490_preserved_review_queue,span_lane_004,224,extraction_lane_004,WY,West,Douglas,,Memorandum of Understanding (FY2023) Between the Glenrock Police Department and the City of Douglas Police Department,https://www.cityofdouglas.org/AgendaCenter/ViewFile/ArchivedAgenda/_08112022-756?packet=true,https://cityofdouglas.org/AgendaCenter/ViewFile/ArchivedAgenda/_08112022-756,cityofdouglas.org,mou_or_memorandum,memorandum_or_settlement,medium,ebec5878c0f7a7f9ebbbf294dfad6b4cd28b45db4a0575acb1d8a1c7a1b0c06d,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-6aaf4466a2b2a6ac2b94.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_004/CBTXT-20260728-555ae230b3c23c77f6bb.txt,1713,c9d19eb92380d401523491bfc484bb5565ccdf3e1bfe24dc26048bde211617d5,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Locked deterministic span candidate source; no rating or analytic judgment.,no_span_or_weak,0,0,0,0,0,0,0,0,no_bounded_rule_match,,"no deterministic compensation, mechanism, or navigation rule matched"
CBSPQ-20260728-bf075e81f668c5ea20d0,CBTXT-20260728-dbd482a2dbe9dc90c610,CBRDY-20260728-96221df95c9da4527dce,CBSRD-20260728-e65cf98d6ebd2ea11bd4,CBCR-20260728-04835,B4XPAR-20260727-005265,BCV-20260728-05661,broad_4x1000_deduped,span_lane_004,228,extraction_lane_004,WY,West,Ranchester,Sheridan County (56033; primary),Ordinance 305 (attachment from 12/03/2024 council meeting page; amendment to Ranchester Municipal Code sections 9-5-130 / 9-5-150 / 9-5-140),https://mccmeetingspublic.blob.core.usgovcloudapi.net/rnchsterwy-meet-6a31fd529363420ea26aad8678a6652d/ITEM-Attachment-001-b9a31a8671324164829f560ccf0091dc.pdf,https://mccmeetingspublic.blob.core.usgovcloudapi.net/rnchsterwy-meet-6a31fd529363420ea26aad8678a6652d/ITEM-Attachment-001-b9a31a8671324164829f560ccf0091dc.pdf,mccmeetingspublic.blob.core.usgovcloudapi.net,agenda_packet_or_minutes,ordinance_or_policy,medium,f7c4b3f1634f1318e99cd6932a13e0cd0831a2eef0af7bf851bde21560ce686a,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-e65cf98d6ebd2ea11bd4.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_004/CBTXT-20260728-dbd482a2dbe9dc90c610.txt,16221,ed3445618849b8d45697e894483dabc47ec59b68fa0f9617f00b8740aa71e6a5,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Locked deterministic span candidate source; no rating or analytic judgment.,no_span_or_weak,0,0,0,0,0,0,0,0,no_bounded_rule_match,,"no deterministic compensation, mechanism, or navigation rule matched"
CBSPQ-20260728-fc8fb993e3b25061a92b,CBTXT-20260728-f459dc10b12c4cefb2c9,CBRDY-20260728-253558461afa048997a9,CBSRD-20260728-971cc71e058809d9c5d8,CBCR-20260728-07717,TS4L-0e60fad56992b8c1c128,BCV-20260728-06140,targeted_prior_unrouted,span_lane_004,244,extraction_lane_004,GA,South,Holly Springs,,"City of Holly Springs, GA — FY2023 Budget Report (PDF)",https://ted.cviog.uga.edu/financial-documents/sites/default/files//budgetdoc/budget-report/city-holly-springs-fy2023-budget-report.pdf,https://ted.cviog.uga.edu/financial-documents/sites/default/files/budgetdoc/budget-report/city-holly-springs-fy2023-budget-report.pdf,ted.cviog.uga.edu,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,low,929732081b6684990964693e3682c160802ccc9e67fed73e34293b0851373eb6,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_004/CBSRD-20260728-971cc71e058809d9c5d8.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_004/CBTXT-20260728-f459dc10b12c4cefb2c9.txt,142110,f769538acf4bea70eccf41ee01bd3e16a4802b54a3619b4e01c54d2794842fda,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Locked deterministic span candidate source; no rating or analytic judgment.,no_span_or_weak,0,0,0,0,0,0,0,0,no_bounded_rule_match,,"no deterministic compensation, mechanism, or navigation rule matched"
CBSPQ-20260728-31b0478264f8761ade08,CBTXT-20260728-9648889648b8ad4cb11f,CBRDY-20260728-5c79e3505f07b6849fc7,CBSRD-20260728-da2ba276b5c1278f7031,CBCR-20260728-02908,B4XPAR-20260727-003155,BCV-20260728-04359,broad_4x1000_deduped,span_lane_004,294,extraction_lane_004,AK,West,Tanana,Yukon-Koyukuk Census Area (02290; primary),"City of Tanana Regular City Council Meeting Minutes (agenda packet attachment) - February 21, 2024; Special City Council Meeting Agenda - February 23, 2024",https://aws.state.ak.us/OnlinePublicNotices/Notices/Attachment.aspx?id=146635,https://aws.state.ak.us/OnlinePublicNotices/Notices/Attachment.aspx,aws.state.ak.us,agenda_packet_or_minutes,meeting_minutes,high,ff5167030d47c21a74bfb1606d7a2e63ee38c60cb5ddae4fa68c955d89eaabd3,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-da2ba276b5c1278f7031.html,html,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_004/CBTXT-20260728-9648889648b8ad4cb11f.txt,416,46df124679d40dddb82c70cb6e79baefc36333d3ab9e7a6ee579eb376334da13,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Locked deterministic span candidate source; no rating or analytic judgment.,no_span_or_weak,0,0,0,0,0,0,0,0,no_bounded_rule_match,,"no deterministic compensation, mechanism, or navigation rule matched"
CBSPQ-20260728-9fd737f5441f225f33c4,CBTXT-20260728-6e9cf3bd90d2c96fb775,CBRDY-20260728-8967ed83c71696ea5144,CBSRD-20260728-7a80ef98a6467015516f,CBCR-20260728-04082,B4XPAR-20260727-004439,BCV-20260728-00427,broad_4x1000_deduped,span_lane_004,300,extraction_lane_004,AL,South,Oneonta,Blount County (01009; primary),City of Oneonta Human Resources — Personnel Policies and Procedures (landing),https://www.cityofoneonta.us/hr,https://cityofoneonta.us/hr,cityofoneonta.us,civil_service_or_hr_pay_plan,unknown,high,807fad341efe7a83fdd32cc0fdfad3a48082759794d0be3a634f0e484a7dc671,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-7a80ef98a6467015516f.html,html,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_004/CBTXT-20260728-6e9cf3bd90d2c96fb775.txt,1067,047f3b8d1e46ed6904ed724f3764c66653f71b347390c00ad763124e2b479c4d,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Locked deterministic span candidate source; no rating or analytic judgment.,no_span_or_weak,0,0,0,0,0,0,0,0,no_bounded_rule_match,,"no deterministic compensation, mechanism, or navigation rule matched"
CBSPQ-20260728-02d1aa45d3a0770a3fd1,CBTXT-20260728-776f7927679359d5e720,CBRDY-20260728-f59467327fe93701fd33,CBSRD-20260728-d058305654f69d10f52a,CBCR-20260728-04089,B4XPAR-20260727-004446,BCV-20260728-05878,broad_4x1000_deduped,span_lane_004,301,extraction_lane_004,AL,South,Pell City,St. Clair County (01115; primary),Human Resources (City of Pell City HR page; may link to employee compensation/pay-policy materials),https://www.pellcity.gov/humanresources,https://pellcity.gov/humanresources,pellcity.gov,civil_service_or_hr_pay_plan,context_only,high,afae85b9bdf60394ff7fae8d5a2e0fde1f03bfb4e5e21d39315d5b75a5390c58,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-d058305654f69d10f52a.html,html,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_004/CBTXT-20260728-776f7927679359d5e720.txt,1975,345e770837e5f8c62cc7305a93a700dd1dc3b2457d089571147ec0805a5cca5c,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Locked deterministic span candidate source; no rating or analytic judgment.,no_span_or_weak,0,0,0,0,0,0,0,0,no_bounded_rule_match,,"no deterministic compensation, mechanism, or navigation rule matched"
CBSPQ-20260728-993c1465c42c9e2de5a7,CBTXT-20260728-5d1a84fa8199493a480f,CBRDY-20260728-a921bcad3fb16d1b6574,CBSRD-20260728-2d5961879ca961dbff30,CBCR-20260728-05722,B4XPAR-20260727-006226,BCV-20260728-07920,broad_4x1000_deduped,span_lane_004,306,extraction_lane_004,AR,South,Newport,Jackson County (05067; primary),City Of Newport - Agendas & Minutes PDF's,https://www.newportarcity.org/con-agendas-and-minutes-downloads,https://newportarcity.org/con-agendas-and-minutes-downloads,newportarcity.org,wage_schedule,index_page,high,008b51b1ff7f91c350691fcb3ea4d2c13b8872edd004a199bf2c416e93a73e37,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_001/CBSRD-20260728-2d5961879ca961dbff30.html,html,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_004/CBTXT-20260728-5d1a84fa8199493a480f.txt,9385,0a38d2fa13836bc4b13ad4f0b4db13cfa68fbbe815010eea10e7f2f185595488,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Locked deterministic span candidate source; no rating or analytic judgment.,no_span_or_weak,0,0,0,0,0,0,0,0,no_bounded_rule_match,,"no deterministic compensation, mechanism, or navigation rule matched"
