source_rating_id,retained_source_id,source_review_id,candidate_id,municipality,state,region,source_type,source_family,cba_non_cba_hint,priority_bucket,span_count_rated,quantitative_span_count_rated,qualitative_span_count_rated,strongest_claim_readiness_bucket,strongest_downstream_use_bucket,strongest_mechanism_type,strongest_mechanism_strength_level,has_direct_quantitative_compensation_support,has_qualitative_mechanism_support,has_mixed_quant_qual_support,has_safety_side_relevance,has_non_safety_side_relevance,has_comparison_potential,has_growth_continuity_potential,has_non_base_compensation_evidence,has_bargaining_or_dispute_process_evidence,source_claim_use_rating,source_rating_confidence,source_rating_rationale,quarantine_flag,quarantine_reason,packet_ids_used,rating_lane_id,claim_boundary,global_analysis_readiness,ingestion_status,codification_status,normalization_status,matching_status,source_locator_lineage
BRMGRS-20260802-b3b32e2adb8d0e50613407f3,RMSRD-20260802-26bd9161ad16b91e0ddc,RMSRD-20260802-26bd9161ad16b91e0ddc,BRM5C-BRM5-20260731-07373-02,Clarendon,TX,South,pdf,other_local_government_pay_policy,non_cba_or_unresolved_hint,medium_priority_verification_ready,31,15,16,quantitative_direct_text_claim_ready,core_finding_candidate,quant_overtime_or_holiday_rate,central,true,true,true,false,false,false,false,true,false,core_finding_candidate,0.8568,Aggregated 31 schema-valid bounded span ratings; strongest claim bucket quantitative_direct_text_claim_ready and downstream use core_finding_candidate.,false,,BRMGRP-20260802-dca7ec435482a4c2588b12af,gabriel_rating_lane_002,"bounded documentary rating only; not ingested or codified; no pay normalization, wage-gap estimate, national prevalence, treatment effect, or final causal claim; global analysis readiness remains false",false,not_ingested,not_codified,not_normalized,not_matched,"{""candidate_id"": ""BRM5C-BRM5-20260731-07373-02"", ""final"": ""https://cityofclarendontx.com/documents/451/Employee_Handbook_5.21.2026_OCR.pdf"", ""original"": ""https://cityofclarendontx.com/documents/451/Employee_Handbook_5.21.2026_OCR.pdf"", ""scout_target_id"": ""BRM5-20260731-07373""}"
BRMGRS-20260802-c0aa47ec3971c9aeb2867f8f,RMSRD-20260802-d64a1d1f6fdf054846f8,RMSRD-20260802-d64a1d1f6fdf054846f8,BRM5C-BRM5-20260731-02775-02,Medford,WI,Midwest,pdf,cba,cba_arbitration_factfinding_hint,high_priority_verification_ready,28,15,13,quantitative_direct_text_claim_ready,core_finding_candidate,qual_other_pay_setting_mechanism,central,true,true,true,true,false,false,false,true,true,core_finding_candidate,0.8779,Aggregated 28 schema-valid bounded span ratings; strongest claim bucket quantitative_direct_text_claim_ready and downstream use core_finding_candidate.,false,,BRMGRP-20260802-fa782064c1fee0988a9b1190,gabriel_rating_lane_002,"bounded documentary rating only; not ingested or codified; no pay normalization, wage-gap estimate, national prevalence, treatment effect, or final causal claim; global analysis readiness remains false",false,not_ingested,not_codified,not_normalized,not_matched,"{""candidate_id"": ""BRM5C-BRM5-20260731-02775-02"", ""final"": ""https://citymedfordwi.civicweb.net/document/178479/Ratification_%202026-2028%20Police%20Association%20Loca.pdf"", ""original"": ""https://citymedfordwi.civicweb.net/document/178479/Ratification_%202026-2028%20Police%20Association%20Loca.pdf?handle=B9673C1C75D746E5AA58F2E5D04B39C7"", ""scout_target_id"": ""BRM5-20260731-02775""}"
BRMGRS-20260802-78d2f69dd30ad008112ec369,RMSRD-20260802-6968531e274a148f7d4e,RMSRD-20260802-6968531e274a148f7d4e,BRM5C-BRM5-20260731-05046-02,Baxter,MN,Midwest,pdf,cba,cba_arbitration_factfinding_hint,medium_priority_verification_ready,27,12,15,quantitative_direct_text_claim_ready,core_finding_candidate,quant_stipend_or_premium,moderate,true,true,true,true,false,false,false,true,true,core_finding_candidate,0.8622,Aggregated 27 schema-valid bounded span ratings; strongest claim bucket quantitative_direct_text_claim_ready and downstream use core_finding_candidate.,false,,BRMGRP-20260802-c3fb3ae2f2bb09123f5e69e7,gabriel_rating_lane_002,"bounded documentary rating only; not ingested or codified; no pay normalization, wage-gap estimate, national prevalence, treatment effect, or final causal claim; global analysis readiness remains false",false,not_ingested,not_codified,not_normalized,not_matched,"{""candidate_id"": ""BRM5C-BRM5-20260731-05046-02"", ""final"": ""https://static1.squarespace.com/static/66b147b5fbc8bf54fa5072be/t/6723970b97e4e117adfca55c/1730385675756/ActiveContract%2B-%2BBaxter%2BSergeants%2B-%2B12-31-2025.pdf"", ""original"": ""https://static1.squarespace.com/static/66b147b5fbc8bf54fa5072be/t/6723970b97e4e117adfca55c/1730385675756/ActiveContract%2B-%2BBaxter%2BSergeants%2B-%2B12-31-2025.pdf"", ""scout_target_id"": ""BRM5-20260731-05046""}"
BRMGRS-20260802-af9814fac755cf8cd13f1bd0,RMSRD-20260802-8ffdb8c79d8734849574,RMSRD-20260802-8ffdb8c79d8734849574,BRM5C-BRM5-20260731-09954-02,Wooster,OH,Midwest,pdf,cba,cba_arbitration_factfinding_hint,high_priority_verification_ready,27,13,14,quantitative_direct_text_claim_ready,core_finding_candidate,quant_overtime_or_holiday_rate,strong,true,true,true,false,false,false,false,true,true,core_finding_candidate,0.8615,Aggregated 27 schema-valid bounded span ratings; strongest claim bucket quantitative_direct_text_claim_ready and downstream use core_finding_candidate.,false,,BRMGRP-20260802-1018b9b95dd72bfc9004e3b4,gabriel_rating_lane_002,"bounded documentary rating only; not ingested or codified; no pay normalization, wage-gap estimate, national prevalence, treatment effect, or final causal claim; global analysis readiness remains false",false,not_ingested,not_codified,not_normalized,not_matched,"{""candidate_id"": ""BRM5C-BRM5-20260731-09954-02"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-11-1499.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-11-1499.pdf"", ""scout_target_id"": ""BRM5-20260731-09954""}"
BRMGRS-20260802-24fe484ee6f8126834f4c65c,RMSRD-20260802-2aa810a441fb353f9a85,RMSRD-20260802-2aa810a441fb353f9a85,BRM5C-BRM5-20260731-06907-01,Conewago,PA,Northeast,pdf,cba,cba_arbitration_factfinding_hint,high_priority_verification_ready,27,11,16,mixed_quant_qual_claim_ready,core_finding_candidate,qual_other_pay_setting_mechanism,central,true,true,true,true,false,false,false,true,true,core_finding_candidate,0.8519,Aggregated 27 schema-valid bounded span ratings; strongest claim bucket mixed_quant_qual_claim_ready and downstream use core_finding_candidate.,false,,BRMGRP-20260802-1987250af664f6672aceb7c6,gabriel_rating_lane_002,"bounded documentary rating only; not ingested or codified; no pay normalization, wage-gap estimate, national prevalence, treatment effect, or final causal claim; global analysis readiness remains false",false,not_ingested,not_codified,not_normalized,not_matched,"{""candidate_id"": ""BRM5C-BRM5-20260731-06907-01"", ""final"": ""https://conewagotwp.us/wp-content/uploads/2024/08/PD-CBA-2022-2025-1.pdf"", ""original"": ""https://conewagotwp.us/wp-content/uploads/2024/08/PD-CBA-2022-2025-1.pdf"", ""scout_target_id"": ""BRM5-20260731-06907""}"
BRMGRS-20260802-ffcb03eadddf7646e339ee86,RMSRD-20260802-b068f8bdc7faddf4696d,RMSRD-20260802-b068f8bdc7faddf4696d,BRM5C-BRM5-20260731-05046-01,Baxter,MN,Midwest,pdf,wage_schedule,non_cba_or_unresolved_hint,medium_priority_verification_ready,27,11,16,quantitative_direct_text_claim_ready,core_finding_candidate,quant_stipend_or_premium,central,true,true,true,true,false,false,false,true,true,core_finding_candidate,0.8593,Aggregated 27 schema-valid bounded span ratings; strongest claim bucket quantitative_direct_text_claim_ready and downstream use core_finding_candidate.,false,,BRMGRP-20260802-b4d675a4eda9fd7938c8d536,gabriel_rating_lane_002,"bounded documentary rating only; not ingested or codified; no pay normalization, wage-gap estimate, national prevalence, treatment effect, or final causal claim; global analysis readiness remains false",false,not_ingested,not_codified,not_normalized,not_matched,"{""candidate_id"": ""BRM5C-BRM5-20260731-05046-01"", ""final"": ""https://static1.squarespace.com/static/66b147b5fbc8bf54fa5072be/t/672396fd63e74c54fa3a1fe2/1730385662138/ActiveContract%2B-%2BBaxter%2BPD%2BOfficers%2B12-31-2025.pdf"", ""original"": ""https://static1.squarespace.com/static/66b147b5fbc8bf54fa5072be/t/672396fd63e74c54fa3a1fe2/1730385662138/ActiveContract%2B-%2BBaxter%2BPD%2BOfficers%2B12-31-2025.pdf"", ""scout_target_id"": ""BRM5-20260731-05046""}"
BRMGRS-20260802-2f411e6f5059fcdd8208a088,RMSRD-20260802-44b8b9011755f7b396ab,RMSRD-20260802-44b8b9011755f7b396ab,BRM5C-BRM5-20260731-06188-01,Warren,OH,Midwest,pdf,cba,cba_arbitration_factfinding_hint,high_priority_verification_ready,26,11,15,mixed_quant_qual_claim_ready,core_finding_candidate,quant_stipend_or_premium,moderate,true,true,true,true,false,false,false,true,true,core_finding_candidate,0.8515,Aggregated 26 schema-valid bounded span ratings; strongest claim bucket mixed_quant_qual_claim_ready and downstream use core_finding_candidate.,false,,BRMGRP-20260802-f1eb01976d022bbecb4d9a52,gabriel_rating_lane_002,"bounded documentary rating only; not ingested or codified; no pay normalization, wage-gap estimate, national prevalence, treatment effect, or final causal claim; global analysis readiness remains false",false,not_ingested,not_codified,not_normalized,not_matched,"{""candidate_id"": ""BRM5C-BRM5-20260731-06188-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-10-1056.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-10-1056.pdf"", ""scout_target_id"": ""BRM5-20260731-06188""}"
BRMGRS-20260802-e63451aa89641ceee59114af,RMSRD-20260802-e8cbb6ee86ecb44ddd96,RMSRD-20260802-e8cbb6ee86ecb44ddd96,BRM5C-BRM5-20260731-09677-03,Bedford,OH,Midwest,pdf,cba,cba_arbitration_factfinding_hint,high_priority_verification_ready,26,13,13,quantitative_direct_text_claim_ready,core_finding_candidate,quant_salary_schedule_table,moderate,true,true,true,false,false,false,false,true,true,core_finding_candidate,0.8615,Aggregated 26 schema-valid bounded span ratings; strongest claim bucket quantitative_direct_text_claim_ready and downstream use core_finding_candidate.,false,,BRMGRP-20260802-46cd14b866adde517fec8500,gabriel_rating_lane_002,"bounded documentary rating only; not ingested or codified; no pay normalization, wage-gap estimate, national prevalence, treatment effect, or final causal claim; global analysis readiness remains false",false,not_ingested,not_codified,not_normalized,not_matched,"{""candidate_id"": ""BRM5C-BRM5-20260731-09677-03"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-08-0794.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-08-0794.pdf"", ""scout_target_id"": ""BRM5-20260731-09677""}"
BRMGRS-20260802-1f24a82b95062a9c6be47db5,RMSRD-20260802-9828cd1c51e897ef4f04,RMSRD-20260802-9828cd1c51e897ef4f04,BRM5C-BRM5-20260731-17324-02,Ohio,OH,Midwest,pdf,factfinding_report,cba_arbitration_factfinding_hint,high_priority_verification_ready,26,16,10,mixed_quant_qual_claim_ready,core_finding_candidate,quant_retroactive_pay_or_lump_sum,moderate,true,true,true,false,false,false,false,true,true,core_finding_candidate,0.8823,Aggregated 26 schema-valid bounded span ratings; strongest claim bucket mixed_quant_qual_claim_ready and downstream use core_finding_candidate.,false,,BRMGRP-20260802-c5161fbb7ffa71d73f8a7484,gabriel_rating_lane_002,"bounded documentary rating only; not ingested or codified; no pay normalization, wage-gap estimate, national prevalence, treatment effect, or final causal claim; global analysis readiness remains false",false,not_ingested,not_codified,not_normalized,not_matched,"{""candidate_id"": ""BRM5C-BRM5-20260731-17324-02"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2024/24-MED-10-1275.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2024/24-MED-10-1275.pdf"", ""scout_target_id"": ""BRM5-20260731-17324""}"
BRMGRS-20260802-78c219ce2050a9983d81a193,RMSRD-20260802-c11b5b5ad0c1f1261639,RMSRD-20260802-c11b5b5ad0c1f1261639,BRM5C-BRM5-20260731-01052-01,Bloomfield,MI,Midwest,pdf,wage_schedule,non_cba_or_unresolved_hint,high_priority_verification_ready,26,12,14,qualitative_mechanism_claim_ready,core_finding_candidate,quant_overtime_or_holiday_rate,central,false,true,false,false,false,false,false,true,true,core_finding_candidate,0.8508,Aggregated 26 schema-valid bounded span ratings; strongest claim bucket qualitative_mechanism_claim_ready and downstream use core_finding_candidate.,false,,BRMGRP-20260802-43f1fa0b54f489eb6d0b7a0f,gabriel_rating_lane_002,"bounded documentary rating only; not ingested or codified; no pay normalization, wage-gap estimate, national prevalence, treatment effect, or final causal claim; global analysis readiness remains false",false,not_ingested,not_codified,not_normalized,not_matched,"{""candidate_id"": ""BRM5C-BRM5-20260731-01052-01"", ""final"": ""https://bloomfieldtwp.org/media/seud03zj/general-employees-contract-2026-2028_signature-copy-20260427.pdf"", ""original"": ""https://www.bloomfieldtwp.org/media/seud03zj/general-employees-contract-2026-2028_signature-copy-20260427.pdf"", ""scout_target_id"": ""BRM5-20260731-01052""}"
