source_rating_id,retained_source_id,source_review_id,candidate_id,municipality,state,region,source_type,source_family,cba_non_cba_hint,priority_bucket,span_count_rated,quantitative_span_count_rated,qualitative_span_count_rated,strongest_claim_readiness_bucket,strongest_downstream_use_bucket,strongest_mechanism_type,strongest_mechanism_strength_level,has_direct_quantitative_compensation_support,has_qualitative_mechanism_support,has_mixed_quant_qual_support,has_safety_side_relevance,has_non_safety_side_relevance,has_comparison_potential,has_growth_continuity_potential,has_non_base_compensation_evidence,has_bargaining_or_dispute_process_evidence,source_claim_use_rating,source_rating_confidence,source_rating_rationale,quarantine_flag,quarantine_reason,packet_ids_used,rating_lane_id,claim_boundary,global_analysis_readiness,ingestion_status,codification_status,normalization_status,matching_status,source_locator_lineage
BRMGRS-20260802-f862d357788c6b5260e91f65,RMSRD-20260802-6f16e6f6dcb5af919f05,RMSRD-20260802-6f16e6f6dcb5af919f05,BRM5C-BRM5-20260731-06652-01,Amsterdam,NY,Northeast,pdf,arbitration_award,cba_arbitration_factfinding_hint,high_priority_verification_ready,29,15,14,quantitative_direct_text_claim_ready,core_finding_candidate,quant_salary_schedule_table,weak,true,true,true,false,false,false,false,true,true,core_finding_candidate,0.8566,Aggregated 29 schema-valid bounded span ratings; strongest claim bucket quantitative_direct_text_claim_ready and downstream use core_finding_candidate.,false,,BRMGRP-20260802-15d1a948bae2f8f764d1131c,gabriel_rating_lane_004,"bounded documentary rating only; not ingested or codified; no pay normalization, wage-gap estimate, national prevalence, treatment effect, or final causal claim; global analysis readiness remains false",false,not_ingested,not_codified,not_normalized,not_matched,"{""candidate_id"": ""BRM5C-BRM5-20260731-06652-01"", ""final"": ""https://perb.ny.gov/system/files/documents/2024/03/ia93-026-award-6-30-95.pdf"", ""original"": ""https://perb.ny.gov/system/files/documents/2024/03/ia93-026-award-6-30-95.pdf"", ""scout_target_id"": ""BRM5-20260731-06652""}"
BRMGRS-20260802-6aef3d8dee3a6d187ecbbc2b,RMSRD-20260802-554b15272815f8fdfdbd,RMSRD-20260802-554b15272815f8fdfdbd,BRM5C-BRM5-20260731-03220-01,Ephrata,PA,Northeast,pdf,cba,cba_arbitration_factfinding_hint,high_priority_verification_ready,29,13,16,quantitative_direct_text_claim_ready,core_finding_candidate,quant_cpi_indexed_adjustment,central,true,true,true,true,true,false,false,true,true,core_finding_candidate,0.8579,Aggregated 29 schema-valid bounded span ratings; strongest claim bucket quantitative_direct_text_claim_ready and downstream use core_finding_candidate.,false,,BRMGRP-20260802-f96d8a4dbc0e54913cb146b0,gabriel_rating_lane_004,"bounded documentary rating only; not ingested or codified; no pay normalization, wage-gap estimate, national prevalence, treatment effect, or final causal claim; global analysis readiness remains false",false,not_ingested,not_codified,not_normalized,not_matched,"{""candidate_id"": ""BRM5C-BRM5-20260731-03220-01"", ""final"": ""https://publicsafetyapp.com/Jobs/customer-files/ELEA-CBA-2023-2027_1.pdf"", ""original"": ""https://www.publicsafetyapp.com/Jobs/customer-files/ELEA-CBA-2023-2027_1.pdf"", ""scout_target_id"": ""BRM5-20260731-03220""}"
BRMGRS-20260802-346d2a94f7f5d1d4c28f7f59,RMSRD-20260802-199a22abce1476271fc0,RMSRD-20260802-199a22abce1476271fc0,BRM5C-BRM5-20260731-02406-02,Salem,OH,Midwest,pdf,wage_schedule,non_cba_or_unresolved_hint,high_priority_verification_ready,28,12,16,mixed_quant_qual_claim_ready,core_finding_candidate,quant_stipend_or_premium,moderate,true,true,true,false,false,false,false,true,false,core_finding_candidate,0.8586,Aggregated 28 schema-valid bounded span ratings; strongest claim bucket mixed_quant_qual_claim_ready and downstream use core_finding_candidate.,false,,BRMGRP-20260802-248c25d9441963ff68467669,gabriel_rating_lane_004,"bounded documentary rating only; not ingested or codified; no pay normalization, wage-gap estimate, national prevalence, treatment effect, or final causal claim; global analysis readiness remains false",false,not_ingested,not_codified,not_normalized,not_matched,"{""candidate_id"": ""BRM5C-BRM5-20260731-02406-02"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-02-0156.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-02-0156.pdf"", ""scout_target_id"": ""BRM5-20260731-02406""}"
BRMGRS-20260802-cdf56de3e61ccae60831525b,RMSRD-20260802-e40c508196dc2a5f17b4,RMSRD-20260802-e40c508196dc2a5f17b4,BRM5C-BRM5-20260731-09770-02,Jackson,OH,Midwest,pdf,cba,cba_arbitration_factfinding_hint,high_priority_verification_ready,27,11,16,quantitative_direct_text_claim_ready,core_finding_candidate,quant_percentage_raise_or_cola,moderate,true,true,true,false,false,false,false,true,true,core_finding_candidate,0.8593,Aggregated 27 schema-valid bounded span ratings; strongest claim bucket quantitative_direct_text_claim_ready and downstream use core_finding_candidate.,false,,BRMGRP-20260802-9c7a95f66c08a05eb9867859,gabriel_rating_lane_004,"bounded documentary rating only; not ingested or codified; no pay normalization, wage-gap estimate, national prevalence, treatment effect, or final causal claim; global analysis readiness remains false",false,not_ingested,not_codified,not_normalized,not_matched,"{""candidate_id"": ""BRM5C-BRM5-20260731-09770-02"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2016/16-MED-06-0636.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2016/16-MED-06-0636.pdf"", ""scout_target_id"": ""BRM5-20260731-09770""}"
BRMGRS-20260802-19d81278b1d02afffc61e8ca,RMSRD-20260802-f63eb6308f8c6b034e8b,RMSRD-20260802-f63eb6308f8c6b034e8b,BRM5C-BRM5-20260731-09725-02,Delaware,OH,Midwest,pdf,factfinding_report,cba_arbitration_factfinding_hint,high_priority_verification_ready,27,14,13,mixed_quant_qual_claim_ready,core_finding_candidate,quant_retroactive_pay_or_lump_sum,moderate,false,true,true,false,false,false,false,true,true,core_finding_candidate,0.8756,Aggregated 27 schema-valid bounded span ratings; strongest claim bucket mixed_quant_qual_claim_ready and downstream use core_finding_candidate.,false,,BRMGRP-20260802-75de47d251e547fdc4c3b8c7,gabriel_rating_lane_004,"bounded documentary rating only; not ingested or codified; no pay normalization, wage-gap estimate, national prevalence, treatment effect, or final causal claim; global analysis readiness remains false",false,not_ingested,not_codified,not_normalized,not_matched,"{""candidate_id"": ""BRM5C-BRM5-20260731-09725-02"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2020/20-MED-12-1414.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2020/20-MED-12-1414.pdf"", ""scout_target_id"": ""BRM5-20260731-09725""}"
BRMGRS-20260802-fe2d50195b6314fa7d917a45,RMSRD-20260802-a369c7935090fc865982,RMSRD-20260802-a369c7935090fc865982,BRM5C-BRM5-20260731-08055-01,Franklin,IN,Midwest,pdf,budget_or_pay_plan,non_cba_or_unresolved_hint,medium_priority_verification_ready,26,14,12,quantitative_direct_text_claim_ready,core_finding_candidate,qual_ordinance_or_council_adoption,central,true,true,true,true,true,false,false,true,false,core_finding_candidate,0.8838,Aggregated 26 schema-valid bounded span ratings; strongest claim bucket quantitative_direct_text_claim_ready and downstream use core_finding_candidate.,false,,BRMGRP-20260802-ac0b155ee216c158bde861f1,gabriel_rating_lane_004,"bounded documentary rating only; not ingested or codified; no pay normalization, wage-gap estimate, national prevalence, treatment effect, or final causal claim; global analysis readiness remains false",false,not_ingested,not_codified,not_normalized,not_matched,"{""candidate_id"": ""BRM5C-BRM5-20260731-08055-01"", ""final"": ""https://franklin.in.gov/egov/documents/1726499898_46214.pdf"", ""original"": ""https://www.franklin.in.gov/egov/documents/1726499898_46214.pdf"", ""scout_target_id"": ""BRM5-20260731-08055""}"
BRMGRS-20260802-b876d5b783a46f6c898d6a31,RMSRD-20260802-ea1044a31946efda012d,RMSRD-20260802-ea1044a31946efda012d,BRM5C-BRM5-20260731-02885-01,Wrightstown,WI,Midwest,pdf,budget_or_pay_plan,non_cba_or_unresolved_hint,medium_priority_verification_ready,26,13,13,mixed_quant_qual_claim_ready,supporting_example_candidate,quant_cpi_indexed_adjustment,moderate,true,true,true,true,false,false,false,true,false,supporting_example_candidate,0.8962,Aggregated 26 schema-valid bounded span ratings; strongest claim bucket mixed_quant_qual_claim_ready and downstream use supporting_example_candidate.,false,,BRMGRP-20260802-fef89c0487ae659017ab9634,gabriel_rating_lane_004,"bounded documentary rating only; not ingested or codified; no pay normalization, wage-gap estimate, national prevalence, treatment effect, or final causal claim; global analysis readiness remains false",false,not_ingested,not_codified,not_normalized,not_matched,"{""candidate_id"": ""BRM5C-BRM5-20260731-02885-01"", ""final"": ""https://core-docs.s3.us-east-1.amazonaws.com/documents/asset/uploaded_file/5174/VOW/6147418/2026_BUDGET_OVERVIEW_Final_Approved.pdf"", ""original"": ""https://core-docs.s3.us-east-1.amazonaws.com/documents/asset/uploaded_file/5174/VOW/6147418/2026_BUDGET_OVERVIEW_Final_Approved.pdf"", ""scout_target_id"": ""BRM5-20260731-02885""}"
BRMGRS-20260802-2d055658cac6a293ba22179d,RMSRD-20260802-759cdd410f030a2ba803,RMSRD-20260802-759cdd410f030a2ba803,BRM5C-BRM5-20260731-17159-02,Bazetta,OH,Midwest,pdf,cba,cba_arbitration_factfinding_hint,high_priority_verification_ready,26,13,13,quantitative_direct_text_claim_ready,core_finding_candidate,quant_retroactive_pay_or_lump_sum,moderate,true,true,true,true,false,false,false,true,true,core_finding_candidate,0.8615,Aggregated 26 schema-valid bounded span ratings; strongest claim bucket quantitative_direct_text_claim_ready and downstream use core_finding_candidate.,false,,BRMGRP-20260802-2fc7515bbc14575f339c28d4,gabriel_rating_lane_004,"bounded documentary rating only; not ingested or codified; no pay normalization, wage-gap estimate, national prevalence, treatment effect, or final causal claim; global analysis readiness remains false",false,not_ingested,not_codified,not_normalized,not_matched,"{""candidate_id"": ""BRM5C-BRM5-20260731-17159-02"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-12-1409.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-12-1409.pdf"", ""scout_target_id"": ""BRM5-20260731-17159""}"
BRMGRS-20260802-3bed8aa65db69e8b0f0f3e6f,RMSRD-20260802-72241f80cd4cdecdcc58,RMSRD-20260802-72241f80cd4cdecdcc58,BRM5C-BRM5-20260731-18114-01,Center,PA,Northeast,pdf,cba,cba_arbitration_factfinding_hint,high_priority_verification_ready,26,14,12,quantitative_direct_text_claim_ready,core_finding_candidate,quant_overtime_or_holiday_rate,moderate,true,true,true,true,false,false,false,true,true,core_finding_candidate,0.8838,Aggregated 26 schema-valid bounded span ratings; strongest claim bucket quantitative_direct_text_claim_ready and downstream use core_finding_candidate.,false,,BRMGRP-20260802-a0998bdd7728f0716bd1922a,gabriel_rating_lane_004,"bounded documentary rating only; not ingested or codified; no pay normalization, wage-gap estimate, national prevalence, treatment effect, or final causal claim; global analysis readiness remains false",false,not_ingested,not_codified,not_normalized,not_matched,"{""candidate_id"": ""BRM5C-BRM5-20260731-18114-01"", ""final"": ""https://beavervalleyfop.org/wp-content/uploads/2025/05/center-township-2025-2029.pdf"", ""original"": ""https://beavervalleyfop.org/wp-content/uploads/2025/05/center-township-2025-2029.pdf"", ""scout_target_id"": ""BRM5-20260731-18114""}"
BRMGRS-20260802-ed3e9508019f8b7e3b0fedd7,RMSRD-20260802-0349a78be2d9fbfb9889,RMSRD-20260802-0349a78be2d9fbfb9889,BRM5C-BRM5-20260731-04345-02,Highland,IN,Midwest,pdf,other_local_government_pay_policy,non_cba_or_unresolved_hint,medium_priority_verification_ready,26,8,18,qualitative_mechanism_claim_ready,supporting_example_candidate,quant_longevity_or_service_pay,weak,false,true,false,true,true,false,false,true,true,supporting_example_candidate,0.8538,Aggregated 26 schema-valid bounded span ratings; strongest claim bucket qualitative_mechanism_claim_ready and downstream use supporting_example_candidate.,false,,BRMGRP-20260802-74003cb2d61d8d4a6824dff0,gabriel_rating_lane_004,"bounded documentary rating only; not ingested or codified; no pay normalization, wage-gap estimate, national prevalence, treatment effect, or final causal claim; global analysis readiness remains false",false,not_ingested,not_codified,not_normalized,not_matched,"{""candidate_id"": ""BRM5C-BRM5-20260731-04345-02"", ""final"": ""https://highland.in.gov/mt-content/uploads/2022/03/employee-handbook-2010-rev-12.27.2021.pdf"", ""original"": ""https://highland.in.gov/mt-content/uploads/2022/03/employee-handbook-2010-rev-12.27.2021.pdf"", ""scout_target_id"": ""BRM5-20260731-04345""}"
