source_rating_id,retained_source_id,source_review_id,candidate_id,municipality,state,region,source_type,source_family,priority_bucket,cba_non_cba_hint,mechanism_source_family_hints,span_count,quantitative_input_span_count,qualitative_input_span_count,input_span_ids_sha256,packet_id,packet_input_sha256,packet_input_char_count,rating_lane_id,rating_lane_sequence
BRMGRS-20260802-b3b32e2adb8d0e50613407f3,RMSRD-20260802-26bd9161ad16b91e0ddc,RMSRD-20260802-26bd9161ad16b91e0ddc,BRM5C-BRM5-20260731-07373-02,Clarendon,TX,South,pdf,other_local_government_pay_policy,medium_priority_verification_ready,non_cba_or_unresolved_hint,,31,15,16,8d157a0e55f52c77a96be0d65d25f3d138cd05be86d7549e27fe6ca66104ab85,BRMGRP-20260802-dca7ec435482a4c2588b12af,6b203719f6b5b68454a1cd8565be1a6df5fb7ee4ead3236fef9042603f347b97,19382,gabriel_rating_lane_002,1
BRMGRS-20260802-c0aa47ec3971c9aeb2867f8f,RMSRD-20260802-d64a1d1f6fdf054846f8,RMSRD-20260802-d64a1d1f6fdf054846f8,BRM5C-BRM5-20260731-02775-02,Medford,WI,Midwest,pdf,cba,high_priority_verification_ready,cba_arbitration_factfinding_hint,strike_or_no_strike_constraint,28,15,13,188c1b533cf9ebd8d3a5911b5a708d6168f56c3db7137cdbf52a43edf0334e02,BRMGRP-20260802-fa782064c1fee0988a9b1190,271cc571d2e1add0f94375cbb03125ccfeb19182cc413754f1abd84b4ade7906,19050,gabriel_rating_lane_002,2
BRMGRS-20260802-78d2f69dd30ad008112ec369,RMSRD-20260802-6968531e274a148f7d4e,RMSRD-20260802-6968531e274a148f7d4e,BRM5C-BRM5-20260731-05046-02,Baxter,MN,Midwest,pdf,cba,medium_priority_verification_ready,cba_arbitration_factfinding_hint,,27,12,15,9a9ed086c1c7660a7fd24f9f4debd0aac9e78fc6b32f1a4a0e9fb43f49232133,BRMGRP-20260802-c3fb3ae2f2bb09123f5e69e7,1423c85346f727d3782deb39f6079a8a56c3f49e53ec5847d6cf885f521192c8,17908,gabriel_rating_lane_002,3
BRMGRS-20260802-af9814fac755cf8cd13f1bd0,RMSRD-20260802-8ffdb8c79d8734849574,RMSRD-20260802-8ffdb8c79d8734849574,BRM5C-BRM5-20260731-09954-02,Wooster,OH,Midwest,pdf,cba,high_priority_verification_ready,cba_arbitration_factfinding_hint,,27,13,14,32bdb900b23fdfdd12806a08efaf3f82bc66d74f600dc35a4168c525c4227726,BRMGRP-20260802-1018b9b95dd72bfc9004e3b4,c60c3c8668e26ee74acb18dd60618ba736c23205b6d051a383ce991eeefb5d44,18352,gabriel_rating_lane_002,4
BRMGRS-20260802-24fe484ee6f8126834f4c65c,RMSRD-20260802-2aa810a441fb353f9a85,RMSRD-20260802-2aa810a441fb353f9a85,BRM5C-BRM5-20260731-06907-01,Conewago,PA,Northeast,pdf,cba,high_priority_verification_ready,cba_arbitration_factfinding_hint,,27,11,16,7f9130fe82b7b868277753a6e5d3b68d933968ce06747ac5dea175ea93bc48d9,BRMGRP-20260802-1987250af664f6672aceb7c6,641300438cadc0a4b6a7e50b53c8e4ef54874c3f6be71b2bd82f9e2d615536db,18206,gabriel_rating_lane_002,5
BRMGRS-20260802-ffcb03eadddf7646e339ee86,RMSRD-20260802-b068f8bdc7faddf4696d,RMSRD-20260802-b068f8bdc7faddf4696d,BRM5C-BRM5-20260731-05046-01,Baxter,MN,Midwest,pdf,wage_schedule,medium_priority_verification_ready,non_cba_or_unresolved_hint,,27,11,16,f496b3b73f7e2641f942c2f563d92196984ff91920f33bbb847b09418beeab85,BRMGRP-20260802-b4d675a4eda9fd7938c8d536,81886b925e7f4bc8f87ad6cf338ab42d2d1860559004cc620ca69d36bd2d0cb6,17565,gabriel_rating_lane_002,6
BRMGRS-20260802-2f411e6f5059fcdd8208a088,RMSRD-20260802-44b8b9011755f7b396ab,RMSRD-20260802-44b8b9011755f7b396ab,BRM5C-BRM5-20260731-06188-01,Warren,OH,Midwest,pdf,cba,high_priority_verification_ready,cba_arbitration_factfinding_hint,non_safety_constraint_signal,26,11,15,b7a3be607a52ac82c2fb095bcdefa2b88264dd759efdd1ae011d2fb736694f4f,BRMGRP-20260802-f1eb01976d022bbecb4d9a52,8a1d39f070bc4d378f771366e3f675438fc469635d884e4b2a81bd4049f729a8,18293,gabriel_rating_lane_002,7
BRMGRS-20260802-e63451aa89641ceee59114af,RMSRD-20260802-e8cbb6ee86ecb44ddd96,RMSRD-20260802-e8cbb6ee86ecb44ddd96,BRM5C-BRM5-20260731-09677-03,Bedford,OH,Midwest,pdf,cba,high_priority_verification_ready,cba_arbitration_factfinding_hint,non_safety_constraint_signal,26,13,13,3cea1fbe51a159ce1e5fd3370e7ec6ef7d609e7f532a1089bd7da860b117c97f,BRMGRP-20260802-46cd14b866adde517fec8500,3f8e8b3469381967cb1ff6ba08cfbaa900b80c6938f61d4d8c202b2f701ef457,18346,gabriel_rating_lane_002,8
BRMGRS-20260802-1f24a82b95062a9c6be47db5,RMSRD-20260802-9828cd1c51e897ef4f04,RMSRD-20260802-9828cd1c51e897ef4f04,BRM5C-BRM5-20260731-17324-02,Ohio,OH,Midwest,pdf,factfinding_report,high_priority_verification_ready,cba_arbitration_factfinding_hint,strike_or_no_strike_constraint,26,16,10,368ea7fb5bb1a1b9e48b4f2a347b7b81044df6e8ee733def28e7d4c0cc60b978,BRMGRP-20260802-c5161fbb7ffa71d73f8a7484,7f6eca523fae90fa046e6d875f34d423f0225e30d67df1098a0c8cf1b6c5b7f5,16747,gabriel_rating_lane_002,9
BRMGRS-20260802-78c219ce2050a9983d81a193,RMSRD-20260802-c11b5b5ad0c1f1261639,RMSRD-20260802-c11b5b5ad0c1f1261639,BRM5C-BRM5-20260731-01052-01,Bloomfield,MI,Midwest,pdf,wage_schedule,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,26,12,14,0bcda4fd3596bbfbc246cbc8c97dbfafddea035a66f9771b349d86f148161416,BRMGRP-20260802-43f1fa0b54f489eb6d0b7a0f,da0a194f681a573b298e11155ca19a5d2a88e5b6fcf05699fe6cfcc97a33638f,17593,gabriel_rating_lane_002,10
BRMGRS-20260802-7b75046536a18e3052ca5424,RMSRD-20260802-a32fe1e11d582fecdfec,RMSRD-20260802-a32fe1e11d582fecdfec,BRM5C-BRM5-20260731-15626-01,Morgan,IN,Midwest,pdf,budget_or_pay_plan,medium_priority_verification_ready,non_cba_or_unresolved_hint,,25,15,10,00b2088d3300a251ace26ed5718bc6b74c41df43a01d8cb382e500f6d79bc35c,BRMGRP-20260802-2320d57e2033dab6d493b3a9,2e10e6c24664132efb183188077f75995e6a0e3846456cc6e4088a9429546da0,15898,gabriel_rating_lane_002,11
