source_rating_id,retained_source_id,source_review_id,candidate_id,municipality,state,region,source_type,source_family,priority_bucket,cba_non_cba_hint,mechanism_source_family_hints,span_count,quantitative_input_span_count,qualitative_input_span_count,input_span_ids_sha256,packet_id,packet_input_sha256,packet_input_char_count,rating_lane_id,rating_lane_sequence
BRMGRS-20260802-f5a76bbc9bf120cbdee06476,RMSRD-20260802-d0f2a5fc00d050dbbaea,RMSRD-20260802-d0f2a5fc00d050dbbaea,BRM5C-BRM5-20260731-06460-01,Green Lake,WI,Midwest,pdf,arbitration_award,high_priority_verification_ready,cba_arbitration_factfinding_hint,strike_or_no_strike_constraint,29,17,12,bd8e99f1cc354e3f1d881674a4f8a3791f5034e974070dfb6fbf595897389944,BRMGRP-20260802-5bf1523998a5752eecb9f55a,94ae751706a5d2e0099a20e5135adb291db8e0d6ae84d7e3a059cd50ed8ae860,18403,gabriel_rating_lane_005,1
BRMGRS-20260802-b3f4bded0c9c8f892723072f,RMSRD-20260802-903d5292a694d44085f3,RMSRD-20260802-903d5292a694d44085f3,BRM5C-BRM5-20260731-00320-01,Macomb City,IL,Midwest,pdf,wage_schedule,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,29,13,16,175616cf639bbf8896cd8939702fe502f3982a6aede97994f5790726e0fe6c25,BRMGRP-20260802-2a3cc3aeac5c9d018d8a5971,e46d22be19e9d4f69c1b2d0a8a5d5f34d586330f5f6004ed3b9411bd8ea7dcfe,19228,gabriel_rating_lane_005,2
BRMGRS-20260802-2348e40fa5903ec89639f2a0,RMSRD-20260802-4e3cd09438c704e8ddc3,RMSRD-20260802-4e3cd09438c704e8ddc3,BRM5C-BRM5-20260731-02742-01,Kaukauna,WI,Midwest,pdf,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,27,14,13,5b73407ad4cff00e153c9bb299f62af0b6376b97d37a3ca07068eb58df9a2c66,BRMGRP-20260802-52a6da90d9a160a0d83446ef,8de0209af0b6f3eb7df7fa2ea9f84f3435165eaae865ea97129aae04263dbd6f,17387,gabriel_rating_lane_005,3
BRMGRS-20260802-73729c6481530f06405093f8,RMSRD-20260802-2802cad645288d1b2534,RMSRD-20260802-2802cad645288d1b2534,BRM5C-BRM5-20260731-09808-02,Margaretta,OH,Midwest,pdf,cba,high_priority_verification_ready,cba_arbitration_factfinding_hint,,27,11,16,f11659ddafe58b38523ad4ddabe315f6881a7b71b4e22de7c95a0e47ed0a8f28,BRMGRP-20260802-1bb920e50057d070ec394c3f,4b3d42ba7ccca033deddb52657d728dce4b44bcd2514b6b95b3e3594b4139a7e,17848,gabriel_rating_lane_005,4
BRMGRS-20260802-f5eaa3e0d51345bf148f7268,RMSRD-20260802-e96c9d2c29d5fdb7ba5d,RMSRD-20260802-e96c9d2c29d5fdb7ba5d,BRM5C-BRM5-20260731-02206-02,Butler,OH,Midwest,pdf,cba,medium_priority_verification_ready,cba_arbitration_factfinding_hint,,27,10,17,dcd6cd745d8b34607efc18fd5f2c2f0f6f30810ddc6c81a6055cc5ef6f31fe30,BRMGRP-20260802-f36ee9842dcea80fc6162a13,7122688250868e123497b5b3d79e2b847cc5ac700bc408a77e43bd193b575ee9,18179,gabriel_rating_lane_005,5
BRMGRS-20260802-1db7c6ef807023529844a2eb,RMSRD-20260802-debf121b493698cdcda8,RMSRD-20260802-debf121b493698cdcda8,BRM5C-BRM5-20260731-04617-03,Lawrence,KS,Midwest,pdf,mou_or_memorandum,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,27,12,15,9c5663642cb174bab46131362743d9ed0c4f8c28ee8c7c55f3ff9c0dca1465b2,BRMGRP-20260802-2aca361871d6b05d01a101f1,98a558645a5e21dcc75119dc5d629b3958f5ffa021b2ec6bde29bce44952cea0,17284,gabriel_rating_lane_005,6
BRMGRS-20260802-5348e05555ff03178108ef1a,RMSRD-20260802-3c9dc0948110d4010e19,RMSRD-20260802-3c9dc0948110d4010e19,BRM5C-BRM5-20260731-13451-02,Circleville,OH,Midwest,pdf,cba,high_priority_verification_ready,cba_arbitration_factfinding_hint,,26,13,13,87683568de9b0e5ecdd6e865a926c3a940809e8edb6f1274a3a28799db558f21,BRMGRP-20260802-390b633aafcf0829a6dba3a1,e3e78c87fd5023633da9ee9d97ad7b4e4e9c49427e431c72fb3c1250251d9318,18591,gabriel_rating_lane_005,7
BRMGRS-20260802-7df9dccd0dc16f64f522c201,RMSRD-20260802-c73aef673bf8f6742968,RMSRD-20260802-c73aef673bf8f6742968,BRM5C-BRM5-20260731-17323-02,Norwalk,OH,Midwest,pdf,cba,medium_priority_verification_ready,cba_arbitration_factfinding_hint,,26,10,16,3efbd14bd9b6eaba8f2a3e88dba7aa2bd573c2d459a09e0b51da98e8435d2651,BRMGRP-20260802-be0cb49ea673a43a4a566f80,eb7a610645a9d6f3d38a6032cb4efda57dc1373afe699a2bff2692e7adfb4c79,18512,gabriel_rating_lane_005,8
BRMGRS-20260802-b4bdd310479db42fef356c45,RMSRD-20260802-563bfde8e72c78c3998c,RMSRD-20260802-563bfde8e72c78c3998c,BRM5C-BRM5-20260731-13755-01,Huron,SD,Midwest,pdf,cba,medium_priority_verification_ready,cba_arbitration_factfinding_hint,,26,10,16,1979d70eb8ae9ec891ab298397f0656b8b32584c91fdb15fe0e8d245b12ec0e6,BRMGRP-20260802-4018a5f6c80fef42f259c717,8b41e646ab03ad01a163b4115e57f2e8441277ee90b1be776c0a84475bd85c03,17668,gabriel_rating_lane_005,9
BRMGRS-20260802-6d78c7eb22bb084a22289174,RMSRD-20260802-3df6c8a5f616eb28ff4a,RMSRD-20260802-3df6c8a5f616eb28ff4a,BRM5C-BRM5-20260731-16486-02,Mantorville,MN,Midwest,pdf,personnel_policy,high_priority_verification_ready,non_cba_or_unresolved_hint,,26,12,14,7a08eea3dfb575d06f665e7e0e3931da046717d637e70985668f33dbc2f78833,BRMGRP-20260802-9af68facc06e10813b777258,106bb377181daede7e3c910d8617c4df984a11094955c139c873fa7d1c5f9526,17014,gabriel_rating_lane_005,10
BRMGRS-20260802-5ceae59bc78fc8ca11627d2b,RMSRD-20260802-99d453f33ffa7962e809,RMSRD-20260802-99d453f33ffa7962e809,BRM5C-BRM5-20260731-06840-01,Ulysses,NY,Northeast,pdf,wage_schedule,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,26,14,12,e9c2689e55339088dde1a519f63ad29d1a8506ac87edd4042c7d1edd368fcb8d,BRMGRP-20260802-046fd02b7afc70290676edda,a014145fde514cfec970751ff10888ebbaca34987b732a6c19e890ce910bdfdb,17617,gabriel_rating_lane_005,11
BRMGRS-20260802-742fe6426fc039b9a21a5614,RMSRD-20260802-e96b30acf008d2d38c4c,RMSRD-20260802-e96b30acf008d2d38c4c,BRM5C-BRM5-20260731-08690-02,Oscoda charter,MI,Midwest,pdf,cba,high_priority_verification_ready,cba_arbitration_factfinding_hint,non_safety_constraint_signal,25,15,10,6dbd53e30077d4a06f65766292454551c915a83b2834a37b203b8825b3237b34,BRMGRP-20260802-30e86a3820ba8055b9696b37,810dfd2b1a6fbbc8aae998ae18b0ab6796679e83839370341a777e4abbc4a56a,16112,gabriel_rating_lane_005,12
BRMGRS-20260802-4a7ff863f0434a698f898428,RMSRD-20260802-cc8d735eb4e554f0f5e7,RMSRD-20260802-cc8d735eb4e554f0f5e7,BRM5C-BRM5-20260731-02985-01,Granville,NY,Northeast,pdf,cba,high_priority_verification_ready,cba_arbitration_factfinding_hint,,25,13,12,82fe4a882cefb4d8cb50f65b048864c949ef23f0258eb5eae49165d3232f6986,BRMGRP-20260802-d991d931a68ac3351dc16ce5,27482b8a6460d5e7420c2b329f7f3687219834e863e1db81a531a0e3b0b2f6ee,16739,gabriel_rating_lane_005,13
BRMGRS-20260802-1e6f97432032c67a0b30f279,RMSRD-20260802-a9df2a7e998afe1e3edc,RMSRD-20260802-a9df2a7e998afe1e3edc,BRM5C-BRM5-20260731-09787-02,Lake,OH,Midwest,pdf,cba,high_priority_verification_ready,cba_arbitration_factfinding_hint,,25,9,16,a04a204a24b972078ce0f234720f5ea08480fa44e6c1dd34964b3160b7e960af,BRMGRP-20260802-8a58800e21165fb54e4ad83f,70c44ccf63b0fc34cc36c0b95810e66a35896d767957504e9d94e00638657c70,16500,gabriel_rating_lane_005,14
BRMGRS-20260802-641e6333fa97bce67e88a6be,RMSRD-20260802-d31c07206068547d0bf2,RMSRD-20260802-d31c07206068547d0bf2,BRM5C-BRM5-20260731-02243-03,Dover,OH,Midwest,pdf,cba,medium_priority_verification_ready,cba_arbitration_factfinding_hint,,25,11,14,c6e6f53a0c9fcc515091cb0a0b7359523039d39efeff2d477678d50f235102c0,BRMGRP-20260802-d4f2eea35fae84698eada7ab,87ff1f00eae289c81f5f9da9c30b06591c546de2b20ba87242b8cdefbfb48e54,16059,gabriel_rating_lane_005,15
BRMGRS-20260802-0d8ca5d22daafd76f264acaf,RMSRD-20260802-c37b1d19a79aecd49f8b,RMSRD-20260802-c37b1d19a79aecd49f8b,BRM5C-BRM5-20260731-17324-01,Ohio,OH,Midwest,pdf,factfinding_report,high_priority_verification_ready,cba_arbitration_factfinding_hint,strike_or_no_strike_constraint,25,14,11,e0fdb0ed765fa83134cb594230f2c0d8105b31cdd8e710d05f9ce9e1a842ea43,BRMGRP-20260802-19d572a5d1f2b4761960a34e,1907bf94ee6f9916edcfd0284341996e5a59d898c6a98d9705c02f7b9ab9eee9,16349,gabriel_rating_lane_005,16
