rating_id,span_id,source_rating_id,retained_source_id,source_review_id,candidate_id,municipality,state,region,source_type,source_family,priority_bucket,cba_non_cba_hint,mechanism_source_family_hints,evidence_category,evidence_family,claim_readiness_bucket,quantitative_support_level,qualitative_support_level,mechanism_strength_level,side_relevance_rating,comparison_potential_rating,extraction_confidence_rating,source_context_quality_rating,downstream_use_bucket,reason_codes,concise_rating_rationale,flags,input_safety_side_hint,input_comparison_potential_flag,input_confidence_score,page_number,section_heading,character_start_offset,character_end_offset,rating_lane_id,packet_id,packet_attempt_count,gabriel_backend,gabriel_model,gabriel_request_id,rating_status,quarantine_reason,claim_boundary,global_analysis_readiness,ingestion_status,codification_status,normalization_status,matching_status,source_locator_lineage,source_span_lineage_sha256
BRMGRT-20260802-a4bfaa905fdce12b6bbdf2ea,BRMSPAN-20260802-062d4861d561ecd59918c728,BRMGRS-20260802-f862d357788c6b5260e91f65,RMSRD-20260802-6f16e6f6dcb5af919f05,RMSRD-20260802-6f16e6f6dcb5af919f05,BRM5C-BRM5-20260731-06652-01,Amsterdam,NY,Northeast,pdf,arbitration_award,high_priority_verification_ready,cba_arbitration_factfinding_hint,strike_or_no_strike_constraint,qual_retroactivity_or_implementation_timing,qualitative_mechanism,quantitative_direct_text_claim_ready,direct,none,weak,unclear,none,high,moderate,core_finding_candidate,explicit_percent_and_retroactive_timing_in_snippet;table_like_flag_set,"Provides an explicit percentage (5.0%) and retroactive timing (to Jan 1, 1994) in the snippet.",,unclear,false,0.86,,,5460,5504,gabriel_rating_lane_004,BRMGRP-20260802-15d1a948bae2f8f764d1131c,1,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_039cd0b7c84cf80b006a6fc17b18dc81958f4618660632d8be,valid_rating,,"bounded documentary rating only; not ingested or codified; no pay normalization, wage-gap estimate, national prevalence, treatment effect, or final causal claim; global analysis readiness remains false",false,not_ingested,not_codified,not_normalized,not_matched,"{""candidate_id"": ""BRM5C-BRM5-20260731-06652-01"", ""final"": ""https://perb.ny.gov/system/files/documents/2024/03/ia93-026-award-6-30-95.pdf"", ""original"": ""https://perb.ny.gov/system/files/documents/2024/03/ia93-026-award-6-30-95.pdf"", ""scout_target_id"": ""BRM5-20260731-06652""}",4ecf7ac0eda91cd0533c417cbfda012fa4a46c4ffcfbef89e7c149176ba470bf
BRMGRT-20260802-f6d4c138e782147f7a810dcf,BRMSPAN-20260802-19941f947e1c28b2628c2c99,BRMGRS-20260802-f862d357788c6b5260e91f65,RMSRD-20260802-6f16e6f6dcb5af919f05,RMSRD-20260802-6f16e6f6dcb5af919f05,BRM5C-BRM5-20260731-06652-01,Amsterdam,NY,Northeast,pdf,arbitration_award,high_priority_verification_ready,cba_arbitration_factfinding_hint,strike_or_no_strike_constraint,qual_cola_or_indexing_mechanism,qualitative_mechanism,source_navigation_or_reference_only,none,none,none,unclear,none,high,weak,exclude_or_write_off,standalone_heading_without_mechanism_or_values,Only the term “Cost of Living Adjustment(COLA)” appears; no implementation details or amounts.,,unclear,false,0.86,,,5505,5537,gabriel_rating_lane_004,BRMGRP-20260802-15d1a948bae2f8f764d1131c,1,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_039cd0b7c84cf80b006a6fc17b18dc81958f4618660632d8be,valid_rating,,"bounded documentary rating only; not ingested or codified; no pay normalization, wage-gap estimate, national prevalence, treatment effect, or final causal claim; global analysis readiness remains false",false,not_ingested,not_codified,not_normalized,not_matched,"{""candidate_id"": ""BRM5C-BRM5-20260731-06652-01"", ""final"": ""https://perb.ny.gov/system/files/documents/2024/03/ia93-026-award-6-30-95.pdf"", ""original"": ""https://perb.ny.gov/system/files/documents/2024/03/ia93-026-award-6-30-95.pdf"", ""scout_target_id"": ""BRM5-20260731-06652""}",3a6cedb5c2985ce46d9c27fb2e0f731acf4913a74b2d42676f083236bbaad071
BRMGRT-20260802-58105d04ff9fdb111964cc05,BRMSPAN-20260802-1cff9778ece073d92f5d9919,BRMGRS-20260802-f862d357788c6b5260e91f65,RMSRD-20260802-6f16e6f6dcb5af919f05,RMSRD-20260802-6f16e6f6dcb5af919f05,BRM5C-BRM5-20260731-06652-01,Amsterdam,NY,Northeast,pdf,arbitration_award,high_priority_verification_ready,cba_arbitration_factfinding_hint,strike_or_no_strike_constraint,quant_overtime_or_holiday_rate,quantitative_compensation,weak_or_not_supported,none,weak,weak,unclear,none,moderate,weak,manual_review_candidate,snippet_fragment_without_explicit_rates_or_schedules;qualitative_compensation_context_is_incomplete,"Appears related to overtime/union accommodation but the snippet does not provide explicit rates, schedules, or timing values.",,unclear,false,0.84,,COMPENSATION,4345,4424,gabriel_rating_lane_004,BRMGRP-20260802-15d1a948bae2f8f764d1131c,1,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_039cd0b7c84cf80b006a6fc17b18dc81958f4618660632d8be,valid_rating,,"bounded documentary rating only; not ingested or codified; no pay normalization, wage-gap estimate, national prevalence, treatment effect, or final causal claim; global analysis readiness remains false",false,not_ingested,not_codified,not_normalized,not_matched,"{""candidate_id"": ""BRM5C-BRM5-20260731-06652-01"", ""final"": ""https://perb.ny.gov/system/files/documents/2024/03/ia93-026-award-6-30-95.pdf"", ""original"": ""https://perb.ny.gov/system/files/documents/2024/03/ia93-026-award-6-30-95.pdf"", ""scout_target_id"": ""BRM5-20260731-06652""}",cf4088526c2f7941533ad5c67d36ffc42c58c245e3ede26274ff9bbaafb991e9
BRMGRT-20260802-7bb277e6e380ad8cfea1e501,BRMSPAN-20260802-20240cf9a51e64d7d363363a,BRMGRS-20260802-f862d357788c6b5260e91f65,RMSRD-20260802-6f16e6f6dcb5af919f05,RMSRD-20260802-6f16e6f6dcb5af919f05,BRM5C-BRM5-20260731-06652-01,Amsterdam,NY,Northeast,pdf,arbitration_award,high_priority_verification_ready,cba_arbitration_factfinding_hint,strike_or_no_strike_constraint,quant_cpi_indexed_adjustment,quantitative_compensation,source_navigation_or_reference_only,none,none,none,unclear,none,high,weak,exclude_or_write_off,standalone_heading_without_mechanism_or_values,"Only “Cost of Living Adjustment” appears without any formula, schedule, or numeric detail.",,unclear,false,0.84,,,849,875,gabriel_rating_lane_004,BRMGRP-20260802-15d1a948bae2f8f764d1131c,1,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_039cd0b7c84cf80b006a6fc17b18dc81958f4618660632d8be,valid_rating,,"bounded documentary rating only; not ingested or codified; no pay normalization, wage-gap estimate, national prevalence, treatment effect, or final causal claim; global analysis readiness remains false",false,not_ingested,not_codified,not_normalized,not_matched,"{""candidate_id"": ""BRM5C-BRM5-20260731-06652-01"", ""final"": ""https://perb.ny.gov/system/files/documents/2024/03/ia93-026-award-6-30-95.pdf"", ""original"": ""https://perb.ny.gov/system/files/documents/2024/03/ia93-026-award-6-30-95.pdf"", ""scout_target_id"": ""BRM5-20260731-06652""}",1be2a0ad029ce7a34a1e54099b425c4d9865ea6324ec0658d325616213c9b44e
BRMGRT-20260802-ddf0268cfdef2a8186cdf70a,BRMSPAN-20260802-257814dc7e541eb5d5044884,BRMGRS-20260802-f862d357788c6b5260e91f65,RMSRD-20260802-6f16e6f6dcb5af919f05,RMSRD-20260802-6f16e6f6dcb5af919f05,BRM5C-BRM5-20260731-06652-01,Amsterdam,NY,Northeast,pdf,arbitration_award,high_priority_verification_ready,cba_arbitration_factfinding_hint,strike_or_no_strike_constraint,quant_longevity_or_service_pay,quantitative_compensation,source_navigation_or_reference_only,none,none,none,unclear,none,high,weak,exclude_or_write_off,standalone_heading_without_amounts_or_rules,Only the heading “Longevity Pay” is provided; no explicit pay rule or value is shown.,,unclear,false,0.84,,,906,920,gabriel_rating_lane_004,BRMGRP-20260802-15d1a948bae2f8f764d1131c,1,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_039cd0b7c84cf80b006a6fc17b18dc81958f4618660632d8be,valid_rating,,"bounded documentary rating only; not ingested or codified; no pay normalization, wage-gap estimate, national prevalence, treatment effect, or final causal claim; global analysis readiness remains false",false,not_ingested,not_codified,not_normalized,not_matched,"{""candidate_id"": ""BRM5C-BRM5-20260731-06652-01"", ""final"": ""https://perb.ny.gov/system/files/documents/2024/03/ia93-026-award-6-30-95.pdf"", ""original"": ""https://perb.ny.gov/system/files/documents/2024/03/ia93-026-award-6-30-95.pdf"", ""scout_target_id"": ""BRM5-20260731-06652""}",f5a6af62857e71047aeeaed08f3a32d242c52ffc017957653d7faba6e0de367b
BRMGRT-20260802-169519eea13aeab676bfaef5,BRMSPAN-20260802-29777e5bda116dcd26c1e217,BRMGRS-20260802-f862d357788c6b5260e91f65,RMSRD-20260802-6f16e6f6dcb5af919f05,RMSRD-20260802-6f16e6f6dcb5af919f05,BRM5C-BRM5-20260731-06652-01,Amsterdam,NY,Northeast,pdf,arbitration_award,high_priority_verification_ready,cba_arbitration_factfinding_hint,strike_or_no_strike_constraint,qual_retroactivity_or_implementation_timing,qualitative_mechanism,quantitative_direct_text_claim_ready,direct,none,weak,unclear,none,high,moderate,core_finding_candidate,explicit_percent_and_retroactive_timing_in_snippet;table_like_flag_set,"Provides an explicit percentage (5.5%) and retroactive timing (to Jan 1, 1993) in the snippet.",,unclear,false,0.86,,,5416,5460,gabriel_rating_lane_004,BRMGRP-20260802-15d1a948bae2f8f764d1131c,1,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_039cd0b7c84cf80b006a6fc17b18dc81958f4618660632d8be,valid_rating,,"bounded documentary rating only; not ingested or codified; no pay normalization, wage-gap estimate, national prevalence, treatment effect, or final causal claim; global analysis readiness remains false",false,not_ingested,not_codified,not_normalized,not_matched,"{""candidate_id"": ""BRM5C-BRM5-20260731-06652-01"", ""final"": ""https://perb.ny.gov/system/files/documents/2024/03/ia93-026-award-6-30-95.pdf"", ""original"": ""https://perb.ny.gov/system/files/documents/2024/03/ia93-026-award-6-30-95.pdf"", ""scout_target_id"": ""BRM5-20260731-06652""}",6adaf1747fadcc6a3316e3fe6b999c2f67b7be0225f5b6ef68f8a238d3eb5f10
BRMGRT-20260802-76d521f78500412e60b78b38,BRMSPAN-20260802-337b76ca9b4b58f5d116752f,BRMGRS-20260802-f862d357788c6b5260e91f65,RMSRD-20260802-6f16e6f6dcb5af919f05,RMSRD-20260802-6f16e6f6dcb5af919f05,BRM5C-BRM5-20260731-06652-01,Amsterdam,NY,Northeast,pdf,arbitration_award,high_priority_verification_ready,cba_arbitration_factfinding_hint,strike_or_no_strike_constraint,qual_non_base_compensation_mechanism,qualitative_mechanism,qualitative_mechanism_claim_ready,none,moderate,weak,unclear,none,high,moderate,supporting_example_candidate,explicit_dispute_of_terms_present;mentions_clothing_allowance_existence_in_next_contract,States that the City does not dispute the existence of a clothing allowance in the next contract (qualitative term existence).,,unclear,false,0.86,,,5890,5980,gabriel_rating_lane_004,BRMGRP-20260802-15d1a948bae2f8f764d1131c,1,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_039cd0b7c84cf80b006a6fc17b18dc81958f4618660632d8be,valid_rating,,"bounded documentary rating only; not ingested or codified; no pay normalization, wage-gap estimate, national prevalence, treatment effect, or final causal claim; global analysis readiness remains false",false,not_ingested,not_codified,not_normalized,not_matched,"{""candidate_id"": ""BRM5C-BRM5-20260731-06652-01"", ""final"": ""https://perb.ny.gov/system/files/documents/2024/03/ia93-026-award-6-30-95.pdf"", ""original"": ""https://perb.ny.gov/system/files/documents/2024/03/ia93-026-award-6-30-95.pdf"", ""scout_target_id"": ""BRM5-20260731-06652""}",99af23e710e6469e7ec8b3c82745ce4098316408a5e0ae5a1925a4e20e6d8940
BRMGRT-20260802-d7564c7a9b644ece0863cd39,BRMSPAN-20260802-3522b5a5d550e2398cf9702c,BRMGRS-20260802-f862d357788c6b5260e91f65,RMSRD-20260802-6f16e6f6dcb5af919f05,RMSRD-20260802-6f16e6f6dcb5af919f05,BRM5C-BRM5-20260731-06652-01,Amsterdam,NY,Northeast,pdf,arbitration_award,high_priority_verification_ready,cba_arbitration_factfinding_hint,strike_or_no_strike_constraint,quant_stipend_or_premium,quantitative_compensation,source_navigation_or_reference_only,none,none,none,unclear,none,high,weak,exclude_or_write_off,standalone_heading_without_amounts_or_rules,"Only “Shift Differential” appears; no rate, schedule, or rule is shown.",,unclear,false,0.84,,,970,989,gabriel_rating_lane_004,BRMGRP-20260802-15d1a948bae2f8f764d1131c,1,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_039cd0b7c84cf80b006a6fc17b18dc81958f4618660632d8be,valid_rating,,"bounded documentary rating only; not ingested or codified; no pay normalization, wage-gap estimate, national prevalence, treatment effect, or final causal claim; global analysis readiness remains false",false,not_ingested,not_codified,not_normalized,not_matched,"{""candidate_id"": ""BRM5C-BRM5-20260731-06652-01"", ""final"": ""https://perb.ny.gov/system/files/documents/2024/03/ia93-026-award-6-30-95.pdf"", ""original"": ""https://perb.ny.gov/system/files/documents/2024/03/ia93-026-award-6-30-95.pdf"", ""scout_target_id"": ""BRM5-20260731-06652""}",4f6ba099ebd54e60f1f7507979a810241dece09396151c89d9dbebc14747c396
BRMGRT-20260802-a1f3cf1c4463aa9ac1b1a249,BRMSPAN-20260802-37304a4bff9082ef37d27dc2,BRMGRS-20260802-f862d357788c6b5260e91f65,RMSRD-20260802-6f16e6f6dcb5af919f05,RMSRD-20260802-6f16e6f6dcb5af919f05,BRM5C-BRM5-20260731-06652-01,Amsterdam,NY,Northeast,pdf,arbitration_award,high_priority_verification_ready,cba_arbitration_factfinding_hint,strike_or_no_strike_constraint,quant_percentage_raise_or_cola,quantitative_compensation,quantitative_direct_text_claim_ready,direct,none,weak,unclear,none,high,moderate,core_finding_candidate,explicit_percent_present;explicit_value_is_a_proposal,Contains an explicit “4.5% wage increase proposal” statement.,,unclear,false,0.94,,,5019,5101,gabriel_rating_lane_004,BRMGRP-20260802-15d1a948bae2f8f764d1131c,1,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_039cd0b7c84cf80b006a6fc17b18dc81958f4618660632d8be,valid_rating,,"bounded documentary rating only; not ingested or codified; no pay normalization, wage-gap estimate, national prevalence, treatment effect, or final causal claim; global analysis readiness remains false",false,not_ingested,not_codified,not_normalized,not_matched,"{""candidate_id"": ""BRM5C-BRM5-20260731-06652-01"", ""final"": ""https://perb.ny.gov/system/files/documents/2024/03/ia93-026-award-6-30-95.pdf"", ""original"": ""https://perb.ny.gov/system/files/documents/2024/03/ia93-026-award-6-30-95.pdf"", ""scout_target_id"": ""BRM5-20260731-06652""}",50ceb743ccd3953783d4f4285066243a4112d10ffc24c33a1553dee383c2e8c9
BRMGRT-20260802-a52a88a579e3a463d15c1359,BRMSPAN-20260802-3bce86721441c505aab02cb2,BRMGRS-20260802-f862d357788c6b5260e91f65,RMSRD-20260802-6f16e6f6dcb5af919f05,RMSRD-20260802-6f16e6f6dcb5af919f05,BRM5C-BRM5-20260731-06652-01,Amsterdam,NY,Northeast,pdf,arbitration_award,high_priority_verification_ready,cba_arbitration_factfinding_hint,strike_or_no_strike_constraint,quant_other_compensation_value,quantitative_compensation,directional_hint_only,weak,none,weak,unclear,none,moderate,weak,manual_review_candidate,implementation_effective_date_present_but_no_differential_values;trailing_implied_list_missing_in_snippet,Shows an effective date for supervisor differentials but the snippet does not include the differential amounts/structure.,,unclear,false,0.84,,,11544,11610,gabriel_rating_lane_004,BRMGRP-20260802-15d1a948bae2f8f764d1131c,1,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_039cd0b7c84cf80b006a6fc17b18dc81958f4618660632d8be,valid_rating,,"bounded documentary rating only; not ingested or codified; no pay normalization, wage-gap estimate, national prevalence, treatment effect, or final causal claim; global analysis readiness remains false",false,not_ingested,not_codified,not_normalized,not_matched,"{""candidate_id"": ""BRM5C-BRM5-20260731-06652-01"", ""final"": ""https://perb.ny.gov/system/files/documents/2024/03/ia93-026-award-6-30-95.pdf"", ""original"": ""https://perb.ny.gov/system/files/documents/2024/03/ia93-026-award-6-30-95.pdf"", ""scout_target_id"": ""BRM5-20260731-06652""}",2b480bc5ef5cfd95989d2b3f9d04efa00e9fd4cae80a2f2ec26b0bb6b922438d
