source_rating_id,retained_source_id,source_review_id,candidate_id,municipality,state,region,source_type,source_family,cba_non_cba_hint,priority_bucket,span_count_rated,quantitative_span_count_rated,qualitative_span_count_rated,strongest_claim_readiness_bucket,strongest_downstream_use_bucket,strongest_mechanism_type,strongest_mechanism_strength_level,has_direct_quantitative_compensation_support,has_qualitative_mechanism_support,has_mixed_quant_qual_support,has_safety_side_relevance,has_non_safety_side_relevance,has_comparison_potential,has_growth_continuity_potential,has_non_base_compensation_evidence,has_bargaining_or_dispute_process_evidence,source_claim_use_rating,source_rating_confidence,source_rating_rationale,quarantine_flag,quarantine_reason,packet_ids_used,rating_lane_id,claim_boundary,global_analysis_readiness,ingestion_status,codification_status,normalization_status,matching_status,source_locator_lineage
BRMGRS-20260802-760324a0019242c1dbda9d18,RMSRD-20260802-d3b44ce16ca0f617fa19,RMSRD-20260802-d3b44ce16ca0f617fa19,BRM5C-BRM5-20260731-08247-02,Augusta,KS,Midwest,pdf,budget_or_pay_plan,non_cba_or_unresolved_hint,high_priority_verification_ready,30,17,13,mixed_quant_qual_claim_ready,core_finding_candidate,quant_position_classification_pay_band,central,true,true,true,false,false,false,false,true,false,core_finding_candidate,0.8753,Aggregated 30 schema-valid bounded span ratings; strongest claim bucket mixed_quant_qual_claim_ready and downstream use core_finding_candidate.,false,,BRMGRP-20260802-0afc5ad1471c9e295fd216fc,gabriel_rating_lane_003,"bounded documentary rating only; not ingested or codified; no pay normalization, wage-gap estimate, national prevalence, treatment effect, or final causal claim; global analysis readiness remains false",false,not_ingested,not_codified,not_normalized,not_matched,"{""candidate_id"": ""BRM5C-BRM5-20260731-08247-02"", ""final"": ""https://augustaks.org/Agenda%20Packets/2024%20Agenda%20Packets/07-08-2024%20Budget%20Work%20Session%204.pdf"", ""original"": ""https://www.augustaks.org/Agenda%20Packets/2024%20Agenda%20Packets/07-08-2024%20Budget%20Work%20Session%204.pdf"", ""scout_target_id"": ""BRM5-20260731-08247""}"
BRMGRS-20260802-766149a30c0375a9f5f0ca97,RMSRD-20260802-ff8daa6cf53237db9803,RMSRD-20260802-ff8daa6cf53237db9803,BRM5C-BRM5-20260731-10397-01,Batavia,NY,Northeast,pdf,arbitration_award,cba_arbitration_factfinding_hint,high_priority_verification_ready,28,15,13,quantitative_direct_text_claim_ready,core_finding_candidate,quant_stipend_or_premium,moderate,true,true,true,false,false,false,false,true,true,core_finding_candidate,0.8493,Aggregated 28 schema-valid bounded span ratings; strongest claim bucket quantitative_direct_text_claim_ready and downstream use core_finding_candidate.,false,,BRMGRP-20260802-78b3f76dd2f57592a328e3c4,gabriel_rating_lane_003,"bounded documentary rating only; not ingested or codified; no pay normalization, wage-gap estimate, national prevalence, treatment effect, or final causal claim; global analysis readiness remains false",false,not_ingested,not_codified,not_normalized,not_matched,"{""candidate_id"": ""BRM5C-BRM5-20260731-10397-01"", ""final"": ""https://perb.ny.gov/system/files/documents/2024/03/ia81-033-award-5-26-82.pdf"", ""original"": ""https://perb.ny.gov/system/files/documents/2024/03/ia81-033-award-5-26-82.pdf"", ""scout_target_id"": ""BRM5-20260731-10397""}"
BRMGRS-20260802-676c542e888f0ef41dafe7e3,RMSRD-20260802-fd7174b8933bf0eca5aa,RMSRD-20260802-fd7174b8933bf0eca5aa,BRM5C-BRM5-20260731-13407-01,Athens,OH,Midwest,pdf,factfinding_report,cba_arbitration_factfinding_hint,high_priority_verification_ready,28,11,17,quantitative_direct_text_claim_ready,supporting_example_candidate,quant_stipend_or_premium,moderate,true,true,true,true,false,false,false,true,true,supporting_example_candidate,0.8557,Aggregated 28 schema-valid bounded span ratings; strongest claim bucket quantitative_direct_text_claim_ready and downstream use supporting_example_candidate.,false,,BRMGRP-20260802-a2bd4b3bc26bc4ff7831995f,gabriel_rating_lane_003,"bounded documentary rating only; not ingested or codified; no pay normalization, wage-gap estimate, national prevalence, treatment effect, or final causal claim; global analysis readiness remains false",false,not_ingested,not_codified,not_normalized,not_matched,"{""candidate_id"": ""BRM5C-BRM5-20260731-13407-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2017/17-MED-10-1301.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2017/17-MED-10-1301.pdf"", ""scout_target_id"": ""BRM5-20260731-13407""}"
BRMGRS-20260802-8c19aab00fefaf908124eed5,RMSRD-20260802-da150cbf738c4bb1aa54,RMSRD-20260802-da150cbf738c4bb1aa54,BRM5C-BRM5-20260731-06104-02,Oakwood,OH,Midwest,pdf,cba,cba_arbitration_factfinding_hint,high_priority_verification_ready,27,15,12,mixed_quant_qual_claim_ready,core_finding_candidate,quant_salary_schedule_table,moderate,true,true,true,false,false,false,false,true,true,core_finding_candidate,0.8674,Aggregated 27 schema-valid bounded span ratings; strongest claim bucket mixed_quant_qual_claim_ready and downstream use core_finding_candidate.,false,,BRMGRP-20260802-2ef4ef5458fdfc2cb86b55a0,gabriel_rating_lane_003,"bounded documentary rating only; not ingested or codified; no pay normalization, wage-gap estimate, national prevalence, treatment effect, or final causal claim; global analysis readiness remains false",false,not_ingested,not_codified,not_normalized,not_matched,"{""candidate_id"": ""BRM5C-BRM5-20260731-06104-02"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-CON-02-1726.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-CON-02-1726.pdf"", ""scout_target_id"": ""BRM5-20260731-06104""}"
BRMGRS-20260802-19bc0674e6a9d73be90f0df1,RMSRD-20260802-13cee9bfd91257e881d8,RMSRD-20260802-13cee9bfd91257e881d8,BRM5C-BRM5-20260731-10832-01,North Sewickley,PA,Northeast,pdf,civil_service_or_hr_pay_plan,non_cba_or_unresolved_hint,medium_priority_verification_ready,27,17,10,quantitative_direct_text_claim_ready,core_finding_candidate,quant_stipend_or_premium,moderate,true,true,true,true,false,false,false,true,false,core_finding_candidate,0.8659,Aggregated 27 schema-valid bounded span ratings; strongest claim bucket quantitative_direct_text_claim_ready and downstream use core_finding_candidate.,false,,BRMGRP-20260802-33662da9a6a297c3422bc1a3,gabriel_rating_lane_003,"bounded documentary rating only; not ingested or codified; no pay normalization, wage-gap estimate, national prevalence, treatment effect, or final causal claim; global analysis readiness remains false",false,not_ingested,not_codified,not_normalized,not_matched,"{""candidate_id"": ""BRM5C-BRM5-20260731-10832-01"", ""final"": ""https://beavervalleyfop.org/wp-content/uploads/2025/05/north-sewickley-2025-2027.pdf"", ""original"": ""https://beavervalleyfop.org/wp-content/uploads/2025/05/north-sewickley-2025-2027.pdf"", ""scout_target_id"": ""BRM5-20260731-10832""}"
BRMGRS-20260802-0a364f2bb4951b3a0cb015fd,RMSRD-20260802-11b58c3ff3ad2751768c,RMSRD-20260802-11b58c3ff3ad2751768c,BRM5C-BRM5-20260731-17657-01,Dunn,WI,Midwest,pdf,arbitration_award,cba_arbitration_factfinding_hint,high_priority_verification_ready,26,17,9,mixed_quant_qual_claim_ready,core_finding_candidate,qual_budget_or_fiscal_constraint,moderate,true,true,true,true,false,false,false,true,false,core_finding_candidate,0.8892,Aggregated 26 schema-valid bounded span ratings; strongest claim bucket mixed_quant_qual_claim_ready and downstream use core_finding_candidate.,false,,BRMGRP-20260802-98042c6cda74fd6c1eee108a,gabriel_rating_lane_003,"bounded documentary rating only; not ingested or codified; no pay normalization, wage-gap estimate, national prevalence, treatment effect, or final causal claim; global analysis readiness remains false",false,not_ingested,not_codified,not_normalized,not_matched,"{""candidate_id"": ""BRM5C-BRM5-20260731-17657-01"", ""final"": ""https://werc.wi.gov/interest_awards/mia33091.pdf"", ""original"": ""https://werc.wi.gov/interest_awards/mia33091.pdf"", ""scout_target_id"": ""BRM5-20260731-17657""}"
BRMGRS-20260802-6a93a7eee66860d5cb70b20d,RMSRD-20260802-fddf176dd41fbbef7cbd,RMSRD-20260802-fddf176dd41fbbef7cbd,BRM5C-BRM5-20260731-04329-01,Franklin,IN,Midwest,pdf,budget_or_pay_plan,non_cba_or_unresolved_hint,medium_priority_verification_ready,26,14,12,quantitative_direct_text_claim_ready,supporting_example_candidate,qual_position_classification_or_civil_service_structure,central,true,true,true,true,true,false,false,true,false,supporting_example_candidate,0.8838,Aggregated 26 schema-valid bounded span ratings; strongest claim bucket quantitative_direct_text_claim_ready and downstream use supporting_example_candidate.,false,,BRMGRP-20260802-2bd523942619a73cde7745d5,gabriel_rating_lane_003,"bounded documentary rating only; not ingested or codified; no pay normalization, wage-gap estimate, national prevalence, treatment effect, or final causal claim; global analysis readiness remains false",false,not_ingested,not_codified,not_normalized,not_matched,"{""candidate_id"": ""BRM5C-BRM5-20260731-04329-01"", ""final"": ""https://franklin.in.gov/egov/documents/1733852781_74171.pdf"", ""original"": ""https://www.franklin.in.gov/egov/documents/1733852781_74171.pdf"", ""scout_target_id"": ""BRM5-20260731-04329""}"
BRMGRS-20260802-64cacdfcec308867034ed9b6,RMSRD-20260802-4baf8a8b02d47cd2aab7,RMSRD-20260802-4baf8a8b02d47cd2aab7,BRM5C-BRM5-20260731-06088-01,Monroe,OH,Midwest,pdf,cba,cba_arbitration_factfinding_hint,medium_priority_verification_ready,26,12,14,quantitative_direct_text_claim_ready,core_finding_candidate,quant_position_classification_pay_band,strong,false,true,true,true,false,false,false,true,false,core_finding_candidate,0.8585,Aggregated 26 schema-valid bounded span ratings; strongest claim bucket quantitative_direct_text_claim_ready and downstream use core_finding_candidate.,false,,BRMGRP-20260802-123d5d1e22e93303f9df0b34,gabriel_rating_lane_003,"bounded documentary rating only; not ingested or codified; no pay normalization, wage-gap estimate, national prevalence, treatment effect, or final causal claim; global analysis readiness remains false",false,not_ingested,not_codified,not_normalized,not_matched,"{""candidate_id"": ""BRM5C-BRM5-20260731-06088-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2022/22-MED-03-0275.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2022/22-MED-03-0275.pdf"", ""scout_target_id"": ""BRM5-20260731-06088""}"
BRMGRS-20260802-8c2a88890806b6b55d63870d,RMSRD-20260802-3c251c9da4f374ce8948,RMSRD-20260802-3c251c9da4f374ce8948,BRM5C-BRM5-20260731-03252-01,Hanover,PA,Northeast,pdf,cba,cba_arbitration_factfinding_hint,high_priority_verification_ready,26,11,15,quantitative_direct_text_claim_ready,supporting_example_candidate,qual_other_pay_setting_mechanism,moderate,true,true,true,true,false,false,false,true,true,supporting_example_candidate,0.8592,Aggregated 26 schema-valid bounded span ratings; strongest claim bucket quantitative_direct_text_claim_ready and downstream use supporting_example_candidate.,false,,BRMGRP-20260802-73b8bf94779cbd24555c757f,gabriel_rating_lane_003,"bounded documentary rating only; not ingested or codified; no pay normalization, wage-gap estimate, national prevalence, treatment effect, or final causal claim; global analysis readiness remains false",false,not_ingested,not_codified,not_normalized,not_matched,"{""candidate_id"": ""BRM5C-BRM5-20260731-03252-01"", ""final"": ""https://crimewatch.net/sites/default/files/42186/page/2022/08/hanover_borough_police_contract_cba_2020-2024_final.pdf"", ""original"": ""https://crimewatch.net/sites/default/files/42186/page/2022/08/hanover_borough_police_contract_cba_2020-2024_final.pdf"", ""scout_target_id"": ""BRM5-20260731-03252""}"
BRMGRS-20260802-ac49087b9f1d5a1c9b740b3f,RMSRD-20260802-d57c219fcc0680343643,RMSRD-20260802-d57c219fcc0680343643,BRM5C-BRM5-20260731-04617-01,Lawrence,KS,Midwest,pdf,mou_or_memorandum,non_cba_or_unresolved_hint,high_priority_verification_ready,26,12,14,quantitative_direct_text_claim_ready,core_finding_candidate,quant_step_schedule_progression,central,true,true,true,true,false,false,false,true,true,core_finding_candidate,0.8738,Aggregated 26 schema-valid bounded span ratings; strongest claim bucket quantitative_direct_text_claim_ready and downstream use core_finding_candidate.,false,,BRMGRP-20260802-67906a30e1f6849f19a349a0,gabriel_rating_lane_003,"bounded documentary rating only; not ingested or codified; no pay normalization, wage-gap estimate, national prevalence, treatment effect, or final causal claim; global analysis readiness remains false",false,not_ingested,not_codified,not_normalized,not_matched,"{""candidate_id"": ""BRM5C-BRM5-20260731-04617-01"", ""final"": ""https://lawrenceks.civicweb.net/document/351307"", ""original"": ""https://lawrenceks.civicweb.net/document/351307/"", ""scout_target_id"": ""BRM5-20260731-04617""}"
