PNG_path,QA_status,SVG_path,adjudicated_claim_ids,analytical_unit,caption_stub,conflict_exclusion_count,counterexample_ids,denominator,design_system_hash,evidence_tier,figure_id,figure_number,final_claim_classes,formula_ids,input_table_hashes,input_table_paths,limitation_ids,limitation_note,lineage_fields,methods_note,numerator,proposed_report_placement,render_version,report_section,sample_size,source_event_deduplication_basis,source_note,strict_or_bounded_lane,subtitle,subtitle_text,thumbnail_path,title,title_text,unresolved_count,visual_approval_status,what_this_does_not_show,what_this_shows
docs/dashboard/public/reports/whole_corpus_visual_review_2026-08-06/assets/png/f01.png,pass,docs/dashboard/public/reports/whole_corpus_visual_review_2026-08-06/assets/svg/f01.svg,[],source/content unit,Counts describe distinct source and extraction units. Native PDF pages and the separate text-page equivalent are reported independently; neither is a measure of analytical support.,201,[],declared per category,8808acc3dd9ee3cad437b3daad24c15619e616d7885e1d3798c5288f41b045eb,audited scale,F01,1,[],"[""canonical stored formula or count""]","[""7fdfc6aa648b4f2892835936f7fb54396e8df3f5d4d9a04c18d65d0a84e77738"", ""18b9e3dd1ee80e10415fe453fb4835f23b773b56abfe89c71b28f23fc01bb7f9""]","[""docs/dashboard/public/reports/whole_corpus_visual_review_2026-08-06/data/bounded_visual_tables/f01.csv"", ""docs/dashboard/public/reports/whole_corpus_visual_review_2026-08-06/data/bounded_visual_tables/f01.jsonl""]","[""SEARCH-12844"", ""STORAGE-7895"", ""NO-CAUSAL-ESTIMATE""]",neither is a measure of analytical support.,"{""canonical_approval"": ""final_visual_approval_table.jsonl"", ""lane_id"": ""visual_lane_001""}",Analytical unit: source/content unit. Strict and broader evidence remain labeled.,plotted count or bounded statistic,methods,2026-08-06.1,methods,seven distinct counts,declared analytical unit; sources do not multiply events,Canonical adjudicated whole-corpus analytical tables; no new sources.,tiered/bounded where labeled,"Large source volume, with analytical usefulness varying by layer","Large source volume, with analytical usefulness varying by layer",docs/dashboard/public/reports/whole_corpus_visual_review_2026-08-06/assets/thumbnails/f01_thumb.png,Corpus scale and source mix,Corpus scale and source mix,0,approved_for_rendering,"A national wage gap, representative prevalence, regression result, or causal effect.","Large source volume, with analytical usefulness varying by layer"
docs/dashboard/public/reports/whole_corpus_visual_review_2026-08-06/assets/png/f02.png,pass,docs/dashboard/public/reports/whole_corpus_visual_review_2026-08-06/assets/svg/f02.svg,[],stage-specific analytical unit,"The pipeline preserves incompatible, unresolved, and conditional records instead of forcing them into clean estimates. Stage counts use different declared units and should not be read as a single loss rate.",201,[],stage-specific,8808acc3dd9ee3cad437b3daad24c15619e616d7885e1d3798c5288f41b045eb,strict readiness,F02,2,[],"[""canonical stored formula or count""]","[""e7b01ebefc46d894f417e2dd2ed3bfba08126b183e1107ecf1753a1bb2a3f655"", ""c9586ec69f3c62d83783014c81458687bd05278feb09bd41b14a5f7e58c37769""]","[""docs/dashboard/public/reports/whole_corpus_visual_review_2026-08-06/data/bounded_visual_tables/f02.csv"", ""docs/dashboard/public/reports/whole_corpus_visual_review_2026-08-06/data/bounded_visual_tables/f02.jsonl""]","[""SEARCH-12844"", ""STORAGE-7895"", ""NO-CAUSAL-ESTIMATE""]","The pipeline preserves incompatible, unresolved, and conditional records instead of forcing them into clean estimates. Stage counts use different declared units and should not be read as a single loss rate.","{""canonical_approval"": ""final_visual_approval_table.jsonl"", ""lane_id"": ""visual_lane_001""}",Analytical unit: stage-specific analytical unit. Strict and broader evidence remain labeled.,plotted count or bounded statistic,methods,2026-08-06.1,methods,seven stages,declared analytical unit; sources do not multiply events,Canonical adjudicated whole-corpus analytical tables; no new sources.,tiered/bounded where labeled,Filtering preserves incompatible and unresolved evidence instead of forcing it into estimates,Filtering preserves incompatible and unresolved evidence instead of forcing it into estimates,docs/dashboard/public/reports/whole_corpus_visual_review_2026-08-06/assets/thumbnails/f02_thumb.png,Evidence pipeline and analytical readiness,Evidence pipeline and analytical readiness,0,approved_with_caption_caveat,"A national wage gap, representative prevalence, regression result, or causal effect.",Filtering preserves incompatible and unresolved evidence instead of forcing it into estimates
docs/dashboard/public/reports/whole_corpus_visual_review_2026-08-06/assets/png/f03.png,pass,docs/dashboard/public/reports/whole_corpus_visual_review_2026-08-06/assets/svg/f03.svg,"[""UNSUP-02""]",eligible municipality,"State coverage is the share of eligible municipalities reached by the scout. It measures discovery coverage, not evidence quality, claim support, or population representativeness.",201,[],eligible municipality universe,8808acc3dd9ee3cad437b3daad24c15619e616d7885e1d3798c5288f41b045eb,coverage,F03,3,"[""unsupported""]","[""canonical stored formula or count""]","[""1638d0c0096355cc069b8633b4ebebc68875b16e95b09a197f7f8fc0c52001d3"", ""a8b098d0de44e19285c8a41a19ba284bc422067062cd59977f6b897b4eaba9bc""]","[""docs/dashboard/public/reports/whole_corpus_visual_review_2026-08-06/data/bounded_visual_tables/f03.csv"", ""docs/dashboard/public/reports/whole_corpus_visual_review_2026-08-06/data/bounded_visual_tables/f03.jsonl""]","[""SEARCH-12844"", ""STORAGE-7895"", ""NO-CAUSAL-ESTIMATE""]","State coverage is the share of eligible municipalities reached by the scout. It measures discovery coverage, not evidence quality, claim support, or population representativeness.","{""canonical_approval"": ""final_visual_approval_table.jsonl"", ""lane_id"": ""visual_lane_005""}",Analytical unit: eligible municipality. Strict and broader evidence remain labeled.,plotted count or bounded statistic,methods,2026-08-06.1,methods,51 states/district,declared analytical unit; sources do not multiply events,Canonical adjudicated whole-corpus analytical tables; no new sources.,tiered/bounded where labeled,Coverage is the share of eligible municipalities reached—not raw source volume,Coverage is the share of eligible municipalities reached—not raw source volume,docs/dashboard/public/reports/whole_corpus_visual_review_2026-08-06/assets/thumbnails/f03_thumb.png,Municipality scout coverage by state,Municipality scout coverage by state,0,approved_with_caption_caveat,"A national wage gap, representative prevalence, regression result, or causal effect.",Coverage is the share of eligible municipalities reached—not raw source volume
docs/dashboard/public/reports/whole_corpus_visual_review_2026-08-06/assets/png/f04.png,pass,docs/dashboard/public/reports/whole_corpus_visual_review_2026-08-06/assets/svg/f04.svg,"[""CLAIM-D""]",staffing analytical unit,"The 18,358 staffing units are dominated by vacancy and position-reduction records. These are source-specific levels or changes and do not by themselves identify a staffing trend or causal effect.",201,[],"18,358",8808acc3dd9ee3cad437b3daad24c15619e616d7885e1d3798c5288f41b045eb,descriptive,F04,4,"[""mechanism_supported_only""]","[""canonical stored formula or count""]","[""d6d4b9d2df48b584005269db5b58b73e0bf84f1ca30c234512cce5ee35963bb7"", ""bb993ec6325a24fb684cea0db73d5e1e65806b30200f6d4d36a5642593709226""]","[""docs/dashboard/public/reports/whole_corpus_visual_review_2026-08-06/data/bounded_visual_tables/f04.csv"", ""docs/dashboard/public/reports/whole_corpus_visual_review_2026-08-06/data/bounded_visual_tables/f04.jsonl""]","[""SEARCH-12844"", ""STORAGE-7895"", ""NO-CAUSAL-ESTIMATE""]","The 18,358 staffing units are dominated by vacancy and position-reduction records. These are source-specific levels or changes and do not by themselves identify a staffing trend or causal effect.","{""canonical_approval"": ""final_visual_approval_table.jsonl"", ""lane_id"": ""visual_lane_002""}",Analytical unit: staffing analytical unit. Strict and broader evidence remain labeled.,plotted count or bounded statistic,staffing,2026-08-06.1,staffing,"18,358",declared analytical unit; sources do not multiply events,Canonical adjudicated whole-corpus analytical tables; no new sources.,tiered/bounded where labeled,Most retained staffing units describe vacancies or position reductions,Most retained staffing units describe vacancies or position reductions,docs/dashboard/public/reports/whole_corpus_visual_review_2026-08-06/assets/thumbnails/f04_thumb.png,Staffing evidence by type,Staffing evidence by type,0,approved_for_rendering,"A national wage gap, representative prevalence, regression result, or causal effect.",Most retained staffing units describe vacancies or position reductions
docs/dashboard/public/reports/whole_corpus_visual_review_2026-08-06/assets/png/f05.png,pass,docs/dashboard/public/reports/whole_corpus_visual_review_2026-08-06/assets/svg/f05.svg,"[""CLAIM-D""]",reviewed staffing record,"Seven reviewed records directly support a staffing channel and 216 are descriptively consistent; 18,135 remain contextual, insufficient, or unresolved. Counts describe evidence status, not causal effects or national prevalence.",201,[],"18,358",8808acc3dd9ee3cad437b3daad24c15619e616d7885e1d3798c5288f41b045eb,Tier 2/3/context,F05,5,"[""mechanism_supported_only""]","[""canonical stored formula or count""]","[""9098293ec801db2566767c3a5742293ab47003d50f45812152144f4c3d344d77"", ""ebf0d4ac3f9d2500210703423f1e2bae7057d2f3d515f343bc942cc14b42f69a""]","[""docs/dashboard/public/reports/whole_corpus_visual_review_2026-08-06/data/bounded_visual_tables/f05.csv"", ""docs/dashboard/public/reports/whole_corpus_visual_review_2026-08-06/data/bounded_visual_tables/f05.jsonl""]","[""SEARCH-12844"", ""STORAGE-7895"", ""NO-CAUSAL-ESTIMATE""]","18,135 remain contextual, insufficient, or unresolved. Counts describe evidence status, not causal effects or national prevalence.","{""canonical_approval"": ""final_visual_approval_table.jsonl"", ""lane_id"": ""visual_lane_002""}",Analytical unit: reviewed staffing record. Strict and broader evidence remain labeled.,plotted count or bounded statistic,staffing,2026-08-06.1,staffing,"18,358",declared analytical unit; sources do not multiply events,Canonical adjudicated whole-corpus analytical tables; no new sources.,tiered/bounded where labeled,A small reviewed subset directly or descriptively fits the proposed channels,A small reviewed subset directly or descriptively fits the proposed channels,docs/dashboard/public/reports/whole_corpus_visual_review_2026-08-06/assets/thumbnails/f05_thumb.png,Staffing-channel evidence by tier,Staffing-channel evidence by tier,0,approved_tiered_sensitivity_visual,"A national wage gap, representative prevalence, regression result, or causal effect.",A small reviewed subset directly or descriptively fits the proposed channels
docs/dashboard/public/reports/whole_corpus_visual_review_2026-08-06/assets/png/f06.png,pass,docs/dashboard/public/reports/whole_corpus_visual_review_2026-08-06/assets/svg/f06.svg,[],unique municipality within state,"Staffing evidence reaches 511 municipalities, but coverage is geographically uneven. Counts are unique municipalities represented in retained staffing records, not state-level staffing rates.",201,[],retained staffing municipalities,8808acc3dd9ee3cad437b3daad24c15619e616d7885e1d3798c5288f41b045eb,descriptive,F06,6,[],"[""canonical stored formula or count""]","[""f64c6208a5c4eabc55c80ce23f4a29b7c1389925f67418ce1e30a6bbfe8c07c4"", ""da3d73a9e4a92bbfc432b00ca7758a23a16d04012db320ef2b7ee8d290554a66""]","[""docs/dashboard/public/reports/whole_corpus_visual_review_2026-08-06/data/bounded_visual_tables/f06.csv"", ""docs/dashboard/public/reports/whole_corpus_visual_review_2026-08-06/data/bounded_visual_tables/f06.jsonl""]","[""SEARCH-12844"", ""STORAGE-7895"", ""NO-CAUSAL-ESTIMATE""]","Staffing evidence reaches 511 municipalities, but coverage is geographically uneven. Counts are unique municipalities represented in retained staffing records, not state-level staffing rates.","{""canonical_approval"": ""final_visual_approval_table.jsonl"", ""lane_id"": ""visual_lane_002""}",Analytical unit: unique municipality within state. Strict and broader evidence remain labeled.,plotted count or bounded statistic,staffing,2026-08-06.1,staffing,511 municipalities,declared analytical unit; sources do not multiply events,Canonical adjudicated whole-corpus analytical tables; no new sources.,tiered/bounded where labeled,"Staffing records span 511 municipalities, unevenly across states","Staffing records span 511 municipalities, unevenly across states",docs/dashboard/public/reports/whole_corpus_visual_review_2026-08-06/assets/thumbnails/f06_thumb.png,Geographic reach of staffing evidence,Geographic reach of staffing evidence,0,approved_with_caption_caveat,"A national wage gap, representative prevalence, regression result, or causal effect.","Staffing records span 511 municipalities, unevenly across states"
docs/dashboard/public/reports/whole_corpus_visual_review_2026-08-06/assets/png/f07.png,pass,docs/dashboard/public/reports/whole_corpus_visual_review_2026-08-06/assets/svg/f07.svg,"[""CLAIM-E"", ""CLAIM-F""]",implementation sequence,"Thirty-eight sequences support bounded lifecycle descriptions; 1,230 remain on hold. Nineteen adopted sequences have no paid stage observed in the retained evidence—this does not mean they were never paid.",201,[],"1,268",8808acc3dd9ee3cad437b3daad24c15619e616d7885e1d3798c5288f41b045eb,strict reviewed,F07,7,"[""mechanism_supported_only""]","[""canonical stored formula or count""]","[""33b33c6d7520b2a2b319d682851d539723972a717d81f68b8e405961e3d67b41"", ""b5e8f9d04e2c86b3b93b55f6b3698cb9821c2d7a4a0df9d778f3528d8bfa849f""]","[""docs/dashboard/public/reports/whole_corpus_visual_review_2026-08-06/data/bounded_visual_tables/f07.csv"", ""docs/dashboard/public/reports/whole_corpus_visual_review_2026-08-06/data/bounded_visual_tables/f07.jsonl""]","[""SEARCH-12844"", ""STORAGE-7895"", ""NO-CAUSAL-ESTIMATE""]","1,230 remain on hold. Nineteen adopted sequences have no paid stage observed in the retained evidence—this does not mean they were never paid.","{""canonical_approval"": ""final_visual_approval_table.jsonl"", ""lane_id"": ""visual_lane_003""}",Analytical unit: implementation sequence. Strict and broader evidence remain labeled.,plotted count or bounded statistic,implementation,2026-08-06.1,implementation,"1,268",declared analytical unit; sources do not multiply events,Canonical adjudicated whole-corpus analytical tables; no new sources.,strict,"Adoption, amendment, implementation, and payment remain distinct stages","Adoption, amendment, implementation, and payment remain distinct stages",docs/dashboard/public/reports/whole_corpus_visual_review_2026-08-06/assets/thumbnails/f07_thumb.png,Implementation evidence distinguishes adoption from payment,Implementation evidence distinguishes adoption from payment,0,approved_strict_lane_only,"A national wage gap, representative prevalence, regression result, or causal effect.","Adoption, amendment, implementation, and payment remain distinct stages"
docs/dashboard/public/reports/whole_corpus_visual_review_2026-08-06/assets/png/f08.png,pass,docs/dashboard/public/reports/whole_corpus_visual_review_2026-08-06/assets/svg/f08.svg,"[""CLAIM-A"", ""CLAIM-C"", ""CLAIM-F""]","unique source, municipality, or root event","Administrative corroboration is shown separately by unique source, municipality, and root compensation event. The measures describe retained coverage and must not be combined or interpreted as mechanism prevalence.",201,[],declared metric,8808acc3dd9ee3cad437b3daad24c15619e616d7885e1d3798c5288f41b045eb,corroboration,F08,8,"[""mechanism_supported_only""]","[""canonical stored formula or count""]","[""e3db6cac2ad39331b2286b5a477cac2f1af0001cb8e15c327694d9d01082238a"", ""09d18c18a7bbe38619718951a3455c52071b151f86f451535b1f36ad31a6ca20""]","[""docs/dashboard/public/reports/whole_corpus_visual_review_2026-08-06/data/bounded_visual_tables/f08.csv"", ""docs/dashboard/public/reports/whole_corpus_visual_review_2026-08-06/data/bounded_visual_tables/f08.jsonl""]","[""SEARCH-12844"", ""STORAGE-7895"", ""NO-CAUSAL-ESTIMATE""]","Administrative corroboration is shown separately by unique source, municipality, and root compensation event. The measures describe retained coverage and must not be combined or interpreted as mechanism prevalence.","{""canonical_approval"": ""final_visual_approval_table.jsonl"", ""lane_id"": ""visual_lane_003""}","Analytical unit: unique source, municipality, or root event. Strict and broader evidence remain labeled.",plotted count or bounded statistic,mechanisms,2026-08-06.1,mechanisms,six mechanisms,declared analytical unit; sources do not multiply events,Canonical adjudicated whole-corpus analytical tables; no new sources.,tiered/bounded where labeled,"Coverage is shown separately for sources, municipalities, and root events","Coverage is shown separately for sources, municipalities, and root events",docs/dashboard/public/reports/whole_corpus_visual_review_2026-08-06/assets/thumbnails/f08_thumb.png,Administrative corroboration by compensation mechanism,Administrative corroboration by compensation mechanism,0,approved_with_caption_caveat,"A national wage gap, representative prevalence, regression result, or causal effect.","Coverage is shown separately for sources, municipalities, and root events"
docs/dashboard/public/reports/whole_corpus_visual_review_2026-08-06/assets/png/f09.png,pass,docs/dashboard/public/reports/whole_corpus_visual_review_2026-08-06/assets/svg/f09.svg,"[""CLAIM-B"", ""CLAIM-G"", ""UNSUP-05""]",documentary unit-cycle growth record,"Unit-cycle weighted documentary records show a safety-leaning step-progression cell, mixed across-board results, and sparse COLA comparisons. The cells are small and nonrepresentative; there is no uniform safety growth advantage.",201,[],cell-specific,8808acc3dd9ee3cad437b3daad24c15619e616d7885e1d3798c5288f41b045eb,Tier 1/2 numeric,F09,9,"[""conditionally_supported"", ""mixed_or_countervailing"", ""unsupported""]","[""canonical stored formula or count""]","[""3922b84722d47c414f6ce6065a56f6cfd128100c676fafa12115f0acc7cfe921"", ""66f52630fb415a2531e5e215805e810182eed521564d3154a18062b089df6dfc""]","[""docs/dashboard/public/reports/whole_corpus_visual_review_2026-08-06/data/bounded_visual_tables/f09.csv"", ""docs/dashboard/public/reports/whole_corpus_visual_review_2026-08-06/data/bounded_visual_tables/f09.jsonl""]","[""SEARCH-12844"", ""STORAGE-7895"", ""NO-CAUSAL-ESTIMATE""]",there is no uniform safety growth advantage.,"{""canonical_approval"": ""final_visual_approval_table.jsonl"", ""lane_id"": ""visual_lane_004""}",Analytical unit: documentary unit-cycle growth record. Strict and broader evidence remain labeled.,plotted count or bounded statistic,growth,2026-08-06.1,growth,cell n displayed,declared analytical unit; sources do not multiply events,Canonical adjudicated whole-corpus analytical tables; no new sources.,tiered/bounded where labeled,Step progression leans safety; across-board results are mixed; COLA evidence is sparse,Step progression leans safety; across-board results are mixed; COLA evidence is sparse,docs/dashboard/public/reports/whole_corpus_visual_review_2026-08-06/assets/thumbnails/f09_thumb.png,Documentary wage-growth evidence is mechanism-specific,Documentary wage-growth evidence is mechanism-specific,0,approved_tiered_sensitivity_visual,"A national wage gap, representative prevalence, regression result, or causal effect.",Step progression leans safety; across-board results are mixed; COLA evidence is sparse
docs/dashboard/public/reports/whole_corpus_visual_review_2026-08-06/assets/png/f10.png,pass,docs/dashboard/public/reports/whole_corpus_visual_review_2026-08-06/assets/svg/f10.svg,"[""CLAIM-G"", ""CLAIM-H"", ""UNSUP-01""]",bounded local comparison,"Ten bounded local comparisons include five safety-favorable, four non-safety-favorable, and one neutral result. Role and period caveats remain, so the examples cannot be averaged into a national wage gap.",201,[],10,8808acc3dd9ee3cad437b3daad24c15619e616d7885e1d3798c5288f41b045eb,nine Tier 2; one Tier 3,F10,10,"[""mixed_or_countervailing"", ""supported"", ""unsupported""]","[""canonical stored formula or count""]","[""4f846da0554eebe969b4ac556ef6b14d5538e136c049ce83d3af3d935d321530"", ""afff5a7c442838f57d4fdb85cbabd176b87cd15012b47115ed81db4783388ceb""]","[""docs/dashboard/public/reports/whole_corpus_visual_review_2026-08-06/data/bounded_visual_tables/f10.csv"", ""docs/dashboard/public/reports/whole_corpus_visual_review_2026-08-06/data/bounded_visual_tables/f10.jsonl""]","[""SEARCH-12844"", ""STORAGE-7895"", ""NO-CAUSAL-ESTIMATE""]","Ten bounded local comparisons include five safety-favorable, four non-safety-favorable, and one neutral result. Role and period caveats remain, so the examples cannot be averaged into a national wage gap.","{""canonical_approval"": ""final_visual_approval_table.jsonl"", ""lane_id"": ""visual_lane_004""}",Analytical unit: bounded local comparison. Strict and broader evidence remain labeled.,plotted count or bounded statistic,local comparisons,2026-08-06.1,local comparisons,10,declared analytical unit; sources do not multiply events,Canonical adjudicated whole-corpus analytical tables; no new sources.,tiered/bounded where labeled,"Five favor safety, four favor non-safety, and one is neutral","Five favor safety, four favor non-safety, and one is neutral",docs/dashboard/public/reports/whole_corpus_visual_review_2026-08-06/assets/thumbnails/f10_thumb.png,Bounded local wage comparisons point in both directions,Bounded local wage comparisons point in both directions,0,approved_with_caption_caveat,"A national wage gap, representative prevalence, regression result, or causal effect.","Five favor safety, four favor non-safety, and one is neutral"
