canonical_payload_id,extraction_result_id,extraction_artifact_pointers,extraction_modality,source_SHA_256,retained_source_ids,candidate_ids,search_wave_provenance,municipality_ids,municipality_names,states,expected_periods,side_hints,department_hints,source_family_hints,administrative_source_type,source_quality,extraction_priority,root_event_ids,mechanism_event_ids,existing_claim_ids,expected_claim_upgrade_tags,extraction_warnings,deterministic_processing_eligibility,proposed_extraction_families,primary_terminal_status,pages_available,sections_available,tables_available,structured_record_count,lineage_basis,lane_id
EXTPAYLOAD-0001d1c2c0d00a9d04d43cb9,EXTEXTRACT-9e76c1567d3c88e54fd04fa9,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/78/EXTPAYLOAD-0001d1c2c0d00a9d04d43cb9.index.json|artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/78/EXTPAYLOAD-0001d1c2c0d00a9d04d43cb9.pages.jsonl.gz|artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/78/EXTPAYLOAD-0001d1c2c0d00a9d04d43cb9.txt.gz,pdf,7862edf322870141d1b8212546bb24a8ecdf90847057e4b3553621812777767b,EXTSOURCE-0001d1c2c0d00a9d04d43cb9,EXTCAND-face135d7eb4850fb2777bdf,external_search_wave_001_compacted,,Siler City,NC,2026,side_independent,side_independent,implementation_confirmation|multi_family_administrative_source|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,payroll_roster,direct_official_administrative_record,extraction_priority_high,ROOTCOMP-2bd80b90004df8c40043a1c9|ROOTCOMP-36f76234fe1c0afa7230e10f|ROOTCOMP-db957cfd50d6dc21f6ee0133,MECHEXP-0a5ffef669e0c313a524367b|MECHEXP-1ec3ba98b10075af61174545|MECHEXP-22fcec4ded73ce00dc708256|MECHEXP-3d0f5f6dd72df46958a903e8|MECHEXP-4a19bf20a03ea846c78f1fec|MECHEXP-67b346ce72c31e9ac0d56eed|MECHEXP-6850c7634b58ad40335e8cd7|MECHEXP-6c9b2575947d896976ba6ded|MECHEXP-7bdbb117b13f9c85c1fbfd1a|MECHEXP-904daef7c909fd44e63b65c4|MECHEXP-91bedcc3759b16550f9aedfc|MECHEXP-9c9bd6d111e936e7b1aaf882|MECHEXP-aea193d0817fa1a6cfcb897a|MECHEXP-c053fe8baf45fd8420dd1a5a|MECHEXP-ea5dd33ef9cd429d763807ee|MECHEXP-eae62264c722357462d142e4,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,,deterministic_text_pattern_processing_ready,implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,extracted_text_ok,76,0,0,0,canonical_stage6_physical_extraction_result,field_span_lane_003
EXTPAYLOAD-001ba8bdc409337d8c467913,EXTEXTRACT-d8d07af740a5205341649923,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/47/EXTPAYLOAD-001ba8bdc409337d8c467913.index.json|artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/47/EXTPAYLOAD-001ba8bdc409337d8c467913.sections.jsonl.gz|artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/47/EXTPAYLOAD-001ba8bdc409337d8c467913.visible_text.txt.gz|artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/47/EXTPAYLOAD-001ba8bdc409337d8c467913.embedded_structured.jsonl.gz|artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/47/EXTPAYLOAD-001ba8bdc409337d8c467913.tables.jsonl.gz,html,47e463ffa35c44071cb9a7807fd1d80b1e7c0d9ed697ac78aec28913d0af0ca6,EXTSOURCE-001ba8bdc409337d8c467913,EXTCAND-29cf03f93d2d594afc6e81d2,external_search_wave_001_compacted,,North Castle,NY,2024,police,police,benefits_and_total_compensation|implementation_confirmation|multi_family_administrative_source|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,payroll_roster,official_administrative_summary,extraction_priority_high,ROOTCOMP-cd2a3cdcbe1ff5024fd718ed,MECHEXP-02c0fee7643a0557ed8ca866|MECHEXP-5e4fa5b6f2d5f36d6e181e40|MECHEXP-bf98c3c8b8cae711c036eb6d|MECHEXP-d56419eee3a8a2eec7270bea|MECHEXP-fadbcb4a3a5bebc5d75f359d,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,,deterministic_text_pattern_processing_ready,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,extracted_text_ok,0,43,0,0,canonical_stage6_physical_extraction_result,field_span_lane_003
EXTPAYLOAD-0048c78471b3515ec2731089,EXTEXTRACT-8b10b85b441e04b829d7e26d,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/7e/EXTPAYLOAD-0048c78471b3515ec2731089.index.json|artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/7e/EXTPAYLOAD-0048c78471b3515ec2731089.sections.jsonl.gz|artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/7e/EXTPAYLOAD-0048c78471b3515ec2731089.visible_text.txt.gz|artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/7e/EXTPAYLOAD-0048c78471b3515ec2731089.embedded_structured.jsonl.gz|artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/7e/EXTPAYLOAD-0048c78471b3515ec2731089.tables.jsonl.gz,html,7ee8a56406d2d52f6a61a2cc59b9b6ce2153f2732f0021ce9df039d8834e71e6,EXTSOURCE-0048c78471b3515ec2731089,EXTCAND-824914d0bd91c7f2b7d1c135,external_search_wave_001_compacted,,Gowrie,IA,2020,police,police,benefits_and_total_compensation|implementation_confirmation|multi_family_administrative_source|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,payroll_roster,official_administrative_summary,extraction_priority_high,ROOTCOMP-eda485ac949a4da1c824d21d,MECHEXP-25d2912a1ae40339977437af|MECHEXP-3b612a9b8a230c0cb5e0c6cc|MECHEXP-6e7faf29146eb4f217c6e1bc|MECHEXP-8762071983e8b0b901187177|MECHEXP-b59e634c8de02885ffa47fb0|MECHEXP-f9bc81c0418b0198118343bd|MECHEXP-fdb6a5434a51cb1f828dec8e,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,,mixed_structured_and_text_processing_ready,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,extracted_text_and_structured_ok,0,323,1,0,canonical_stage6_physical_extraction_result,field_span_lane_003
EXTPAYLOAD-0079b97aaafbf6d8287ecb36,EXTEXTRACT-f7fea735049dd844e63d5619,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/e2/EXTPAYLOAD-0079b97aaafbf6d8287ecb36.index.json|artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/e2/EXTPAYLOAD-0079b97aaafbf6d8287ecb36.sections.jsonl.gz|artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/e2/EXTPAYLOAD-0079b97aaafbf6d8287ecb36.visible_text.txt.gz|artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/e2/EXTPAYLOAD-0079b97aaafbf6d8287ecb36.embedded_structured.jsonl.gz|artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/e2/EXTPAYLOAD-0079b97aaafbf6d8287ecb36.tables.jsonl.gz,html,e2458787a3bf5577cfc22bbd45697a7398edcc148e451e1a69a3b7d7bcd7729a,EXTSOURCE-0079b97aaafbf6d8287ecb36,RESCAND-9949d635bce603504f892796,external_search_wave_002_exhaustive_residual,,Cochecton,NY,2024,unclear,unclear,implementation_confirmation|tenure_and_progression,other,official_administrative_summary,extraction_priority_medium,ROOTCOMP-718e1f887425f6a7a9695970,MECHEXP-4cbca477648991ff4b21c39e|MECHEXP-72c3af1a25b1eb3a88dc9d9b|MECHEXP-87db0c3584e40d0e6139dee2|MECHEXP-8a91ff019440e78ac28d09c7|MECHEXP-9b75dc57329babb3928b668c,,upgrades_implementation_confirmation|upgrades_mechanism_claim,,mixed_structured_and_text_processing_ready,tenure_and_progression,extracted_text_and_structured_ok,0,39,0,1,canonical_stage6_physical_extraction_result,field_span_lane_003
EXTPAYLOAD-008873b5b51a2c3bfd49fcc1,EXTEXTRACT-4dc9ccad2a93fb97f9ffb993,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/4d/EXTPAYLOAD-008873b5b51a2c3bfd49fcc1.index.json|artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/4d/EXTPAYLOAD-008873b5b51a2c3bfd49fcc1.sections.jsonl.gz|artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/4d/EXTPAYLOAD-008873b5b51a2c3bfd49fcc1.visible_text.txt.gz|artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/4d/EXTPAYLOAD-008873b5b51a2c3bfd49fcc1.embedded_structured.jsonl.gz|artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/4d/EXTPAYLOAD-008873b5b51a2c3bfd49fcc1.tables.jsonl.gz,html,4dd54667c92c989807cbf4abfac19d60b8c947283f75374cb947293115ba4cbd,EXTSOURCE-008873b5b51a2c3bfd49fcc1,RESCAND-514b2b49614e7fad20dc2f5f,external_search_wave_002_exhaustive_residual,,Atlantic Beach,NC,2025,unclear,unclear,implementation_confirmation|payroll_and_earnings|tenure_and_progression,payroll_roster,official_administrative_summary,extraction_priority_high,ROOTCOMP-6ec7d2e0b8f8ad5b11bd3e7e,MECHEXP-24a21baeaf1d06f52bd4fd97|MECHEXP-3d09c970abb4438a6a219ccd|MECHEXP-46f1b0b852f5b05c9bf1c512|MECHEXP-c1007c49dad782232eeb287f|MECHEXP-d30fa1ecadac5322190984a1,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,,mixed_structured_and_text_processing_ready,payroll_and_earnings,extracted_text_and_structured_ok,0,102,0,1,canonical_stage6_physical_extraction_result,field_span_lane_003
EXTPAYLOAD-0088f8e26b201e1f26a3fbf7,EXTEXTRACT-dde099efa32badf848b1d6d6,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/07/EXTPAYLOAD-0088f8e26b201e1f26a3fbf7.index.json|artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/07/EXTPAYLOAD-0088f8e26b201e1f26a3fbf7.pages.jsonl.gz|artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/07/EXTPAYLOAD-0088f8e26b201e1f26a3fbf7.txt.gz,pdf,07e8d318df001ade3ec9bf2fb75695f591d8ea56adaaa871e2159e10b4792363,EXTSOURCE-0088f8e26b201e1f26a3fbf7,RESCAND-0541f5812fb5a56c806ce361,external_search_wave_002_exhaustive_residual,,Belle,SD,2021,police,police,benefits_and_total_compensation|implementation_confirmation|multi_family_administrative_source|payroll_and_earnings,payroll_roster,direct_official_administrative_record,extraction_priority_high,ROOTCOMP-40b77ecd930658466476ef8e|ROOTCOMP-93bb9303eb8c74b24bf2f4ab,MECHEXP-3dc6d91d33d0cb53219a5c92|MECHEXP-3e3cf25a9727f5a4faa344f3|MECHEXP-525f0cb5f04a805a03c20ca6|MECHEXP-848a8dc0fe13756a7b4bcdb2|MECHEXP-89e3c222f4d030c9bfd9ea3a|MECHEXP-aa1dde17198904b9ddfa0da4|MECHEXP-ddf6cb34bb82a4dab4587cbe|MECHEXP-f1095f5cf10c2446e16d4e37,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_total_compensation_comparison,,deterministic_text_pattern_processing_ready,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings,extracted_text_ok,13,0,0,0,canonical_stage6_physical_extraction_result,field_span_lane_003
EXTPAYLOAD-00a12b392568f74643c07c1c,EXTEXTRACT-76e8cecc41b0c0ecd6e3eeb6,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/14/EXTPAYLOAD-00a12b392568f74643c07c1c.index.json|artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/14/EXTPAYLOAD-00a12b392568f74643c07c1c.sections.jsonl.gz|artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/14/EXTPAYLOAD-00a12b392568f74643c07c1c.visible_text.txt.gz|artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/14/EXTPAYLOAD-00a12b392568f74643c07c1c.embedded_structured.jsonl.gz|artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/14/EXTPAYLOAD-00a12b392568f74643c07c1c.tables.jsonl.gz,html,14c846c37c633632d16ddc320f66b3d1e8bc9a44cfdcfb39c1378ce2f0939d31,EXTSOURCE-00a12b392568f74643c07c1c,RESCAND-822155db9c42784140f346cb,external_search_wave_002_exhaustive_residual,,Bruceton,TN,undated-source-B4X2500LIVE-20260729-007127,unclear,unclear,implementation_confirmation|multi_family_administrative_source|payroll_and_earnings|tenure_and_progression,budget,official_administrative_summary,extraction_priority_medium,ROOTCOMP-62b96ad7c5052c0bb85fead8|ROOTCOMP-a4ac54d78711ececb43c03ab,MECHEXP-01b2ef28d2bb833af0f7b9ee|MECHEXP-574cd93acf6ef9e1f5562794|MECHEXP-6df78a2f186b0ea7e6673a9f|MECHEXP-88ab0b44d62837b94024e8d0|MECHEXP-9428e66823a564ded6e98047|MECHEXP-9bc8ca01a189a0d448975852|MECHEXP-adcb9c5590968382d0a39a88|MECHEXP-b68d5a203d166e30d9f7c59e|MECHEXP-be7c4a04f060ae1fa5d0e781|MECHEXP-ee5715e2316dba737e9746db|MECHEXP-fe875f15dbf348ac5162b1f6,,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,,mixed_structured_and_text_processing_ready,implementation_confirmation|payroll_and_earnings|tenure_and_progression,extracted_text_and_structured_ok,0,72,0,1,canonical_stage6_physical_extraction_result,field_span_lane_003
EXTPAYLOAD-00a8d28c11f7331b6f77fb6f,EXTEXTRACT-fe326ccbd794fe07936a62aa,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/c9/EXTPAYLOAD-00a8d28c11f7331b6f77fb6f.index.json|artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/c9/EXTPAYLOAD-00a8d28c11f7331b6f77fb6f.sections.jsonl.gz|artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/c9/EXTPAYLOAD-00a8d28c11f7331b6f77fb6f.visible_text.txt.gz|artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/c9/EXTPAYLOAD-00a8d28c11f7331b6f77fb6f.embedded_structured.jsonl.gz|artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/c9/EXTPAYLOAD-00a8d28c11f7331b6f77fb6f.tables.jsonl.gz,html,c97342df200d618aac2d34efb0c46512cf4ecb83524ae1d0cd2ceab95ff1b956,EXTSOURCE-00a8d28c11f7331b6f77fb6f,EXTCAND-07a741cca535e36af5a03319,external_search_wave_001_compacted,,Oberlin,LA,2025,all_units,all_units,benefits_and_total_compensation|multi_family_administrative_source|payroll_and_earnings|recruitment_and_retention,payroll_roster,official_administrative_summary,extraction_priority_high,ROOTCOMP-c1d9a794038d082afc2fa421,MECHEXP-01b935028084288f785d3609|MECHEXP-1337f01c065bd7b16213d032|MECHEXP-2faa72fcde6bddf9907d2753|MECHEXP-5ae0405b092b7ca744009c8d|MECHEXP-7114caf185962a9657e59ab4|MECHEXP-b43cd4867e145720afdf7dd8,,upgrades_growth_analysis|upgrades_local_wage_comparison|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,,mixed_structured_and_text_processing_ready,benefits_and_total_compensation|payroll_and_earnings|recruitment_and_retention,extracted_text_and_structured_ok,0,141,0,1,canonical_stage6_physical_extraction_result,field_span_lane_003
EXTPAYLOAD-00afd016a9870870057b9a2d,EXTEXTRACT-402de9aa497bf5048eb2de3a,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/f9/EXTPAYLOAD-00afd016a9870870057b9a2d.index.json|artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/f9/EXTPAYLOAD-00afd016a9870870057b9a2d.pages.jsonl.gz|artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/f9/EXTPAYLOAD-00afd016a9870870057b9a2d.txt.gz,pdf,f9c8530eece3caefc2f11de26dcab07e73dc1a80ead93fcaba84a404e62a2b93,EXTSOURCE-00afd016a9870870057b9a2d,RESCAND-9e517a3e11e2089e4ba05b23,external_search_wave_002_exhaustive_residual,,Austin,MN,2026,police,police,implementation_confirmation|staffing_and_headcount,staffing_table,direct_official_administrative_record,extraction_priority_high,ROOTCOMP-50b310ccb083f249de381cc8|ROOTCOMP-55d6d7e5218640ef3a9713a4,MECHEXP-1307204c682b0d9f3b2d41c9|MECHEXP-2c5ca6fff4d022936d049211|MECHEXP-4dc4155acf4ef53fe7f9f6ba|MECHEXP-58e432aace24e5fc86a43ab2|MECHEXP-59046a56bd0e817ecdc29bfb|MECHEXP-910e8c9b62571daa788c1444|MECHEXP-a666337b45757f722b63593e|MECHEXP-cd91b66fb48a1236f8729f66|MECHEXP-d40129bc7d426ffbc7d0200a,,upgrades_implementation_confirmation|upgrades_mechanism_claim|upgrades_staffing_hypothesis,,deterministic_text_pattern_processing_ready,staffing_and_headcount,extracted_text_ok,11,0,0,0,canonical_stage6_physical_extraction_result,field_span_lane_003
EXTPAYLOAD-00c106b56c3fab0363bafbdb,EXTEXTRACT-7ca6447f087046fea6d0d4fc,artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/80/EXTPAYLOAD-00c106b56c3fab0363bafbdb.index.json|artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/80/EXTPAYLOAD-00c106b56c3fab0363bafbdb.sections.jsonl.gz|artifacts/local_extracted_text/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/80/EXTPAYLOAD-00c106b56c3fab0363bafbdb.visible_text.txt.gz|artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/80/EXTPAYLOAD-00c106b56c3fab0363bafbdb.embedded_structured.jsonl.gz|artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/80/EXTPAYLOAD-00c106b56c3fab0363bafbdb.tables.jsonl.gz,html,804af04ef3e76ce60d41c8903adfc6092426d7742214f2dfbf29dd42ace05656,EXTSOURCE-00c106b56c3fab0363bafbdb,RESCAND-9c952fe14e44bbe024135a6f,external_search_wave_002_exhaustive_residual,,Chester,NY,2025,police,police,recruitment_and_retention|staffing_and_headcount,media_or_context,official_administrative_summary,extraction_priority_high,ROOTCOMP-563a29dec913be98b896ed8d|ROOTCOMP-6533d469dedb49e66474e19c|ROOTCOMP-698963aa96704a21788a0c7c|ROOTCOMP-ef699e72c9f7359e26949fec,MECHEXP-308d058bf2a08094e4f548b6|MECHEXP-3792a76a48c88d049c1c81bc|MECHEXP-3a47a0f282936724f2759b68|MECHEXP-3b6ac662d75083ea24dea8bf|MECHEXP-3f75327c42ebfb86113aee71|MECHEXP-41c33f3fe7b9b859159b3792|MECHEXP-45f0989d12365e9eef39d680|MECHEXP-5b09f55f8a45b75939dcf2f0|MECHEXP-6ceba3d5f7af393df82dfeb3|MECHEXP-72108b284c24f6f65379d6e0|MECHEXP-7503a5ed40d11d2be44d4e8d|MECHEXP-76e9720fcfd7f7058652aafd|MECHEXP-997bbb4316e8f4081f9b779d|MECHEXP-a764aeeb3fb4f6a6bbdc15dd|MECHEXP-b0bd0fa86bf404f302347218|MECHEXP-ca7ae4836d647a9ce9c9e35a|MECHEXP-d18906137e7a58ef326c834d|MECHEXP-f30ee38bb31a49d8f9dbb302,,upgrades_staffing_hypothesis,,deterministic_text_pattern_processing_ready,staffing_and_headcount,extracted_text_ok,0,429,0,0,canonical_stage6_physical_extraction_result,field_span_lane_003
