example_id,source_record_id,example_type,municipality,state,source_family,evidence_type,side_label,mechanism_class,brief_bounded_evidence_summary,why_this_example_matters,claim_it_supports,caveats,raw_bounded_snippet_or_pointer,source_lineage
WCCPEX-18b246564de6514fdf28595d,BRMSAMESIDEQA-259be46fe93a14a1e524e129,growth,Hanover,PA,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,growth,police_direct,step_schedule_seniority,"Hanover, PA: a BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03 record codes step schedule seniority for police_direct; the package preserves the bounded evidence pointer and source lineage.",It supplies a traceable documentary instance for the step schedule seniority channel without treating the record as a causal estimate.,claim_family_B,"bounded growth evidence for the named side/unit and period only; no cross-side, national, prevalence, or causal claim",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/normalized_quantitative_records.csv#BRMQNORM-20260803-009f6fbaf363bf7649f5daca,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/normalized_quantitative_records.csv#BRMQNORM-20260803-009f6fbaf363bf7649f5daca
WCCPEX-78769159a6eaa8ae1ae032ba,BRMSAMESIDEQA-0ee696e00a0fe9b4222fec3e,growth,Winnebago,IL,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,growth,police_direct,step_schedule_seniority,"Winnebago, IL: a BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03 record codes step schedule seniority for police_direct; the package preserves the bounded evidence pointer and source lineage.",It supplies a traceable documentary instance for the step schedule seniority channel without treating the record as a causal estimate.,claim_family_B,"bounded growth evidence for the named side/unit and period only; no cross-side, national, prevalence, or causal claim",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/normalized_quantitative_records.csv#BRMQNORM-20260803-055c676ab4cb853d36e31a75,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/normalized_quantitative_records.csv#BRMQNORM-20260803-055c676ab4cb853d36e31a75
WCCPEX-9d784d3da22258d434186744,BRMSAMESIDEQA-886e16e98b9d0046776f609a,growth,Detroit,MN,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,growth,police_direct,step_schedule_seniority,"Detroit, MN: a BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03 record codes step schedule seniority for police_direct; the package preserves the bounded evidence pointer and source lineage.",It supplies a traceable documentary instance for the step schedule seniority channel without treating the record as a causal estimate.,claim_family_B,"bounded growth evidence for the named side/unit and period only; no cross-side, national, prevalence, or causal claim",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/normalized_quantitative_records.csv#BRMQNORM-20260803-066da16f7c3b8d1d27e4baf8,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/normalized_quantitative_records.csv#BRMQNORM-20260803-066da16f7c3b8d1d27e4baf8
WCCPEX-d363647aa741f6ddfaed93bb,BRMSAMESIDEQA-b517c0815ebd8ca7879a1f7d,growth,Huntington Bay,NY,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,growth,police_direct,step_schedule_seniority,"Huntington Bay, NY: a BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03 record codes step schedule seniority for police_direct; the package preserves the bounded evidence pointer and source lineage.",It supplies a traceable documentary instance for the step schedule seniority channel without treating the record as a causal estimate.,claim_family_B,"bounded growth evidence for the named side/unit and period only; no cross-side, national, prevalence, or causal claim",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/normalized_quantitative_records.csv#BRMQNORM-20260803-07418252d4378ce07f0c3977,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/normalized_quantitative_records.csv#BRMQNORM-20260803-07418252d4378ce07f0c3977
WCCPEX-1a482d9e803680bc2be37c26,BRMSAMESIDEQA-f472ef9295944c1d99ca75c2,growth,South Bloomfield,OH,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,growth,police_direct,step_schedule_seniority,"South Bloomfield, OH: a BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03 record codes step schedule seniority for police_direct; the package preserves the bounded evidence pointer and source lineage.",It supplies a traceable documentary instance for the step schedule seniority channel without treating the record as a causal estimate.,claim_family_B,"bounded growth evidence for the named side/unit and period only; no cross-side, national, prevalence, or causal claim",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/normalized_quantitative_records.csv#BRMQNORM-20260803-0b0f8b29b5f3cd48169aceb4,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/normalized_quantitative_records.csv#BRMQNORM-20260803-0b0f8b29b5f3cd48169aceb4
WCCPEX-3d15a47f11f5a872cc55e2e0,BRMSAMESIDEQA-ec36668a716e5d71eafa19ec,growth,Salix,IA,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,growth,non_safety_direct,step_schedule_seniority,"Salix, IA: a BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03 record codes step schedule seniority for non_safety_direct; the package preserves the bounded evidence pointer and source lineage.",It supplies a traceable documentary instance for the step schedule seniority channel without treating the record as a causal estimate.,claim_family_B,"bounded growth evidence for the named side/unit and period only; no cross-side, national, prevalence, or causal claim",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/normalized_quantitative_records.csv#BRMQNORM-20260803-13392aa3d07361983d679ad2,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/normalized_quantitative_records.csv#BRMQNORM-20260803-13392aa3d07361983d679ad2
WCCPEX-28fd478fa2f6d4ea75d7b7ba,BRMSAMESIDEQA-3af21f83ec85bd08992c5ccc,growth,Belle Plaine,MN,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,growth,police_direct,step_schedule_seniority,"Belle Plaine, MN: a BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03 record codes step schedule seniority for police_direct; the package preserves the bounded evidence pointer and source lineage.",It supplies a traceable documentary instance for the step schedule seniority channel without treating the record as a causal estimate.,claim_family_B,"bounded growth evidence for the named side/unit and period only; no cross-side, national, prevalence, or causal claim",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/normalized_quantitative_records.csv#BRMQNORM-20260803-153fc6ca4324f84e6bedbc07,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/normalized_quantitative_records.csv#BRMQNORM-20260803-153fc6ca4324f84e6bedbc07
WCCPEX-4516fe088559a68174ce543e,BRMSAMESIDEQA-bdedb683fc833440782a228a,growth,Huron,SD,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,growth,police_direct,step_schedule_seniority,"Huron, SD: a BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03 record codes step schedule seniority for police_direct; the package preserves the bounded evidence pointer and source lineage.",It supplies a traceable documentary instance for the step schedule seniority channel without treating the record as a causal estimate.,claim_family_B,"bounded growth evidence for the named side/unit and period only; no cross-side, national, prevalence, or causal claim",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/normalized_quantitative_records.csv#BRMQNORM-20260803-16091e7bcb680c6dfb3e4b52,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/normalized_quantitative_records.csv#BRMQNORM-20260803-16091e7bcb680c6dfb3e4b52
WCCPEX-62e56069a08dc0760e99fb25,BRMSAMESIDEQA-e1f732fb319bfa1009930263,growth,Hanover,PA,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,growth,police_direct,step_schedule_seniority,"Hanover, PA: a BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03 record codes step schedule seniority for police_direct; the package preserves the bounded evidence pointer and source lineage.",It supplies a traceable documentary instance for the step schedule seniority channel without treating the record as a causal estimate.,claim_family_B,"bounded growth evidence for the named side/unit and period only; no cross-side, national, prevalence, or causal claim",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/normalized_quantitative_records.csv#BRMQNORM-20260803-1d3a230ffdb99b9c177fb0a2,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/normalized_quantitative_records.csv#BRMQNORM-20260803-1d3a230ffdb99b9c177fb0a2
WCCPEX-f1ad0285e5ddced9c7585869,BRMSAMESIDEQA-10f53f2c57a71015f4e18442,growth,Ephrata,PA,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,growth,police_direct,step_schedule_seniority,"Ephrata, PA: a BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03 record codes step schedule seniority for police_direct; the package preserves the bounded evidence pointer and source lineage.",It supplies a traceable documentary instance for the step schedule seniority channel without treating the record as a causal estimate.,claim_family_B,"bounded growth evidence for the named side/unit and period only; no cross-side, national, prevalence, or causal claim",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/normalized_quantitative_records.csv#BRMQNORM-20260803-20bbec24cbf2b80286b68ad4,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-QUANTITATIVE-NORMALIZATION-AND-MATCHING-2026-08-03/normalized_quantitative_records.csv#BRMQNORM-20260803-20bbec24cbf2b80286b68ad4
