shard_id,pointer,row_count,bytes,sha256,ledger,lane_id
observation_shard_0000,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/ingested_external_layers/lanes/ingestion_lane_001/corroboration/observation_shard_0000.jsonl.gz,4631,160396,68618169f92bbe04c1f80ff9e42c711f2ac8dac7bfd32ff19dfeb927fed632e0,corroboration,ingestion_lane_001
observation_shard_0001,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/ingested_external_layers/lanes/ingestion_lane_001/corroboration/observation_shard_0001.jsonl.gz,3647,121095,47da8612e5f90469711cf0bc8149f93b5b49710f69a831d844af32ce132d8d95,corroboration,ingestion_lane_001
observation_shard_0002,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/ingested_external_layers/lanes/ingestion_lane_001/corroboration/observation_shard_0002.jsonl.gz,6064,190759,8799c0b43ad54f5732fd9325be817bc365387982f7a9ff8dab0735c6e72e9d50,corroboration,ingestion_lane_001
observation_shard_0003,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/ingested_external_layers/lanes/ingestion_lane_001/corroboration/observation_shard_0003.jsonl.gz,3795,129230,902a889b650ff89b98262d6034c05573f623d252758b975218bf596523831deb,corroboration,ingestion_lane_001
observation_shard_0004,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/ingested_external_layers/lanes/ingestion_lane_001/corroboration/observation_shard_0004.jsonl.gz,4316,124235,e773dbd8360688d30b91e7e52f540c3185c8fab56903406c49ed049e2d254171,corroboration,ingestion_lane_001
observation_shard_0005,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/ingested_external_layers/lanes/ingestion_lane_001/corroboration/observation_shard_0005.jsonl.gz,1729,53872,922fb7e1213906c0769a83ed203255838b383d057cf7f1e329f89181d891d5ca,corroboration,ingestion_lane_001
observation_shard_0006,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/ingested_external_layers/lanes/ingestion_lane_001/corroboration/observation_shard_0006.jsonl.gz,4089,126341,b3fd9d3ecb2488049ea6fc1a563cfc00c36575c8dd5765bb84ca345e53f31695,corroboration,ingestion_lane_001
observation_shard_0007,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/ingested_external_layers/lanes/ingestion_lane_001/corroboration/observation_shard_0007.jsonl.gz,4611,145351,b51980843cac29883ae92c0b60a27924217c45fd0ffb2edfc433edf0bd05a5ef,corroboration,ingestion_lane_001
observation_shard_0008,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/ingested_external_layers/lanes/ingestion_lane_001/corroboration/observation_shard_0008.jsonl.gz,5645,169639,ef1597d9feded5734903e3629994210da845dd05a2512a9fc332ee2e03cbdcd6,corroboration,ingestion_lane_001
observation_shard_0009,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/ingested_external_layers/lanes/ingestion_lane_001/corroboration/observation_shard_0009.jsonl.gz,2301,73153,d79334611bb84d417ea0356f6ad8dc3f0072f135913bda99931db10603615b51,corroboration,ingestion_lane_001
observation_shard_0010,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/ingested_external_layers/lanes/ingestion_lane_001/corroboration/observation_shard_0010.jsonl.gz,1527,41153,195a159a6ac91393aaec3207c4af2c6eb286a1b16be515ab0bcd2ac163f4bae5,corroboration,ingestion_lane_001
observation_shard_0011,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/ingested_external_layers/lanes/ingestion_lane_001/corroboration/observation_shard_0011.jsonl.gz,3437,95086,ac3f4438d7debd6a7f0f1080d01edac2ef152a84062ac4cfd55e755615eb2ac0,corroboration,ingestion_lane_001
observation_shard_0012,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/ingested_external_layers/lanes/ingestion_lane_001/corroboration/observation_shard_0012.jsonl.gz,3544,109428,4639986230fcf15f3d4ad71a0ae6f6a34df2c0cca0ff43931168960cdee5baf5,corroboration,ingestion_lane_001
observation_shard_0013,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/ingested_external_layers/lanes/ingestion_lane_001/corroboration/observation_shard_0013.jsonl.gz,1886,57132,087e4267a11e50fd0e8d90f92e6d48e15545176c59a868b44940964fbeb8e301,corroboration,ingestion_lane_001
observation_shard_0014,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/ingested_external_layers/lanes/ingestion_lane_001/corroboration/observation_shard_0014.jsonl.gz,3988,133346,9693db5c0c68397d0b11f312b5f1cb4893e87f1bca4ecd11d4b6208ff3ef9ac8,corroboration,ingestion_lane_001
observation_shard_0015,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/ingested_external_layers/lanes/ingestion_lane_001/corroboration/observation_shard_0015.jsonl.gz,16,1187,a594cc235bddfb20313b60c22588cfa2e3c733a4863e2ac6652cd6d7cd8cc967,corroboration,ingestion_lane_001
observation_shard_0000,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/ingested_external_layers/lanes/ingestion_lane_002/corroboration/observation_shard_0000.jsonl.gz,4655,160464,ee0a7cde413715b78665ae2f2afc8702dd14b7278d47957267aa7547d3891d46,corroboration,ingestion_lane_002
observation_shard_0001,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/ingested_external_layers/lanes/ingestion_lane_002/corroboration/observation_shard_0001.jsonl.gz,3588,118146,e4e4e93ba0504c04490f8e0d5feb8811068ff360d2ee4376093f5b301d7725d5,corroboration,ingestion_lane_002
observation_shard_0002,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/ingested_external_layers/lanes/ingestion_lane_002/corroboration/observation_shard_0002.jsonl.gz,6203,195113,86c790ddcb9ddc37db9c634a16c7d81dca27559d31a938713cdbe3b0978c3285,corroboration,ingestion_lane_002
