shard_id,pointer,row_count,bytes,sha256,ledger,lane_id
observation_shard_0000,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/ingested_external_layers/lanes/ingestion_lane_001/claim_links/observation_shard_0000.jsonl.gz,25000,1063162,f7a18ff9f6bb21b6f5c908f2a7485e44bfb31c12d7a63d3aaa483af1a137ea09,claim_links,ingestion_lane_001
observation_shard_0001,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/ingested_external_layers/lanes/ingestion_lane_001/claim_links/observation_shard_0001.jsonl.gz,25000,1021347,98d9518019a618561920f2c7ddcf2a893dda6d550795a61a8bf88d15d585e821,claim_links,ingestion_lane_001
observation_shard_0002,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/ingested_external_layers/lanes/ingestion_lane_001/claim_links/observation_shard_0002.jsonl.gz,25000,1060522,298f8f49dcb5314a3e670c59364f165501eedf86b6474413fa51882b66797059,claim_links,ingestion_lane_001
observation_shard_0003,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/ingested_external_layers/lanes/ingestion_lane_001/claim_links/observation_shard_0003.jsonl.gz,25000,1046544,6ea1a275e225a192064807b8711bf6d0aeeeccaf444d1b998527bb1116ebbc71,claim_links,ingestion_lane_001
observation_shard_0004,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/ingested_external_layers/lanes/ingestion_lane_001/claim_links/observation_shard_0004.jsonl.gz,25000,990658,15800cc0932a5260f1314e3e8da24c73048501291693fa262976e383b22458f0,claim_links,ingestion_lane_001
observation_shard_0005,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/ingested_external_layers/lanes/ingestion_lane_001/claim_links/observation_shard_0005.jsonl.gz,25000,938964,a61a4aa6773b61cea4d9b4d0cd5650b944788cce7bf4cc1a257c361427ab9e5a,claim_links,ingestion_lane_001
observation_shard_0006,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/ingested_external_layers/lanes/ingestion_lane_001/claim_links/observation_shard_0006.jsonl.gz,25000,994002,3777ea626fb3656f975c31eca9b376c40621cd6464457dc87368f6cb862272b2,claim_links,ingestion_lane_001
observation_shard_0007,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/ingested_external_layers/lanes/ingestion_lane_001/claim_links/observation_shard_0007.jsonl.gz,25000,1038343,512d1254616ea24bd40a74537620cf41ade8fa987d2b94b62c662681dc0631be,claim_links,ingestion_lane_001
observation_shard_0008,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/ingested_external_layers/lanes/ingestion_lane_001/claim_links/observation_shard_0008.jsonl.gz,25000,999755,cb28c5a3383203d7c8951012d12795fa34fa99bab14da2779612dcc591702e3e,claim_links,ingestion_lane_001
observation_shard_0009,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/ingested_external_layers/lanes/ingestion_lane_001/claim_links/observation_shard_0009.jsonl.gz,25000,983902,d52b911298f1a6544d4930db08e0f8aa2da4dda0e6b7719e4ac5098ab02286da,claim_links,ingestion_lane_001
observation_shard_0010,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/ingested_external_layers/lanes/ingestion_lane_001/claim_links/observation_shard_0010.jsonl.gz,25000,917215,13b83a47f982ee8a256fdb4eb4037c8f714b43ac830aab9c9ae0375e8caea008,claim_links,ingestion_lane_001
observation_shard_0011,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/ingested_external_layers/lanes/ingestion_lane_001/claim_links/observation_shard_0011.jsonl.gz,25000,986147,5cb9f86fd98ee31d07bc53ea4f83d25699a9507231bc8296d45b60dc69767cec,claim_links,ingestion_lane_001
