verification_id,candidate_queue_row_id,municipality_id,census_gov_id,state,municipality,government_name,candidate_url,candidate_title,candidate_source_type,candidate_priority,candidate_status_before_verification,verification_status,verification_status_detail,url_reachable,http_status_code,final_url,redirect_detected,redirect_chain_length,content_type,content_length_header,bytes_read,fetch_elapsed_seconds,source_officialness_prelim,employer_match_prelim,source_document_type_prelim,wage_data_signal_prelim,mechanism_language_signal_prelim,duplicate_source_group_id,duplicate_fetch_reused_from_verification_id,artifact_path,error_type,error_message_sanitized,verified_at,verification_round_id,verification_merge_id,verification_merged_at,verification_lane_id,verification_stage
VER-1e09c6923c3f49f160a6,NSCQ-KS-20260720-0019,cog_2025_164850,164850,KS,Hutchinson,CITY OF HUTCHINSON,https://content.civicplus.com/api/assets/f898414e-93cd-42bd-8844-de4a6d66aff7?cache=1800,"Memorandum of Understanding (Amendment No. 1) Between the City of Hutchinson, Kansas and the International Association of Fire Fighters Local 179 (2023)",memorandum_or_settlement,high,scheduled,reachable_pdf_or_document,bounded response metadata captured; content review not performed,yes,200,https://content.civicplus.com/api/assets/f898414e-93cd-42bd-8844-de4a6d66aff7?cache=1800,no,0,application/pdf,1300640,1300640,0.571763,unknown,needs_content_review,pdf_or_document_needs_content_review,unknown,unknown,URL-fc2120853680ff739674,,tmp/verification_rounds/VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-2026-07-24/lane_1_live_attempt1/candidate_artifacts/VER-1e09c6923c3f49f160a6_response_metadata.json,,,2026-07-24T16:04:37Z,VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-2026-07-24,VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-MERGE-2026-07-24,2026-07-24T16:30:26Z,lane_1,url_reachability_metadata_verified
VER-5514205e230f395413e2,NSCQ-KS-20260720-0027,cog_2025_126896,126896,KS,Dodge City,CITY OF DODGE CITY,https://www.dodgecity.org/Archive.aspx?ADID=1266,"Memorandum of Understanding (City of Dodge City, Kansas and Fraternal Order of Police, Lodge #49) (01/01/2018–12/31/2020)",cba,high,scheduled,reachable_pdf_or_document,bounded response metadata captured; content review not performed,yes,200,https://www.dodgecity.org/ArchiveCenter/ViewFile/Item/1266,yes,1,application/pdf,5381905,5381905,1.503133,unknown,needs_content_review,pdf_or_document_needs_content_review,unknown,unknown,URL-814abc212946dd5698e8,,tmp/verification_rounds/VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-2026-07-24/lane_1_live_attempt1/candidate_artifacts/VER-5514205e230f395413e2_response_metadata.json,,,2026-07-24T16:04:38Z,VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-2026-07-24,VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-MERGE-2026-07-24,2026-07-24T16:30:26Z,lane_1,url_reachability_metadata_verified
VER-d52356e29475708b6dbf,NSCQ-KS-20260720-0036,cog_2025_164714,164714,KS,Pittsburg,CITY OF PITTSBURG,https://www.pittks.org/wp-content/uploads/2017/04/S-1012-Salary-Ordinance-2014.pdf,S-1012 - Salary Ordinance 2014,ordinance_or_policy,high,scheduled,reachable_pdf_or_document,bounded response metadata captured; content review not performed,yes,200,https://www.pittks.org/wp-content/uploads/2017/04/S-1012-Salary-Ordinance-2014.pdf,no,0,application/pdf,180588,180588,1.308849,unknown,needs_content_review,pdf_or_document_needs_content_review,unknown,unknown,URL-b8c277060947c66e8b25,,tmp/verification_rounds/VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-2026-07-24/lane_1_live_attempt1/candidate_artifacts/VER-d52356e29475708b6dbf_response_metadata.json,,,2026-07-24T16:04:38Z,VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-2026-07-24,VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-MERGE-2026-07-24,2026-07-24T16:30:26Z,lane_1,url_reachability_metadata_verified
VER-6a250ac8deebaee3e4b3,NSCQ-KS-20260720-0038,cog_2025_164714,164714,KS,Pittsburg,CITY OF PITTSBURG,https://www.pittks.org/wp-content/uploads/2017/04/S-1012-Salary-Ordinance-2014.pdf,S-1012 - Salary Ordinance 2014,ordinance_or_policy,held,duplicate_hold,duplicate_of_verified_source,Exact normalized URL reused from in-lane representative; representative status=reachable_pdf_or_document,yes,200,https://www.pittks.org/wp-content/uploads/2017/04/S-1012-Salary-Ordinance-2014.pdf,no,0,application/pdf,180588,0,0.000000,unknown,needs_content_review,pdf_or_document_needs_content_review,unknown,unknown,URL-b8c277060947c66e8b25,VER-d52356e29475708b6dbf,tmp/verification_rounds/VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-2026-07-24/lane_1_live_attempt1/candidate_artifacts/VER-d52356e29475708b6dbf_response_metadata.json,,,2026-07-24T16:04:38Z,VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-2026-07-24,VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-MERGE-2026-07-24,2026-07-24T16:30:26Z,lane_1,url_reachability_metadata_verified
VER-1948a01d5e917bc8f836,NSCQ-IN-20260720-0009,cog_2025_211708,211708,IN,Bloomington,CITY OF BLOOMINGTON,https://bloomdocs.org/wp-content/uploads/simple-file-list/2023-2026-FOP-COB-Contract-for-vote-2.pdf,2023-2026 FOP COB Contract (for vote) 2,cba,high,scheduled,reachable_pdf_or_document,bounded response metadata captured; content review not performed,yes,200,https://bloomdocs.org/wp-content/uploads/simple-file-list/2023-2026-FOP-COB-Contract-for-vote-2.pdf,no,0,application/pdf,293113,293113,1.489512,unknown,needs_content_review,pdf_or_document_needs_content_review,unknown,unknown,URL-581dfefa51fb577adb1c,,tmp/verification_rounds/VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-2026-07-24/lane_1_live_attempt1/candidate_artifacts/VER-1948a01d5e917bc8f836_response_metadata.json,,,2026-07-24T16:04:38Z,VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-2026-07-24,VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-MERGE-2026-07-24,2026-07-24T16:30:26Z,lane_1,url_reachability_metadata_verified
VER-55ddd19bd30d2b12b61a,NSCQ-IN-20260720-0022,cog_2025_163537,163537,IN,Noblesville,CITY OF NOBLESVILLE,https://www.noblesville.in.gov/egov/documents/1696949700_24224.pdf,Meet and Confer Agreement (F.O.P.) - City of Noblesville / Noblesville Police Department,memorandum_or_settlement,high,scheduled,not_found,bounded request completed with terminal HTTP classification,no,404,https://www.noblesville.in.gov/egov/documents/1696949700_24224.pdf,no,0,text/html; charset=utf-8,,0,1.177945,unknown,needs_content_review,unknown,unknown,unknown,URL-5c96a1fcd3b0392fa09e,,tmp/verification_rounds/VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-2026-07-24/lane_1_live_attempt1/candidate_artifacts/VER-55ddd19bd30d2b12b61a_response_metadata.json,,,2026-07-24T16:04:38Z,VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-2026-07-24,VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-MERGE-2026-07-24,2026-07-24T16:30:26Z,lane_1,url_reachability_metadata_verified
VER-8e474f986863f65d8a09,NSCQ-IN-20260720-0016,cog_2025_163571,163571,IN,Greenwood,CITY OF GREENWOOD,https://www.greenwood.in.gov/egov/documents/1538755000_65038.pdf,"ORDINANCE NO. 18-23: AN ORDINANCE FIXING SALARIES OF APPOINTED OFFICERS AND EMPLOYEES OF THE CITY OF GREENWOOD, INDIANA AND CITY UTILITIES FOR THE YEAR 2019",wage_schedule_or_compensation_plan,high,scheduled,reachable_pdf_or_document,bounded response metadata captured; content review not performed,yes,200,https://www.greenwood.in.gov/egov/documents/1538755000_65038.pdf,no,0,application/pdf,626706,626706,3.878167,unknown,needs_content_review,pdf_or_document_needs_content_review,unknown,unknown,URL-ba7a942e12b026c10beb,,tmp/verification_rounds/VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-2026-07-24/lane_1_live_attempt1/candidate_artifacts/VER-8e474f986863f65d8a09_response_metadata.json,,,2026-07-24T16:04:40Z,VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-2026-07-24,VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-MERGE-2026-07-24,2026-07-24T16:30:26Z,lane_1,url_reachability_metadata_verified
VER-f6e61a99933e04f2721d,NSCQ-IN-20260720-0029,cog_2025_163482,163482,IN,Jeffersonville,CITY OF JEFFERSONVILLE,https://cityofjeff.net/wp-content/uploads/2022/06/June6.2022.pdf,ORDINANCE NO. 2022-OR-29: Ordinance Fixing the Salaries of Appointed Officers and Employees for All Departments for the Year 2022 (includes non-union civilian pay grid references),ordinance_or_policy,high,scheduled,reachable_pdf_or_document,bounded response metadata captured; content review not performed,yes,200,https://cityofjeff.net/wp-content/uploads/2022/06/June6.2022.pdf,no,0,application/pdf,5971915,5971915,3.381969,unknown,needs_content_review,pdf_or_document_needs_content_review,unknown,unknown,URL-31cf84357aae773d2a81,,tmp/verification_rounds/VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-2026-07-24/lane_1_live_attempt1/candidate_artifacts/VER-f6e61a99933e04f2721d_response_metadata.json,,,2026-07-24T16:04:40Z,VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-2026-07-24,VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-MERGE-2026-07-24,2026-07-24T16:30:26Z,lane_1,url_reachability_metadata_verified
VER-1cd929ae3f89d974ec29,NSCQ-IN-20260720-0031,cog_2025_103839,103839,IN,Lawrence,CITY OF LAWRENCE,https://www.cityoflawrence.org/sites/default/files/attachments/Resolution%20No.%203%2C%202024%20-%20establishing%20salaries%20and%20wages%20for%202025_0.pdf,"RESOLUTION NO. 3, 2024 - establishing salaries and wages for 2025",ordinance_or_policy,high,scheduled,reachable_pdf_or_document,bounded response metadata captured; content review not performed,yes,200,https://www.cityoflawrence.org/sites/default/files/attachments/Resolution%20No.%203%2C%202024%20-%20establishing%20salaries%20and%20wages%20for%202025_0.pdf,no,0,application/pdf,219916,219916,3.708581,unknown,needs_content_review,pdf_or_document_needs_content_review,unknown,unknown,URL-f7b369c17fcb94775390,,tmp/verification_rounds/VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-2026-07-24/lane_1_live_attempt1/candidate_artifacts/VER-1cd929ae3f89d974ec29_response_metadata.json,,,2026-07-24T16:04:40Z,VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-2026-07-24,VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-MERGE-2026-07-24,2026-07-24T16:30:26Z,lane_1,url_reachability_metadata_verified
VER-27e9c6619accfde02c8f,NSCQ-IN-20260720-0037,cog_2025_163644,163644,IN,Portage,CITY OF PORTAGE,https://www.portagein.gov/DocumentCenter/View/4748/Fire-3151-CBA_2020-2022,Fire 3151 CBA 2020-2022,cba,high,scheduled,reachable_pdf_or_document,bounded response metadata captured; content review not performed,yes,200,https://www.portagein.gov/DocumentCenter/View/4748/Fire-3151-CBA_2020-2022,no,0,application/pdf,315363,315363,0.816192,unknown,needs_content_review,pdf_or_document_needs_content_review,unknown,unknown,URL-349da6ac4bea992fb96c,,tmp/verification_rounds/VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-2026-07-24/lane_1_live_attempt1/candidate_artifacts/VER-27e9c6619accfde02c8f_response_metadata.json,,,2026-07-24T16:04:38Z,VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-2026-07-24,VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-MERGE-2026-07-24,2026-07-24T16:30:26Z,lane_1,url_reachability_metadata_verified
