span_rating_id,span_extraction_id,extracted_text_id,retained_source_id,candidate_id,lane_id,priority_tier,quality_label,source_url_or_locator,source_title,municipality,state,unit_type,occupation_group,bargaining_unit_name,contract_or_document_period,inferred_cycle_start,inferred_cycle_end,source_family,target_mechanism_family,local_extracted_text_path,extracted_text_sha256,source_file_sha256,span_text,span_start_offset,span_end_offset,span_sha256,context_before,context_after,extraction_rule_id,extraction_rule_family,span_specificity,rated_mechanism_family,documentary_mechanism_support,direct_text_support,provisional_causal_candidate_support,direction_of_pressure,evidence_strength,claim_relevance,quote_used,quote_exact_substring,reason_code,claim_boundary,no_wage_gap_claim,no_final_causal_claim,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,gabriel_backend,gabriel_model,gabriel_request_id,gabriel_attempt_count,notes
SPANR201-f6de1c6038259bfe8ba79a7f,SPAN321-9a41d241e1209e1506b8dc57,TXT321-0d01fb72cf17f1775955,RS429-044a060b73ec93c592d2,TS4L-d54bf5ef55c5786ce557,lane_2,tier_b,verification_ready_medium,https://www.nj.gov/perc/documents/2022%20Interest%20Arbitration%20Biennial%20Report.pdf,NJ PERC 2022 Interest Arbitration Biennial Report (contains discussion referencing Tp. of West Windsor and P.B.A. Local 271; IA-2019-014 and other IA awards),West Windsor,NJ,safety_and_non_safety_bargaining_units,Police (P.B.A. Local 271),West Windsor Policemen’s Benevolent Association (P.B.A.) Local 271,IA-2019-014 (referenced within 2022 biennial report; arbitration/factfinding/impasse-related procedural record),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-0d01fb72cf17f1775955.txt,dfc64a347828455222c62ae180e3538c86826fa199ecf72b900ee33b3c67fd60,126499f1867e9bec77c56032d576cb25b4e9a61c96f8a7ca2d144b0487a733fd,"uthority delegated under this reform act, arbitrators fully recognize
and consider the public interest and the impact that their decisions
have on the public welfare, and fairly and reasonably perform their
statutory responsibilities to the end that labor peace between the
public employer and its employees will be stabilized and promoted,
and that the general public interest and welfare shall be preserved;
and, therefore,
d. To that end the provisions of this reform act, providing for
compulsory arbitration, shall be liberally construed.
L. 1977, c. 85, § 1; amended 1995, c. 425, § 2.",43450,44041,a14ea96ee29eb4f08d74391fd4a73d78c55f4bc0be7a0fdcea9c053fa841d6b4,"guards, while at the same
time affording arbitrators the decision making authority necessary
to protect the public good; and to mandate that in exercising the
a","

14
§ 34:13A-14a. Short title [Police and Fire Public Interest Arbitration
Reform Act]
This act shall be known and may be cited as the “Police and Fire
Public ",STRIKE_LABOR_PEACE,labor_peace_clause,high,strike_or_no_strike_constraint,moderate,weak,weak,neutral_or_unclear,moderate,documentary_mechanism_claim,"providing for
compulsory arbitration",true,labor_peace_via_compulsory_arbitration_no_explicit_strike_language,Shows intent to stabilize labor peace through compulsory arbitration; does not expressly address strike or no-strike terms.,true,true,rated_valid,not_ingested,not_codified,not_causal_evidence,false,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_0bcbd39721fedae7006a66cbc0662c819390e56d30a13e490a,2,"Bounded exact-span rating only; not a wage-gap estimate, causal conclusion, or global analysis record."
SPANR201-ce57da422686ccb02d6f5ca7,SPAN321-58869f127fdb324fd6822623,TXT321-0d01fb72cf17f1775955,RS429-044a060b73ec93c592d2,TS4L-d54bf5ef55c5786ce557,lane_2,tier_b,verification_ready_medium,https://www.nj.gov/perc/documents/2022%20Interest%20Arbitration%20Biennial%20Report.pdf,NJ PERC 2022 Interest Arbitration Biennial Report (contains discussion referencing Tp. of West Windsor and P.B.A. Local 271; IA-2019-014 and other IA awards),West Windsor,NJ,safety_and_non_safety_bargaining_units,Police (P.B.A. Local 271),West Windsor Policemen’s Benevolent Association (P.B.A.) Local 271,IA-2019-014 (referenced within 2022 biennial report; arbitration/factfinding/impasse-related procedural record),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-0d01fb72cf17f1775955.txt,dfc64a347828455222c62ae180e3538c86826fa199ecf72b900ee33b3c67fd60,126499f1867e9bec77c56032d576cb25b4e9a61c96f8a7ca2d144b0487a733fd,"14
§ 34:13A-14a. Short title [Police and Fire Public Interest Arbitration
Reform Act]
This act shall be known and may be cited as the “Police and Fire
Public Interest Arbitration Reform Act.”
L. 1995, c. 425, § 1.",44043,44256,e68b3a8f8193b5ea961f1251c8ace7ac48f6337a4ac88d94bc9527ab95f80071,"hat end the provisions of this reform act, providing for
compulsory arbitration, shall be liberally construed.
L. 1977, c. 85, § 1; amended 1995, c. 425, § 2.

","

§ 34:13A-15. Definitions
“Public fire department” means any department of a municipality,
county, fire district, or the State or any agency thereof having
emp",STRIKE_SUBSTITUTE,dispute_resolution_substitute,medium,strike_or_no_strike_constraint,not_supported,not_supported,weak,neutral_or_unclear,weak,context_only,Public Interest Arbitration Reform Act,true,no_direct_no_strike_or_stoppage_language_in_short_title,Only a short-title citation to a Public Interest Arbitration statute; no explicit strike/no-strike constraint mentioned.,true,true,rated_valid,not_ingested,not_codified,not_causal_evidence,false,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_0db7ac94b20cc53a006a66cbc265588197afa44c8ca1c0937c,2,"Bounded exact-span rating only; not a wage-gap estimate, causal conclusion, or global analysis record."
SPANR201-93fb990b6f4f8f2c0163024d,SPAN321-5060012a408f78e794afc247,TXT321-0d01fb72cf17f1775955,RS429-044a060b73ec93c592d2,TS4L-d54bf5ef55c5786ce557,lane_2,tier_b,verification_ready_medium,https://www.nj.gov/perc/documents/2022%20Interest%20Arbitration%20Biennial%20Report.pdf,NJ PERC 2022 Interest Arbitration Biennial Report (contains discussion referencing Tp. of West Windsor and P.B.A. Local 271; IA-2019-014 and other IA awards),West Windsor,NJ,safety_and_non_safety_bargaining_units,Police (P.B.A. Local 271),West Windsor Policemen’s Benevolent Association (P.B.A.) Local 271,IA-2019-014 (referenced within 2022 biennial report; arbitration/factfinding/impasse-related procedural record),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-0d01fb72cf17f1775955.txt,dfc64a347828455222c62ae180e3538c86826fa199ecf72b900ee33b3c67fd60,126499f1867e9bec77c56032d576cb25b4e9a61c96f8a7ca2d144b0487a733fd,".L.2010, c.105 (C.34:13A-16.7). The nonpetitioning party, within five days of receipt of the petition, shall
separately notify the commission in writing of all issues in dispute.
The filing of the written response shall not delay, in any manner, the
interest arbitration process.",49826,50105,16d9a10044a7bccd889b8be81de3ebf6527a8515557bcef46848f56b96072c44,"ment
are reasonable under the nine statutory criteria set forth in
subsection g. of this section and shall adhere to the limitations set
forth in section 2 of P","

15
e.
(1) The commission shall take measures to assure the impartial
selection of an arbitrator or arbitrators from its special panel of
arbitrators. On the f",STRIKE_SUBSTITUTE,dispute_resolution_substitute,medium,strike_or_no_strike_constraint,weak,not_supported,weak,neutral_or_unclear,weak,context_only,"The filing of the written response shall not delay, in any manner, the
interest arbitration process.",true,mentions_interest_arbitration_not_no_strike,Procedural timing for interest arbitration; no explicit strike/no-strike or impasse/labor-peace constraint stated.,true,true,rated_valid,not_ingested,not_codified,not_causal_evidence,false,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_04e8412111827452006a66cbb5b21081969471456916a33417,1,"Bounded exact-span rating only; not a wage-gap estimate, causal conclusion, or global analysis record."
SPANR201-bea574550b1be70f7ed1c9e4,SPAN321-fd8082e1ba028ef6c469e0c6,TXT321-0d01fb72cf17f1775955,RS429-044a060b73ec93c592d2,TS4L-d54bf5ef55c5786ce557,lane_2,tier_b,verification_ready_medium,https://www.nj.gov/perc/documents/2022%20Interest%20Arbitration%20Biennial%20Report.pdf,NJ PERC 2022 Interest Arbitration Biennial Report (contains discussion referencing Tp. of West Windsor and P.B.A. Local 271; IA-2019-014 and other IA awards),West Windsor,NJ,safety_and_non_safety_bargaining_units,Police (P.B.A. Local 271),West Windsor Policemen’s Benevolent Association (P.B.A.) Local 271,IA-2019-014 (referenced within 2022 biennial report; arbitration/factfinding/impasse-related procedural record),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-0d01fb72cf17f1775955.txt,dfc64a347828455222c62ae180e3538c86826fa199ecf72b900ee33b3c67fd60,126499f1867e9bec77c56032d576cb25b4e9a61c96f8a7ca2d144b0487a733fd,"diator, factfinder, or arbitrator while functioning in a
mediatory capacity shall not be required to disclose any files,
records, reports, documents, or other papers classified as
confidential received or prepared by him or to testify with regard to
mediation, conducted by him under this act on behalf of any party to
any cause pending in any type of proceeding under this act. Nothing
contained herein shall exempt such an individual from disclosing
information relating to the commission of a crime.
i. The Director of the Division of Local Government Services in the
Department of Community Affairs may notify the commission,
through the Division of Public Employment Relations, that a
municipality deemed",60842,61551,9d87b49f967c4db6f5fca0cfac52dbfa8cad869e8e3a7c5ca3d0109b7f353117," of arbitrators shall assess when
considering this factor are the limitations imposed upon the
employer by section 10 of P.L.2007, c.62 (C.40A:4-45.45).
h. A me"," a “municipality in need of stabilization and
recovery” pursuant to section 4 of P.L.2016, c.4 (C.52:27BBBB-4) will
not participate in any impasse procedures au",STRIKE_SUBSTITUTE,dispute_resolution_substitute,medium,strike_or_no_strike_constraint,not_supported,not_supported,not_supported,neutral_or_unclear,not_supported,context_only,"factfinder, or arbitrator while functioning in a
mediatory capacity",true,no_lockout_or_strike_terms_in_span,Confidentiality limits on mediatory factfinders/arbitrators; no explicit strike/no-strike/impasse/lockout/arbitration-stoppage language here.,true,true,rated_valid,not_ingested,not_codified,not_causal_evidence,false,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_0bf9e218da850a95006a66cbb7048c8196a43230a44830ad76,1,"Bounded exact-span rating only; not a wage-gap estimate, causal conclusion, or global analysis record."
SPANR201-c6acb4da3496cb608c1d9ee4,SPAN321-b716a24f98162771dc01f08a,TXT321-0d01fb72cf17f1775955,RS429-044a060b73ec93c592d2,TS4L-d54bf5ef55c5786ce557,lane_2,tier_b,verification_ready_medium,https://www.nj.gov/perc/documents/2022%20Interest%20Arbitration%20Biennial%20Report.pdf,NJ PERC 2022 Interest Arbitration Biennial Report (contains discussion referencing Tp. of West Windsor and P.B.A. Local 271; IA-2019-014 and other IA awards),West Windsor,NJ,safety_and_non_safety_bargaining_units,Police (P.B.A. Local 271),West Windsor Policemen’s Benevolent Association (P.B.A.) Local 271,IA-2019-014 (referenced within 2022 biennial report; arbitration/factfinding/impasse-related procedural record),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-0d01fb72cf17f1775955.txt,dfc64a347828455222c62ae180e3538c86826fa199ecf72b900ee33b3c67fd60,126499f1867e9bec77c56032d576cb25b4e9a61c96f8a7ca2d144b0487a733fd,"pursuant to this subsection prior to the
effective date [June 24, 2021] of P.L.2021, c.124 shall be final and
shall not be subject to reconsideration.
j. The Local Finance Board may provide that any arbitration award,
including but not limited to an interest arbitration award, involving a
municipality deemed a “municipality in need of stabilization and",62444,62798,1e4639e654e9b79ebdad7493dcf512b889c6e80ec0c67183d46ed6e2fda8e31c,"nicipality shall be deemed “a municipality in need of stabilization
and recovery” pursuant to section 4 of P.L.2016, c.4 (C.52:27BBBB4); however, actions taken ","

17
recovery” pursuant to section 4 of P.L.2016, c.4 (C.52:27BBBB-4)
shall be subject to the review and approval of the Director of the
Division of Local Gover",STRIKE_SUBSTITUTE,dispute_resolution_substitute,medium,strike_or_no_strike_constraint,not_supported,not_supported,not_supported,neutral_or_unclear,weak,context_only,"shall be final and
shall not be subject to reconsideration.",true,finality_of_arbitration_awards_not_no_strike_or_stoppage,"Arbitration award finality/reconsideration only; no explicit strike/no-strike, stoppage, lockout, mediation, or labor-peace constraint language.",true,true,rated_valid,not_ingested,not_codified,not_causal_evidence,false,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_022c675305ee68cb006a66cbb73e788195894f62cfce5a0768,1,"Bounded exact-span rating only; not a wage-gap estimate, causal conclusion, or global analysis record."
SPANR201-ba03db217d22f87bad6d16b8,SPAN321-cdd5ae8cc1d278f22183ded8,TXT321-5c83004f08fa35b52fe4,RS429-143b0f2125f256679c0e,TS4L-7dd3f100acf139f901dc,lane_2,tier_b,verification_ready_medium,https://www.mpffu.org/arbitration/PlainfieldAward_08_08_07.pdf,PlainfieldAward_08_08_07.pdf (MERC Case No. LO4 B-7005),Plainfield charter,MI,safety_and_non_safety_bargaining_units,Firefighters (Police/Fire public safety),Plainfield Township Fire Association / Plainfield Township fire-related bargaining party (Act 312 arbitration matter),Act 312 compulsory arbitration award (award dated 2007-08-08),2007-08-08,2007-08-08,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-5c83004f08fa35b52fe4.txt,9a5828e22acca2208798b8f21b42ff64a00c2f6c922c928f1daa855f80a5c0ac,031b2b056a3fc081bd2e29d4fabc01dc8e335ec92564e0570b408f68934571fb,"external bargaining units and fashioning the language is unique to the parties in this
contract.
The Union says the language it proposes is intended to fully and correctly state
the actual practice of the parties and as such will serve to facilitate labor peace and
enhance employee moral.
Employer Position
The Employer urges that the current language be retained. The Employer says
the proposed language is complicated and unclear and could lead to more, not less,
confusion and potential grievances. For example, the Employer questions the first
sentence of the Union’s proposal and inquires whether the reference to “in lieu of
utilizing a non-bargaining employee to work the hours,” could be interpreted th",115221,115932,842229c898229d43e890e4890ccd1cf4b484c6a3e59e173baabb551f510b2591,"ion and the Employer acknowledge, in their post-hearing briefs, that
this particular provision in the contract does not lend itself to comparability with other
","at it
would prohibit the Employer from using non-bargaining unit employees to avoid
overtime all together. The Employer says it should not be interpreted to mea",STRIKE_LABOR_PEACE,labor_peace_clause,high,strike_or_no_strike_constraint,weak,not_supported,not_supported,neutral_or_unclear,weak,documentary_mechanism_claim,serve to facilitate labor peace,true,labor_peace_without_no_strike_terms,Union-proposed contract language described as facilitating labor peace; no explicit no-strike/lockout/impasse/arbitration language in span.,true,true,rated_valid,not_ingested,not_codified,not_causal_evidence,false,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_0dd824fe5e95167e006a66cbb77c288193b012b201d4ee2bef,1,"Bounded exact-span rating only; not a wage-gap estimate, causal conclusion, or global analysis record."
SPANR201-b029257683dc7722c8f9cd97,SPAN321-a909bcc582f1e2856939df8f,TXT321-5c83004f08fa35b52fe4,RS429-143b0f2125f256679c0e,TS4L-7dd3f100acf139f901dc,lane_2,tier_b,verification_ready_medium,https://www.mpffu.org/arbitration/PlainfieldAward_08_08_07.pdf,PlainfieldAward_08_08_07.pdf (MERC Case No. LO4 B-7005),Plainfield charter,MI,safety_and_non_safety_bargaining_units,Firefighters (Police/Fire public safety),Plainfield Township Fire Association / Plainfield Township fire-related bargaining party (Act 312 arbitration matter),Act 312 compulsory arbitration award (award dated 2007-08-08),2007-08-08,2007-08-08,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-5c83004f08fa35b52fe4.txt,9a5828e22acca2208798b8f21b42ff64a00c2f6c922c928f1daa855f80a5c0ac,031b2b056a3fc081bd2e29d4fabc01dc8e335ec92564e0570b408f68934571fb,"2008.”
Union Position
The Union points out that if the Employer’s proposal is awarded on this issue the
contract will be expiring less than a year from the time this Award is issued. The Union
says its proposal will provide the parties a period of “labor peace” and allow the parties
to implement and gain experience with the new contract provisions before embarking
on new contract negotiations. The Union says the comparables should not be a major
consideration in reaching a finding on this issue because none of the comparables were
engaged in an Act 312 proceeding leading to the adoption of their current contracts as
these parties were.
Employer Position
The Employer says the expiring contract was esse",218074,218784,5a3ef47109377c9bb7fcfd579fac73c57e4909322fac07005e92a4d071998f08," 35 to replace “March 31, 2004” with
“March 31, 2009.”
Employer Proposal
The Employer proposed to modify Article 35 to replace “March 31, 2004” with
“March 31, ","ntially a four year agreement
and that just because this Act 312 proceeding took as long as it did beyond the
expiration date of the current contract is not jus",STRIKE_LABOR_PEACE,labor_peace_clause,high,strike_or_no_strike_constraint,moderate,moderate,not_supported,neutral_or_unclear,moderate,direct_text_claim,“labor peace”,true,mentions_labor_peace_not_explicit_strike_or_no_strike,"Labor-peace period is mentioned, but the span does not state an explicit strike/no-strike, stoppage, lockout, impasse, mediation, factfinding, or arbitration mechanism.",true,true,rated_valid,not_ingested,not_codified,not_causal_evidence,false,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_09a5f92e363faa84006a66cbb8f5908195abb323ec07215b86,1,"Bounded exact-span rating only; not a wage-gap estimate, causal conclusion, or global analysis record."
SPANR201-44a7fd415a5e4e8fb866dcb7,SPAN321-0c2db677ecd97d7d5f08aa02,TXT321-ff5631b01813d2b6fb1c,RS429-1453c81e4455342d6131,TS4L-0a135257bde4fd82bb32,lane_2,tier_b,verification_ready_medium,https://peoriagov.org/ArchiveCenter/ViewFile/Item/878,COLLECTIVE BARGAINING AGREEMENT (Peoria Police Benevolent Association Contract 2014-2016),Peoria City,IL,safety_and_non_safety_bargaining_units,Public safety (police),Peoria Police Benevolent Association (PPBA),"January 1, 2014 through December 31, 2016",2014-01-01,2016-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-ff5631b01813d2b6fb1c.txt,764d95ee47b44323190fee3b0ddc0a176951d24cd1ea61e57a4846112ec7ebde,a92e383d3284a39c196a646fd5b8085187d4c3c47dc9dc49b5222ca27d560a9b,".............. .. 3
ARTICLE 3 NON-DISCRIMINATION ....................................................................................... .3
SECTION 3.1- EMPLOYMENT POLICY
SECTION 3.2- EMPLOYEE DISCRIMINATION
SECTION 3.3- POLITICAL ACTIVITY
ARTICLE 4 NO STRIKE AND NO LOCKOUT .......................................................................... 3
SECTION 4.1 - NO STRIKE
SECTION 4.2 - ASSOCIATION RESPONSIBILITY
SECTION 4.3 - PENALTY
SECTION 4.4 - MANAGEMENT RESPONSIBILITY
ARTICLE 5 GRIEVANCE PROCEDURE ................................................................................... .4
SECTION 5.1- DEFINITIONS
SECTION 5.2 - RIGHT TO FILE GRIEVANCE
SECTION 5.3 - GRIEVANCE PROCEDURE
SECTION 5.4- ARB",633,1342,8dbdf1f8b5539e22846b2b8840c41bd302b9851a97beeae3eb8d1808d6520621,".1 - MANAGEMENT RIGHTS
SECTION 1.2 - EMERGENCY
ARTICLE 2 RECOGNITION ........................................ ......... .............................. .........","ITRATION
SECTION 5.5- AUTHORITY OF ARBITRATOR
SECTION 5.6- COSTS OF ARBITRATION
SECTION 5.7- GRIEVANCE TIME LIMITS
SECTION 5.8- INVESTIGATION AND DISCUSSION
SEC",STRIKE_NO_STRIKE,no_strike_clause,high,strike_or_no_strike_constraint,strong,strong,not_supported,neutral_or_unclear,strong,direct_text_claim,ARTICLE 4 NO STRIKE AND NO LOCKOUT,true,explicit_no_strike_no_lockout_clause,Only the clause label indicating a no-strike and no-lockout obligation; no discussion of stoppages or mediation/arbitration terms beyond the heading.,true,true,rated_valid,not_ingested,not_codified,not_causal_evidence,false,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_0511e16406603222006a66cbb9a71c81958357b9968eb1a456,1,"Bounded exact-span rating only; not a wage-gap estimate, causal conclusion, or global analysis record."
SPANR201-f245c50f7be480ce5881131b,SPAN321-706e47268f4c97bc758ef73c,TXT321-ff5631b01813d2b6fb1c,RS429-1453c81e4455342d6131,TS4L-0a135257bde4fd82bb32,lane_2,tier_b,verification_ready_medium,https://peoriagov.org/ArchiveCenter/ViewFile/Item/878,COLLECTIVE BARGAINING AGREEMENT (Peoria Police Benevolent Association Contract 2014-2016),Peoria City,IL,safety_and_non_safety_bargaining_units,Public safety (police),Peoria Police Benevolent Association (PPBA),"January 1, 2014 through December 31, 2016",2014-01-01,2016-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-ff5631b01813d2b6fb1c.txt,764d95ee47b44323190fee3b0ddc0a176951d24cd1ea61e57a4846112ec7ebde,a92e383d3284a39c196a646fd5b8085187d4c3c47dc9dc49b5222ca27d560a9b,".. 3
ARTICLE 3 NON-DISCRIMINATION ....................................................................................... .3
SECTION 3.1- EMPLOYMENT POLICY
SECTION 3.2- EMPLOYEE DISCRIMINATION
SECTION 3.3- POLITICAL ACTIVITY
ARTICLE 4 NO STRIKE AND NO LOCKOUT .......................................................................... 3
SECTION 4.1 - NO STRIKE
SECTION 4.2 - ASSOCIATION RESPONSIBILITY
SECTION 4.3 - PENALTY
SECTION 4.4 - MANAGEMENT RESPONSIBILITY
ARTICLE 5 GRIEVANCE PROCEDURE ................................................................................... .4
SECTION 5.1- DEFINITIONS
SECTION 5.2 - RIGHT TO FILE GRIEVANCE
SECTION 5.3 - GRIEVANCE PROCEDURE
SECTION 5.4- ARBITRATION
SECTIO",648,1357,e1e5a4f590e572fcc0e666a4523ebaf6996eb1e090e511c08f7dc3d2f7bfe513," RIGHTS
SECTION 1.2 - EMERGENCY
ARTICLE 2 RECOGNITION ........................................ ......... .............................. ....................... ","N 5.5- AUTHORITY OF ARBITRATOR
SECTION 5.6- COSTS OF ARBITRATION
SECTION 5.7- GRIEVANCE TIME LIMITS
SECTION 5.8- INVESTIGATION AND DISCUSSION
SECTION 5.9 - EXCL",STRIKE_LOCKOUT,lockout_restriction,high,strike_or_no_strike_constraint,strong,strong,not_supported,neutral_or_unclear,strong,direct_text_claim,ARTICLE 4 NO STRIKE AND NO LOCKOUT,true,explicit_no_strike_and_no_lockout_heading,Article 4 heading listing the no-strike/no-lockout constraint,true,true,rated_valid,not_ingested,not_codified,not_causal_evidence,false,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_00af9b058d7fefcb006a66cbb9fc9c81978f3f46ff20dca344,1,"Bounded exact-span rating only; not a wage-gap estimate, causal conclusion, or global analysis record."
SPANR201-f93e6476a60fca1bbdc422a2,SPAN321-063964e97cef3cc39e18b1c6,TXT321-ff5631b01813d2b6fb1c,RS429-1453c81e4455342d6131,TS4L-0a135257bde4fd82bb32,lane_2,tier_b,verification_ready_medium,https://peoriagov.org/ArchiveCenter/ViewFile/Item/878,COLLECTIVE BARGAINING AGREEMENT (Peoria Police Benevolent Association Contract 2014-2016),Peoria City,IL,safety_and_non_safety_bargaining_units,Public safety (police),Peoria Police Benevolent Association (PPBA),"January 1, 2014 through December 31, 2016",2014-01-01,2016-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-ff5631b01813d2b6fb1c.txt,764d95ee47b44323190fee3b0ddc0a176951d24cd1ea61e57a4846112ec7ebde,a92e383d3284a39c196a646fd5b8085187d4c3c47dc9dc49b5222ca27d560a9b,".................... .3
SECTION 3.1- EMPLOYMENT POLICY
SECTION 3.2- EMPLOYEE DISCRIMINATION
SECTION 3.3- POLITICAL ACTIVITY
ARTICLE 4 NO STRIKE AND NO LOCKOUT .......................................................................... 3
SECTION 4.1 - NO STRIKE
SECTION 4.2 - ASSOCIATION RESPONSIBILITY
SECTION 4.3 - PENALTY
SECTION 4.4 - MANAGEMENT RESPONSIBILITY
ARTICLE 5 GRIEVANCE PROCEDURE ................................................................................... .4
SECTION 5.1- DEFINITIONS
SECTION 5.2 - RIGHT TO FILE GRIEVANCE
SECTION 5.3 - GRIEVANCE PROCEDURE
SECTION 5.4- ARBITRATION
SECTION 5.5- AUTHORITY OF ARBITRATOR
SECTION 5.6- COSTS OF ARBITRATION
SECTION 5.7- GRIEVANCE TIME LIMITS
S",749,1458,3899e5f0dd9c56334f7b5c09d0a8b13f2407099232cf713b245adbf98c5b93de,"... .............................. ....................... .. 3
ARTICLE 3 NON-DISCRIMINATION ...................................................................","ECTION 5.8- INVESTIGATION AND DISCUSSION
SECTION 5.9 - EXCLUSIVITY OF GRIEVANCE PROCEDURE
SECTION 5.10 -WAIVER OF GRIEVANCE STEPS AND PROCEDURES
ARTICLE 6 RULES",STRIKE_NO_STRIKE,no_strike_clause,high,strike_or_no_strike_constraint,strong,strong,not_supported,not_applicable,strong,direct_text_claim,ARTICLE 4 NO STRIKE AND NO LOCKOUT,true,explicit_no_strike_and_no_lockout_article_heading,Bound to ARTICLE 4 heading/title in the provided span only.,true,true,rated_valid,not_ingested,not_codified,not_causal_evidence,false,huit_openai_responses_direct_sdk,gpt-5.4-nano,resp_0b9293cbc6171144006a66cbc621e8819084024cfb512fec86,1,"Bounded exact-span rating only; not a wage-gap estimate, causal conclusion, or global analysis record."
