source_review_id,triage_id,candidate_queue_row_id,verification_id,municipality_id,census_gov_id,state,municipality,government_name,candidate_url,final_url,source_locator,candidate_title,candidate_source_type,candidate_status_before_verification,verification_status,content_type,triage_status,priority_for_content_review,recommended_next_action,candidate_priority,verification_round_id,content_triage_round_id,source_owner_type,unit_type_scouted,population,matched_set_potential,official_domain_signal,duplicate_source_group_id,duplicate_group_size,duplicate_group_role_for_triage,pilot_selection_rank,source_review_lane_id,source_review_stage,pilot_selection_reason,source_review_status,source_review_status_detail,url_access_status,download_status,content_artifact_path,content_hash,content_byte_size,content_type_observed,text_layer_status,pdf_page_count,source_officialness_rating,source_relevance_rating,municipality_match_rating,employer_match_rating,bargaining_unit_match_rating,safety_unit_match_signal,non_safety_unit_match_signal,document_type_rating,contract_or_document_period_start,contract_or_document_period_end,wage_table_signal,wage_growth_signal,mechanism_language_signal,extraction_readiness_rating,extraction_mode_recommended,duplicate_canonical_decision,reviewer_notes,reviewer,reviewed_at,urls_opened,network_calls,documents_downloaded,documents_parsed,pdfs_parsed,ocr_runs,content_artifacts_written
sr_d2a5263c7e358b2560e7be3b,TRI-5b0788b77c2583a76311,NSCQ-ID-20260720-0006,VER-8c88d40a91292cf4c207,cog_2025_102377,102377,ID,Pocatello,CITY OF POCATELLO,https://pocatello.gov/DocumentCenter/View/11689/Fire-Collective-Bargaining-Agreement-FY2025-FY2028,https://pocatello.gov/DocumentCenter/View/11689/Fire-Collective-Bargaining-Agreement-FY2025FY2028-PDF?bidId=,https://pocatello.gov/DocumentCenter/View/11689/Fire-Collective-Bargaining-Agreement-FY2025FY2028-PDF?bidId=,Fire Collective Bargaining Agreement FY2022-FY2024 (PDF),cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-2026-07-24,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,city,fire,,yes,likely_official,URL-33597fc240c705785c61,1,canonical_representative,76,lane_2,planned_not_reviewed,p1 scheduled CBA candidate with reachable PDF/document routing; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_02812db16ed151b07bd678ae,TRI-c9380109838a4cb2c299,NSCQ-IN-20260720-0037,VER-27e9c6619accfde02c8f,cog_2025_163644,163644,IN,Portage,CITY OF PORTAGE,https://www.portagein.gov/DocumentCenter/View/4748/Fire-3151-CBA_2020-2022,https://www.portagein.gov/DocumentCenter/View/4748/Fire-3151-CBA_2020-2022,https://www.portagein.gov/DocumentCenter/View/4748/Fire-3151-CBA_2020-2022,Fire 3151 CBA 2020-2022,cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-2026-07-24,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,city,fire,,yes,likely_official,URL-349da6ac4bea992fb96c,1,canonical_representative,77,lane_2,planned_not_reviewed,p1 scheduled CBA candidate with reachable PDF/document routing; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_a8396b42fc58f865c6e946f2,TRI-0dc16f346a892ffdb122,NSCQ-VT-20260720-0007,VER-db8a3e74e2a86134ee0e,cog_2025_114404,114404,VT,Barre,CITY OF BARRE,https://www.barrecity.org/client_media/files/HR/Employee%20Portal/CBAs/IAFF%207-1-22%20-%206-30-26%20Reduced.pdf,https://www.barrecity.org/client_media/files/HR/Employee%20Portal/CBAs/IAFF%207-1-22%20-%206-30-26%20Reduced.pdf,https://www.barrecity.org/client_media/files/HR/Employee%20Portal/CBAs/IAFF%207-1-22%20-%206-30-26%20Reduced.pdf,FIRE FIGHTERS (IAFF Local #881) CBA 7-1-22 to 6-30-26 (Reduced),cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,city,fire,,yes,likely_official,URL-1aadb25ba80f88082219,1,canonical_representative,78,lane_2,planned_not_reviewed,p1 scheduled CBA candidate with reachable PDF/document routing; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_49ecbefa7d8aff9065068b65,TRI-90e31b9ff86304a5a6d7,NSCQ-DC-20260720-0003,VER-07f5e7ab1a631808aaf8,cog_2025_124214,124214,DC,Washington,CITY OF WASHINGTON DC,https://olrcb.dc.gov/sites/default/files/dc/sites/olrcb/publication/attachments/IAFF%2036-FEMS%20FY21-FY24%20CBA%20Executed.pdf,https://olrcb.dc.gov/sites/default/files/dc/sites/olrcb/publication/attachments/IAFF%2036-FEMS%20FY21-FY24%20CBA%20Executed.pdf,https://olrcb.dc.gov/sites/default/files/dc/sites/olrcb/publication/attachments/IAFF%2036-FEMS%20FY21-FY24%20CBA%20Executed.pdf,"Collective Bargaining Agreement between the District of Columbia Government and the International Association of Fire Fighters Local 36, AFL-CIO, MWC (Fiscal Years 2021-2024)",cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-ROUND1-1000-2026-07-24,city,fire,,yes,likely_official,URL-46a386355b9aff58640f,1,canonical_representative,79,lane_2,planned_not_reviewed,p1 scheduled CBA candidate with reachable PDF/document routing; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_f74a2db37bf35222c9ce7af1,TRI-b754db3ccc2654d6177b,NSCQ-HI-20260720-0002,VER-9b21dcc57b4f254c297e,cog_2025_183701,183701,HI,Honolulu,CITY AND COUNTY OF HONOLULU,https://dhrd.hawaii.gov/wp-content/uploads/2023/04/HFFA-2021-2025.pdf,https://dhrd.hawaii.gov/wp-content/uploads/2023/04/HFFA-2021-2025.pdf,https://dhrd.hawaii.gov/wp-content/uploads/2023/04/HFFA-2021-2025.pdf,2021 – 2025 HFFA Collective Bargaining Agreement (CBA) (Bargaining Unit 11; includes fire fighters),cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-ROUND1-1000-2026-07-24,state_labor_board,fire,,yes,likely_official,URL-da2cb8715a21a625e74b,1,canonical_representative,80,lane_2,planned_not_reviewed,p1 scheduled CBA candidate with reachable PDF/document routing; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_51013523ac2ea4795e56a721,TRI-dedfd6a505c58e77d2ba,NSCQ-WY-20260720-0008,VER-0c8252cf00f206c7234c,cog_2025_177842,177842,WY,Laramie,CITY OF LARAMIE,https://cityoflaramie.org/AgendaCenter/ViewFile/Item/15401?fileID=21657,https://cityoflaramie.org/AgendaCenter/ViewFile/Item/15401?fileID=21657,https://cityoflaramie.org/AgendaCenter/ViewFile/Item/15401?fileID=21657,"COLLECTIVE BARGAINING AGREEMENT — Firefighters Local #946 I.A.F.F. and City of Laramie, Wyoming (with Appendix A Fire Pay Plan)",cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-2026-07-24,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,city,fire,,yes,likely_official,URL-f9358979271cde5f3b94,1,canonical_representative,81,lane_2,planned_not_reviewed,p1 scheduled CBA candidate with reachable PDF/document routing; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_3563453e1fa942e29a9c88c9,TRI-b9ce3c42c47331da3b3d,NSCQ-OH-20260720-0194,VER-084ed5a3e06955d159b8,cog_2025_110697,110697,OH,Athens,CITY OF ATHENS,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2018/18-MED-07-0607.pdf,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2018/18-MED-07-0607.pdf,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2018/18-MED-07-0607.pdf,"Collective Bargaining Agreement — City of Athens, Ohio and AFSCME Local No. 2403(2) / Ohio Council 8 — Code Enforcement Division (Code Inspector and Administrative Assistant) — 18-MED-07-0607",cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-ROUND1-1000-2026-07-24,state_labor_board,non_safety,,yes,likely_official,URL-2a28314601f8b20c5b3b,1,canonical_representative,82,lane_2,planned_not_reviewed,p1 scheduled CBA candidate with reachable PDF/document routing; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_7c6faa980e2eb0eebd7ce774,TRI-93fb6d1d94454e4b3f9e,NSCQ-CA-20260720-0003,VER-dbf87997a5766ac3840c,ca_los_angeles,161174,CA,Los Angeles,CITY OF LOS ANGELES,https://cao.lacity.gov/content/MOUs/MOU03-28.pdf,https://cao.lacity.gov/content/MOUs/MOU03-28.pdf,https://cao.lacity.gov/content/MOUs/MOU03-28.pdf,Memorandum of Understanding No. 3 (Clerical and Support Services Unit) (MOU 03 2023-2028),cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-ROUND1-1000-2026-07-24,city,non_safety,,yes,likely_official,URL-0e53dd67d7b7b06d6731,1,canonical_representative,83,lane_2,planned_not_reviewed,p1 scheduled CBA candidate with reachable PDF/document routing; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_8d79845f22b64411a68cc0a9,TRI-c494575f2cceb3a9daa5,NSCQ-IL-20260720-0120,VER-217d05eaf22c51c0c491,cog_2025_102649,102649,IL,DeKalb,CITY OF DE KALB,https://www.cityofdekalb.com/DocumentCenter/View/5558/AFSCME-Contract-from-January-1-2017-through-December-31-2020,https://www.cityofdekalb.com/DocumentCenter/View/5558/AFSCME-Contract-from-January-1-2017-through-December-31-2020,https://www.cityofdekalb.com/DocumentCenter/View/5558/AFSCME-Contract-from-January-1-2017-through-December-31-2020,"AFSCME Contract from January 1, 2017 through December 31, 2020",cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-ROUND1-1000-2026-07-24,city,non_safety,,yes,likely_official,URL-642da46af95e9b329639,1,canonical_representative,84,lane_2,planned_not_reviewed,p1 scheduled CBA candidate with reachable PDF/document routing; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_989da61c2ae0b373cf838a0b,TRI-7911d0382dd089a9639f,NSCQ-FL-20260720-0221,VER-96f77ccd3cb17e8d1813,cog_2025_101922,101922,FL,Cocoa,CITY OF COCOA,https://www.cocoafl.gov/DocumentCenter/View/12678/LIUNA-Contract-18-21-ADApdf,https://www.cocoafl.gov/DocumentCenter/View/12678/LIUNA-Contract-24-27-ADApdf?bidId=,https://www.cocoafl.gov/DocumentCenter/View/12678/LIUNA-Contract-24-27-ADApdf?bidId=,LIUNA Contract 18-21/Latest LIUNA Contract (City of Cocoa & LIUNA Local 630),cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-2026-07-24,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,city,non_safety,,yes,likely_official,URL-e243733ffbe0c9a82ee1,1,canonical_representative,85,lane_2,planned_not_reviewed,p1 scheduled CBA candidate with reachable PDF/document routing; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
