request_phase,extraction_case_id,gabriel_request_id,gabriel_backend,gabriel_model,request_status,schema_valid,prompt_sha256,prompt_chars,input_page_count,input_text_chars,input_image_count,input_image_bytes,raw_prompt_saved,raw_response_saved,encoded_image_saved,response_sha256,response_chars,input_tokens,output_tokens,total_tokens,elapsed_seconds,error_type,error_message,credential_value_saved,authorization_header_saved
preflight_1000_quantitative_base_wage,cex1000_a1d9a51edbd3611bbd6db0fa,resp_053b3ae7626e3337006a6548aa33f48193904d90506e0de561,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,90a934e373e33292d83a1a8a55b7dde468e67159785ddcbbc201a60a206155a0,8198,4,4372,0,0,false,false,false,8006aa92c65083a0f376f363479f6614951ea11baa051b179c897ea0a4dc6713,2550,3806,891,4697,7.064056,,,false,false
preflight_1000_qualitative_mechanism,cex1000_33c44824f357c9463855503a,resp_0b666c78983e3882006a6548b0e100819091658d0233648fbe,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,f1a96e18dc81eb4366626dd2752159c578aec7198f89232863597f5bd35d3395,10330,6,5999,0,0,false,false,false,3504b8e39bbaa76ed72cd80362648c0725a8dae9f5e47dab8c5f77df4103e9c7,1081,3216,698,3914,12.047378,,,false,false
preflight_1000_mixed_quant_qual,cex1000_c58de708dde4fd15a33552c0,resp_09246d42c52a5807006a6548b611c08197b70de380c9882d6a,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,d7ea08f4f19c6c54078d68ebfc85b279a09eede3f875ddcd4e84235819a65345,10332,6,5999,0,0,false,false,false,06906cba7845966c8dd1884a20a48ac22651d6cc1c05152c1333409e41ff6506,6718,3679,2421,6100,28.150023,,,false,false
preflight_1000_non_base_wage,cex1000_f5c9ee9a20150452392fef15,resp_0c5a822503c19e7c006a6548c63dcc8195aabf2b51e246d88b,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,1a4c6449a4d39e3fe49aa37c9f117b35cd41f428bdedd34c3dee53bc4491d7e2,10352,6,5998,0,0,false,false,false,a542f3f5552f0ac6308682f14a6482e0be134128df81ed385ca8950f66b75254,4348,3596,1795,5391,41.855026,,,false,false
preflight_1000_reference_exclusion,cex1000_c2fd75f0f2204f109d4ee4f5,resp_0cdab46693620db9006a6548d3e37c8194a16aa222b83de292,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,0edff8cd5f349d5c85db0d61ae92cc3648eefaf565d4ce023b5fd692a79cd825,3309,1,164,1,34138,false,false,false,291fb49a8b0d922132dc580cdc9212203ff8a3cdbd6a296f888233ab1bd4978e,394,2937,160,3097,43.938456,,,false,false
preflight_1000_effective_date_or_classification_conflict,cex1000_a2a4a753588b930fb86f0d3d,resp_0d8120ada1ddef4e006a6548d5f0d48195a93cf28aa3f94a60,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,e2ef5a4a132f3c86328069c1dcd5178b3e913179e5c27e757bc1f379ad1eb8fd,10589,6,5994,0,0,false,false,false,3f5ba380b2de799635292d3466dfdf49d7577c167e4a2180e10718c94c33b745,2678,3473,963,4436,50.986290,,,false,false
live_1000,cex1000_4040fd998fa910c90e96a7b0,resp_00e2daf5f7fea5b8006a653ec280388197b9eae456a91f46ca,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,f717d7460832982b58093ef25f288d232420ccef5c1c8ba57b5b8e538f5cd08d,9731,6,5998,0,0,false,false,false,3d7cd6345050a5338313354474479c4cf6c3face6289a70819a87fe223812150,3864,2963,1444,4407,11.297980,,,false,false
live_1000,cex1000_cee7f90a88d41a5c0cf72655,resp_0e9bc9582e273484006a653ec273148197bc402ec50441a818,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,e0260ce64557c2dc81b046e698ae9bfaeac1547edce88e7dfbe51c843c4649aa,9766,6,5995,0,0,false,false,false,42b4b2975d886bcf7485ddbf2533e66f3ef7d2cf4f8d8d1e6cb465b859e391ae,516,2693,347,3040,3.509805,,,false,false
live_1000,cex1000_9dde3d6252346051f1d5dbb8,resp_0d8bf6f545fabb61006a653ec5eae48197a77013d28ae514db,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,7725f7981e53b3004db378ea78d6451422d9e2ee2e92a2940bdfa08eb3a256e3,9614,6,5998,0,0,false,false,false,782089d8f4ec8c147d22e321c5453d3ae4fbd310058f2b8c4d48827cebf4da2c,3647,3013,1046,4059,11.441561,,,false,false
live_1000,cex1000_0b3dd477daa190dfa2f465a5,resp_06e12aff109d75e3006a653ecd84e081938a26da7651d73417,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,601118dc60bacc6b0c9a2c5739455b534ba888dfe12afbc461cc4c545e8af75a,16281,6,5994,0,0,false,false,false,5ed78e5cf57c8842f7de945675cd08bfa93785444289ae516e4dae207ce51677,3025,6968,864,7832,17.748235,,,false,false
