scout_candidate_id,scout_target_id,state,region,municipality,county,unit_type,occupation_group,possible_bargaining_unit,possible_cycle_or_year,source_title,source_locator_or_url,source_domain,source_family_hint,document_type_hint,source_family_confidence,possible_mechanism_hints,search_query_family,broad_geographic_target_reason,source_family_diversification_reason,matched_non_safety_opportunity_flag,duplicate_locator_flag,prior_seen_locator_flag,candidate_quality_tier,verification_status,download_status,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,notes
BSSC-20260727-00001,BSSS-20260727-0001,AK,West,Cordova,,non_safety,non_safety,International Brotherhood of Electrical Workers (IBEW) Local Union #1547,"unclear (resolution states original effectiveness May 1, 2019–Dec 31, 2021 and continuation through Dec 31, 2023, but does not provide full CBA terms/wage schedule)","Resolution 04-22-12 approving the collective bargaining agreement between the City of Cordova and IBEW Local Union #1547 (effective May 1, 2019 through Dec 31, 2021; two-year continuation through Dec 31, 2023)",https://www.cityofcordova.net/wp-content/uploads/2022/04/Resolution-04-22-12-Approving-the-2022-CBA.pdf,cityofcordova.net,cba,ordinance_or_policy,high,non_safety_constraint_signal,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,weak_or_needs_review,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00002,BSSS-20260727-0001,AK,West,Cordova,,non_safety,non_safety,International Brotherhood of Electrical Workers (IBEW) Local Union #1547,unclear (packet references an approving resolution; no attached full CBA text found in the packet content),12/20/23 City Council Regular Meeting Packet (references Resolution 11-23-32 approving the collective bargaining agreement between the City of Cordova and IBEW Local Union #1547),https://www.cityofcordova.net/wp-content/uploads/2023/12/12-20-23-City-Council-Regular-Meeting-Packet.pdf,cityofcordova.net,agenda_packet_or_minutes,agenda_cover_sheet,high,non_safety_constraint_signal,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,low_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00003,BSSS-20260727-0002,AK,West,Dillingham,,police,police,Public Safety Employees Association (PSEA),"July 1, 2022 through June 30, 2025 (effective July 1, 2022; duration clause indicates in effect May 1, 2023 through June 30, 2025)",Collective Bargaining Agreement by and between City of Dillingham and Public Safety Employees Association,https://www.psea.net/images/documents/2023/Dillingham_contract_23.pdf,psea.net,arbitration_award,cba,high,strike_or_no_strike_constraint,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,high_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00006,BSSS-20260727-0002,AK,West,Dillingham,,non_safety,non_safety,Public Employees Local 71,"July 1, 2025 through June 30, 2028 (wage increases authorized in resolution: 0% on July 1, 2025; 1% on July 1, 2026; 2% on July 1, 2027)",City of Dillingham Resolution No. 2025-40 (authorizing Acting City Manager to approve collective bargaining agreement between City of Dillingham and Public Employees Local 71),https://mccmeetingspublic.blob.core.usgovcloudapi.net/dillingak-meet-5e69fae2160848cba6d01be5b6999ad3/ITEM-Attachment-001-385699d774b8417e8772972ef7253be0.pdf,mccmeetingspublic.blob.core.usgovcloudapi.net,cba,ordinance_or_policy,high,non_safety_constraint_signal,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,weak_or_needs_review,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00007,BSSS-20260727-0002,AK,West,Dillingham,,unknown,unknown,Public Safety Employees Association (PSEA),"July 1, 2019 through June 30, 2022",Collective Bargaining Agreement by and between City of Dillingham and Public Safety Employees Association,https://www.psea.net/images/documents/contracts/Dillingham_Contract-_July_2019-_June_2022.pdf,psea.net,arbitration_award,cba,high,strike_or_no_strike_constraint,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,weak_or_needs_review,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00008,BSSS-20260727-0003,AK,West,Houston,,unclear,unclear,,unclear,City of Houston Municipal Code § 2.04.260(B): personnel system / policies and procedures manual,https://ecode360.com/49187716,ecode360.com,other_local_government_pay_policy,ordinance_or_policy,medium,strike_or_no_strike_constraint;non_safety_constraint_signal,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,low_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00009,BSSS-20260727-0003,AK,West,Houston,,unclear,unclear,,unclear,City of Houston Municipal Code § 2.50.010 et seq.: City records policy referencing disclosure of salary levels/pay range/step grade,https://ecode360.com/49188054,ecode360.com,other_local_government_pay_policy,ordinance_or_policy,medium,non_safety_constraint_signal,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,low_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00012,BSSS-20260727-0004,AK,West,Kotzebue,,unclear,unclear,,unclear,Case No. 91-023-RC & 91-035-RC (Consol.) — Alaska Labor Relations Board decision referencing City of Kotzebue collective bargaining/permitting rejection of PERA,https://labor.alaska.gov/laborr/do/167.htm,labor.alaska.gov,arbitration_award,arbitration_award,high,strike_or_no_strike_constraint,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,weak_or_needs_review,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00014,BSSS-20260727-0004,AK,West,Kotzebue,,unclear,unclear,,unclear,Kotzebue City Council Report (January/February 2026) — Human Resources / Public Relations section (job postings & HR items),https://mccmeetingspublic.blob.core.usgovcloudapi.net/kotzebueak-meet-1b966867fb51401f92008f4ec3e2d0f9/ITEM-Attachment-001-52b9cb5c677a4e6b922d5e2cc47705c6.pdf,mccmeetingspublic.blob.core.usgovcloudapi.net,civil_service_or_hr_pay_plan,context_only,high,non_safety_constraint_signal,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,low_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
BSSC-20260727-00017,BSSS-20260727-0006,AK,West,North Pole,,non_safety,non_safety,,unclear,City of North Pole Municipal Code (eCode360) — Chapter 2.36 Personnel System (includes Pay section and pay-step/other pay differentials),https://ecode360.com/47092387,ecode360.com,cba,wage_schedule_or_compensation_plan,high,non_safety_constraint_signal,broad_multi_source_family,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,false,false,low_candidate,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Discovery metadata only; locator/source identity requires later candidate review and verification.
