annualization_assumption,annualization_hours_used,base_or_non_base,candidate_id,cba_non_cba_hint,character_end_offset,character_start_offset,classification_evidence_basis,codified_record_id,comparison_cycle_candidate,direction_bucket,effective_period_end,effective_period_start,evidence_category,extraction_id,final_locator,grade,growth_mechanism_claim_caveat,growth_mechanism_claim_text,growth_mechanism_type,growth_value_type,lane_position,line_offset,mechanism_attributes,mechanism_claim_ready,municipality,municipality_cycle_id_candidate,non_base_component_type,normalization_blocker_tags,normalization_needed_for_gap_claim,normalization_notes,normalization_status,normalized_annual_equivalent,normalized_at,normalized_growth_type,normalized_hourly_equivalent,normalized_pay_basis,normalized_percentage_growth,normalized_record_id,normalized_value_confidence,occupation_or_classification,original_locator,original_normalization_status,page_number,paragraph_offset,parsed_annual_salary,parsed_biweekly_rate,parsed_cola_cpi_value,parsed_contract_year,parsed_currency_amount,parsed_cycle_label,parsed_daily_rate,parsed_effective_date,parsed_end_date,parsed_fiscal_year,parsed_growth_period,parsed_growth_unit,parsed_growth_value,parsed_hourly_rate,parsed_lump_sum,parsed_monthly_rate,parsed_percentage_value,parsed_premium_amount,parsed_premium_percentage,parsed_start_date,parsed_step_or_grade_value,parsed_stipend_or_allowance,parsed_weekly_rate,payband,primary_mechanism_cluster,prior_comparable_wage_candidate_link,priority_bucket,quant_span_types,quantitative_growth_value_present,rank,rating_id,raw_base_nonbase_text,raw_compensation_text,raw_context_notes,raw_effective_period_text,raw_paraphrase,raw_rank_step_grade_text,raw_span_text,raw_unit_or_group_text,raw_unit_text,raw_value_text,raw_values_preserved,readiness_id,region,report_usability_bucket,rescue_basket,rescue_completed_at,rescue_id,rescue_lane,rescue_status,retained_source_id,safety_category,scout_target_id,section_heading,source_family,source_id,source_review_download_id,source_title,span_id,span_sha256,state,step,unit_or_group,verification_row_id,why_not_gap_comparable
not_safe_to_annualize,,unclear,B4X2500LIVE-20260729-008916,non_cba_or_other_hint,14689,14663,"[""unit_specific_source_title"", ""unresolved"", ""prior_normalization_metadata""]",B4X2500COD-20260730-3a33684e76b8e918ab258da8,1992,not_applicable,1991-01-01,1992-07-10,quantitative_compensation,B4X2500TXT-20260730-d7b05cfe242802cb8d16,https://perb.ny.gov/system/files/documents/2024/03/ia91-020-award-7-10-92.pdf,,"Source-reported mechanism only; not an analyst-computed wage gap, national estimate, prevalence claim, or causal effect.",,,,577,460,"[""implementation_or_retroactivity_advantage""]",False,Cortlandt,B4X2500MC-2f9a881bb51501d8f1efb2cf,,"[""base_nonbase_unresolved"", ""pay_basis_unresolved"", ""base_nonbase_unresolved"", ""cycle_outside_2014_2024_observation_window""]",True,"Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.",normalization_mechanism_only,,2026-07-30T22:04:38Z,unknown,,unknown,,B4X2500NORM-000e5cfcfa1978852dc29ce4,moderate,police,https://perb.ny.gov/system/files/documents/2024/03/ia91-020-award-7-10-92.pdf,normalization_mechanism_only,,182,,,,1992,,1992,,1992-07-10,1991-01-01,,,,,,,,,,,1992-07-10,,,,,timing_implementation,,high_priority_verification_ready,"[""effective_date""]",False,,B4X2500-RATING-20260730-6fdb40c79c9113db8123f64d,,"effective January 1, 1991;","PERB IA91-020: M-91-082 (Town of Cortlandt Police Benevolent Association) - Award / Conclusion / Determination (Received July 10, 1992);",1992-07-10; 1991-01-01,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",,"effective January 1, 1991;",police,effective_date,,True,B4X2500RDY-20260730-703e01f23284776dc515,Northeast,downstream_normalization_needed,mechanism_only_repair,2026-07-30T23:32:32.737183Z,B4X2500RESCUE-dbe4996bdcbfd2bf59552590,rescue_lane_003,downgraded_unusable,B4X2500SRD-20260730-339f4d3b52338ebaf889,police,B4X2500-20260729-08778,,arbitration_award,B4X2500LIVE-20260729-008916,B4X2500SRD-20260730-339f4d3b52338ebaf889,"PERB IA91-020: M-91-082 (Town of Cortlandt Police Benevolent Association) - Award / Conclusion / Determination (Received July 10, 1992)",B4X2500SPAN-20260730-8b02e97e28a761490705c3fb,12650bb144605e51a63d074dce5823b7f27896d62edfba77c4a28108313fed94,NY,,police,B4X2500V-20260730-00967,"A growth-mechanism value is not a directly comparable wage level unless a separate matched record validates pay basis, unit, and period."
not_safe_to_annualize,,unclear,B4X2500LIVE-20260729-002991,non_cba_or_other_hint,3747,3637,"[""prior_normalization_metadata"", ""unresolved"", ""prior_normalization_metadata""]",B4X2500COD-20260730-09eea950aa3e6cb39ac86412,2025-2026,neutral_or_general,2026-12-31,2025-05-14,quantitative_compensation,B4X2500TXT-20260730-f79a741aa0e1e4865178,https://cms2.revize.com/revize/yorktwp/Boards%20and%20Commissions/Board%20of%20Trustees/2025/5-13-2025%20BOT%20Packet.pdf,,"Source-reported mechanism only; not an analyst-computed wage gap, national estimate, prevalence claim, or causal effect.",,,,452,84,"[""implementation_or_retroactivity_advantage""]",False,York charter,B4X2500MC-bd06ef538d5a954e6c7c1b26,,"[""base_nonbase_unresolved"", ""pay_basis_unresolved"", ""base_nonbase_unresolved"", ""cycle_outside_2014_2024_observation_window""]",True,"Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.",normalization_mechanism_only,,2026-07-30T22:04:39Z,unknown,,unknown,,B4X2500NORM-001d084dac37d629026d4b1a,moderate,utilities,https://cms2.revize.com/revize/yorktwp/Boards%20and%20Commissions/Board%20of%20Trustees/2025/5-13-2025%20BOT%20Packet.pdf,normalization_mechanism_only,,13,,,,2025,40.0,2025-2026,,2025-05-14,2026-12-31,,,,,,,,,,,2025-05-14,,,,,timing_implementation,,high_priority_verification_ready,"[""effective_date""]",False,,B4X2500-RATING-20260730-a6c5b46bb4eccb9f38debc63,,"a $40.00 fee for both Home Additions and Solar (non-rooftop) zoning application fees, effective May 14, 2025.","Employment Agreement to Provide for Building Official, Zoning Inspector, Ordinance Officer, and for Services to Provide for Proper Maintenance and Operation of the Township’s Water and Sewer Utilities (2025 - 2026);",2025-05-14,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",,"a $40.00 fee for both Home Additions and Solar (non-rooftop) zoning application fees, effective May 14, 2025.",utilities,effective_date,$40.00,True,B4X2500RDY-20260730-43ffc5528d0766f334ff,Midwest,pi_report_context_only,mechanism_only_repair,2026-07-30T23:32:32.737369Z,B4X2500RESCUE-82556723b51d71bea2c55a44,rescue_lane_002,downgraded_unusable,B4X2500SRD-20260730-32e1cce1d71e058298c3,non_safety,B4X2500-20260729-02917,,mou_or_memorandum,B4X2500LIVE-20260729-002991,B4X2500SRD-20260730-32e1cce1d71e058298c3,"Employment Agreement to Provide for Building Official, Zoning Inspector, Ordinance Officer, and for Services to Provide for Proper Maintenance and Operation of the Township’s Water and Sewer Utilities (2025 - 2026)",B4X2500SPAN-20260730-fc61c6abb63baf0478af7a48,9aec73675a18790fa54dca816a856c43b474d13c4f3bf2b3990de0b055ef6dd7,MI,,utilities,B4X2500V-20260730-03452,"A growth-mechanism value is not a directly comparable wage level unless a separate matched record validates pay basis, unit, and period."
not_safe_to_annualize,,unclear,B4X2500LIVE-20260729-004536,non_cba_or_other_hint,16532,16483,"[""unresolved"", ""unresolved"", ""prior_normalization_metadata""]",B4X2500COD-20260730-fc3c487ffc4b489d1a47e021,2025-2026,not_applicable,2026-12-31,2025-06-10,quantitative_compensation,B4X2500TXT-20260730-87de5695b75c9fd9f62a,https://whitelakenc.org/_files/ugd/ffdcb9_fd123da0098942acb0a8e585786112f9.pdf,,"Source-reported mechanism only; not an analyst-computed wage gap, national estimate, prevalence claim, or causal effect.",,,,1263,377,[],False,White Lake,B4X2500MC-0214bf845d1d4222dd177cc0,,"[""safety_category_unresolved"", ""occupation_or_unit_unresolved"", ""base_nonbase_unresolved"", ""pay_basis_unresolved"", ""base_nonbase_unresolved"", ""cycle_outside_2014_2024_observation_window""]",True,"Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.",normalization_mechanism_only,,2026-07-30T22:04:38Z,unknown,,unknown,,B4X2500NORM-002c80d7a9324aa7fdc64865,moderate,unknown,https://www.whitelakenc.org/_files/ugd/ffdcb9_fd123da0098942acb0a8e585786112f9.pdf,normalization_mechanism_only,,87,,,,2025,,2025-2026,,2025-06-10,2026-12-31,2025,,,,,,,,,,2025-06-10,,,,,weak_context_exclusion,,high_priority_verification_ready,"[""contract_year_or_fiscal_year""]",False,,B4X2500-RATING-20260730-f1c6f2154b7bd6991dcb5b0e,,PROPOSED FISCAL YEAR 2025-26 BUDGET PRESENTATION,"TOWN OF WHITE LAKE BOARD OF COMMISSIONER'S MEETING (June 10, 2025) — SECTION 12: CLASSIFICATION AND PAY PLAN (in 2025-2026 Budget Ordinance packet);",2025-06-10,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",,PROPOSED FISCAL YEAR 2025-26 BUDGET PRESENTATION,,contract_year_or_fiscal_year,,True,B4X2500RDY-20260730-150171fa4c37e8c49835,South,exclude_from_report,mechanism_only_repair,2026-07-30T23:32:32.737404Z,B4X2500RESCUE-d7b977c9b519d0c7e6c96737,rescue_lane_002,downgraded_unusable,B4X2500SRD-20260730-e7b9d12c7ae0a43b5356,unclear,B4X2500-20260729-04513,,budget_or_pay_plan,B4X2500LIVE-20260729-004536,B4X2500SRD-20260730-e7b9d12c7ae0a43b5356,"TOWN OF WHITE LAKE BOARD OF COMMISSIONER'S MEETING (June 10, 2025) — SECTION 12: CLASSIFICATION AND PAY PLAN (in 2025-2026 Budget Ordinance packet)",B4X2500SPAN-20260730-50e085f891612aa2733fbe64,47dce15c3a33d428645a71151f3b27647b25efda26ebf50963ec821cbcb52b73,NC,,unresolved_unit,B4X2500V-20260730-02169,"A growth-mechanism value is not a directly comparable wage level unless a separate matched record validates pay basis, unit, and period."
not_safe_to_annualize,,unclear,B4X2500LIVE-20260729-005495,non_cba_or_other_hint,76697,76614,"[""unit_specific_source_title"", ""unresolved"", ""prior_normalization_metadata""]",B4X2500COD-20260730-638c80594b0c2b523d8254c1,2026,neutral_or_general,,2026-01-01,quantitative_compensation,B4X2500TXT-20260730-117fe73ce64b94f75ed0,https://cityofcrosby.com/vertical/sites/%7B21369B1E-BDE3-49AF-B806-A73777724DC7%7D/uploads/10-14-2025_Council_Packet.pdf,s,"Source-reported mechanism only; not an analyst-computed wage gap, national estimate, prevalence claim, or causal effect.",,,,541,1894,"[""implementation_or_retroactivity_advantage""]",False,Crosby,B4X2500MC-ecb85425d00652fc9ded8e83,,"[""base_nonbase_unresolved"", ""pay_basis_unresolved"", ""base_nonbase_unresolved"", ""cycle_outside_2014_2024_observation_window""]",True,"Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.",normalization_mechanism_only,,2026-07-30T22:04:38Z,unknown,,unknown,,B4X2500NORM-002e2cdb0f9a06eeaa1a2c48,moderate,public_works,https://www.cityofcrosby.com/vertical/sites/{21369B1E-BDE3-49AF-B806-A73777724DC7}/uploads/10-14-2025_Council_Packet.pdf,normalization_mechanism_only,,452,,,,2026,,2026,,,,,,,,,,,,,,2026-01-01,,,,,timing_implementation,,high_priority_verification_ready,"[""effective_date""]",False,,B4X2500-RATING-20260730-47c490199bead96474725722,,"b,2026 Wage Adjustment - Effective January 7,2026, all wage grades and steps shall",MOU / Labor Agreement (Teamsters General Local Union 346) — City of Crosby Public Works/Clerical (includes Article 32 wage schedule);,2026,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",step s; grade s,"b,2026 Wage Adjustment - Effective January 7,2026, all wage grades and steps shall",public_works,effective_date,,True,B4X2500RDY-20260730-f14f139447c8d7208a12,Midwest,downstream_normalization_needed,mechanism_only_repair,2026-07-30T23:32:32.737542Z,B4X2500RESCUE-ba3a45185d87470f2c5cd10f,rescue_lane_002,downgraded_unusable,B4X2500SRD-20260730-17b82f7c86047c12a811,non_safety,B4X2500-20260729-05438,,wage_schedule,B4X2500LIVE-20260729-005495,B4X2500SRD-20260730-17b82f7c86047c12a811,MOU / Labor Agreement (Teamsters General Local Union 346) — City of Crosby Public Works/Clerical (includes Article 32 wage schedule),B4X2500SPAN-20260730-8168e6bd3ed163b3bc8187a3,d365df9634007fb424f7b4e6c2cd0ab2666d20306c9665076b0bfe6892daff54,MN,s,clerical_admin,B4X2500V-20260730-00638,"A growth-mechanism value is not a directly comparable wage level unless a separate matched record validates pay basis, unit, and period."
not_safe_to_annualize,,unclear,B4X2500LIVE-20260729-006989,non_cba_or_other_hint,5647,5606,"[""unresolved"", ""unresolved"", ""prior_normalization_metadata""]",B4X2500COD-20260730-c1a1b795518c7b30329514a9,2025-2026,neutral_or_general,2026-12-31,2025-01-01,quantitative_compensation,B4X2500TXT-20260730-bb1ede73ce6a04a3732a,https://townofkurebeach.civicweb.net/document/51780,,"Source-reported mechanism only; not an analyst-computed wage gap, national estimate, prevalence claim, or causal effect.",,,,1004,221,[],False,Kure Beach,B4X2500MC-8b2c87bd962f8378b6ec7c66,,"[""safety_category_unresolved"", ""occupation_or_unit_unresolved"", ""base_nonbase_unresolved"", ""pay_basis_unresolved"", ""base_nonbase_unresolved"", ""cycle_outside_2014_2024_observation_window""]",True,"Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.",normalization_mechanism_only,,2026-07-30T22:04:38Z,unknown,,unknown,,B4X2500NORM-0035d1a9727156cb57a84fca,moderate,unknown,https://townofkurebeach.civicweb.net/document/51780/,normalization_mechanism_only,,73,,,,2025,,2025-2026,,,2026-12-31,2025,,,,,,,,,,2025-01-01,,,,,quantitative_base_wage_needs_normalization,,high_priority_verification_ready,"[""contract_year_or_fiscal_year""]",False,,B4X2500-RATING-20260730-898521d82f68e55215432d2d,,carried forward to Fiscal Year 2025-2026.,Budget Ordinance FY 2025-2026 (Section IV. Salaries and Staffing: Pay Plan); Section VII. Encumbrances: All outstanding encumbrances from prior fiscal years are to be,2025; 2026,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",,carried forward to Fiscal Year 2025-2026.,,contract_year_or_fiscal_year,,True,B4X2500RDY-20260730-c3a2700dfea491731e08,South,pi_report_context_only,mechanism_only_repair,2026-07-30T23:32:32.737586Z,B4X2500RESCUE-99cd64b7629286140964e10f,rescue_lane_002,downgraded_unusable,B4X2500SRD-20260730-849191e6e67b38fd9063,unclear,B4X2500-20260729-06973,Section VII. Encumbrances: All outstanding encumbrances from prior fiscal years are to be,budget_or_pay_plan,B4X2500LIVE-20260729-006989,B4X2500SRD-20260730-849191e6e67b38fd9063,Budget Ordinance FY 2025-2026 (Section IV. Salaries and Staffing: Pay Plan),B4X2500SPAN-20260730-d3c7d9e8b3d76ed80a9bc51f,daebb07fadbb1cfbe99373b8bb9711741fadd6fabf3f449005c9ad47c78193be,NC,,unresolved_unit,B4X2500V-20260730-03598,"A growth-mechanism value is not a directly comparable wage level unless a separate matched record validates pay basis, unit, and period."
not_safe_to_annualize,,unclear,B4X2500LIVE-20260729-004128,non_cba_or_other_hint,851,779,"[""unresolved"", ""unresolved"", ""prior_normalization_metadata""]",B4X2500COD-20260730-71e86c8d014a1efbbaeae570,2012,neutral_or_general,2014-12-31,2012-01-01,quantitative_compensation,B4X2500TXT-20260730-5735ab7db0b8068520ba,https://pa.gov/content/dam/copapwp-pagov/en/dli/documents/individuals/labor-management-relations/plrb/documents/orders/2012/june/pf12-18%20stewartstown%20borough.pdf,,"Source-reported mechanism only; not an analyst-computed wage gap, national estimate, prevalence claim, or causal effect.",,,,595,22,"[""implementation_or_retroactivity_advantage""]",False,Stewartstown,B4X2500MC-6f5466587b01eca92eea344b,,"[""safety_category_unresolved"", ""occupation_or_unit_unresolved"", ""base_nonbase_unresolved"", ""pay_basis_unresolved"", ""base_nonbase_unresolved"", ""cycle_outside_2014_2024_observation_window""]",True,"Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.",normalization_mechanism_only,,2026-07-30T22:04:39Z,unknown,,unknown,,B4X2500NORM-00b047710960226ee18764d5,moderate,unknown,https://www.pa.gov/content/dam/copapwp-pagov/en/dli/documents/individuals/labor-management-relations/plrb/documents/orders/2012/june/pf12-18%20stewartstown%20borough.pdf,normalization_mechanism_only,,5,,,,2012,,2012,,2012-01-01,2014-12-31,,,,,,,,,,,2012-01-01,,,,,timing_implementation,,high_priority_verification_ready,"[""effective_date""]",False,,B4X2500-RATING-20260730-e7dfe72ae29445674fcf439a,,"respectively, to be effective January 1, 2012 through December 31, 2014.","Final Order (Case No. PF-C-12-18-E) — International Association of Machinists and Aerospace Workers, Local 243 v. Stewartstown Borough;",2012-01-01; 2014-12-31,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",,"respectively, to be effective January 1, 2012 through December 31, 2014.",,effective_date,,True,B4X2500RDY-20260730-d2a98f27a6604d8210d9,Northeast,downstream_normalization_needed,mechanism_only_repair,2026-07-30T23:32:32.737903Z,B4X2500RESCUE-b78e595a702cee4e5baf950c,rescue_lane_004,downgraded_unusable,B4X2500SRD-20260730-823195f0073fd061426c,unclear,B4X2500-20260729-03907,,arbitration_award,B4X2500LIVE-20260729-004128,B4X2500SRD-20260730-823195f0073fd061426c,"Final Order (Case No. PF-C-12-18-E) — International Association of Machinists and Aerospace Workers, Local 243 v. Stewartstown Borough",B4X2500SPAN-20260730-b78188920f7de8e8ae36d558,3f6aeed0dbec6bfe6d1d4c0fcd58cafac216b098bbcf144ce94da0e3d78b1565,PA,,unresolved_unit,B4X2500V-20260730-02619,"A growth-mechanism value is not a directly comparable wage level unless a separate matched record validates pay basis, unit, and period."
not_applicable,,base,B4X2500LIVE-20260729-001546,non_cba_or_other_hint,21470,21387,"[""unit_specific_source_title"", ""exact_span_base_term"", ""prior_normalization_metadata""]",B4X2500COD-20260730-0b8cd23d100c39bfafbc506f,2005,neutral_or_general,,2005-01-01,mixed_quantitative_qualitative,B4X2500TXT-20260730-4d1ee0083aaf5c78bd66,https://perb.ny.gov/system/files/documents/2024/03/ia2005-008-award-5-27-08.pdf,,"Source-reported mechanism only; not an analyst-computed wage gap, national estimate, prevalence claim, or causal effect.",,step_schedule,step_schedule,1145,354,"[""base_wage_direct_value"", ""implementation_or_retroactivity_advantage""]",False,Wallkill,B4X2500MC-45d1baef10da8ed2e827cafa,,"[""rank_step_grade_unresolved"", ""cycle_outside_2014_2024_observation_window""]",True,"Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.",normalization_mechanism_only,,2026-07-30T22:04:39Z,scheduled_raise,,percentage,4.0,B4X2500NORM-00cf2e140c7478466b364f3d,moderate,police,https://perb.ny.gov/wallkill-town-town-wallkill-pba,normalization_mechanism_only,,72,,,,2005,,2005,,,,,,percent,4.0,,,,4.0,,,2005-01-01,,,,,timing_implementation,,high_priority_verification_ready,"[""wage_schedule""]",True,,B4X2500-RATING-20260730-adb9b37c696270e7c496883b,base,"officers' base wage schedule shall be increased by 4.00% retroactive to January 1,","FINAL AND BINDING OPINION AND AWARD OF TRIPARTITE ARBITRATION PANEL — Town of Wallkill & Police Benevolent Association, Inc. (PBA) — CASE NO: IA 2005-008;",2005,The passage combines a raw compensation term with possible wage-setting context for later review.,,"officers' base wage schedule shall be increased by 4.00% retroactive to January 1,",police,wage_schedule,4%,True,B4X2500RDY-20260730-2339f9fc58b3f15ba7a0,Northeast,downstream_normalization_needed,mechanism_only_repair,2026-07-30T23:32:32.737962Z,B4X2500RESCUE-f483024ad96a7b024237f3a3,rescue_lane_003,downgraded_unusable,B4X2500SRD-20260730-bccd94dcabb06b9055db,police,B4X2500-20260729-01342,,wage_schedule,B4X2500LIVE-20260729-001546,B4X2500SRD-20260730-bccd94dcabb06b9055db,"FINAL AND BINDING OPINION AND AWARD OF TRIPARTITE ARBITRATION PANEL — Town of Wallkill & Police Benevolent Association, Inc. (PBA) — CASE NO: IA 2005-008",B4X2500SPAN-20260730-95dbee79680b26f9c4de47ec,ab79b71dce394372e0a6b0d6e08dcd60dcd3a4b40a9fbde83d6cf4cc129a76c7,NY,,police,B4X2500V-20260730-03939,"A growth-mechanism value is not a directly comparable wage level unless a separate matched record validates pay basis, unit, and period."
not_safe_to_annualize,,unclear,B4X2500LIVE-20260729-007135,non_cba_or_other_hint,274280,274207,"[""unresolved"", ""unresolved"", ""prior_normalization_metadata""]",B4X2500COD-20260730-8ba5f9dc2b933a9a8f56b4e0,2002,not_applicable,,2002-07-01,quantitative_compensation,B4X2500TXT-20260730-de29792850ef9b8348e9,https://dandridgetn.gov/wp-content/uploads/2015/03/dandridge-code.pdf,,"Source-reported mechanism only; not an analyst-computed wage gap, national estimate, prevalence claim, or causal effect.",,,,689,5552,"[""implementation_or_retroactivity_advantage""]",False,Dandridge,B4X2500MC-75ffc92967dd524cfe5abdf2,,"[""safety_category_unresolved"", ""occupation_or_unit_unresolved"", ""base_nonbase_unresolved"", ""pay_basis_unresolved"", ""base_nonbase_unresolved"", ""cycle_outside_2014_2024_observation_window""]",True,"Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.",normalization_mechanism_only,,2026-07-30T22:04:39Z,unknown,,unknown,,B4X2500NORM-00dc67d309c60893588af447,moderate,unknown,https://www.dandridgetn.gov/wp-content/uploads/2015/03/dandridge-code.pdf,normalization_mechanism_only,,823,,,,2002,,2002,,2002-07-01,,,,,,,,,,,,2002-07-01,,,,,weak_context_exclusion,,high_priority_verification_ready,"[""effective_date""]",False,,B4X2500-RATING-20260730-7536b040bb4fd01655c2355b,,"Effective July 1, 2002, fees shall be charged to individuals or entities",Dandridge Municipal Code (Town personnel handbook section incl. “Pay chart”);,2002-07-01,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",,"Effective July 1, 2002, fees shall be charged to individuals or entities",,effective_date,,True,B4X2500RDY-20260730-6e5e710ebe10e8745b24,South,exclude_from_report,mechanism_only_repair,2026-07-30T23:32:32.738014Z,B4X2500RESCUE-aad2bc66886b799e5d40c2c3,rescue_lane_004,downgraded_unusable,B4X2500SRD-20260730-0fed369356fb97a7029a,unclear,B4X2500-20260729-07157,,wage_schedule,B4X2500LIVE-20260729-007135,B4X2500SRD-20260730-0fed369356fb97a7029a,Dandridge Municipal Code (Town personnel handbook section incl. “Pay chart”),B4X2500SPAN-20260730-fbbc5b79143dbe152d0e6cb7,e77aa377ca4dc978de551064ab18a52de9ab33747b830e5f992096443d820638,TN,,unresolved_unit,B4X2500V-20260730-05580,"A growth-mechanism value is not a directly comparable wage level unless a separate matched record validates pay basis, unit, and period."
not_applicable,,unclear,B4X2500LIVE-20260729-003045,cba_hint,30197,30110,"[""unit_specific_source_title"", ""unresolved"", ""prior_normalization_metadata""]",B4X2500COD-20260730-58cfe99b99b5bea1c6f2f249,2026,not_applicable,,2026-01-01,quantitative_compensation,B4X2500TXT-20260730-702ced17cb00ee545983,https://static1.squarespace.com/static/66b147b5fbc8bf54fa5072be/t/67c8bb2f0d7c3808de0434a7/1741208370783/ActiveContract%2B-%2BMadelia%2BPD%2B-%2B12-31-2027.pdf,,"Source-reported mechanism only; not an analyst-computed wage gap, national estimate, prevalence claim, or causal effect.",,,,613,648,"[""implementation_or_retroactivity_advantage""]",False,Madelia,B4X2500MC-89eb41f3d6d7c07e878ff006,,"[""base_nonbase_unresolved"", ""base_nonbase_unresolved"", ""cycle_outside_2014_2024_observation_window""]",True,"Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.",normalization_mechanism_only,,2026-07-30T22:04:39Z,scheduled_raise,,percentage,4.0,B4X2500NORM-0136355d63c22f52e09c332c,moderate,police,https://static1.squarespace.com/static/66b147b5fbc8bf54fa5072be/t/67c8bb2f0d7c3808de0434a7/1741208370783/ActiveContract%2B-%2BMadelia%2BPD%2B-%2B12-31-2027.pdf,normalization_mechanism_only,,175,,,,2026,,2026,,,,,,,,,,,4.0,,,2026-01-01,,,,,timing_implementation,,high_priority_verification_ready,"[""effective_date""]",False,,B4X2500-RATING-20260730-3033b9d91dcaa540146040b9,,Increases to the scale in the amount of 4% shall be effective January 1st of 2026 and,"Labor Agreement between The City of Madelia, Minnesota and Law Enforcement Labor Services Local #389 (Police Officers); Appendix ""A""",2026,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",,Increases to the scale in the amount of 4% shall be effective January 1st of 2026 and,police,effective_date,4%,True,B4X2500RDY-20260730-72ab77f2e447d20866cc,Midwest,pi_report_context_only,mechanism_only_repair,2026-07-30T23:32:32.738168Z,B4X2500RESCUE-e5ae644b74cb83acb2fd5f70,rescue_lane_002,downgraded_unusable,B4X2500SRD-20260730-deb4c693244c2dca4f21,police,B4X2500-20260729-02962,"Appendix ""A""",cba,B4X2500LIVE-20260729-003045,B4X2500SRD-20260730-deb4c693244c2dca4f21,"Labor Agreement between The City of Madelia, Minnesota and Law Enforcement Labor Services Local #389 (Police Officers)",B4X2500SPAN-20260730-b234bbffa5494c6eaedc296c,012500f09bb713e32fbdf35abde7951814bd9cd6b7bc7d924dabf04d2b18ac73,MN,,police,B4X2500V-20260730-04940,"A growth-mechanism value is not a directly comparable wage level unless a separate matched record validates pay basis, unit, and period."
not_safe_to_annualize,,unclear,B4X2500LIVE-20260729-006161,non_cba_or_other_hint,80082,79959,"[""unresolved"", ""unresolved"", ""prior_normalization_metadata""]",B4X2500COD-20260730-d5f01378cd5c7c0b8e61cb25,2025,not_applicable,,2003-04-01,quantitative_compensation,B4X2500TXT-20260730-265f4844ed9fe3f80a52,https://pownalmaine.org/uploads/dm/4133/Personnel_Policy_2025.pdf,,"Source-reported mechanism only; not an analyst-computed wage gap, national estimate, prevalence claim, or causal effect.",,,,1290,1398,"[""implementation_or_retroactivity_advantage""]",False,Pownal,B4X2500MC-791b7eb464ec9fe423c0f55e,,"[""safety_category_unresolved"", ""occupation_or_unit_unresolved"", ""base_nonbase_unresolved"", ""pay_basis_unresolved"", ""base_nonbase_unresolved"", ""cycle_outside_2014_2024_observation_window""]",True,"Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.",normalization_mechanism_only,,2026-07-30T22:04:39Z,unknown,,unknown,,B4X2500NORM-01a2d908daedff9c979c79ff,moderate,unknown,https://www.pownalmaine.org/uploads/dm/4133/Personnel_Policy_2025.pdf,normalization_mechanism_only,,364,,,,2025,,2025,,2003-04-01,,,,,,,,,,,,2003-04-01,,,,,timing_implementation,,high_priority_verification_ready,"[""effective_date""]",False,,B4X2500-RATING-20260730-be6b87e55ca4fc7eee7e1dbb,,"(Effective April 1, 2003) elect to contribute to employee or family plan, elect to contribute to employees or family plan,",Town of Pownal Personnel Policy 2025;,2003-04-01,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",,"(Effective April 1, 2003) elect to contribute to employee or family plan, elect to contribute to employees or family plan,",,effective_date,,True,B4X2500RDY-20260730-28a478e1720723969b35,Northeast,downstream_normalization_needed,mechanism_only_repair,2026-07-30T23:32:32.738306Z,B4X2500RESCUE-e0991c88137238404c049031,rescue_lane_001,downgraded_unusable,B4X2500SRD-20260730-1e3f14ed34529c1676c2,unclear,B4X2500-20260729-06124,,personnel_policy,B4X2500LIVE-20260729-006161,B4X2500SRD-20260730-1e3f14ed34529c1676c2,Town of Pownal Personnel Policy 2025,B4X2500SPAN-20260730-7c4b173923715b07769fc52f,82a12021e8b364a01e774997a13f3042eb0e1ff0ad05504b8843a577bbaea68e,ME,,unresolved_unit,B4X2500V-20260730-00518,"A growth-mechanism value is not a directly comparable wage level unless a separate matched record validates pay basis, unit, and period."
