annualization_assumption,annualization_hours_used,base_or_non_base,candidate_id,cba_non_cba_hint,character_end_offset,character_start_offset,classification_evidence_basis,codified_record_id,comparison_cycle_candidate,direction_bucket,effective_period_end,effective_period_start,evidence_category,extraction_id,final_locator,grade,growth_mechanism_claim_caveat,growth_mechanism_claim_text,growth_mechanism_type,growth_value_type,lane_position,line_offset,mechanism_attributes,mechanism_claim_ready,municipality,municipality_cycle_id_candidate,non_base_component_type,normalization_blocker_tags,normalization_needed_for_gap_claim,normalization_notes,normalization_status,normalized_annual_equivalent,normalized_at,normalized_growth_type,normalized_hourly_equivalent,normalized_pay_basis,normalized_percentage_growth,normalized_record_id,normalized_value_confidence,occupation_or_classification,original_locator,original_normalization_status,page_number,paragraph_offset,parsed_annual_salary,parsed_biweekly_rate,parsed_cola_cpi_value,parsed_contract_year,parsed_currency_amount,parsed_cycle_label,parsed_daily_rate,parsed_effective_date,parsed_end_date,parsed_fiscal_year,parsed_growth_period,parsed_growth_unit,parsed_growth_value,parsed_hourly_rate,parsed_lump_sum,parsed_monthly_rate,parsed_percentage_value,parsed_premium_amount,parsed_premium_percentage,parsed_start_date,parsed_step_or_grade_value,parsed_stipend_or_allowance,parsed_weekly_rate,payband,primary_mechanism_cluster,prior_comparable_wage_candidate_link,priority_bucket,quant_span_types,quantitative_growth_value_present,rank,rating_id,raw_base_nonbase_text,raw_compensation_text,raw_context_notes,raw_effective_period_text,raw_paraphrase,raw_rank_step_grade_text,raw_span_text,raw_unit_or_group_text,raw_unit_text,raw_value_text,raw_values_preserved,readiness_id,region,report_usability_bucket,rescue_basket,rescue_completed_at,rescue_id,rescue_lane,rescue_status,retained_source_id,safety_category,scout_target_id,section_heading,source_family,source_id,source_review_download_id,source_title,span_id,span_sha256,state,step,unit_or_group,verification_row_id,why_not_gap_comparable
not_applicable,,unclear,B4X2500LIVE-20260729-002697,non_cba_or_other_hint,82281,82238,"[""unresolved"", ""unresolved"", ""prior_normalization_metadata""]",B4X2500COD-20260730-ed126018a1f8c64cc3eccead,2020,neutral_or_general,2023-04-30,2020-05-01,quantitative_compensation,B4X2500TXT-20260730-08c65252d921b9886e04,https://static1.squarespace.com/static/57ced2d71b631bb8d8f3a628/t/618af42dfc5da7240bf8b449/1636496430279/2020+to+2023+-+AFSCME+Union+Agreement.pdf,,"Source-reported mechanism only; not an analyst-computed wage gap, national estimate, prevalence claim, or causal effect.",,percentage_raise,percentage_raise,889,1697,"[""automatic_raise_mechanism""]",False,Wilmington,B4X2500MC-c191631ba8c70a83bf864d6d,,"[""safety_category_unresolved"", ""occupation_or_unit_unresolved"", ""base_nonbase_unresolved"", ""base_nonbase_unresolved""]",True,"Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.",normalization_mechanism_only,,2026-07-30T22:04:39Z,across_the_board_raise,,percentage,2.5,B4X2500NORM-00af1a96ddcd4b8590d7f2e1,moderate,unknown,https://www.wilmington-il.com/s/2020-to-2023-AFSCME-Union-Agreement.pdf,normalization_mechanism_only,,434,,,,2020,,2020,,2020-05-01,2023-04-30,2021,2020,percent,2.75,,,,2.5,,,2020-05-01,,,,,automatic_wage_growth,,high_priority_verification_ready,"[""percentage_raise""]",True,,B4X2500-RATING-20260730-63d52fab8522225240a11424,,2.5% increase 2.75% increase 2.5% increase,"COLLECTIVE BARGAINING AGREEMENT BETWEEN THE CITY OF WILMINGTON AND AFSCME COUNCIL 31, AFL-CIO, LOCAL 1909 (May 1, 2020 - April 30, 2023); FY 2021 FY 2022 FY 2023",2020-05-01; 2023-04-30,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",,2.5% increase 2.75% increase 2.5% increase,,percentage_raise,2.5%; 2.75%; 2.5%,True,B4X2500RDY-20260730-cd3dda41eb5dd4c5d671,Midwest,downstream_normalization_needed,mechanism_only_repair,2026-07-30T23:25:57.791311Z,B4X2500RESCUE-f5abd9f673c8dce1554844de,rescue_lane_001,source_reported_percentage_growth_supported,B4X2500SRD-20260730-9adbc9f0c505b618825e,unclear,B4X2500-20260729-02664,FY 2021 FY 2022 FY 2023,wage_schedule,B4X2500LIVE-20260729-002697,B4X2500SRD-20260730-9adbc9f0c505b618825e,"COLLECTIVE BARGAINING AGREEMENT BETWEEN THE CITY OF WILMINGTON AND AFSCME COUNCIL 31, AFL-CIO, LOCAL 1909 (May 1, 2020 - April 30, 2023)",B4X2500SPAN-20260730-da31d80765032e4e7230c5a7,4ae75c8f16a949be692e6e0f2a8530804b139cff26e4c4479b2b135bd791514c,IL,,unresolved_unit,B4X2500V-20260730-03168,"A growth-mechanism value is not a directly comparable wage level unless a separate matched record validates pay basis, unit, and period."
not_applicable,,unclear,B4X2500LIVE-20260729-008200,non_cba_or_other_hint,4163,4116,"[""unit_specific_source_title"", ""unresolved"", ""prior_normalization_metadata""]",B4X2500COD-20260730-b36c6dd1a57e56334c8083a4,2017,neutral_or_general,,2017-09-12,quantitative_compensation,B4X2500TXT-20260730-9fd2e6933a573978b5e4,https://kenesaw.org/wp-content/uploads/September-2017.pdf,,"Source-reported mechanism only; not an analyst-computed wage gap, national estimate, prevalence claim, or causal effect.",,percentage_raise,percentage_raise,1328,61,"[""automatic_raise_mechanism""]",False,Kenesaw,B4X2500MC-8d9142eef4d9a8ea903569df,,"[""base_nonbase_unresolved"", ""base_nonbase_unresolved""]",True,"Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.",normalization_mechanism_only,,2026-07-30T22:04:39Z,across_the_board_raise,,percentage,1.0,B4X2500NORM-021e12aed81c0607c8da1d26,moderate,clerical_admin,https://kenesaw.org/wp-content/uploads/September-2017.pdf,normalization_mechanism_only,,5,,,,2017,,2017,,2017-09-12,,,2017,percent,1.0,,,,1.0,,,2017-09-12,,,,,automatic_wage_growth,,high_priority_verification_ready,"[""percentage_raise""]",True,,B4X2500-RATING-20260730-9f38e7951648ca9110dbc3ea,,to approve the proposed additional 1% increase.,"MINUTES — Kenesaw Board of Trustees Meeting (September 12, 2017) — Part-Time Clerk/Treasure Wages & Hourly Payment Scale;",2017-09-12,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",,to approve the proposed additional 1% increase.,clerical_admin,percentage_raise,1%,True,B4X2500RDY-20260730-c9fe4fcc38e92d1d6427,Midwest,downstream_normalization_needed,mechanism_only_repair,2026-07-30T23:25:57.792275Z,B4X2500RESCUE-679bbb6bd06d01dec4cbbd0b,rescue_lane_002,source_reported_percentage_growth_supported,B4X2500SRD-20260730-1522befab2f9ac63024b,non_safety,B4X2500-20260729-08206,,wage_schedule,B4X2500LIVE-20260729-008200,B4X2500SRD-20260730-1522befab2f9ac63024b,"MINUTES — Kenesaw Board of Trustees Meeting (September 12, 2017) — Part-Time Clerk/Treasure Wages & Hourly Payment Scale",B4X2500SPAN-20260730-333d258f4a4164cd82168ad7,bcb00df2d48f5cb3f612b866c604ba6bd84b198bf38c433654567a4a6f48c039,NE,,clerical_admin,B4X2500V-20260730-05099,"A growth-mechanism value is not a directly comparable wage level unless a separate matched record validates pay basis, unit, and period."
not_applicable,,base,B4X2500LIVE-20260729-003285,cba_hint,62176,62086,"[""unit_specific_source_title"", ""exact_span_base_term"", ""prior_normalization_metadata""]",B4X2500COD-20260730-94006d242eb02374cdbc24db,2021,not_applicable,2022-07-01,2021-06-30,quantitative_compensation,B4X2500TXT-20260730-f8dea03b641f2f10e7aa,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-05-0559.pdf,,"Source-reported mechanism only; not an analyst-computed wage gap, national estimate, prevalence claim, or causal effect.","The source-grounded Howland, OH record directly identifies a percentage raise mechanism of 2% for police in 2021. This is quantitatively supported wage-growth mechanism evidence within the current documentary record, not a national estimate, population prevalence statement, or final causal claim.",percentage_raise,percentage_raise,53,1121,"[""automatic_raise_mechanism""]",True,Howland,B4X2500MC-5c79fb0b2c89a9a41dc369a5,,[],True,"Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.",normalization_mechanism_only,,2026-07-30T22:04:39Z,across_the_board_raise,,percentage,2.0,B4X2500NORM-03713589db6ebc6991b73115,moderate,police,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-05-0559.pdf,normalization_mechanism_only,,277,,,,2021,,2021,,2021-06-30,2022-07-01,,2021,percent,2.0,,,,2.0,,,2021-06-30,,,,,automatic_wage_growth,B4X2500PAIR-6d160ee7f66b67ec8e32d150,high_priority_verification_ready,"[""percentage_raise""]",True,,B4X2500-RATING-20260730-d07a6282e115675c44f4b3fd,base,"their base wage, July 1, 2021 to June 30, 2022 a 2% increase to wages and July 1, 2022 to","Collective Bargaining Agreement (Ohio Patrolmen's Benevolent Association and Howland Township Trustees); Section 1: Effective July t , 2020 to June 30, 2021, employees shall receive a 0% increase to",2021-06-30; 2021-07-01; 2022-06-30; 2022-07-01,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",,"their base wage, July 1, 2021 to June 30, 2022 a 2% increase to wages and July 1, 2022 to",police,percentage_raise,2%,True,B4X2500RDY-20260730-c4db669936f81ba66bda,Midwest,downstream_normalization_needed,mechanism_only_repair,2026-07-30T23:25:57.793390Z,B4X2500RESCUE-d70901a69a0d294cfe826263,rescue_lane_004,source_reported_percentage_growth_supported,B4X2500SRD-20260730-9dfe6841c413d99abef3,police,B4X2500-20260729-03282,"Section 1: Effective July t , 2020 to June 30, 2021, employees shall receive a 0% increase to",cba,B4X2500LIVE-20260729-003285,B4X2500SRD-20260730-9dfe6841c413d99abef3,Collective Bargaining Agreement (Ohio Patrolmen's Benevolent Association and Howland Township Trustees),B4X2500SPAN-20260730-6d50bf65cddd0561f0c54e6e,8499bcd22adeceaa0a0d2430782ac91ccf2d081dfe47d9aeb8241dee93009faf,OH,,police,B4X2500V-20260730-01084,"A growth-mechanism value is not a directly comparable wage level unless a separate matched record validates pay basis, unit, and period."
not_applicable,,unclear,B4X2500LIVE-20260729-002198,non_cba_or_other_hint,12203,12126,"[""prior_normalization_metadata"", ""unresolved"", ""prior_normalization_metadata""]",B4X2500COD-20260730-70ac234386df53e1316cc9f2,2020,neutral_or_general,,2020-01-01,quantitative_compensation,B4X2500TXT-20260730-33d7d7c5afe42eacc00e,https://freeporttx.gov/media/pdf/Financial%20Documents/Budget%20Archive/FY2019-2020.pdf,,"Source-reported mechanism only; not an analyst-computed wage gap, national estimate, prevalence claim, or causal effect.",,percentage_raise,percentage_raise,797,257,"[""automatic_raise_mechanism""]",False,Freeport,B4X2500MC-2df95c92f499d8d16daf1ce4,,"[""base_nonbase_unresolved"", ""base_nonbase_unresolved""]",True,"Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.",normalization_mechanism_only,,2026-07-30T22:04:38Z,across_the_board_raise,,percentage,4.0,B4X2500NORM-03a569781139e68b0efc0c13,moderate,police,https://www.freeporttx.gov/media/pdf/Financial%20Documents/Budget%20Archive/FY2019-2020.pdf,normalization_mechanism_only,,37,,,,2020,,2020,,,,2019,2020,percent,4.0,,,,4.0,,,2020-01-01,,,,,automatic_wage_growth,B4X2500PAIR-520f48bc0083bd86f7a17ee5,high_priority_verification_ready,"[""percentage_raise""]",True,,B4X2500-RATING-20260730-fa2ca1887763a8fd925beabc,,staff has included a conservative 4% increase over actuals for the upcoming,FY2019-2020 Adopted Budget (City of Freeport Pay Scale Matrix) — Police pay ranges;,2020,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",,staff has included a conservative 4% increase over actuals for the upcoming,police,percentage_raise,4%,True,B4X2500RDY-20260730-1c5cc1dc798758c50679,South,downstream_normalization_needed,mechanism_only_repair,2026-07-30T23:25:57.793525Z,B4X2500RESCUE-516054f65f377fdc41e70882,rescue_lane_004,source_reported_percentage_growth_supported,B4X2500SRD-20260730-7d8f5a2d5505fbece24a,police,B4X2500-20260729-02222,,budget_or_pay_plan,B4X2500LIVE-20260729-002198,B4X2500SRD-20260730-7d8f5a2d5505fbece24a,FY2019-2020 Adopted Budget (City of Freeport Pay Scale Matrix) — Police pay ranges,B4X2500SPAN-20260730-770eb2551c6736ed58f2d608,f90b9d821a9767cd229602443a579d3a53fe6abec049c42273b340dbdd3ab3ff,TX,,police,B4X2500V-20260730-01276,"A growth-mechanism value is not a directly comparable wage level unless a separate matched record validates pay basis, unit, and period."
not_applicable,,unclear,B4X2500LIVE-20260729-004530,non_cba_or_other_hint,49900,49849,"[""unresolved"", ""unresolved"", ""prior_normalization_metadata""]",B4X2500COD-20260730-1eb9267726d4b6553a26f822,2017,neutral_or_general,,2017-01-01,quantitative_compensation,B4X2500TXT-20260730-c15d2017e375621b09c5,https://wadesboronc.gov/_files/ugd/2463ad_0956bb2b28df474aa1646d2d12172dd0.pdf,,"Source-reported mechanism only; not an analyst-computed wage gap, national estimate, prevalence claim, or causal effect.",,percentage_raise,percentage_raise,1243,821,"[""automatic_raise_mechanism""]",False,Wadesboro,B4X2500MC-241959fcaa1c304961d545c2,,"[""safety_category_unresolved"", ""occupation_or_unit_unresolved"", ""base_nonbase_unresolved"", ""base_nonbase_unresolved""]",True,"Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.",normalization_mechanism_only,,2026-07-30T22:04:39Z,across_the_board_raise,,percentage,0.4,B4X2500NORM-0473c61d714d710effbef2bf,moderate,unknown,https://www.wadesboronc.gov/_files/ugd/2463ad_0956bb2b28df474aa1646d2d12172dd0.pdf,normalization_mechanism_only,,178,,,,2017,,2017,,,,2017,2017,percent,0.4,,,,0.4,,,2017-01-01,,,,,automatic_wage_growth,,high_priority_verification_ready,"[""percentage_raise""]",True,,B4X2500-RATING-20260730-5fc5420ec2ba41b552dedbfc,,"FY 2017-18, a 0.4% increase from the previous year.",Town of Wadesboro FY 2017-18 Annual Budget — Personnel: Salary Schedule (allocation of positions to salary grades);,2017,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",,"FY 2017-18, a 0.4% increase from the previous year.",,percentage_raise,0.4%,True,B4X2500RDY-20260730-befa9432839b3bb0d049,South,downstream_normalization_needed,mechanism_only_repair,2026-07-30T23:25:57.794057Z,B4X2500RESCUE-556ad86f6895fa93aeb89e63,rescue_lane_002,source_reported_percentage_growth_supported,B4X2500SRD-20260730-5d16fc9da91f57c671ee,unclear,B4X2500-20260729-04509,,budget_or_pay_plan,B4X2500LIVE-20260729-004530,B4X2500SRD-20260730-5d16fc9da91f57c671ee,Town of Wadesboro FY 2017-18 Annual Budget — Personnel: Salary Schedule (allocation of positions to salary grades),B4X2500SPAN-20260730-ccdab2de0d8bdc5b38674ae0,70383613b885b4a4bdf9d545e8a37efd5ea989cd27e27c2ca48f2701fbab2af2,NC,,unresolved_unit,B4X2500V-20260730-00725,"A growth-mechanism value is not a directly comparable wage level unless a separate matched record validates pay basis, unit, and period."
not_applicable,,unclear,B4X2500LIVE-20260729-008973,non_cba_or_other_hint,2365,2318,"[""unresolved"", ""unresolved"", ""prior_normalization_metadata""]",B4X2500COD-20260730-3417d734ed2ee8d9f08cc53d,2018-2019,not_applicable,2019-12-31,2019-01-01,quantitative_compensation,B4X2500TXT-20260730-431e9b19d4125c9a648d,https://seethroughny.net/contracts/TownofNiskayuna_P_moa_2019.pdf,,"Source-reported mechanism only; not an analyst-computed wage gap, national estimate, prevalence claim, or causal effect.",,percentage_raise,percentage_raise,940,88,"[""automatic_raise_mechanism"", ""implementation_or_retroactivity_advantage""]",False,Niskayuna,B4X2500MC-ec438cb02cd1f22df1e4d899,,"[""safety_category_unresolved"", ""occupation_or_unit_unresolved"", ""base_nonbase_unresolved"", ""base_nonbase_unresolved""]",True,"Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.",normalization_mechanism_only,,2026-07-30T22:04:39Z,across_the_board_raise,,percentage,2.0,B4X2500NORM-04c963977a7f80c0fe6bf17b,moderate,unknown,https://www.seethroughny.net/contracts/TownofNiskayuna_P_moa_2019.pdf,normalization_mechanism_only,,31,,,,2018,,2018-2019,,2019-01-01,2019-12-31,,2018-2019,percent,2.0,,,,2.0,,,2019-01-01,,,,,timing_implementation,,high_priority_verification_ready,"[""effective_date"", ""percentage_raise""]",True,,B4X2500-RATING-20260730-cbeab74753a9f1ebb46035df,,"b.Effective January 1, 2019: Increase of 2.00%",Town of Niskayuna Memorandum of Agreement (2018-2019) — Longevity/Schedule and wage schedule modifications;,2019-01-01,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",,"b.Effective January 1, 2019: Increase of 2.00%",,effective_date;percentage_raise,2%,True,B4X2500RDY-20260730-ce26e9c7d19b97f20236,Northeast,downstream_normalization_needed,mechanism_only_repair,2026-07-30T23:25:57.794393Z,B4X2500RESCUE-d8bcfbecb047da73d77c22ae,rescue_lane_003,source_reported_percentage_growth_supported,B4X2500SRD-20260730-31cf129f8b5e20748c31,unclear,B4X2500-20260729-08815,,wage_schedule,B4X2500LIVE-20260729-008973,B4X2500SRD-20260730-31cf129f8b5e20748c31,Town of Niskayuna Memorandum of Agreement (2018-2019) — Longevity/Schedule and wage schedule modifications,B4X2500SPAN-20260730-a8b764226301b556f11925ee,df2eafb7c4e6c3ae55400549c6a8c2db20fda524a2c527863b64dac9ec5cd8fe,NY,,unresolved_unit,B4X2500V-20260730-05381,"A growth-mechanism value is not a directly comparable wage level unless a separate matched record validates pay basis, unit, and period."
not_applicable,,unclear,B4X2500LIVE-20260729-009090,non_cba_or_other_hint,2749,2692,"[""unresolved"", ""unresolved"", ""prior_normalization_metadata""]",B4X2500COD-20260730-51be0b195e1d0a4a85c75d71,2023,neutral_or_general,,2023-12-13,quantitative_compensation,B4X2500TXT-20260730-8abdb20a7ea4a4512c70,https://millersburgpa.org/wp-content/uploads/2024/01/December-13-2023-Council-Meeting.pdf,,"Source-reported mechanism only; not an analyst-computed wage gap, national estimate, prevalence claim, or causal effect.",,percentage_raise,percentage_raise,556,49,"[""automatic_raise_mechanism""]",False,Millersburg,B4X2500MC-e34b3108ea22cc1ff79fdede,,"[""safety_category_unresolved"", ""occupation_or_unit_unresolved"", ""base_nonbase_unresolved"", ""base_nonbase_unresolved""]",True,"Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.",normalization_mechanism_only,,2026-07-30T22:04:39Z,across_the_board_raise,,percentage,5.0,B4X2500NORM-059f4f9692c1751684248b08,moderate,unknown,https://www.millersburgpa.org/wp-content/uploads/2024/01/December-13-2023-Council-Meeting.pdf,normalization_mechanism_only,,13,,,,2023,,2023,,2023-12-13,,,2023,percent,5.0,,,,5.0,,,2023-12-13,,,,,automatic_wage_growth,,high_priority_verification_ready,"[""percentage_raise""]",True,,B4X2500-RATING-20260730-51784ac10e4f6b3959fd505c,,Council approved a 5% increase to all employees for 2024.,"Millersburg Borough Council — December 13, 2023 Meeting Minutes (Employee Relations Committee: 2024 Wage Certification);",2023-12-13,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",,Council approved a 5% increase to all employees for 2024.,,percentage_raise,5%,True,B4X2500RDY-20260730-beb9648fa37764ffdcc2,Northeast,downstream_normalization_needed,mechanism_only_repair,2026-07-30T23:25:57.794773Z,B4X2500RESCUE-bfc4678cc2784faa159bba71,rescue_lane_004,source_reported_percentage_growth_supported,B4X2500SRD-20260730-55a0a6364a832a175b27,unclear,B4X2500-20260729-08896,,agenda_packet_or_minutes,B4X2500LIVE-20260729-009090,B4X2500SRD-20260730-55a0a6364a832a175b27,"Millersburg Borough Council — December 13, 2023 Meeting Minutes (Employee Relations Committee: 2024 Wage Certification)",B4X2500SPAN-20260730-f1fddcf6411eb7fab0c36842,ccef9f11f3ffc4f90ce366f34a03818a5ba5e67cf0668a6bf33efa656cd070e5,PA,,unresolved_unit,B4X2500V-20260730-01169,"A growth-mechanism value is not a directly comparable wage level unless a separate matched record validates pay basis, unit, and period."
not_applicable,,unclear,B4X2500LIVE-20260729-008784,cba_hint,71906,71835,"[""unresolved"", ""unresolved"", ""prior_normalization_metadata""]",B4X2500COD-20260730-0295c786bf25be1fac9df963,2022,neutral_or_general,,2022-01-01,quantitative_compensation,B4X2500TXT-20260730-f0eed23655091817eb29,https://kingwoodtownship.gov/government/budgets/2022/2636-kingwood-township-audit-2022/file,,"Source-reported mechanism only; not an analyst-computed wage gap, national estimate, prevalence claim, or causal effect.",,percentage_raise,percentage_raise,200,1773,"[""automatic_raise_mechanism""]",False,Kingwood,B4X2500MC-5209645bcd004af5f439bd0b,,"[""safety_category_unresolved"", ""occupation_or_unit_unresolved"", ""base_nonbase_unresolved"", ""base_nonbase_unresolved""]",True,"Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.",normalization_mechanism_only,,2026-07-30T22:04:38Z,across_the_board_raise,,percentage,3.25,B4X2500NORM-066cd72870d2a304f0cceb5c,moderate,unknown,https://www.kingwoodtownship.gov/government/budgets/2022/2636-kingwood-township-audit-2022/file,normalization_mechanism_only,,308,,,,2022,,2022,,,,,2022,percent,3.25,,,,3.25,,,2022-01-01,,,,,automatic_wage_growth,,high_priority_verification_ready,"[""percentage_raise""]",True,,B4X2500-RATING-20260730-4be10fc83be108215809c0a0,,Wage 3.25% Salary increases (based on years of service) 2.75% - 6.55%,"Township of Kingwood, NJ - Audit 2022 (Note 19 - Union contracts);",2022,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",,Wage 3.25% Salary increases (based on years of service) 2.75% - 6.55%,,percentage_raise,3.25%; 2.75%; 6.55%,True,B4X2500RDY-20260730-ad0013dabc365965e283,Northeast,downstream_normalization_needed,mechanism_only_repair,2026-07-30T23:25:57.795263Z,B4X2500RESCUE-74c9b719fc09e1d4c8d75e18,rescue_lane_003,source_reported_percentage_growth_supported,B4X2500SRD-20260730-c46db76f05335efb257d,unclear,B4X2500-20260729-08716,,cba,B4X2500LIVE-20260729-008784,B4X2500SRD-20260730-c46db76f05335efb257d,"Township of Kingwood, NJ - Audit 2022 (Note 19 - Union contracts)",B4X2500SPAN-20260730-9bd9a5c9bdf39045a25df06c,94e1ae16e2757bc6da272b3dcf6e2649f17521abdaa788fe4e31bbed47ef68ea,NJ,,unresolved_unit,B4X2500V-20260730-02258,"A growth-mechanism value is not a directly comparable wage level unless a separate matched record validates pay basis, unit, and period."
not_applicable,,unclear,B4X2500LIVE-20260729-001846,cba_hint,36025,35965,"[""unresolved"", ""unresolved"", ""prior_normalization_metadata""]",B4X2500COD-20260730-03d92dae69a1f8e9493c44ae,2024,neutral_or_general,,2024-01-01,quantitative_compensation,B4X2500TXT-20260730-445c38d1a72235a8348e,https://cityofmadison.com/human-resources/documents/PersonnelRules.pdf,,"Source-reported mechanism only; not an analyst-computed wage gap, national estimate, prevalence claim, or causal effect.",,percentage_raise,percentage_raise,470,596,"[""automatic_raise_mechanism""]",False,Madison,B4X2500MC-658b422935227072087e9172,,"[""safety_category_unresolved"", ""occupation_or_unit_unresolved"", ""base_nonbase_unresolved"", ""base_nonbase_unresolved""]",True,"Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.",normalization_mechanism_only,,2026-07-30T22:04:39Z,across_the_board_raise,,percentage,5.0,B4X2500NORM-06a280a1c1a5fd38deb97417,moderate,unknown,https://www.cityofmadison.com/human-resources/documents/PersonnelRules.pdf,normalization_mechanism_only,,105,,,,2024,,2024,,,,,2024,percent,5.0,,,,5.0,,,2024-01-01,,,,,automatic_wage_growth,,high_priority_verification_ready,"[""percentage_raise""]",True,,B4X2500-RATING-20260730-f2d8a75258bfa865f5337469,,"least a 5% increase in pay, and a new anniversary date will",Personnel Rules (REV. 2024) - City of Madison (Georgia);,2024,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",,"least a 5% increase in pay, and a new anniversary date will",,percentage_raise,5%,True,B4X2500RDY-20260730-fed56768b8aa75f284de,South,downstream_normalization_needed,mechanism_only_repair,2026-07-30T23:25:57.795425Z,B4X2500RESCUE-90de0bc0e8f079cc5c8d9824,rescue_lane_001,source_reported_percentage_growth_supported,B4X2500SRD-20260730-6b43a3f6925890203184,unclear,B4X2500-20260729-01728,,cba,B4X2500LIVE-20260729-001846,B4X2500SRD-20260730-6b43a3f6925890203184,Personnel Rules (REV. 2024) - City of Madison (Georgia),B4X2500SPAN-20260730-8cd1c5230b41344c104b9821,d67e20de780709040fa65cc553ce70cd83bcde47ec884c3169f0fbb829ef4df5,GA,,unresolved_unit,B4X2500V-20260730-01579,"A growth-mechanism value is not a directly comparable wage level unless a separate matched record validates pay basis, unit, and period."
not_applicable,,unclear,B4X2500LIVE-20260729-006305,cba_hint,8288,8166,"[""unit_specific_source_title"", ""unresolved"", ""prior_normalization_metadata""]",B4X2500COD-20260730-1f292fc76007800453148f33,2022,not_applicable,,2022-01-01,quantitative_compensation,B4X2500TXT-20260730-7a090722324611fc6210,https://northbrunswicknj.gov/wp-content/uploads/2024/01/LOCAL-108-CLERICAL_2022-2025-1.pdf,,"Source-reported mechanism only; not an analyst-computed wage gap, national estimate, prevalence claim, or causal effect.",,percentage_raise,percentage_raise,293,190,"[""automatic_raise_mechanism""]",False,North Brunswick,B4X2500MC-9a9d7ffcabe634450df1c65b,,"[""base_nonbase_unresolved"", ""base_nonbase_unresolved""]",True,"Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.",normalization_mechanism_only,,2026-07-30T22:04:39Z,across_the_board_raise,,percentage,2.0,B4X2500NORM-0793bc04b445ae4a3a596a03,moderate,clerical_admin,https://northbrunswicknj.gov/wp-content/uploads/2024/01/LOCAL-108-CLERICAL_2022-2025-1.pdf,normalization_mechanism_only,,46,,,,2022,,2022,,,,,2022,percent,2.0,,,,2.0,,,2022-01-01,,,,,automatic_wage_growth,,high_priority_verification_ready,"[""percentage_raise""]",True,,B4X2500-RATING-20260730-9df73a3028471fc9f821eb86,,"Employees over Year 25 shall receive a 2% increase for 2022, 2% increase for 2023, 2% increase for 2024 and 2% for 2025.",COLLECTIVE BARGAINING AGREEMENT (LOCAL 108 - CLERICAL / UFCW/RWDSU);,2022; 2023; 2024; 2025,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",,"Employees over Year 25 shall receive a 2% increase for 2022, 2% increase for 2023, 2% increase for 2024 and 2% for 2025.",clerical_admin,percentage_raise,2%; 2%; 2%; 2%,True,B4X2500RDY-20260730-99e1980f4c0095ebc407,Northeast,downstream_normalization_needed,mechanism_only_repair,2026-07-30T23:25:57.796505Z,B4X2500RESCUE-792084c30d0df13f3ed4bcb9,rescue_lane_003,source_reported_percentage_growth_supported,B4X2500SRD-20260730-6dd27d981469f1963007,non_safety,B4X2500-20260729-06229,,cba,B4X2500LIVE-20260729-006305,B4X2500SRD-20260730-6dd27d981469f1963007,COLLECTIVE BARGAINING AGREEMENT (LOCAL 108 - CLERICAL / UFCW/RWDSU),B4X2500SPAN-20260730-4abce8bff505c75f5f4e20bb,47235a11f6f132ae33a2c0278309c520a49447a82534421ab3deb0fa0d0e95c3,NJ,,clerical_admin,B4X2500V-20260730-03708,"A growth-mechanism value is not a directly comparable wage level unless a separate matched record validates pay basis, unit, and period."
