annualization_assumption,annualization_hours_used,base_or_non_base,candidate_id,cba_non_cba_hint,character_end_offset,character_start_offset,codified_record_id,comparable_wage_candidate_link,comparison_cycle_candidate,direction_bucket,effective_period_end,effective_period_start,evidence_category,extraction_id,fields_repaired,fields_still_missing,final_locator,gap_claim_blockers,gap_claim_readiness,grade,lane_position,line_offset,manual_review_reason,matched_cycle_link,mechanism_attributes,municipality,municipality_cycle_id_candidate,non_base_component_type,normalization_blocker_tags,normalization_notes,normalization_status,normalized_annual_equivalent,normalized_at,normalized_growth_type,normalized_hourly_equivalent,normalized_pay_basis,normalized_percentage_growth,normalized_record_id,normalized_value_confidence,occupation_or_classification,original_locator,original_normalization_status,page_number,paragraph_offset,parsed_annual_salary,parsed_biweekly_rate,parsed_cola_cpi_value,parsed_contract_year,parsed_currency_amount,parsed_cycle_label,parsed_daily_rate,parsed_effective_date,parsed_end_date,parsed_fiscal_year,parsed_hourly_rate,parsed_lump_sum,parsed_monthly_rate,parsed_percentage_value,parsed_premium_amount,parsed_premium_percentage,parsed_start_date,parsed_step_or_grade_value,parsed_stipend_or_allowance,parsed_weekly_rate,payband,primary_mechanism_cluster,prior_comparable_wage_candidate_link,priority_bucket,quant_span_types,rank,rating_id,raw_base_nonbase_text,raw_compensation_text,raw_context_notes,raw_effective_period_text,raw_paraphrase,raw_rank_step_grade_text,raw_span_text,raw_unit_or_group_text,raw_unit_text,raw_value_text,raw_values_preserved,readiness_id,region,repair_confidence,repair_evidence_basis,report_usability_bucket,rescue_basket,rescue_completed_at,rescue_id,rescue_lane,rescue_status,retained_source_id,safety_category,scout_target_id,section_heading,source_family,source_id,source_review_download_id,source_title,span_id,span_sha256,state,step,unit_or_group,verification_row_id
standard_2080_hours,2080,base,B4X2500LIVE-20260729-003822,non_cba_or_other_hint,8256,8179,B4X2500COD-20260730-3056745617b1d2ef48c5c979,,2024,not_applicable,,2024-01-01,quantitative_compensation,B4X2500TXT-20260730-c2d6a8da308924599673,"[""occupation_or_classification"", ""safety_category"", ""unit_or_group""]",[],https://storage.googleapis.com/juniper-media-library/232/2025/04/24-22.pdf,[],record_ready_for_matching,,192,104,,B4X2500MC-ded755ae5dbfa421c34bfb59,"[""base_wage_direct_value""]",Millstone,B4X2500MC-ded755ae5dbfa421c34bfb59,,"[""safety_category_unresolved"", ""occupation_or_unit_unresolved"", ""annual_equivalent_uses_standard_2080_assumption""]","Raw values preserved. Equivalents are structural review fields, not wage-gap estimates. Annual/hourly conversion uses 2,080 hours and is capped at moderate confidence unless later document-specific hours are found.",normalization_partial,52000.0,2026-07-30T22:04:39Z,not_growth_value,25.0,hourly,,B4X2500NORM-0d16eb2ca269f2fd1b842823,moderate,parks_rec,https://storage.googleapis.com/juniper-media-library/232/2025/04/24-22.pdf,normalization_partial,,11,,,,2024,14.53,2024,,,,,25.0,,,,,,2024-01-01,,,,,quantitative_base_wage_needs_normalization,,high_priority_verification_ready,"[""hourly_rate""]",,B4X2500-RATING-20260730-468ab127993b9eab3dbed0c9,base,5) The salary range for all summer recreation counselors is $14.53 - $25/hr.,Ordinance No. 24-22 — Amending Chapter II (Administration) Payroll of the Revised General Ordinance of the Township of Millstone by Fixing Salary Ranges of the Township Officials and Employees (Adoption Date: 12-18-2024);,2024,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",,5) The salary range for all summer recreation counselors is $14.53 - $25/hr.,,hourly_rate,$14.53; $25.00,True,B4X2500RDY-20260730-435a182953fc1dd41ca2,Northeast,high,"[""exact_span""]",downstream_normalization_needed,partial_repair,2026-07-30T23:12:14.650098Z,B4X2500RESCUE-47e9c7c82b31a09fdb5e6e64,rescue_lane_003,rescued_full_normalization,B4X2500SRD-20260730-6e790e516e22762c1a41,non_safety,B4X2500-20260729-03731,,wage_schedule,B4X2500LIVE-20260729-003822,B4X2500SRD-20260730-6e790e516e22762c1a41,Ordinance No. 24-22 — Amending Chapter II (Administration) Payroll of the Revised General Ordinance of the Township of Millstone by Fixing Salary Ranges of the Township Officials and Employees (Adoption Date: 12-18-2024),B4X2500SPAN-20260730-683d7bbe00ca34253f5bba34,6d218e53647ed9722a71affae27306054955ebb654669ee13f343aec6fe86d5a,NJ,,parks_rec,B4X2500V-20260730-05279
standard_2080_hours,2080,base,B4X2500LIVE-20260729-003878,non_cba_or_other_hint,1056,1009,B4X2500COD-20260730-822bc8974d36d6993963f5fa,,2024,neutral_or_general,,2024-01-01,quantitative_compensation,B4X2500TXT-20260730-4adabbedf1d2dd1001f4,"[""occupation_or_classification"", ""safety_category"", ""unit_or_group""]",[],https://wantagetwp.com/municipal/2024/ordinances/Ordinance-17-2024.pdf,[],record_ready_for_matching,,411,28,,B4X2500MC-defc1114537a04cb63fab6fd,"[""base_wage_direct_value""]",Wantage,B4X2500MC-defc1114537a04cb63fab6fd,,"[""safety_category_unresolved"", ""occupation_or_unit_unresolved"", ""annual_equivalent_uses_standard_2080_assumption""]","Raw values preserved. Equivalents are structural review fields, not wage-gap estimates. Annual/hourly conversion uses 2,080 hours and is capped at moderate confidence unless later document-specific hours are found.",normalization_partial,58240.0,2026-07-30T22:04:39Z,not_growth_value,28.0,hourly,,B4X2500NORM-2fc2e9e89ca0484c4ad5060d,moderate,other,https://wantagetwp.com/municipal/2024/ordinances/Ordinance-17-2024.pdf,normalization_partial,,5,,,,2024,25.0,2024,,,,,28.0,,,,,,2024-01-01,,,,,quantitative_base_wage_needs_normalization,,high_priority_verification_ready,"[""hourly_rate""]",,B4X2500-RATING-20260730-5cbe3ae0f399186296347738,base,Zoning/Code Enforcement Officer $25 $28 Hourly,Ordinance # 17-2024 — Ordinance Establishing Salary and Wage Ranges of Officials and Employees of the Township of Wantage;,2024,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",,Zoning/Code Enforcement Officer $25 $28 Hourly,,hourly_rate,$25.00; $28.00,True,B4X2500RDY-20260730-1fc757ab03687c56cf42,Northeast,high,"[""exact_span""]",downstream_normalization_needed,partial_repair,2026-07-30T23:12:16.420136Z,B4X2500RESCUE-cd0e4df2e5e5f16b33a097cd,rescue_lane_003,rescued_full_normalization,B4X2500SRD-20260730-370b03708cddf813e1d1,non_safety,B4X2500-20260729-03756,,other_local_government_pay_policy,B4X2500LIVE-20260729-003878,B4X2500SRD-20260730-370b03708cddf813e1d1,Ordinance # 17-2024 — Ordinance Establishing Salary and Wage Ranges of Officials and Employees of the Township of Wantage,B4X2500SPAN-20260730-771282994b534a1b9760f783,0c07921bed30e7be855ef711f65285bfbf992a372caab630ab24d1d56432c5dd,NJ,,other,B4X2500V-20260730-05203
standard_2080_hours,2080,base,B4X2500LIVE-20260729-003821,non_cba_or_other_hint,8200,8123,B4X2500COD-20260730-bd5f956ed33afd899e689f36,,2023,not_applicable,,2023-01-01,quantitative_compensation,B4X2500TXT-20260730-4c3f88de5cec9e144928,"[""occupation_or_classification"", ""safety_category"", ""unit_or_group""]",[],https://storage.googleapis.com/juniper-media-library/232/2025/04/23-20.pdf,[],record_ready_for_matching,,201,103,,B4X2500MC-a2dda5ac0b7d5367cb5f65f7,"[""base_wage_direct_value""]",Millstone,B4X2500MC-a2dda5ac0b7d5367cb5f65f7,,"[""safety_category_unresolved"", ""occupation_or_unit_unresolved"", ""annual_equivalent_uses_standard_2080_assumption""]","Raw values preserved. Equivalents are structural review fields, not wage-gap estimates. Annual/hourly conversion uses 2,080 hours and is capped at moderate confidence unless later document-specific hours are found.",normalization_partial,45760.0,2026-07-30T22:04:39Z,not_growth_value,22.0,hourly,,B4X2500NORM-38adfc912aeb621027950af6,moderate,parks_rec,https://storage.googleapis.com/juniper-media-library/232/2025/04/23-20.pdf,normalization_partial,,11,,,,2023,13.93,2023,,,,,22.0,,,,,,2023-01-01,,,,,quantitative_base_wage_needs_normalization,,high_priority_verification_ready,"[""hourly_rate""]",,B4X2500-RATING-20260730-20f15239dc7aad1c9a2f0abd,base,5) The salary range for all summer recreation counselors is $13.93 - $22/hr.,Ordinance No. 23-20 — Amending Chapter II (Administration) Payroll of the Revised General Ordinance of the Township of Millstone by Fixing Salary Ranges of the Township Officials and Employees (Adoption Date: 12-20-2023);,2023,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",,5) The salary range for all summer recreation counselors is $13.93 - $22/hr.,,hourly_rate,$13.93; $22.00,True,B4X2500RDY-20260730-92faab47b2eb5099d118,Northeast,high,"[""exact_span""]",downstream_normalization_needed,partial_repair,2026-07-30T23:12:14.701511Z,B4X2500RESCUE-c0f4b01cb6f94551537b336c,rescue_lane_003,rescued_full_normalization,B4X2500SRD-20260730-f18f0437d8b2cbc2316c,non_safety,B4X2500-20260729-03731,,wage_schedule,B4X2500LIVE-20260729-003821,B4X2500SRD-20260730-f18f0437d8b2cbc2316c,Ordinance No. 23-20 — Amending Chapter II (Administration) Payroll of the Revised General Ordinance of the Township of Millstone by Fixing Salary Ranges of the Township Officials and Employees (Adoption Date: 12-20-2023),B4X2500SPAN-20260730-721110a646cf4096d208a2cf,ff9a5a32c18b4ba1907d8e68ed9dc85c2f16cce760b6117c74828c0539777ff2,NJ,,parks_rec,B4X2500V-20260730-03837
standard_2080_hours,2080,base,B4X2500LIVE-20260729-006248,non_cba_or_other_hint,2115,2089,B4X2500COD-20260730-867507e79a23e6f5401c84f1,,2019,not_applicable,,2019-01-01,quantitative_compensation,B4X2500TXT-20260730-81c1409ec3d483883808,"[""occupation_or_classification"", ""safety_category"", ""unit_or_group""]",[],https://harringtonparknj.gov/government/ordinances/2019-2/29-739-2019-salary-ordinance/file,[],record_ready_for_matching,,141,105,,B4X2500MC-ecbfea8605020e55ce8dfd64,"[""base_wage_direct_value""]",Harrington Park,B4X2500MC-ecbfea8605020e55ce8dfd64,,"[""safety_category_unresolved"", ""occupation_or_unit_unresolved"", ""annual_equivalent_uses_standard_2080_assumption""]","Raw values preserved. Equivalents are structural review fields, not wage-gap estimates. Annual/hourly conversion uses 2,080 hours and is capped at moderate confidence unless later document-specific hours are found.",normalization_partial,31824.0,2026-07-30T22:04:38Z,not_growth_value,15.3,hourly,,B4X2500NORM-3b9e1bb41954bce8cffb211d,moderate,other,https://www.harringtonparknj.gov/government/ordinances/2019-2/29-739-2019-salary-ordinance?format=html,normalization_partial,,8,,,,2019,15.3,2019,,,,,15.3,,,,,,2019-01-01,,,,,quantitative_base_wage_needs_normalization,,high_priority_verification_ready,"[""hourly_rate""]",,B4X2500-RATING-20260730-f63a6fc48b505d4a97f4421b,base,Tax Assessor P D $15.3/Hr,Ordinance 29-739 2019 Salary Ordinance;,2019,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",,Tax Assessor P D $15.3/Hr,,hourly_rate,$15.30,True,B4X2500RDY-20260730-5f50bcaa7968df1d3002,Northeast,high,"[""exact_span""]",downstream_normalization_needed,partial_repair,2026-07-30T23:12:14.392549Z,B4X2500RESCUE-d0c97ba3fe5909e1ae5504ec,rescue_lane_003,rescued_full_normalization,B4X2500SRD-20260730-c54ea2090395477a69b8,non_safety,B4X2500-20260729-06205,,salary_ordinance,B4X2500LIVE-20260729-006248,B4X2500SRD-20260730-c54ea2090395477a69b8,Ordinance 29-739 2019 Salary Ordinance,B4X2500SPAN-20260730-fd93e7bda688b58fe6f3bef2,96f299e045639225d1522d4e93d4ec381527f2bdd1e82706dba00651512eb5d4,NJ,,other,B4X2500V-20260730-02352
standard_2080_hours,2080,base,B4X2500LIVE-20260729-008270,cba_hint,1302,1269,B4X2500COD-20260730-f6568d81f60c448f67c8a3cc,,2023,neutral_or_general,,2023-01-01,quantitative_compensation,B4X2500TXT-20260730-429a89ce9047ad6d5c00,"[""occupation_or_classification"", ""safety_category"", ""unit_or_group""]",[],https://villageofgreenwich.com/wp-content/uploads/2026/01/2023-03-Amending-Compensation-Ordinance-2016-03.pdf,[],record_ready_for_matching,,1062,36,,B4X2500MC-73ce46823bcdc81c1c16f2a2,"[""base_wage_direct_value""]",Greenwich,B4X2500MC-73ce46823bcdc81c1c16f2a2,,"[""safety_category_unresolved"", ""occupation_or_unit_unresolved"", ""annual_equivalent_uses_standard_2080_assumption""]","Raw values preserved. Equivalents are structural review fields, not wage-gap estimates. Annual/hourly conversion uses 2,080 hours and is capped at moderate confidence unless later document-specific hours are found.",normalization_partial,31200.0,2026-07-30T22:04:39Z,not_growth_value,15.0,hourly,,B4X2500NORM-504c562d69364a46422780ab,moderate,public_works,https://villageofgreenwich.com/wp-content/uploads/2026/01/2023-03-Amending-Compensation-Ordinance-2016-03.pdf,normalization_partial,,11,,,,2023,15.0,2023,,,,,15.0,,,,,,2023-01-01,,,,,quantitative_base_wage_needs_normalization,,high_priority_verification_ready,"[""hourly_rate""]",,B4X2500-RATING-20260730-d39ee7331b63eddf0540a2dd,base,Minimum Starting Wage- $15.00/hr.,"Ordinance No. 2023-03 (Amending Compensation Ordinance No. 2016-03, Section 5) — Compensation of Village Utility Worker; Section 5: COMPENSATION OF THE UTILITY WORKER",2023; 2016,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",,Minimum Starting Wage- $15.00/hr.,,hourly_rate,$15.00,True,B4X2500RDY-20260730-de7fb72e166d8de8952b,Midwest,high,"[""exact_span""]",downstream_normalization_needed,partial_repair,2026-07-30T23:12:28.370653Z,B4X2500RESCUE-b63549b1d1cc2272470cdb50,rescue_lane_003,rescued_full_normalization,B4X2500SRD-20260730-ada736ca84e290d414eb,non_safety,B4X2500-20260729-08275,Section 5: COMPENSATION OF THE UTILITY WORKER,cba,B4X2500LIVE-20260729-008270,B4X2500SRD-20260730-ada736ca84e290d414eb,"Ordinance No. 2023-03 (Amending Compensation Ordinance No. 2016-03, Section 5) — Compensation of Village Utility Worker",B4X2500SPAN-20260730-61f5ab1430cf4bfeee8613fb,6224ad34028987e4f10b0a4fd39889c08cf1c7c49f1db3c6ffa1d585071818fb,OH,,public_works,B4X2500V-20260730-01111
standard_2080_hours,2080,base,B4X2500LIVE-20260729-006447,non_cba_or_other_hint,4504,4472,B4X2500COD-20260730-1361cb84ece827864f9e7d31,,2022,neutral_or_general,,2022-01-12,quantitative_compensation,B4X2500TXT-20260730-61d1886844fbb0f7f9ed,"[""occupation_or_classification"", ""safety_category"", ""unit_or_group""]",[],https://cms2.revize.com/revize/maloneny/Documents/Government/Agendas%20and%20Minutes/2022/Minutes/Minutes%20January%2012%202022%20Organizational%20%20Regular%20Meeting.pdf,[],record_ready_for_matching,,711,135,,B4X2500MC-3cb0cfa9236d85fadca14365,"[""base_wage_direct_value""]",Malone,B4X2500MC-3cb0cfa9236d85fadca14365,,"[""safety_category_unresolved"", ""occupation_or_unit_unresolved"", ""annual_equivalent_uses_standard_2080_assumption""]","Raw values preserved. Equivalents are structural review fields, not wage-gap estimates. Annual/hourly conversion uses 2,080 hours and is capped at moderate confidence unless later document-specific hours are found.",normalization_partial,72009.6,2026-07-30T22:04:38Z,not_growth_value,34.62,hourly,,B4X2500NORM-5fd02e81c40703ecbf2edc25,moderate,other,https://cms2.revize.com/revize/maloneny/Documents/Government/Agendas%20and%20Minutes/2022/Minutes/Minutes%20January%2012%202022%20Organizational%20%20Regular%20Meeting.pdf,normalization_partial,,28,,,,2022,34.62,2022,,2022-01-12,,,34.62,,,,,,2022-01-12,,,,,quantitative_base_wage_needs_normalization,,high_priority_verification_ready,"[""hourly_rate""]",,B4X2500-RATING-20260730-75917f487a970c6faa3fcc8d,base,Assessor (30 Hours) $34.62/Hour,"Town of Malone Organizational & Regular Meeting Minutes (January 12, 2022) — Resolution 7-2022 (2022 Salary Schedule) incl. “Highway rates, in accordance with CSEA Contract” hourly rates; REGULAR MEETING",2022-01-12,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",,Assessor (30 Hours) $34.62/Hour,,hourly_rate,$34.62,True,B4X2500RDY-20260730-5b1f21d78b26fcb7d8a1,Northeast,high,"[""exact_span""]",downstream_normalization_needed,partial_repair,2026-07-30T23:12:20.688132Z,B4X2500RESCUE-4a49ec1997d35f8676cef8e8,rescue_lane_003,rescued_full_normalization,B4X2500SRD-20260730-7091f3ddd9a58569302f,non_safety,B4X2500-20260729-06305,REGULAR MEETING,wage_schedule,B4X2500LIVE-20260729-006447,B4X2500SRD-20260730-7091f3ddd9a58569302f,"Town of Malone Organizational & Regular Meeting Minutes (January 12, 2022) — Resolution 7-2022 (2022 Salary Schedule) incl. “Highway rates, in accordance with CSEA Contract” hourly rates",B4X2500SPAN-20260730-5db1542ca1a089ad240687fa,204ca19c568f18bc10ea9f063aaf72801685303e9ddc5e8a5e8e0f9b148540cc,NY,,other,B4X2500V-20260730-03927
standard_2080_hours,2080,base,B4X2500LIVE-20260729-006381,non_cba_or_other_hint,82178,82065,B4X2500COD-20260730-73f1cc5b5213d1f91758a014,,2019-2021,neutral_or_general,2021-12-31,2021-06-01,quantitative_compensation,B4X2500TXT-20260730-3cfd5ad7f656c59da03c,"[""base_or_non_base""]",[],https://ardsleyvillage.gov/sites/g/files/vyhlif4126/f/events/ardsley_village_board_of_trustees_-_07_jun_2021_0.pdf,[],record_ready_for_matching,,441,1542,,B4X2500MC-2a1af67f14a0bad12609459f,"[""implementation_or_retroactivity_advantage""]",Ardsley,B4X2500MC-2a1af67f14a0bad12609459f,,"[""base_nonbase_unresolved"", ""base_nonbase_unresolved"", ""annual_equivalent_uses_standard_2080_assumption""]","Raw values preserved. Equivalents are structural review fields, not wage-gap estimates. Annual/hourly conversion uses 2,080 hours and is capped at moderate confidence unless later document-specific hours are found.",normalization_partial,133332.0,2026-07-30T22:04:39Z,not_growth_value,64.1019,annual,,B4X2500NORM-79e471e57af93407d34a044d,moderate,police,https://www.ardsleyvillage.gov/sites/g/files/vyhlif4126/f/events/ardsley_village_board_of_trustees_-_07_jun_2021_0.pdf,normalization_partial,,251,133332.0,,,2019,133332.0,2019-2021,,2021-06-01,2021-12-31,,,,,,,,2021-06-01,,,,,timing_implementation,,high_priority_verification_ready,"[""effective_date""]",sergeant,B4X2500-RATING-20260730-b4638e9405348457d52b237f,,"David Piccolino to the position of Police Sergeant, at the annual salary of $133,332.00, effective June 1, 2021;","V/Ardsley PBA, Inc. / Final 2019-2021 Memorandum of Agreement (5/7/21) (attached in Village Board agenda PDF);",2021-06-01,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",sergeant,"David Piccolino to the position of Police Sergeant, at the annual salary of $133,332.00, effective June 1, 2021;",police,effective_date,"$133,332.00",True,B4X2500RDY-20260730-da4a15c809abad4f82af,Northeast,high,"[""exact_span_base_term""]",downstream_normalization_needed,partial_repair,2026-07-30T23:12:16.766149Z,B4X2500RESCUE-5b5b5eba006045e536d8069f,rescue_lane_003,rescued_full_normalization,B4X2500SRD-20260730-713ff8fad927326f2f78,police,B4X2500-20260729-06264,,mou_or_memorandum,B4X2500LIVE-20260729-006381,B4X2500SRD-20260730-713ff8fad927326f2f78,"V/Ardsley PBA, Inc. / Final 2019-2021 Memorandum of Agreement (5/7/21) (attached in Village Board agenda PDF)",B4X2500SPAN-20260730-c006066d29f735fdd3136277,adf6f49bd1e10f7755ed88f8c9c2ee2c8ad1352a17a12eed5c6f4a8676685766,NY,,police,B4X2500V-20260730-03905
standard_2080_hours,2080,base,B4X2500LIVE-20260729-006248,non_cba_or_other_hint,2089,2054,B4X2500COD-20260730-29cd041e11e81701e0b4eed8,,2019,not_applicable,,2019-01-01,quantitative_compensation,B4X2500TXT-20260730-81c1409ec3d483883808,"[""occupation_or_classification"", ""safety_category"", ""unit_or_group""]",[],https://harringtonparknj.gov/government/ordinances/2019-2/29-739-2019-salary-ordinance/file,[],record_ready_for_matching,,144,104,,B4X2500MC-ecbfea8605020e55ce8dfd64,"[""base_wage_direct_value""]",Harrington Park,B4X2500MC-ecbfea8605020e55ce8dfd64,,"[""safety_category_unresolved"", ""occupation_or_unit_unresolved"", ""annual_equivalent_uses_standard_2080_assumption""]","Raw values preserved. Equivalents are structural review fields, not wage-gap estimates. Annual/hourly conversion uses 2,080 hours and is capped at moderate confidence unless later document-specific hours are found.",normalization_partial,31824.0,2026-07-30T22:04:38Z,not_growth_value,15.3,hourly,,B4X2500NORM-805f3d1f83aeb5008da74a72,moderate,parks_rec,https://www.harringtonparknj.gov/government/ordinances/2019-2/29-739-2019-salary-ordinance?format=html,normalization_partial,,8,,,,2019,15.3,2019,,,,,15.3,,,,,,2019-01-01,,,,,quantitative_base_wage_needs_normalization,,high_priority_verification_ready,"[""hourly_rate""]",,B4X2500-RATING-20260730-98b76e42ad547a0bdfc8f3eb,base,Recreation Commission P D $15.3/Hr,Ordinance 29-739 2019 Salary Ordinance;,2019,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",,Recreation Commission P D $15.3/Hr,,hourly_rate,$15.30,True,B4X2500RDY-20260730-5f50bcaa7968df1d3002,Northeast,high,"[""exact_span""]",downstream_normalization_needed,partial_repair,2026-07-30T23:12:14.405969Z,B4X2500RESCUE-b08a4eb047e44f2760f2f07b,rescue_lane_003,rescued_full_normalization,B4X2500SRD-20260730-c54ea2090395477a69b8,non_safety,B4X2500-20260729-06205,,salary_ordinance,B4X2500LIVE-20260729-006248,B4X2500SRD-20260730-c54ea2090395477a69b8,Ordinance 29-739 2019 Salary Ordinance,B4X2500SPAN-20260730-ee600f8920038f901a3f8f73,e151bce78cc74ab69149c8434ba0007ec7129df65fec7e00a9a15bff0257a1f0,NJ,,parks_rec,B4X2500V-20260730-02352
standard_2080_hours,2080,base,B4X2500LIVE-20260729-001699,non_cba_or_other_hint,2881,2830,B4X2500COD-20260730-a8d7bc84c94628bfb1a2de71,,2019,not_applicable,,,quantitative_compensation,B4X2500TXT-20260730-1ecc4f322e9487c89e0d,[],[],https://townshendvt.gov/fileadmin/files/Boards_and_Committees/Selectboard/Town_Reports/TownReportFY19.pdf,[],record_ready_for_matching,,834,90,,B4X2500MC-e36f943841b9927e6db00e77,"[""base_wage_direct_value""]",Townshend,B4X2500MC-e36f943841b9927e6db00e77,,"[""annual_equivalent_uses_standard_2080_assumption""]","Raw values preserved. Equivalents are structural review fields, not wage-gap estimates. Annual/hourly conversion uses 2,080 hours and is capped at moderate confidence unless later document-specific hours are found.",normalization_partial,30680.0,2026-07-30T22:04:39Z,not_growth_value,14.75,hourly,,B4X2500NORM-ebd016c93779af6ee8a37773,moderate,clerical_admin,https://www.townshendvt.gov/fileadmin/files/Boards_and_Committees/Selectboard/Town_Reports/TownReportFY19.pdf,normalization_partial,,14,,,,,14.75,,,,,2019,14.75,,,,,,,,,,,quantitative_base_wage_needs_normalization,,high_priority_verification_ready,"[""hourly_rate""]",,B4X2500-RATING-20260730-3204fa575534a7c8b608e930,base,Town Clerk assistants and casual labor: $14.75/ hr,Town of Townshend Town Report FY19 (includes “FY 19 Wages and Salaries” and Town Meeting salary/wage items); ARTICLE III. To see what salaries the Town will vote to pay its various officials for the ensuing,,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",,Town Clerk assistants and casual labor: $14.75/ hr,clerical_admin,hourly_rate,$14.75,True,B4X2500RDY-20260730-7e5e7b0beb9925ce46ec,Northeast,high,"[""prior_normalization_metadata_only""]",downstream_normalization_needed,partial_repair,2026-07-30T23:20:22.584956Z,B4X2500RESCUE-1ec7aee0d1b69cfd64469e9c,rescue_lane_004,rescued_full_normalization,B4X2500SRD-20260730-fe3624b342f017640eea,non_safety,B4X2500-20260729-01466,ARTICLE III. To see what salaries the Town will vote to pay its various officials for the ensuing,wage_schedule,B4X2500LIVE-20260729-001699,B4X2500SRD-20260730-fe3624b342f017640eea,Town of Townshend Town Report FY19 (includes “FY 19 Wages and Salaries” and Town Meeting salary/wage items),B4X2500SPAN-20260730-94b639782c7c88e2ced9ebee,6c5b48e9c6c5556d247e27015bf705e8c67ea9c32ca77b05fa60369686f7dab5,VT,,clerical_admin,B4X2500V-20260730-05687
standard_2080_hours,2080,base,B4X2500LIVE-20260729-006387,non_cba_or_other_hint,17531,17489,B4X2500COD-20260730-2aee5a16f83d6e4885538160,,2024,neutral_or_general,,2024-01-01,quantitative_compensation,B4X2500TXT-20260730-af0ad61e398e16120e99,"[""occupation_or_classification"", ""safety_category"", ""unit_or_group""]",[],https://townofballstonny.gov/AgendaCenter/ViewFile/ArchivedMinutes/_01092024-2196,[],record_ready_for_matching,,453,269,,B4X2500MC-19e9de66c1ebf87e560a27a2,"[""base_wage_direct_value""]",Ballston,B4X2500MC-19e9de66c1ebf87e560a27a2,,"[""safety_category_unresolved"", ""occupation_or_unit_unresolved"", ""annual_equivalent_uses_standard_2080_assumption""]","Raw values preserved. Equivalents are structural review fields, not wage-gap estimates. Annual/hourly conversion uses 2,080 hours and is capped at moderate confidence unless later document-specific hours are found.",normalization_partial,59592.0,2026-07-30T22:04:38Z,not_growth_value,28.65,hourly,,B4X2500NORM-f4af9558996e0f292c6175aa,moderate,public_works,https://www.townofballstonny.gov/AgendaCenter/ViewFile/ArchivedMinutes/_01092024-2196,normalization_partial,,36,,,,2024,28.65,2024,,,,,28.65,,,,,,2024-01-01,,,,,quantitative_base_wage_needs_normalization,,high_priority_verification_ready,"[""hourly_rate""]",,B4X2500-RATING-20260730-e36efdef84f6d5766659f602,base,Highway Custodian Eleanor Ellis $28.65/HR,Archived Minutes (Resolution 24-45): Memorandum of Understanding with Teamsters Local 294 (hourly compensation rate increase beginning 1/1/2024);,2024,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",,Highway Custodian Eleanor Ellis $28.65/HR,,hourly_rate,$28.65,True,B4X2500RDY-20260730-64a9c02cea14f8232cbc,Northeast,high,"[""exact_span""]",downstream_normalization_needed,partial_repair,2026-07-30T23:12:16.907334Z,B4X2500RESCUE-81b11382ff784b07db87eebb,rescue_lane_003,rescued_full_normalization,B4X2500SRD-20260730-00847d2d25d8e1840e4c,non_safety,B4X2500-20260729-06267,,mou_or_memorandum,B4X2500LIVE-20260729-006387,B4X2500SRD-20260730-00847d2d25d8e1840e4c,Archived Minutes (Resolution 24-45): Memorandum of Understanding with Teamsters Local 294 (hourly compensation rate increase beginning 1/1/2024),B4X2500SPAN-20260730-a96964848495985adb46c5af,ebfcc73bedb978b6a3239c7a188440bfb0143a5fa1a8169c7fee44b18e23b8a2,NY,,public_works,B4X2500V-20260730-02473
