source_review_download_id,source_review_lane_id,source_review_lane_sequence,verification_row_id,verification_lane_id,candidate_id,scout_candidate_id,scout_target_id,lane_id,shard_id,state,region,municipality,county,source_title,source_locator_or_url,source_domain,final_url_or_locator,final_canonical_locator,source_family_hint,document_type_hint,possible_mechanism_hints,search_query_family,discovery_run_id,priority_bucket,cba_non_cba_hint,verification_status,http_status_code,content_type,content_length_header,canonical_download_locator,live_status,global_analysis_readiness
B4X2500SRD-20260730-2b77082dc1df6eca4452,source_review_lane_003,1,B4X2500V-20260730-00002,verification_lane_001,B4X2500LIVE-20260729-002309,B4X2500LIVE-20260729-002309,B4X2500-20260729-02345,scout_lane_001,broad_4x2500_shard_001,AK,West,Port Lions,Kodiak Island Borough (02150; primary),"City of Port Lions Code of Ordinance (includes Title 3: Personnel Policies and Procedures; Title 2: Combination of Police Chief, Fire Chief, and Harbormaster)",https://www.commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/Port%20Lions%20Code%20of%20Ordinance%207.19.19.pdf,commerce.alaska.gov,https://commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/Port%20Lions%20Code%20of%20Ordinance%207.19.19.pdf,https://commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/Port%20Lions%20Code%20of%20Ordinance%207.19.19.pdf,cba,ordinance_or_policy,non_safety_constraint_signal,budget_pay_plan,BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29,high_priority_verification_ready,cba_hint,reachable,200,application/pdf,662069,https://commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/Port%20Lions%20Code%20of%20Ordinance%207.19.19.pdf,not_run,false
B4X2500SRD-20260730-061f01c0e58427b7deba,source_review_lane_003,2,B4X2500V-20260730-00003,verification_lane_001,B4X2500LIVE-20260729-002304,B4X2500LIVE-20260729-002304,B4X2500-20260729-02339,scout_lane_001,broad_4x2500_shard_001,AK,West,Cold Bay,Aleutians East Borough (02013; primary),City of Cold Bay Code of Ordinances 2015 (Title 10 Personnel: Chapter 75 Personnel Policies),https://www.commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/Cold%20Bay%20Code%20of%20Ordinance%202015.pdf,commerce.alaska.gov,https://commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/Cold%20Bay%20Code%20of%20Ordinance%202015.pdf,https://commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/Cold%20Bay%20Code%20of%20Ordinance%202015.pdf,personnel_policy,ordinance_or_policy,non_safety_constraint_signal,labor_relations_index,BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29,high_priority_verification_ready,non_cba_or_other_hint,reachable,200,application/pdf,751334,https://commerce.alaska.gov/web/Portals/4/pub/LGS/Code_library/Cold%20Bay%20Code%20of%20Ordinance%202015.pdf,not_run,false
B4X2500SRD-20260730-f2d3463e3fe53e554070,source_review_lane_003,3,B4X2500V-20260730-00005,verification_lane_001,B4X2500LIVE-20260729-001703,B4X2500LIVE-20260729-001703,B4X2500-20260729-01478,scout_lane_001,broad_4x2500_shard_001,AL,South,Berlin,Cullman County (01043; primary),M2025-12 DECEMBER 2025 REGULAR MEETING MINUTES (one time pay adjustment for all full-time employees in the amount of $500),https://berlinal.gov/2026/01/22/m2025-12-december-2025-regular-meeting-minutes/,berlinal.gov,https://berlinal.gov/2026/01/22/m2025-12-december-2025-regular-meeting-minutes,https://berlinal.gov/2026/01/22/m2025-12-december-2025-regular-meeting-minutes,agenda_packet_or_minutes,meeting_minutes,non_safety_constraint_signal,mou_settlement,BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29,high_priority_verification_ready,non_cba_or_other_hint,reachable,200,text/html,not_reported,https://berlinal.gov/2026/01/22/m2025-12-december-2025-regular-meeting-minutes,not_run,false
B4X2500SRD-20260730-420149590c40adbc4bd6,source_review_lane_003,4,B4X2500V-20260730-04330,verification_lane_004,B4X2500LIVE-20260729-006702,B4X2500LIVE-20260729-006702,B4X2500-20260729-06541,scout_lane_003,broad_4x2500_shard_003,AL,South,South Vinemont,Cullman County (01043; primary),Regular Council Minutes 7-25-2025 (Town Council minutes) - Town of South Vinemont,https://cdn.prod.website-files.com/5d278ee3fc344f96bcddda2d/689e333cb4539fe34b28de65_Regular%20Council%20Minutes%207-25-2025.pdf,cdn.prod.website-files.com,https://cdn.prod.website-files.com/5d278ee3fc344f96bcddda2d/689e333cb4539fe34b28de65_Regular%20Council%20Minutes%207-25-2025.pdf,https://cdn.prod.website-files.com/5d278ee3fc344f96bcddda2d/689e333cb4539fe34b28de65_Regular%20Council%20Minutes%207-25-2025.pdf,agenda_packet_or_minutes,meeting_minutes,non_safety_constraint_signal,compensation_classification_study,BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29,medium_priority_verification_ready,non_cba_or_other_hint,reachable,200,application/pdf,652585,https://cdn.prod.website-files.com/5d278ee3fc344f96bcddda2d/689e333cb4539fe34b28de65_Regular%20Council%20Minutes%207-25-2025.pdf,not_run,false
B4X2500SRD-20260730-d4a575fbfba2363ef784,source_review_lane_003,5,B4X2500V-20260730-00006,verification_lane_001,B4X2500LIVE-20260729-009207,B4X2500LIVE-20260729-009207,B4X2500-20260729-09025,scout_lane_004,broad_4x2500_shard_004,AL,South,Marion,Perry County (01105; primary),Marion Ordinance Chapter 2 (personnel system; includes reference to a pay plan for classified service positions),https://cityofmarional.com/documents-resources/marion-ordinance-chapter-2/,cityofmarional.com,https://cityofmarional.com/documents-resources/marion-ordinance-chapter-2,https://cityofmarional.com/documents-resources/marion-ordinance-chapter-2,budget_or_pay_plan,ordinance_or_policy,non_safety_constraint_signal,salary_wage_schedule,BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29,high_priority_verification_ready,non_cba_or_other_hint,reachable,200,text/html,not_reported,https://cityofmarional.com/documents-resources/marion-ordinance-chapter-2,not_run,false
B4X2500SRD-20260730-179c2a9a753eaae4aabb,source_review_lane_003,6,B4X2500V-20260730-00007,verification_lane_001,B4X2500LIVE-20260729-001726,B4X2500LIVE-20260729-001726,B4X2500-20260729-01517,scout_lane_001,broad_4x2500_shard_001,AL,South,Lakeview,DeKalb County (01049; primary),TOWN OF LAKEVIEW Adopted Budget 2023-2024 (Budget Worksheet),https://townoflakeview.org/wp-content/uploads/2023/08/Adopted-Budget-2023-2024.pdf,townoflakeview.org,https://townoflakeview.org/wp-content/uploads/2023/08/Adopted-Budget-2023-2024.pdf,https://townoflakeview.org/wp-content/uploads/2023/08/Adopted-Budget-2023-2024.pdf,budget_or_pay_plan,wage_schedule_or_compensation_plan,non_safety_constraint_signal,budget_pay_plan,BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29,high_priority_verification_ready,non_cba_or_other_hint,reachable,200,application/pdf,277616,https://townoflakeview.org/wp-content/uploads/2023/08/Adopted-Budget-2023-2024.pdf,not_run,false
B4X2500SRD-20260730-dcf62e9d323e8199a3b5,source_review_lane_003,7,B4X2500V-20260730-01451,verification_lane_002,B4X2500LIVE-20260729-001740,B4X2500LIVE-20260729-001740,B4X2500-20260729-01550,scout_lane_001,broad_4x2500_shard_001,AL,South,Trinity,Morgan County (01103; primary); Lawrence County (01079),RESOLUTION NUMBER 2024-03 (Town pay FOP membership fees for police officers as part of compensation),https://trinityal.gov/assets/pdf/resolution-2024-03-fop-membership.pdf,trinityal.gov,https://trinityal.gov/assets/pdf/resolution-2024-03-fop-membership.pdf,https://trinityal.gov/assets/pdf/resolution-2024-03-fop-membership.pdf,cba,memorandum_or_settlement,strike_or_no_strike_constraint,mou_settlement,BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29,high_priority_verification_ready,cba_hint,reachable,200,application/pdf,68704,https://trinityal.gov/assets/pdf/resolution-2024-03-fop-membership.pdf,not_run,false
B4X2500SRD-20260730-d3fa42e9f023b244fa17,source_review_lane_003,8,B4X2500V-20260730-00012,verification_lane_001,B4X2500LIVE-20260729-001719,B4X2500LIVE-20260729-001719,B4X2500-20260729-01495,scout_lane_001,broad_4x2500_shard_001,AL,South,Dora,Walker County (01127; primary),Council Minutes – 7/27/23 (Item: Employee Pay Raises),https://cityofdora.com/council-minutes-7-27-23/,cityofdora.com,https://cityofdora.com/council-minutes-7-27-23,https://cityofdora.com/council-minutes-7-27-23,agenda_packet_or_minutes,meeting_minutes,non_safety_constraint_signal,compensation_classification_study,BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29,medium_priority_verification_ready,non_cba_or_other_hint,reachable,200,text/html,not_reported,https://cityofdora.com/council-minutes-7-27-23,not_run,false
B4X2500SRD-20260730-134e259825a92764d3fa,source_review_lane_003,9,B4X2500V-20260730-04336,verification_lane_004,B4X2500LIVE-20260729-001705,B4X2500LIVE-20260729-001705,B4X2500-20260729-01483,scout_lane_001,broad_4x2500_shard_001,AL,South,Brookwood,Tuscaloosa County (01125; primary),Ordinance No. 78-103: Declaring Policy Of Employee Benefits (extends certain retirement/benefit coverage; includes withholding/appropriation mechanics),https://assets.caboosecms.com/media/15255436_78-103_declaringpolicyofemployeebenefits.pdf?1729621214=,assets.caboosecms.com,https://assets.caboosecms.com/media/15255436_78-103_declaringpolicyofemployeebenefits.pdf,https://assets.caboosecms.com/media/15255436_78-103_declaringpolicyofemployeebenefits.pdf,other_local_government_pay_policy,ordinance_or_policy,non_safety_constraint_signal,compensation_classification_study,BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29,high_priority_verification_ready,non_cba_or_other_hint,reachable,200,application/pdf,99477,https://assets.caboosecms.com/media/15255436_78-103_declaringpolicyofemployeebenefits.pdf,not_run,false
B4X2500SRD-20260730-4102af9f321b78513ba2,source_review_lane_003,10,B4X2500V-20260730-04337,verification_lane_004,B4X2500LIVE-20260729-001712,B4X2500LIVE-20260729-001712,B4X2500-20260729-01488,scout_lane_001,broad_4x2500_shard_001,AL,South,Collinsville,DeKalb County (01049; primary); Cherokee County (01019),Ordinance No. 2016-03 to Establish a Monthly Salary for the Mayor and Councilmembers,https://collinsvillealabama.net/wp-content/uploads/2020/12/SCAN_20201204_095123315.pdf,collinsvillealabama.net,https://collinsvillealabama.net/wp-content/uploads/2020/12/SCAN_20201204_095123315.pdf,https://collinsvillealabama.net/wp-content/uploads/2020/12/SCAN_20201204_095123315.pdf,other_local_government_pay_policy,ordinance_or_policy,non_safety_constraint_signal,broad_pay_document_index,BROAD-STATE-4X2500-LIVE-SCOUT-2026-07-29,high_priority_verification_ready,non_cba_or_other_hint,reachable,200,application/pdf,476716,https://collinsvillealabama.net/wp-content/uploads/2020/12/SCAN_20201204_095123315.pdf,not_run,false
