source_review_download_id,verification_row_id,candidate_id,scout_target_id,state,region,municipality,source_title,source_locator_or_url,final_download_locator,source_family_hint,priority_bucket,cba_non_cba_hint,possible_mechanism_hints,source_review_status,retained_file_type,file_extension,retained_local_artifact_path,artifact_storage_scheme,artifact_storage_pointer,artifact_object_key_or_content_address,artifact_availability_status,artifact_replication_or_backup_status,artifact_access_scope,retained_file_size_bytes,retained_file_sha256
B4X2500SRD-20260730-f945911b7803bbfe8367,B4X2500V-20260730-04333,B4X2500LIVE-20260729-006708,B4X2500-20260729-06550,AL,South,Weaver,"City Council Meeting Minutes (Word document) — February 11, 2025",https://weaveral.gov/wp-content/uploads/2025/02/City-Council-Meeting-Minutes-February-11-2025-RO.docx,https://weaveral.gov/wp-content/uploads/2025/02/City-Council-Meeting-Minutes-February-11-2025-RO.docx,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,retained_other_document,docx,.docx,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-f945911b7803bbfe8367.docx,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-f945911b7803bbfe8367.docx,sha256:415633ed68d61ff9733175592daf786fe7ace822deb2473e512797f2c1de6087,locally_available,local_only_not_replicated,local_research_workspace,27200,415633ed68d61ff9733175592daf786fe7ace822deb2473e512797f2c1de6087
B4X2500SRD-20260730-e48614e6f8a707f81af4,B4X2500V-20260730-00025,B4X2500LIVE-20260729-006687,B4X2500-20260729-06493,AL,South,Dutton,05.25 minutes (attachment; file blocked/unreadable during scout),https://static1.squarespace.com/static/58c1b0e7e58c62c4d3b537f8/t/68471365ed27c438af3c0886/1749488485763/05.25+minutes.docx,https://static1.squarespace.com/static/58c1b0e7e58c62c4d3b537f8/t/68471365ed27c438af3c0886/1749488485763/05.25+minutes.docx,agenda_packet_or_minutes,medium_priority_verification_ready,non_cba_or_other_hint,,retained_other_document,docx,.docx,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-e48614e6f8a707f81af4.docx,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-e48614e6f8a707f81af4.docx,sha256:86d972495b25edd49a3baf9dbb5288c687762c3bdc675492e31d610eec195ac6,locally_available,local_only_not_replicated,local_research_workspace,33097,86d972495b25edd49a3baf9dbb5288c687762c3bdc675492e31d610eec195ac6
B4X2500SRD-20260730-e03a2d1df3eaeef7c0e1,B4X2500V-20260730-04537,B4X2500LIVE-20260729-002563,B4X2500-20260729-02579,IA,Midwest,Victor,June 17th meeting minutes (attachment/record on City Council page),https://static1.squarespace.com/static/6571c346fff04f23bd7f5f78/t/6a452361b3724d1fa85e6062/1782915937086/June+17th+minutes.docx,https://static1.squarespace.com/static/6571c346fff04f23bd7f5f78/t/6a452361b3724d1fa85e6062/1782915937086/June+17th+minutes.docx,agenda_packet_or_minutes,low_priority_verification_ready,non_cba_or_other_hint,,retained_other_document,docx,.docx,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-e03a2d1df3eaeef7c0e1.docx,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-e03a2d1df3eaeef7c0e1.docx,sha256:b1d0714078604c1cdd975c19a5c6afd86fd50d87fd30495e6b32d4d01a4c066a,locally_available,local_only_not_replicated,local_research_workspace,23951,b1d0714078604c1cdd975c19a5c6afd86fd50d87fd30495e6b32d4d01a4c066a
B4X2500SRD-20260730-5aa2f40beae818e69586,B4X2500V-20260730-01823,B4X2500LIVE-20260729-005287,B4X2500-20260729-05278,KS,Midwest,Gridley,"January 8, 2025 (City Council Minutes) - labor/wage policy attachments not inspected",https://www.gridleyks.org/_files/ugd/59c6a6_087337b88fc543d3bbff70bcb98dcce1.docx?dn=January8%2C+2025.docx,https://gridleyks.org/_files/ugd/59c6a6_087337b88fc543d3bbff70bcb98dcce1.docx,agenda_packet_or_minutes,low_priority_verification_ready,non_cba_or_other_hint,,retained_other_document,docx,.docx,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-5aa2f40beae818e69586.docx,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-5aa2f40beae818e69586.docx,sha256:124b1a3d25104b9dd0c61c8e3477e1581d82d03af689246abeec3812a4ee64a4,locally_available,local_only_not_replicated,local_research_workspace,51896,124b1a3d25104b9dd0c61c8e3477e1581d82d03af689246abeec3812a4ee64a4
B4X2500SRD-20260730-b159a28aab713d2f32e8,B4X2500V-20260730-04684,B4X2500LIVE-20260729-009396,B4X2500-20260729-09293,KY,South,Guthrie,City Council Meeting Minutes (7.9.24) - DOCX (unreadable via tool fetch),https://cityofguthrie.org/wp-content/uploads/2024/08/7.9.docx,https://cityofguthrie.org/wp-content/uploads/2024/08/7.9.docx,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,retained_other_document,docx,.docx,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-b159a28aab713d2f32e8.docx,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-b159a28aab713d2f32e8.docx,sha256:f0b3628b8b17a1370a486cfa68a6da5377ac0e8b755abc6fe5d1e567784912c0,locally_available,local_only_not_replicated,local_research_workspace,37133,f0b3628b8b17a1370a486cfa68a6da5377ac0e8b755abc6fe5d1e567784912c0
B4X2500SRD-20260730-d38cc96360d464eb3fa6,B4X2500V-20260730-03250,B4X2500LIVE-20260729-005288,B4X2500-20260729-05278,KS,Midwest,Gridley,"Sept 3, 2025 [Budget Hearing Minutes] - labor/wage policy attachments not inspected",https://www.gridleyks.org/_files/ugd/59c6a6_5b5074eee75746f396134e8d8687afd1.docx?dn=Sept+3+%5ELJ2025+Budget+Hearing+Minutes+-+Copy.docx,https://gridleyks.org/_files/ugd/59c6a6_5b5074eee75746f396134e8d8687afd1.docx,budget_or_pay_plan,medium_priority_verification_ready,non_cba_or_other_hint,,retained_other_document,docx,.docx,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-d38cc96360d464eb3fa6.docx,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-d38cc96360d464eb3fa6.docx,sha256:2c67650008daaedbed5a6f28f561f0450b1baa6cce298575eeb467ffcc57a52a,locally_available,local_only_not_replicated,local_research_workspace,23252,2c67650008daaedbed5a6f28f561f0450b1baa6cce298575eeb467ffcc57a52a
B4X2500SRD-20260730-e4881105e2b57eef5613,B4X2500V-20260730-01993,B4X2500LIVE-20260729-003686,B4X2500-20260729-03645,ME,Northeast,Westfield,Meeting Minutes 01-20-2026 (Select Board),https://www.westfieldmaine.org/_files/ugd/1a7136_11555879fc7f4764916592732218ac89.docx?dn=Meeting+Minutes+01-20-2026.docx,https://westfieldmaine.org/_files/ugd/1a7136_11555879fc7f4764916592732218ac89.docx,agenda_packet_or_minutes,low_priority_verification_ready,non_cba_or_other_hint,,retained_other_document,docx,.docx,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-e4881105e2b57eef5613.docx,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-e4881105e2b57eef5613.docx,sha256:ed2a0d9c5ef417f2e8d47bf72145b499ab6215c19866a636e94cd8c78bcaad01,locally_available,local_only_not_replicated,local_research_workspace,20101,ed2a0d9c5ef417f2e8d47bf72145b499ab6215c19866a636e94cd8c78bcaad01
B4X2500SRD-20260730-370fbc1e4ea71ff01f2a,B4X2500V-20260730-00688,B4X2500LIVE-20260729-001983,B4X2500-20260729-01943,NC,South,Claremont,"Resolution 50-26 (Adopting an Amended Personnel Policy for the City of Claremont) + City of Claremont Personnel Policy Manual (2026) — includes Article III ""The Pay Plan""",https://www.cityofclaremont.org//apps/municipalboards/attachment/view.ashx?attachmentid=8928&meetingid=8690,https://cityofclaremont.org/apps/municipalboards/attachment/view.ashx,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,retained_other_document,text,.txt,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-370fbc1e4ea71ff01f2a.txt,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-370fbc1e4ea71ff01f2a.txt,sha256:fddc6d139aa68732e5f52d40e7437ebf70f00892619a6bb5d7fc102425045d8f,locally_available,local_only_not_replicated,local_research_workspace,55,fddc6d139aa68732e5f52d40e7437ebf70f00892619a6bb5d7fc102425045d8f
B4X2500SRD-20260730-781cdde27b820bd66fc1,B4X2500V-20260730-03618,B4X2500LIVE-20260729-004483,B4X2500-20260729-04481,NC,South,Parkton,PARKTON ORDINANCE updated 2025 (docx; may include personnel/pay-related ordinances depending on contents),https://www.townofparkton.org/s/PARKTON-ORDINANCE-updated-2025-002.docx,https://static1.squarespace.com/static/691c83c6a663c803cf886b13/t/691df425822ecb6e988156bb/1763570726006/PARKTON+ORDINANCE+updated+2025+%28002%29.docx,other_local_government_pay_policy,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,retained_other_document,docx,.docx,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-781cdde27b820bd66fc1.docx,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-781cdde27b820bd66fc1.docx,sha256:60c09c27d5e846c5fd7e53436399cdb533390560169fa8cfc9a7ec6b06f52d73,locally_available,local_only_not_replicated,local_research_workspace,748022,60c09c27d5e846c5fd7e53436399cdb533390560169fa8cfc9a7ec6b06f52d73
B4X2500SRD-20260730-df46c02aba68912e39ef,B4X2500V-20260730-00699,B4X2500LIVE-20260729-000626,B4X2500-20260729-00555,MO,Midwest,Marble Hill,Title 4 Chapter 400-420 1 (rev1 Format) (Repaired) (Marble Hill City ordinances compilation),https://img1.wsimg.com/blobby/go/c5ad6d08-4c12-41ae-861d-3f392b4127fd/downloads/02621568-5ff4-4a35-8682-7e5ab4eafddd/Title%204%20Chapter%20400-420%201%20%28rev1%20Format%29%20%28Repa.docx?ver=1778088475320,https://img1.wsimg.com/blobby/go/c5ad6d08-4c12-41ae-861d-3f392b4127fd/downloads/02621568-5ff4-4a35-8682-7e5ab4eafddd/Title%204%20Chapter%20400-420%201%20%28rev1%20Format%29%20%28Repa.docx,other_local_government_pay_policy,medium_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,retained_other_document,docx,.docx,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-df46c02aba68912e39ef.docx,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-df46c02aba68912e39ef.docx,sha256:62c610087a5a6c69dd724849876f74f8315ca04dd700c15014b7b01e7c45f3ae,locally_available,local_only_not_replicated,local_research_workspace,181917,62c610087a5a6c69dd724849876f74f8315ca04dd700c15014b7b01e7c45f3ae
B4X2500SRD-20260730-bb400a56361fec742748,B4X2500V-20260730-03773,B4X2500LIVE-20260729-005674,B4X2500-20260729-05671,NE,Midwest,Arcadia,Village Board Meeting Minutes 5/10/21 (Word document on village site),https://www.arcadiane.com/home_htm_files/Minutes%202021.5%201.doc,https://arcadiane.com/home_htm_files/Minutes%202021.5%201.doc,agenda_packet_or_minutes,low_priority_verification_ready,non_cba_or_other_hint,,retained_other_document,doc,.doc,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-bb400a56361fec742748.doc,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-bb400a56361fec742748.doc,sha256:28510da65d380b85d78a838569371ca4111b5fc2d2af897ebd2ed5fd80e42475,locally_available,local_only_not_replicated,local_research_workspace,41984,28510da65d380b85d78a838569371ca4111b5fc2d2af897ebd2ed5fd80e42475
