evidence_id,source_lane,source_file,row_document_id,case_id,source_review_id,text_table_detection_id,retained_content_hash,unit_type,state,source_family,evidence_span_or_summary_pointer,bounded_evidence_pointer,primary_category,secondary_tags,reason_code,confidence_tier,qa_status,provenance_status,source_corpus,source_cite,retrieval_date,retrieval_method,artifact_pointer,allowed_attribute_set,disallowed_attribute_set,allowed_claim_types,exclude_from_causal_claims,category_rule_version,phase_close_notes,prior_phase_close_category,attribute_taxonomy_version,provisional_causal_candidate_only,not_supported_claim_types,claim_oriented_primary_category,claim_ready_aggregate_eligible,quantitative_direct_text_claim_eligible,qualitative_mechanism_claim_eligible,causal_candidate_supporting_eligible,gabriel_claim_rating_eligible,direct_text_support_type,direct_text_value_fields,claim_reason_code,claim_scope,evidence_strength,supported_claim_types,next_data_needed,scout_priority_signal
qualitative:lobs_005bbdbb045bd75b04c02c43,qualitative_navigation,docs/analysis/compensation_extraction/COMPENSATION-EVIDENCE-LIMITED-EXACT-SPAN-QUALITATIVE-PROMOTION-HARDENED-2026-07-25/ambiguous_unavailable_qualitative_navigation_preserved.csv,lobs_005bbdbb045bd75b04c02c43,cexrem_6ecc6e7f3862e29e38090e10,sr_bdecf3c984d4a512964eddab,ttd_ad68d23c5c63b33ce66a9bd9,fec5dfe7d645a707408bb89a77262507d5729b884331872d02691e7d1a7d04f6,police,CA,cba,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0139_sr_bdecf3c984d4a512964eddab.pdf#page=16,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0139_sr_bdecf3c984d4a512964eddab.pdf#page=16,navigation_only,ambiguous_exact_span_navigation,ambiguous_span,medium,provisional_unverified,complete_structured_provenance,causal,https://sangabrielcity.com/DocumentCenter/View/23936/PMG_2025-2027-MOU_Final_091625_v2,2026-07-24,public_download,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0139_sr_bdecf3c984d4a512964eddab.pdf,,cola_or_cpi|step_or_seniority|rank_or_classification|across_the_board_raise|percentage_raise|market_or_comparability|parity_or_internal_equity|bargaining_or_settlement|implementation_timing|fiscal_constraint|non_base_compensation|reference_only|not_useful_for_attribute_analysis,evidence_existence_claim,true,compensation_evidence_final_qa_categorization_v1,multiple plausible spans remain; location aid only,navigation_only,v1,true,final_national_claim|final_wage_gap_claim|regression_claim|causal_effect_claim,navigation_only,false,false,false,false,false,none,,ambiguous_span,document-level,medium,evidence_existence_claim,bounded_span_resolution_or_new_source,medium
qualitative:lobs_00959b096eae80067342ca30,qualitative_navigation,docs/analysis/compensation_extraction/COMPENSATION-EVIDENCE-LIMITED-EXACT-SPAN-QUALITATIVE-PROMOTION-HARDENED-2026-07-25/ambiguous_unavailable_qualitative_navigation_preserved.csv,lobs_00959b096eae80067342ca30,cex1000_2139099a94743615c84f3e5e,sr_495e6e1b596e518b95fae043,ttd_ce2aada1b11dc71cbdc9cc27,e0fc7d45d3ba1a640f5c55a9ed41c7e80ad9e89b67bf7411db5a55ec89caf11e,police,CA,cba,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0244_sr_495e6e1b596e518b95fae043.pdf#page=7,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0244_sr_495e6e1b596e518b95fae043.pdf#page=7,navigation_only,ambiguous_exact_span_navigation,ambiguous_span,high,provisional_unverified,complete_structured_provenance,causal,https://www.prcity.com/ArchiveCenter/ViewFile/Item/1549,2026-07-24,public_download,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0244_sr_495e6e1b596e518b95fae043.pdf,,cola_or_cpi|step_or_seniority|rank_or_classification|across_the_board_raise|percentage_raise|market_or_comparability|parity_or_internal_equity|bargaining_or_settlement|implementation_timing|fiscal_constraint|non_base_compensation|reference_only|not_useful_for_attribute_analysis,evidence_existence_claim,true,compensation_evidence_final_qa_categorization_v1,multiple plausible spans remain; location aid only,navigation_only,v1,true,final_national_claim|final_wage_gap_claim|regression_claim|causal_effect_claim,navigation_only,false,false,false,false,false,none,,ambiguous_span,document-level,medium,evidence_existence_claim,bounded_span_resolution_or_new_source,medium
qualitative:lobs_01340d3d3e3e633eda595c8a,qualitative_navigation,docs/analysis/compensation_extraction/COMPENSATION-EVIDENCE-LIMITED-EXACT-SPAN-QUALITATIVE-PROMOTION-HARDENED-2026-07-25/ambiguous_unavailable_qualitative_navigation_preserved.csv,lobs_01340d3d3e3e633eda595c8a,cex_e6e8047c9762cc899cd8e0ce,sr_712e2a1fea2bb05eedf9d072,ttd_f45bb51befc16980f22dfa94,83adf06dbbcd0baeb4e0e18daf8eb51b4507b6b8c533a9038625f1dbeedb4dc7,non_safety,UT,memorandum_or_settlement,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0495_sr_712e2a1fea2bb05eedf9d072.pdf#page=9,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0495_sr_712e2a1fea2bb05eedf9d072.pdf#page=9,navigation_only,ambiguous_exact_span_navigation,ambiguous_span,medium,provisional_unverified,complete_structured_provenance,causal,https://www.slc.gov/hr/wp-content/uploads/sites/23/2026/04/2023.08.23-CA-000069-AFSCME-MOU-2023.06.25-2026.06.20-signed-v2.pdf,2026-07-24,public_download,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0495_sr_712e2a1fea2bb05eedf9d072.pdf,,cola_or_cpi|step_or_seniority|rank_or_classification|across_the_board_raise|percentage_raise|market_or_comparability|parity_or_internal_equity|bargaining_or_settlement|implementation_timing|fiscal_constraint|non_base_compensation|reference_only|not_useful_for_attribute_analysis,evidence_existence_claim,true,compensation_evidence_final_qa_categorization_v1,multiple plausible spans remain; location aid only,navigation_only,v1,true,final_national_claim|final_wage_gap_claim|regression_claim|causal_effect_claim,navigation_only,false,false,false,false,false,none,,ambiguous_span,document-level,medium,evidence_existence_claim,bounded_span_resolution_or_new_source,medium
qualitative:lobs_02a5f4eae8155765cf6e13d0,qualitative_navigation,docs/analysis/compensation_extraction/COMPENSATION-EVIDENCE-LIMITED-EXACT-SPAN-QUALITATIVE-PROMOTION-HARDENED-2026-07-25/ambiguous_unavailable_qualitative_navigation_preserved.csv,lobs_02a5f4eae8155765cf6e13d0,cex_7b2db404c0cfea1730f37d20,sr_264137143a0735e8778ad794,ttd_1635357abdead593f421d3b0,ad09176558b4567011259802b88efab205c043ba9027cb8bbf288a2fc12b4123,non_safety,OH,cba,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0189_sr_264137143a0735e8778ad794.pdf#page=20,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0189_sr_264137143a0735e8778ad794.pdf#page=20,navigation_only,ambiguous_exact_span_navigation,ambiguous_span,medium,provisional_unverified,complete_structured_provenance,causal,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-09-1036.pdf,2026-07-24,public_download,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0189_sr_264137143a0735e8778ad794.pdf,,cola_or_cpi|step_or_seniority|rank_or_classification|across_the_board_raise|percentage_raise|market_or_comparability|parity_or_internal_equity|bargaining_or_settlement|implementation_timing|fiscal_constraint|non_base_compensation|reference_only|not_useful_for_attribute_analysis,evidence_existence_claim,true,compensation_evidence_final_qa_categorization_v1,multiple plausible spans remain; location aid only,navigation_only,v1,true,final_national_claim|final_wage_gap_claim|regression_claim|causal_effect_claim,navigation_only,false,false,false,false,false,none,,ambiguous_span,document-level,medium,evidence_existence_claim,bounded_span_resolution_or_new_source,medium
qualitative:lobs_02d20b4a05e9534249557426,qualitative_navigation,docs/analysis/compensation_extraction/COMPENSATION-EVIDENCE-LIMITED-EXACT-SPAN-QUALITATIVE-PROMOTION-HARDENED-2026-07-25/ambiguous_unavailable_qualitative_navigation_preserved.csv,lobs_02d20b4a05e9534249557426,cex_f978d6e4a1639ee32ef82e6f,sr_fa4a42ae9a806bc0244dd1b7,ttd_7cad3dbe76b75c0960166494,524383e031b42dc1d77e00504275115c3af53fdff1a7f7bce90665161cd70abd,police,MA,cba,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0034_sr_fa4a42ae9a806bc0244dd1b7.pdf#page=10,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0034_sr_fa4a42ae9a806bc0244dd1b7.pdf#page=10,navigation_only,ambiguous_exact_span_navigation,ambiguous_span,medium,provisional_unverified,complete_structured_provenance,causal,https://www.amherstma.gov/DocumentCenter/View/43641/2016-2019-Amherst-Police-Patrol-Contract-,2026-07-24,public_download,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0034_sr_fa4a42ae9a806bc0244dd1b7.pdf,,cola_or_cpi|step_or_seniority|rank_or_classification|across_the_board_raise|percentage_raise|market_or_comparability|parity_or_internal_equity|bargaining_or_settlement|implementation_timing|fiscal_constraint|non_base_compensation|reference_only|not_useful_for_attribute_analysis,evidence_existence_claim,true,compensation_evidence_final_qa_categorization_v1,multiple plausible spans remain; location aid only,navigation_only,v1,true,final_national_claim|final_wage_gap_claim|regression_claim|causal_effect_claim,navigation_only,false,false,false,false,false,none,,ambiguous_span,document-level,medium,evidence_existence_claim,bounded_span_resolution_or_new_source,medium
qualitative:lobs_02f1fb8ce0e04e63f8cc6fee,qualitative_navigation,docs/analysis/compensation_extraction/COMPENSATION-EVIDENCE-LIMITED-EXACT-SPAN-QUALITATIVE-PROMOTION-HARDENED-2026-07-25/ambiguous_unavailable_qualitative_navigation_preserved.csv,lobs_02f1fb8ce0e04e63f8cc6fee,cex_271b0edd356bda45209830dc,sr_e40272c95c4ed6bd8d731202,ttd_1bda66a7ea8ea10000fb4e8b,ec0628036cbe700bd0da13ae6d951f7f9b9e75cb755f8cc0c78c474d3346874b,police,ME,cba,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0369_sr_e40272c95c4ed6bd8d731202.pdf#page=3,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0369_sr_e40272c95c4ed6bd8d731202.pdf#page=3,navigation_only,ambiguous_exact_span_navigation,ambiguous_span,high,provisional_unverified,complete_structured_provenance,causal,https://content.civicplus.com/api/assets/15569d20-81c1-4524-a0b8-d8cf554935d1?cache=1800,2026-07-24,public_download,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0369_sr_e40272c95c4ed6bd8d731202.pdf,,cola_or_cpi|step_or_seniority|rank_or_classification|across_the_board_raise|percentage_raise|market_or_comparability|parity_or_internal_equity|bargaining_or_settlement|implementation_timing|fiscal_constraint|non_base_compensation|reference_only|not_useful_for_attribute_analysis,evidence_existence_claim,true,compensation_evidence_final_qa_categorization_v1,multiple plausible spans remain; location aid only,navigation_only,v1,true,final_national_claim|final_wage_gap_claim|regression_claim|causal_effect_claim,navigation_only,false,false,false,false,false,none,,ambiguous_span,document-level,medium,evidence_existence_claim,bounded_span_resolution_or_new_source,medium
qualitative:lobs_036ca274c0bac1fabb8a7892,qualitative_navigation,docs/analysis/compensation_extraction/COMPENSATION-EVIDENCE-LIMITED-EXACT-SPAN-QUALITATIVE-PROMOTION-HARDENED-2026-07-25/ambiguous_unavailable_qualitative_navigation_preserved.csv,lobs_036ca274c0bac1fabb8a7892,cex_843f43f826cb345797648bc1,sr_2fc57d8ca4e5e51a784a1ca7,ttd_c75a3526b2282d392c49bf15,1f2e572f44b5f4640b2f161f3c7ea7365c6bb9cade3a25ec12119ef42e65593d,non_safety,WI,cba,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0406_sr_2fc57d8ca4e5e51a784a1ca7.pdf#page=4,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0406_sr_2fc57d8ca4e5e51a784a1ca7.pdf#page=4,navigation_only,ambiguous_exact_span_navigation,ambiguous_span,medium,provisional_unverified,complete_structured_provenance,causal,https://www.ozaukeecounty.gov/ArchiveCenter/ViewFile/Item/407,2026-07-24,public_download,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0406_sr_2fc57d8ca4e5e51a784a1ca7.pdf,,cola_or_cpi|step_or_seniority|rank_or_classification|across_the_board_raise|percentage_raise|market_or_comparability|parity_or_internal_equity|bargaining_or_settlement|implementation_timing|fiscal_constraint|non_base_compensation|reference_only|not_useful_for_attribute_analysis,evidence_existence_claim,true,compensation_evidence_final_qa_categorization_v1,multiple plausible spans remain; location aid only,navigation_only,v1,true,final_national_claim|final_wage_gap_claim|regression_claim|causal_effect_claim,navigation_only,false,false,false,false,false,none,,ambiguous_span,document-level,medium,evidence_existence_claim,bounded_span_resolution_or_new_source,medium
qualitative:lobs_03b03a4d2b886c2eb42235cf,qualitative_navigation,docs/analysis/compensation_extraction/COMPENSATION-EVIDENCE-LIMITED-EXACT-SPAN-QUALITATIVE-PROMOTION-HARDENED-2026-07-25/ambiguous_unavailable_qualitative_navigation_preserved.csv,lobs_03b03a4d2b886c2eb42235cf,cex_4ebc78a3c8301dc8d3b4aab8,sr_18002a86c7a511615518c920,ttd_0f8e5abaeb147f2259af3cf7,3b2702b1f4c5142af0376f2125c654300fa3e7edfd2b1bf7754612584d25fdbc,police,FL,cba,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0137_sr_18002a86c7a511615518c920.pdf#page=18,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0137_sr_18002a86c7a511615518c920.pdf#page=18,navigation_only,ambiguous_exact_span_navigation,ambiguous_span,medium,provisional_unverified,complete_structured_provenance,causal,https://www.rivierabch.com/filestorage/57801/58165/58167/58202/58204/79151/PBA_Police_Officers_and_Sergeants_Bargaining_Agreement%2C_2022-2025.pdf,2026-07-24,public_download,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0137_sr_18002a86c7a511615518c920.pdf,,cola_or_cpi|step_or_seniority|rank_or_classification|across_the_board_raise|percentage_raise|market_or_comparability|parity_or_internal_equity|bargaining_or_settlement|implementation_timing|fiscal_constraint|non_base_compensation|reference_only|not_useful_for_attribute_analysis,evidence_existence_claim,true,compensation_evidence_final_qa_categorization_v1,multiple plausible spans remain; location aid only,navigation_only,v1,true,final_national_claim|final_wage_gap_claim|regression_claim|causal_effect_claim,navigation_only,false,false,false,false,false,none,,ambiguous_span,document-level,medium,evidence_existence_claim,bounded_span_resolution_or_new_source,medium
qualitative:lobs_042817f715d18a8175ba6b66,qualitative_navigation,docs/analysis/compensation_extraction/COMPENSATION-EVIDENCE-LIMITED-EXACT-SPAN-QUALITATIVE-PROMOTION-HARDENED-2026-07-25/ambiguous_unavailable_qualitative_navigation_preserved.csv,lobs_042817f715d18a8175ba6b66,cex_2fe3578629f55a22186b5d8a,sr_430fcbbab84061947a85f49c,ttd_cffb438c51e9f28d0eab5ccc,487fa477c4123a158297c60e95cc90890df4ae947c6c5b6d2e518ccb34e3c511,fire,RI,cba,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0064_sr_430fcbbab84061947a85f49c.pdf#page=9,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0064_sr_430fcbbab84061947a85f49c.pdf#page=9,navigation_only,ambiguous_exact_span_navigation,ambiguous_span,medium,provisional_unverified,complete_structured_provenance,causal,https://municipalfinance.ri.gov/sites/g/files/xkgbur546/files/2024-09/Warwick-Fire-Local-2748-CBA-Exp-06-30-25.pdf,2026-07-24,public_download,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0064_sr_430fcbbab84061947a85f49c.pdf,,cola_or_cpi|step_or_seniority|rank_or_classification|across_the_board_raise|percentage_raise|market_or_comparability|parity_or_internal_equity|bargaining_or_settlement|implementation_timing|fiscal_constraint|non_base_compensation|reference_only|not_useful_for_attribute_analysis,evidence_existence_claim,true,compensation_evidence_final_qa_categorization_v1,multiple plausible spans remain; location aid only,navigation_only,v1,true,final_national_claim|final_wage_gap_claim|regression_claim|causal_effect_claim,navigation_only,false,false,false,false,false,none,,ambiguous_span,document-level,medium,evidence_existence_claim,bounded_span_resolution_or_new_source,medium
qualitative:lobs_04b3ffa64f822257031b0416,qualitative_navigation,docs/analysis/compensation_extraction/COMPENSATION-EVIDENCE-LIMITED-EXACT-SPAN-QUALITATIVE-PROMOTION-HARDENED-2026-07-25/ambiguous_unavailable_qualitative_navigation_preserved.csv,lobs_04b3ffa64f822257031b0416,cex_20f3408084c077bae95cece2,sr_840cd0d92fa6dcbf08cbcbe7,ttd_08360527300bb847307941b2,ba793024ec0e44d74f24f8583e409d5e45870beee13a38b82373470359039bf5,non_safety,FL,cba,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0420_sr_840cd0d92fa6dcbf08cbcbe7.pdf#page=5,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0420_sr_840cd0d92fa6dcbf08cbcbe7.pdf#page=5,navigation_only,ambiguous_exact_span_navigation,ambiguous_span,low,needs_review,complete_structured_provenance,causal,https://psl.legistar.com/View.ashx?GUID=6E73107D-BCAE-4EC5-BF13-CE8307FD0603&ID=9790136&M=F,2026-07-24,public_download,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0420_sr_840cd0d92fa6dcbf08cbcbe7.pdf,,cola_or_cpi|step_or_seniority|rank_or_classification|across_the_board_raise|percentage_raise|market_or_comparability|parity_or_internal_equity|bargaining_or_settlement|implementation_timing|fiscal_constraint|non_base_compensation|reference_only|not_useful_for_attribute_analysis,evidence_existence_claim,true,compensation_evidence_final_qa_categorization_v1,multiple plausible spans remain; location aid only,navigation_only,v1,true,final_national_claim|final_wage_gap_claim|regression_claim|causal_effect_claim,navigation_only,false,false,false,false,false,none,,ambiguous_span,document-level,medium,evidence_existence_claim,bounded_span_resolution_or_new_source,medium
qualitative:lobs_0568b757c63dfc0f3879125a,qualitative_navigation,docs/analysis/compensation_extraction/COMPENSATION-EVIDENCE-LIMITED-EXACT-SPAN-QUALITATIVE-PROMOTION-HARDENED-2026-07-25/ambiguous_unavailable_qualitative_navigation_preserved.csv,lobs_0568b757c63dfc0f3879125a,cex1000_69c088d9c1d8d1188650aac5,sr_71a1aac70754ec4988359577,ttd_c9520d0df814307d843800a2,28e3924c79c6d770ba41931648518396d29d42eca0747b913333ee52d8f79cd0,non_safety,OH,cba,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0194_sr_71a1aac70754ec4988359577.pdf#page=16,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0194_sr_71a1aac70754ec4988359577.pdf#page=16,navigation_only,ambiguous_exact_span_navigation,ambiguous_span,medium,provisional_unverified,complete_structured_provenance,causal,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-03-0236.pdf,2026-07-24,public_download,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0194_sr_71a1aac70754ec4988359577.pdf,,cola_or_cpi|step_or_seniority|rank_or_classification|across_the_board_raise|percentage_raise|market_or_comparability|parity_or_internal_equity|bargaining_or_settlement|implementation_timing|fiscal_constraint|non_base_compensation|reference_only|not_useful_for_attribute_analysis,evidence_existence_claim,true,compensation_evidence_final_qa_categorization_v1,multiple plausible spans remain; location aid only,navigation_only,v1,true,final_national_claim|final_wage_gap_claim|regression_claim|causal_effect_claim,navigation_only,false,false,false,false,false,none,,ambiguous_span,document-level,medium,evidence_existence_claim,bounded_span_resolution_or_new_source,medium
