candidate_id,lane_id,priority_tier,quality_label,source_url_or_locator,source_title,municipality,state,unit_type,occupation_group,bargaining_unit_name,contract_or_document_period,inferred_cycle_start,inferred_cycle_end,source_family,target_mechanism_family,same_city_match_status,overlapping_cycle_status,verification_status,verification_reason,verification_timestamp,candidate_only_lineage_status,retained_source_id,source_review_download_status,download_status,http_status,content_type_hint,file_extension,file_size_bytes,file_sha256,local_retained_path,duplicate_file_group_id,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,source_review_timestamp,notes
TS4L-0598ecac2f25d6416ba6,lane_1,tier_a,verification_ready_high,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2024/24-CON-02-0442.pdf,Collective Bargaining Agreement — Bucyrus City School District (BUCYRUS ORGANIZATION OF SUPPORT STAFF) 2024-2025 WAGE RATE SCHEDULES,Bucyrus,OH,non_safety_comparator,"School district support staff (e.g., aides, bus drivers, custodial/cafeteria categories as indicated by wage schedule headings in snippet)",Bucyrus Organization of Support Staff (as referenced in document title),2024-2025 (school district agreement),2024-01-01,2025-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same-city (Bucyrus) inferred from document title,"partial overlap with expected period (covers 2024-2025, not 2026)",verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:04Z,verified_source_lead_not_downloaded,RS429-b5746b6861227d32994b,retained_downloaded_source,downloaded_retained,200,application/pdf,.pdf,583743,93a09c3d2adeccbb07d31a08ecbdc95b6d87cfb49aa7cf0ebc08717a162c867d,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-b5746b6861227d32994b.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:02Z,"bounded_get_completed_supported_content; attempts=1; elapsed_seconds=0.448; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR."
TS4L-094708a83d131ff8adf8,lane_1,tier_a,verification_ready_high,https://files.pseofwa.org/onlinecontracts/Ephrata%20CBA.pdf,COLLECTIVE BARGAINING AGREEMENT BETWEEN (Ephrata PSE / Ephrata School District #165) — PDF,Ephrata,PA,non_safety_comparator,School district support staff (classified/paraprofessional-related bargaining unit implied by PSE/Ephrata School District pairing),Ephrata PSE / Ephrata School District #165 (as named in source title/snippet),2023-2027 (document snippet indicates successor coverage including 2027; targeted timeframe intersects 2023-2027),2023-01-01,2027-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"same_city_match_found (Ephrata, PA)","overlaps_expected_period_uncertain (source indicates multi-year coverage including 2027, but exact start/end dates not extracted here)",verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:04Z,verified_source_lead_not_downloaded,RS429-23604e91ded43eaad9c1,retained_downloaded_source,downloaded_retained,200,application/pdf,.pdf,916495,e1d46ee253498cb89f7ef0b91b79cbc21f875142139f95d84dd752063795995f,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-23604e91ded43eaad9c1.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:02Z,"bounded_get_completed_supported_content; attempts=1; elapsed_seconds=1.170; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR."
TS4L-0f6866242602749c909b,lane_1,tier_a,verification_ready_high,https://www.fallrivereducators.org/uploads/1/3/2/5/132515094/frea_unit_c_2017-20.pdf,FREA Unit C Agreement (2017–2020) — Fall River Educators Association,Fall River,MA,non_safety_comparator,Teachers / education bargaining unit (Unit C),Fall River Educators Association — Unit C,2017-20,2017,2020,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_city=True (Fall River),unknown_overlap_cycle,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:04Z,verified_source_lead_not_downloaded,RS429-5140910d25ffa73549f5,retained_downloaded_source,downloaded_retained,200,application/pdf,.pdf,228498,a71ca11111d9cb785251a6b7d9acae06bb300487b36d97924278f343b90e27e7,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-5140910d25ffa73549f5.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:02Z,"bounded_get_completed_supported_content; attempts=1; elapsed_seconds=0.268; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR."
TS4L-0f8872dd903f807cd4a3,lane_1,tier_a,verification_ready_high,https://core-docs.s3.amazonaws.com/documents/asset/uploaded_file/3220/BCSD/2847216/CSEA_Sides___Monitors_Contract_2022-2025.pdf,CSEA Sides & Monitors Contract — 2022-2025 (Binghamton City School District),Binghamton,NY,non_safety_comparator,Non-teaching school district aides/monitors (CSEA Unit 6157-02),CSEA Unit 6157-02 (Aides and Monitors; listed titles include aides/monitors and related roles),"July 1, 2022 - June 30, 2025 (as labeled in document metadata/snippet context)",2022-07-01,2024-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,Likely same-city (Binghamton City School District),Overlaps expected period (covers 2022-2024),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:04Z,verified_source_lead_not_downloaded,RS429-5c8283f8962e745d3d52,retained_downloaded_source,downloaded_retained,200,application/pdf,.pdf,10106943,7b15c8cf306c4d15d453334d80b8a71c09189652557d865735338aad33f18b58,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-5c8283f8962e745d3d52.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:02Z,"bounded_get_completed_supported_content; attempts=1; elapsed_seconds=0.813; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR."
TS4L-0ffd423d1376a86041e9,lane_1,tier_a,verification_ready_high,https://seiu73.org/wp-content/uploads/2021/08/Lake-in-the-Hills-Public-Works-Jan-1-2018-Dec-31-2022.pdf,"Agreement by and between the Village of Lake in the Hills and SEIU Local 73 (Public Works) (Jan 1, 2018 – Dec 31, 2022) [PDF]",Lake in the Hills,IL,non_safety_comparator,Public Works (laborers/utilities/water operations) – SEIU Local 73 bargaining unit,"S.E.I.U., Local 73 (Public Works employees bargaining unit)","January 1, 2018 – December 31, 2022",2018-01-01,2022-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_city_match,overlaps_2020-2023,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:04Z,verified_source_lead_not_downloaded,RS429-bd959d6f7902a64eede8,retained_downloaded_source,downloaded_retained,200,application/pdf,.pdf,5506793,7afdae0cfce96ac2c9f5a5483042bdb604bd0d78fcae6232fb602f45a605eb5c,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-bd959d6f7902a64eede8.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:02Z,"bounded_get_completed_supported_content; attempts=1; elapsed_seconds=0.317; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR."
TS4L-1171084bf3acbe24f755,lane_1,tier_a,verification_ready_high,https://www.orangecityfl.gov/files/teamsters-contract.pdf,"COLLECTIVE BARGAINING AGREEMENT (Orange City) — Teamsters contract (Fiscal Years 2023/24, 2024/25, 2025/26)",Orange City,FL,non_safety_comparator,Non-safety (bargaining unit referenced as “Teamsters”),Teamsters (Orange City bargaining unit),"Fiscal Years 2023/24, 2024/25, 2025/26",2023-10-01,2026-09-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"same-city (Orange City, FL)",overlaps expected fiscal years (2023/24–2025/26),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:04Z,verified_source_lead_not_downloaded,RS429-67fb23baabac726cc643,retained_downloaded_source,downloaded_retained,200,application/pdf,.pdf,1566004,e083d7f66b5df690e850a4d901d76b58817373bb62ee1e2a151da69f62cfbdbc,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-67fb23baabac726cc643.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:02Z,"bounded_get_completed_supported_content; attempts=1; elapsed_seconds=0.518; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR."
TS4L-1a0e5b3c433cce724c7f,lane_1,tier_a,verification_ready_high,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-03-0176.pdf,"Collective Bargaining Agreement (City of Middletown, Ohio) — SERB contract PDF 19-MED-03-0176",Middletown,OH,non_safety_comparator,Municipal employees (bargaining unit terms not extracted; source indicates City of Middletown CBA/MOA),Not extracted (City of Middletown bargaining unit; contract parties shown in PDF),"July 1, 2019 – June 30, 2022",2019-11-01,2021-10-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"Exact municipality match (Middletown, OH) based on source title/snippet","Overlaps expected period (Nov 1, 2018 – Oct 31, 2021) from part of 2019–2021",verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:08Z,verified_source_lead_not_downloaded,RS429-ac99fe85a7e656da3337,retained_downloaded_source,downloaded_retained,200,application/pdf,.pdf,815001,5215019f9f8da777def782b4afd5bc74ea97aed159bea05304d4683d3c457933,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-ac99fe85a7e656da3337.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:02Z,"bounded_get_completed_supported_content; attempts=1; elapsed_seconds=0.450; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR."
TS4L-1a77530f2029d1a726f5,lane_1,tier_a,verification_ready_high,https://core-docs.s3.amazonaws.com/documents/asset/uploaded_file/3220/BCSD/4146016/CSEA_Non_Teaching_contract_2023-2026_signed_ready_fro_print.pdf,"CSEA Non-Teaching Unit 6157 Agreement (signed) — July 1, 2023 to June 30, 2026 (Binghamton City School District)",Binghamton,NY,non_safety_comparator,Non-teaching school district employees (CSEA Local 1000; Unit 6157),"CSEA, LOCAL 1000 AFSCME, AFL-CIO — Non-Teaching Unit 6157 (Broome County Educational Local 866)","July 1, 2023 - June 30, 2026",2023-07-01,2024-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,Likely same-city (Binghamton City School District),Overlaps expected period (covers 2023-2024),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:08Z,verified_source_lead_not_downloaded,RS429-c6b3e750aec1ce3b3f3a,retained_downloaded_source,downloaded_retained,200,application/pdf,.pdf,567367,f494ac7648ab77ac38d3f9293c986ef91cb073fbdf5ace1fdf71c5aeb836c4f5,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-c6b3e750aec1ce3b3f3a.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:02Z,"bounded_get_completed_supported_content; attempts=1; elapsed_seconds=0.399; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR."
TS4L-1d4b842141e9480b0583,lane_1,tier_a,verification_ready_high,https://profiles.doe.mass.edu/statereport/educatorcontractsdownload.aspx?orgcode=01680000&type=T,Massachusetts DESE Educator Contracts download (Newton Unit A – 2015–2018),Newton,MA,non_safety_comparator,Teachers (Unit A) (inferred from type=T / Unit A label),"Newton School Committee / Newton Teachers Association (NTA), Unit A","September 1, 2015 – August 31, 2018",2015,2018,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same-city_expected,covers_expected_period_2015_2018,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:30:59Z,verified_source_lead_not_downloaded,RS429-f8cfd134c8273e95ec28,retained_downloaded_source,downloaded_retained,200,application/pdf,.pdf,547177,c5969261926f945d1ae513e2d4d8e76f0b7bd76970650c7ff0cd61ee36fc6706,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-f8cfd134c8273e95ec28.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:02Z,"bounded_get_completed_supported_content; attempts=1; elapsed_seconds=0.410; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR."
TS4L-22335d48391953a324b5,lane_1,tier_a,verification_ready_high,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-01-0071.pdf,"Collective Bargaining Agreement (City of Oxford, OH; SERB-hosted; agreement states effective Jan 1, 2021 after three (3) year contract effective date language)",Oxford,OH,non_safety_comparator,Police-related bargaining unit (exact role categories not confirmed from snippet),Oxford (non-specified in snippet; SERB PDF title/context indicates City of Oxford bargaining agreement),"three (3) year contract effective January 1, 2021 (end date not confirmed from snippet)",2021-01-01,,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_city,overlaps_part_of_expected_period,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:05Z,verified_source_lead_not_downloaded,RS429-64c5272734c785fef27b,retained_downloaded_source,downloaded_retained,200,application/pdf,.pdf,3542175,be0f63a4a25aa6ced8592f524b89d6d77812756218b5666596e10534e970824f,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-64c5272734c785fef27b.pdf,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T01:46:02Z,"bounded_get_completed_supported_content; attempts=1; elapsed_seconds=0.154; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR."
