hex_cell_id,geography_panel,mechanism_tag,side,implementation_event_count,projected_hex_center_x,projected_hex_center_y,centroid_latitude,centroid_longitude
CONUS50-+00004-+00025,lower_48,inflation_indexing,police,2,300000.0,2338268.59,43.844464,-92.182851
CONUS50-+00004-+00025,lower_48,inflation_indexing,remains_unclear,1,300000.0,2338268.59,44.065198,-92.747168
CONUS50-+00006-+00026,lower_48,inflation_indexing,remains_unclear,1,450000.0,2511473.671,45.478961,-89.711773
CONUS50-+00007-+00020,lower_48,inflation_indexing,fire,3,525000.0,2035159.699,41.239087,-89.92566
CONUS50-+00008-+00021,lower_48,inflation_indexing,police,1,600000.0,2165063.509,42.247128,-89.226813
CONUS50-+00008-+00022,lower_48,inflation_indexing,police,2,600000.0,2251666.05,42.972663,-88.787067
CONUS50-+00009-+00018,lower_48,inflation_indexing,police,1,675000.0,1948557.159,40.07912,-88.149947
CONUS50-+00009-+00020,lower_48,inflation_indexing,police,1,675000.0,2121762.239,41.504881,-88.124765
CONUS50-+00009-+00022,lower_48,inflation_indexing,police,2,675000.0,2294967.32,43.126142,-87.927195
CONUS50-+00011-+00022,lower_48,inflation_indexing,police,1,825000.0,2381569.86,44.02575,-85.618955
CONUS50-+00012-+00019,lower_48,inflation_indexing,remains_unclear,1,900000.0,2165063.509,41.857656,-84.772023
CONUS50-+00012-+00021,lower_48,inflation_indexing,fire,2,900000.0,2338268.59,43.158267,-84.53911
CONUS50-+00013-+00015,lower_48,inflation_indexing,remains_unclear,2,975000.0,1861954.618,39.523235,-84.761349
CONUS50-+00013-+00020,lower_48,inflation_indexing,remains_unclear,1,975000.0,2294967.32,42.905545,-83.87985
CONUS50-+00014-+00014,lower_48,inflation_indexing,remains_unclear,1,1050000.0,1818653.348,38.980999,-83.337154
CONUS50-+00014-+00017,lower_48,inflation_indexing,police,1,1050000.0,2078460.969,41.02912,-83.58485
CONUS50-+00015-+00016,lower_48,inflation_indexing,police,1,1125000.0,2035159.699,40.427745,-82.230656
CONUS50-+00015-+00016,lower_48,inflation_indexing,remains_unclear,1,1125000.0,2035159.699,40.427745,-82.230656
CONUS50-+00016-+00014,lower_48,inflation_indexing,police,2,1200000.0,1905255.888,38.993414,-81.815318
CONUS50-+00018-+00015,lower_48,inflation_indexing,police,1,1350000.0,2078460.969,40.750962,-79.814959
CONUS50-+00023-+00012,lower_48,inflation_indexing,remains_unclear,1,1725000.0,2035159.699,39.73496,-76.042654
CONUS50-+00023-+00014,lower_48,inflation_indexing,remains_unclear,1,1725000.0,2208364.78,40.929261,-75.061796
CONUS50--00025-+00046,lower_48,inflation_indexing,police,1,-1875000.0,2901185.103,46.554429,-120.492073
