hex_cell_id,geography_panel,mechanism_tag,side,implementation_event_count,projected_hex_center_x,projected_hex_center_y,centroid_latitude,centroid_longitude
CONUS50-+00000-+00023,lower_48,benefit_cost_change,remains_unclear,2,0.0,1991858.429,40.916421,-95.927428
CONUS50-+00000-+00028,lower_48,benefit_cost_change,remains_unclear,2,0.0,2424871.131,44.464282,-96.251729
CONUS50-+00002-+00027,lower_48,benefit_cost_change,fire,1,150000.0,2424871.131,45.008633,-93.662369
CONUS50-+00002-+00028,lower_48,benefit_cost_change,police,1,150000.0,2511473.671,45.758035,-93.651565
CONUS50-+00002-+00029,lower_48,benefit_cost_change,non_safety,1,150000.0,2598076.211,46.493267,-93.94569
CONUS50-+00002-+00029,lower_48,benefit_cost_change,police,1,150000.0,2598076.211,46.278894,-94.240856
CONUS50-+00002-+00030,lower_48,benefit_cost_change,remains_unclear,1,150000.0,2684678.752,47.388991,-93.749341
CONUS50-+00003-+00025,lower_48,benefit_cost_change,remains_unclear,1,225000.0,2294967.32,43.89298,-93.11009
CONUS50-+00004-+00029,lower_48,benefit_cost_change,fire,1,300000.0,2684678.752,46.931829,-92.36386
CONUS50-+00005-+00022,lower_48,benefit_cost_change,remains_unclear,1,375000.0,2121762.239,42.064233,-91.799285
CONUS50-+00006-+00023,lower_48,benefit_cost_change,remains_unclear,1,450000.0,2251666.05,42.998424,-89.992575
CONUS50-+00006-+00025,lower_48,benefit_cost_change,police,1,450000.0,2424871.131,44.911327,-90.315729
CONUS50-+00006-+00025,lower_48,benefit_cost_change,side_independent,1,450000.0,2424871.131,44.594933,-89.769656
CONUS50-+00007-+00022,lower_48,benefit_cost_change,remains_unclear,1,525000.0,2208364.78,42.744662,-89.590257
CONUS50-+00008-+00021,lower_48,benefit_cost_change,fire,1,600000.0,2165063.509,42.523506,-89.01766
CONUS50-+00008-+00022,lower_48,benefit_cost_change,remains_unclear,1,600000.0,2251666.05,43.15135,-88.931359
CONUS50-+00009-+00018,lower_48,benefit_cost_change,remains_unclear,1,675000.0,1948557.159,40.466831,-88.379205
CONUS50-+00009-+00020,lower_48,benefit_cost_change,police,2,675000.0,2121762.239,41.894875,-87.819064
CONUS50-+00009-+00023,lower_48,benefit_cost_change,remains_unclear,1,675000.0,2381569.86,44.068148,-87.885813
CONUS50-+00011-+00023,lower_48,benefit_cost_change,fire,1,825000.0,2468172.401,44.466912,-85.276472
CONUS50-+00012-+00019,lower_48,benefit_cost_change,police,1,900000.0,2165063.509,41.798252,-85.418795
CONUS50-+00013-+00015,lower_48,benefit_cost_change,fire,1,975000.0,1861954.618,39.536324,-84.425675
CONUS50-+00013-+00016,lower_48,benefit_cost_change,police,1,975000.0,1948557.159,39.873578,-84.642443
CONUS50-+00013-+00019,lower_48,benefit_cost_change,police,1,975000.0,2208364.78,42.117881,-83.841486
CONUS50-+00013-+00019,lower_48,benefit_cost_change,remains_unclear,1,975000.0,2208364.78,42.529705,-83.784545
CONUS50-+00014-+00016,lower_48,benefit_cost_change,police,2,1050000.0,1991858.429,40.286476,-83.074864
CONUS50-+00014-+00016,lower_48,benefit_cost_change,side_independent,2,1050000.0,1991858.429,40.286476,-83.074864
CONUS50-+00014-+00018,lower_48,benefit_cost_change,police,1,1050000.0,2165063.509,41.48348,-83.016313
CONUS50-+00014-+00019,lower_48,benefit_cost_change,non_safety,1,1050000.0,2251666.05,42.577893,-83.274466
CONUS50-+00014-+00019,lower_48,benefit_cost_change,police,1,1050000.0,2251666.05,42.577893,-83.274466
CONUS50-+00016-+00016,lower_48,benefit_cost_change,fire,2,1200000.0,2078460.969,41.085038,-81.632306
CONUS50-+00016-+00016,lower_48,benefit_cost_change,police,1,1200000.0,2078460.969,41.085038,-81.632306
CONUS50-+00016-+00016,lower_48,benefit_cost_change,remains_unclear,2,1200000.0,2078460.969,41.085038,-81.632306
CONUS50-+00016-+00017,lower_48,benefit_cost_change,remains_unclear,1,1200000.0,2165063.509,41.281952,-81.222399
CONUS50-+00017-+00008,lower_48,benefit_cost_change,police,1,1275000.0,1428941.916,35.208808,-82.2379
CONUS50-+00017-+00016,lower_48,benefit_cost_change,fire,1,1275000.0,2121762.239,41.23828,-80.751872
CONUS50-+00017-+00016,lower_48,benefit_cost_change,police,2,1275000.0,2121762.239,41.158121,-80.564651
CONUS50-+00018-+00015,lower_48,benefit_cost_change,fire,1,1350000.0,2078460.969,40.514782,-79.601134
CONUS50-+00018-+00016,lower_48,benefit_cost_change,side_independent,2,1350000.0,2165063.509,41.241764,-79.675321
CONUS50-+00018-+00018,lower_48,benefit_cost_change,remains_unclear,1,1350000.0,2338268.59,43.184149,-78.951416
CONUS50-+00021-+00015,lower_48,benefit_cost_change,remains_unclear,1,1575000.0,2208364.78,41.493122,-76.548038
CONUS50-+00022-+00013,lower_48,benefit_cost_change,police,2,1650000.0,2078460.969,40.155407,-76.28109
CONUS50-+00022-+00013,lower_48,benefit_cost_change,side_independent,1,1650000.0,2078460.969,40.064424,-76.795847
CONUS50-+00023-+00007,lower_48,benefit_cost_change,remains_unclear,1,1725000.0,1602146.997,35.858537,-76.748202
CONUS50-+00023-+00013,lower_48,benefit_cost_change,non_safety,1,1725000.0,2121762.239,40.594532,-75.026566
CONUS50-+00023-+00016,lower_48,benefit_cost_change,side_independent,1,1725000.0,2381569.86,42.504012,-74.293643
CONUS50-+00024-+00011,lower_48,benefit_cost_change,remains_unclear,1,1800000.0,1991858.429,39.093265,-74.838922
CONUS50-+00024-+00013,lower_48,benefit_cost_change,remains_unclear,1,1800000.0,2165063.509,40.88841,-74.651497
