hex_cell_id,geography_panel,mechanism_tag,side,implementation_event_count,projected_hex_center_x,projected_hex_center_y,centroid_latitude,centroid_longitude
CONUS50-+00002-+00024,lower_48,market_recruitment_retention,remains_unclear,1,150000.0,2165063.509,42.361634,-94.295473
CONUS50-+00003-+00007,lower_48,market_recruitment_retention,police,1,225000.0,736121.593,29.960768,-93.96179
CONUS50-+00003-+00028,lower_48,market_recruitment_retention,remains_unclear,1,225000.0,2554774.941,46.013033,-92.912722
CONUS50-+00004-+00027,lower_48,market_recruitment_retention,remains_unclear,1,300000.0,2511473.671,45.854873,-92.103809
CONUS50-+00007-+00022,lower_48,market_recruitment_retention,remains_unclear,1,525000.0,2208364.78,42.367113,-89.310304
CONUS50-+00009-+00020,lower_48,comparability_parity,safety_combined,1,675000.0,2121762.239,42.029901,-87.977329
CONUS50-+00009-+00020,lower_48,market_recruitment_retention,police,1,675000.0,2121762.239,41.598592,-87.850406
CONUS50-+00011-+00020,lower_48,market_recruitment_retention,non_safety,1,825000.0,2208364.78,42.283403,-86.27851
CONUS50-+00011-+00020,lower_48,vacancy_pressure,non_safety,1,825000.0,2208364.78,42.557754,-85.833845
CONUS50-+00011-+00023,lower_48,market_recruitment_retention,remains_unclear,1,825000.0,2468172.401,44.812606,-86.059268
CONUS50-+00011-+00023,lower_48,vacancy_pressure,police,1,825000.0,2468172.401,44.466912,-85.276472
CONUS50-+00012-+00025,lower_48,market_recruitment_retention,non_safety,2,900000.0,2684678.752,46.276096,-84.176734
CONUS50-+00013-+00015,lower_48,vacancy_pressure,remains_unclear,1,975000.0,1861954.618,39.317319,-84.19657
CONUS50-+00013-+00019,lower_48,market_recruitment_retention,police,3,975000.0,2208364.78,42.559684,-84.30901
CONUS50-+00013-+00019,lower_48,vacancy_pressure,side_independent,1,975000.0,2208364.78,42.448652,-84.175751
CONUS50-+00014-+00019,lower_48,vacancy_pressure,fire,1,1050000.0,2251666.05,42.577893,-83.274466
CONUS50-+00015-+00014,lower_48,market_recruitment_retention,police,1,1125000.0,1861954.618,39.226404,-83.269727
CONUS50-+00015-+00016,lower_48,vacancy_pressure,remains_unclear,1,1125000.0,2035159.699,40.771407,-82.410251
CONUS50-+00015-+00017,lower_48,market_recruitment_retention,police,1,1125000.0,2121762.239,41.372778,-82.108009
CONUS50-+00015-+00017,lower_48,market_recruitment_retention,safety_combined,1,1125000.0,2121762.239,41.372778,-82.108009
CONUS50-+00016-+00016,lower_48,market_recruitment_retention,remains_unclear,1,1200000.0,2078460.969,41.219153,-81.854979
CONUS50-+00018-+00008,lower_48,market_recruitment_retention,police,1,1350000.0,1472243.186,35.110304,-80.66012
CONUS50-+00018-+00014,lower_48,market_recruitment_retention,police,1,1350000.0,1991858.429,39.976979,-79.850255
CONUS50-+00019-+00017,lower_48,vacancy_pressure,non_safety,1,1425000.0,2294967.32,42.723357,-78.834804
CONUS50-+00019-+00018,lower_48,market_recruitment_retention,remains_unclear,1,1425000.0,2381569.86,43.335736,-78.548106
CONUS50-+00020-+00006,lower_48,market_recruitment_retention,remains_unclear,1,1500000.0,1385640.646,34.676625,-79.193397
CONUS50-+00020-+00007,lower_48,market_recruitment_retention,remains_unclear,1,1500000.0,1472243.186,34.806148,-79.181112
CONUS50-+00020-+00018,lower_48,market_recruitment_retention,remains_unclear,1,1500000.0,2424871.131,43.245527,-77.315958
CONUS50-+00021-+00008,lower_48,market_recruitment_retention,police,1,1575000.0,1602146.997,36.32604,-78.414923
CONUS50-+00021-+00014,lower_48,market_recruitment_retention,remains_unclear,1,1575000.0,2121762.239,40.460408,-76.835341
CONUS50-+00021-+00016,lower_48,market_recruitment_retention,remains_unclear,2,1575000.0,2294967.32,42.13849,-76.913756
CONUS50-+00023-+00016,lower_48,market_recruitment_retention,remains_unclear,1,1725000.0,2381569.86,42.621162,-74.312553
CONUS50-+00024-+00013,lower_48,comparability_parity,safety_combined,1,1800000.0,2165063.509,40.76804,-74.235692
CONUS50-+00024-+00015,lower_48,comparability_parity,police,1,1800000.0,2338268.59,42.055483,-74.165388
CONUS50-+00024-+00015,lower_48,comparability_parity,remains_unclear,1,1800000.0,2338268.59,42.092591,-73.98811
CONUS50-+00024-+00015,lower_48,market_recruitment_retention,non_safety,1,1800000.0,2338268.59,42.394382,-73.703768
CONUS50-+00024-+00015,lower_48,market_recruitment_retention,remains_unclear,3,1800000.0,2338268.59,42.10365,-73.359887
CONUS50-+00025-+00015,lower_48,market_recruitment_retention,remains_unclear,1,1875000.0,2381569.86,42.314078,-72.777977
CONUS50-+00026-+00015,lower_48,market_recruitment_retention,fire,2,1950000.0,2424871.131,42.323342,-71.646236
CONUS50--00001-+00019,lower_48,market_recruitment_retention,side_independent,1,-75000.0,1602146.997,37.821624,-96.862203
CONUS50--00001-+00026,lower_48,market_recruitment_retention,police,2,-75000.0,2208364.78,43.116535,-96.959477
CONUS50--00002-+00008,lower_48,market_recruitment_retention,non_safety,1,-150000.0,606217.783,28.405244,-97.748931
CONUS50--00003-+00006,lower_48,market_recruitment_retention,safety_combined,1,-225000.0,389711.432,26.231926,-98.381638
CONUS50--00003-+00010,lower_48,vacancy_pressure,mixed,1,-225000.0,736121.593,29.490225,-98.549138
CONUS50--00010-+00027,lower_48,market_recruitment_retention,remains_unclear,1,-750000.0,1905255.888,39.46249,-104.870584
CONUS50--00014-+00030,lower_48,comparability_parity,side_independent,1,-1050000.0,1991858.429,40.239861,-109.006795
CONUS50--00028-+00045,lower_48,market_recruitment_retention,remains_unclear,1,-2100000.0,2684678.752,44.382845,-123.109487
