hex_cell_id,geography_panel,mechanism_tag,side,implementation_event_count,projected_hex_center_x,projected_hex_center_y,centroid_latitude,centroid_longitude
ALASKA_INSET-cog_2025_122702,alaska_inset,step_progression,side_independent,1,675000.0,2554774.941,61.573919,-159.246921
CONUS50-+00000-+00009,lower_48,step_progression,police,1,0.0,779422.863,30.386399,-96.090734
CONUS50-+00002-+00027,lower_48,step_progression,police,2,150000.0,2424871.131,44.583491,-93.710869
CONUS50-+00002-+00027,lower_48,step_progression,remains_unclear,1,150000.0,2424871.131,44.888916,-93.894539
CONUS50-+00002-+00029,lower_48,step_progression,non_safety,1,150000.0,2598076.211,46.493267,-93.94569
CONUS50-+00002-+00029,lower_48,step_progression,remains_unclear,3,150000.0,2598076.211,46.588091,-94.287969
CONUS50-+00003-+00020,lower_48,step_progression,police,1,225000.0,1861954.618,39.717518,-92.947351
CONUS50-+00003-+00020,lower_48,step_progression,remains_unclear,1,225000.0,1861954.618,39.717518,-92.947351
CONUS50-+00003-+00025,lower_48,step_progression,side_independent,1,225000.0,2294967.32,43.672098,-92.977863
CONUS50-+00007-+00021,lower_48,step_progression,remains_unclear,1,525000.0,2121762.239,42.012703,-89.335773
CONUS50-+00009-+00020,lower_48,step_progression,non_safety,1,675000.0,2121762.239,41.767773,-87.772556
CONUS50-+00009-+00020,lower_48,step_progression,police,1,675000.0,2121762.239,41.598592,-87.850406
CONUS50-+00009-+00020,lower_48,step_progression,remains_unclear,1,675000.0,2121762.239,41.539107,-87.685704
CONUS50-+00009-+00025,lower_48,step_progression,remains_unclear,1,675000.0,2554774.941,45.72162,-87.935805
CONUS50-+00012-+00016,lower_48,step_progression,fire,1,900000.0,1905255.888,39.910652,-85.745385
CONUS50-+00013-+00015,lower_48,step_progression,police,1,975000.0,1861954.618,39.317319,-84.19657
CONUS50-+00013-+00016,lower_48,step_progression,police,1,975000.0,1948557.159,39.720221,-84.173325
CONUS50-+00013-+00017,lower_48,step_progression,fire,1,975000.0,2035159.699,40.585726,-84.736957
CONUS50-+00013-+00017,lower_48,step_progression,police,2,975000.0,2035159.699,40.48269,-84.631441
CONUS50-+00013-+00020,lower_48,step_progression,police,1,975000.0,2294967.32,43.004631,-83.869744
CONUS50-+00014-+00014,lower_48,step_progression,police,1,1050000.0,1818653.348,38.980999,-83.337154
CONUS50-+00014-+00014,lower_48,step_progression,side_independent,1,1050000.0,1818653.348,38.980999,-83.337154
CONUS50-+00014-+00018,lower_48,step_progression,fire,1,1050000.0,2165063.509,41.691566,-83.401339
CONUS50-+00014-+00018,lower_48,step_progression,police,3,1050000.0,2165063.509,42.129896,-83.15077
CONUS50-+00014-+00018,lower_48,step_progression,side_independent,1,1050000.0,2165063.509,41.691566,-83.401339
CONUS50-+00014-+00019,lower_48,step_progression,fire,1,1050000.0,2251666.05,42.577893,-83.274466
CONUS50-+00015-+00009,lower_48,step_progression,remains_unclear,1,1125000.0,1428941.916,35.179422,-83.380691
CONUS50-+00015-+00015,lower_48,step_progression,non_safety,1,1125000.0,1948557.159,39.857337,-82.891442
CONUS50-+00015-+00015,lower_48,step_progression,police,1,1125000.0,1948557.159,39.636262,-82.923449
CONUS50-+00015-+00016,lower_48,step_progression,police,1,1125000.0,2035159.699,40.704075,-82.057667
CONUS50-+00015-+00017,lower_48,step_progression,fire,1,1125000.0,2121762.239,41.108739,-82.574938
