hex_cell_id,geography_panel,mechanism_tag,side,implementation_event_count,projected_hex_center_x,projected_hex_center_y,centroid_latitude,centroid_longitude
CONUS50-+00000-+00026,lower_48,non_base_compensation_other,police,1,0.0,2251666.05,43.418215,-95.53666
CONUS50-+00000-+00027,lower_48,non_base_compensation_other,police,1,0.0,2338268.59,44.234778,-96.239679
CONUS50-+00000-+00028,lower_48,non_base_compensation_other,remains_unclear,1,0.0,2424871.131,44.449061,-95.789201
CONUS50-+00000-+00029,lower_48,non_base_compensation_other,remains_unclear,1,0.0,2511473.671,45.315182,-95.60537
CONUS50-+00000-+00031,lower_48,non_base_compensation_other,police,2,0.0,2684678.752,46.857795,-95.859862
CONUS50-+00000-+00033,lower_48,non_base_compensation_other,remains_unclear,1,0.0,2857883.832,48.701061,-96.183554
CONUS50-+00001-+00021,lower_48,non_base_compensation_other,remains_unclear,1,75000.0,1861954.618,39.8186,-95.496234
CONUS50-+00001-+00026,lower_48,non_base_compensation_other,police,1,75000.0,2294967.32,43.644789,-94.464015
CONUS50-+00001-+00029,lower_48,non_base_compensation_other,remains_unclear,1,75000.0,2554774.941,45.736472,-94.952729
CONUS50-+00001-+00031,lower_48,non_base_compensation_other,police,1,75000.0,2727980.022,47.441733,-94.86111
CONUS50-+00002-+00026,lower_48,non_base_compensation_other,police,1,150000.0,2338268.59,44.048164,-94.419927
CONUS50-+00002-+00027,lower_48,non_base_compensation_other,police,2,150000.0,2424871.131,44.583491,-93.710869
CONUS50-+00002-+00027,lower_48,non_base_compensation_other,remains_unclear,1,150000.0,2424871.131,45.113666,-94.311495
CONUS50-+00002-+00028,lower_48,non_base_compensation_other,police,2,150000.0,2511473.671,45.663559,-93.909506
CONUS50-+00002-+00029,lower_48,non_base_compensation_other,fire,1,150000.0,2598076.211,46.673065,-94.200893
CONUS50-+00002-+00029,lower_48,non_base_compensation_other,police,2,150000.0,2598076.211,46.343935,-94.276015
CONUS50-+00002-+00029,lower_48,non_base_compensation_other,remains_unclear,1,150000.0,2598076.211,46.343935,-94.276015
