hex_cell_id,geography_panel,mechanism_tag,side,implementation_event_count,projected_hex_center_x,projected_hex_center_y,centroid_latitude,centroid_longitude
CONUS50-+00002-+00028,lower_48,lump_sum,police,1,150000.0,2511473.671,45.758035,-93.651565
CONUS50-+00012-+00020,lower_48,lump_sum,police,1,900000.0,2251666.05,42.815321,-84.539992
CONUS50-+00013-+00016,lower_48,lump_sum,police,1,975000.0,1948557.159,39.720221,-84.173325
CONUS50-+00013-+00017,lower_48,lump_sum,police,1,975000.0,2035159.699,40.48269,-84.631441
CONUS50-+00013-+00017,lower_48,lump_sum,remains_unclear,1,975000.0,2035159.699,40.48269,-84.631441
CONUS50-+00015-+00015,lower_48,lump_sum,police,1,1125000.0,1948557.159,39.74616,-82.975542
CONUS50-+00016-+00016,lower_48,lump_sum,fire,2,1200000.0,2078460.969,41.004636,-81.534511
CONUS50-+00016-+00016,lower_48,lump_sum,police,2,1200000.0,2078460.969,41.094856,-81.342265
CONUS50-+00016-+00017,lower_48,lump_sum,police,2,1200000.0,2165063.509,41.469618,-81.341761
CONUS50-+00017-+00016,lower_48,lump_sum,police,1,1275000.0,2121762.239,41.31025,-80.85828
CONUS50-+00019-+00008,lower_48,lump_sum,remains_unclear,1,1425000.0,1515544.457,35.975135,-80.220448
CONUS50-+00021-+00017,lower_48,lump_sum,police,1,1575000.0,2381569.86,43.066191,-76.313273
CONUS50-+00024-+00016,lower_48,lump_sum,police,1,1800000.0,2424871.131,42.69118,-73.726188
CONUS50-+00024-+00017,lower_48,lump_sum,remains_unclear,1,1800000.0,2511473.671,43.685784,-73.875334
CONUS50-+00025-+00012,lower_48,lump_sum,remains_unclear,1,1875000.0,2121762.239,40.335895,-73.985608
