hex_cell_id,geography_panel,mechanism_tag,side,implementation_event_count,projected_hex_center_x,projected_hex_center_y,centroid_latitude,centroid_longitude
ALASKA_INSET-cog_2025_122702,alaska_inset,fiscal_constraint,side_independent,1,525000.0,2468172.401,61.573919,-159.246921
CONUS50-+00000-+00008,lower_48,fiscal_constraint,side_independent,1,0.0,692820.323,29.481768,-95.636851
CONUS50-+00000-+00013,lower_48,fiscal_constraint,police,1,0.0,1125833.025,33.426257,-96.344594
CONUS50-+00000-+00027,lower_48,fiscal_constraint,side_independent,2,0.0,2338268.59,43.714686,-96.00668
CONUS50-+00000-+00028,lower_48,fiscal_constraint,police,1,0.0,2424871.131,44.511569,-95.89261
CONUS50-+00000-+00028,lower_48,fiscal_constraint,side_independent,2,0.0,2424871.131,44.464282,-96.251729
CONUS50-+00000-+00029,lower_48,fiscal_constraint,side_independent,1,0.0,2511473.671,45.315182,-95.60537
CONUS50-+00000-+00030,lower_48,fiscal_constraint,non_safety,2,0.0,2598076.211,46.648762,-95.802139
CONUS50-+00000-+00032,lower_48,fiscal_constraint,side_independent,1,0.0,2771281.292,47.70632,-96.018258
CONUS50-+00001-+00007,lower_48,fiscal_constraint,police,1,75000.0,649519.053,29.28262,-95.007631
CONUS50-+00001-+00012,lower_48,fiscal_constraint,side_independent,1,75000.0,1082531.755,33.177431,-95.224447
CONUS50-+00001-+00013,lower_48,fiscal_constraint,side_independent,2,75000.0,1169134.295,33.551195,-94.780084
CONUS50-+00001-+00019,lower_48,fiscal_constraint,side_independent,1,75000.0,1688749.537,38.44523,-94.86853
CONUS50-+00001-+00020,lower_48,fiscal_constraint,remains_unclear,1,75000.0,1775352.078,38.808675,-94.92251
CONUS50-+00001-+00024,lower_48,fiscal_constraint,side_independent,1,75000.0,2121762.239,41.918097,-94.940666
CONUS50-+00001-+00025,lower_48,fiscal_constraint,side_independent,2,75000.0,2208364.78,42.949759,-95.012919
CONUS50-+00001-+00026,lower_48,fiscal_constraint,side_independent,1,75000.0,2294967.32,43.644789,-94.464015
CONUS50-+00001-+00027,lower_48,fiscal_constraint,non_safety,1,75000.0,2381569.86,44.41775,-95.553595
CONUS50-+00001-+00027,lower_48,fiscal_constraint,side_independent,1,75000.0,2381569.86,44.41775,-95.553595
CONUS50-+00001-+00029,lower_48,fiscal_constraint,non_safety,4,75000.0,2554774.941,45.973519,-95.292361
CONUS50-+00001-+00029,lower_48,fiscal_constraint,side_independent,2,75000.0,2554774.941,45.81956,-94.71019
CONUS50-+00001-+00030,lower_48,fiscal_constraint,side_independent,1,75000.0,2641377.482,46.964831,-94.842984
CONUS50-+00001-+00031,lower_48,budget_appropriation,remains_unclear,1,75000.0,2727980.022,47.73191,-94.559553
CONUS50-+00002-+00007,lower_48,fiscal_constraint,side_independent,1,150000.0,692820.323,29.32557,-94.939208
CONUS50-+00002-+00020,lower_48,fiscal_constraint,side_independent,1,150000.0,1818653.348,39.219731,-94.451462
CONUS50-+00002-+00024,lower_48,budget_appropriation,police,1,150000.0,2165063.509,42.277932,-94.289735
CONUS50-+00002-+00024,lower_48,fiscal_constraint,side_independent,1,150000.0,2165063.509,42.159243,-94.018294
CONUS50-+00002-+00026,lower_48,fiscal_constraint,side_independent,1,150000.0,2338268.59,43.913365,-94.650631
CONUS50-+00002-+00027,lower_48,fiscal_constraint,police,2,150000.0,2424871.131,44.769566,-94.151027
CONUS50-+00002-+00027,lower_48,fiscal_constraint,side_independent,3,150000.0,2424871.131,44.671187,-94.189307
CONUS50-+00002-+00030,lower_48,fiscal_constraint,side_independent,1,150000.0,2684678.752,46.826794,-93.984908
CONUS50-+00003-+00019,lower_48,fiscal_constraint,side_independent,1,225000.0,1775352.078,39.07,-92.947247
CONUS50-+00003-+00020,lower_48,fiscal_constraint,police,1,225000.0,1861954.618,39.717518,-92.947351
