hex_cell_id,geography_panel,mechanism_tag,side,implementation_event_count,projected_hex_center_x,projected_hex_center_y,centroid_latitude,centroid_longitude
CONUS50-+00003-+00025,lower_48,overtime,remains_unclear,1,225000.0,2294967.32,43.89298,-93.11009
CONUS50-+00004-+00025,lower_48,overtime,remains_unclear,1,300000.0,2338268.59,44.065198,-92.747168
CONUS50-+00004-+00026,lower_48,overtime,police,1,300000.0,2424871.131,44.973298,-92.550082
CONUS50-+00008-+00018,lower_48,overtime,remains_unclear,1,600000.0,1905255.888,39.638517,-89.192044
CONUS50-+00009-+00018,lower_48,overtime,remains_unclear,1,675000.0,1948557.159,40.315686,-88.350274
CONUS50-+00009-+00024,lower_48,overtime,remains_unclear,1,675000.0,2468172.401,45.187097,-87.129354
CONUS50-+00012-+00017,lower_48,overtime,remains_unclear,1,900000.0,1991858.429,40.417256,-85.647716
CONUS50-+00013-+00019,lower_48,overtime,police,2,975000.0,2208364.78,42.559684,-84.30901
CONUS50-+00014-+00017,lower_48,overtime,fire,2,1050000.0,2078460.969,41.02912,-83.58485
CONUS50-+00014-+00018,lower_48,overtime,remains_unclear,1,1050000.0,2165063.509,41.98597,-83.23586
CONUS50-+00014-+00019,lower_48,overtime,remains_unclear,1,1050000.0,2251666.05,42.581359,-83.246418
CONUS50-+00016-+00007,lower_48,overtime,non_safety,1,1200000.0,1299038.106,34.125601,-83.21615
CONUS50-+00016-+00016,lower_48,overtime,fire,1,1200000.0,2078460.969,41.161567,-81.242058
CONUS50-+00016-+00017,lower_48,overtime,remains_unclear,1,1200000.0,2165063.509,41.721635,-81.258357
CONUS50-+00017-+00016,lower_48,overtime,fire,1,1275000.0,2121762.239,41.23646,-80.561784
CONUS50-+00017-+00016,lower_48,overtime,side_independent,1,1275000.0,2121762.239,40.84985,-80.797519
CONUS50-+00019-+00008,lower_48,overtime,remains_unclear,1,1425000.0,1515544.457,35.699997,-80.421147
CONUS50-+00020-+00016,lower_48,overtime,police,1,1500000.0,2251666.05,42.233277,-77.795082
CONUS50-+00021-+00014,lower_48,overtime,remains_unclear,1,1575000.0,2121762.239,40.460408,-76.835341
CONUS50-+00021-+00016,lower_48,overtime,police,1,1575000.0,2294967.32,42.380549,-76.866987
CONUS50-+00021-+00017,lower_48,overtime,police,1,1575000.0,2381569.86,43.105566,-76.209664
CONUS50-+00022-+00017,lower_48,overtime,non_safety,1,1650000.0,2424871.131,43.046144,-75.874769
CONUS50-+00023-+00013,lower_48,overtime,police,1,1725000.0,2121762.239,40.368563,-74.943049
CONUS50-+00024-+00012,lower_48,overtime,police,2,1800000.0,2078460.969,39.958855,-74.802478
CONUS50-+00024-+00012,lower_48,overtime,remains_unclear,2,1800000.0,2078460.969,39.950222,-75.050337
CONUS50-+00024-+00013,lower_48,overtime,police,1,1800000.0,2165063.509,40.792784,-74.004572
CONUS50-+00024-+00015,lower_48,overtime,remains_unclear,1,1800000.0,2338268.59,42.394382,-73.703768
CONUS50-+00024-+00015,lower_48,overtime,side_independent,1,1800000.0,2338268.59,42.394382,-73.703768
CONUS50-+00025-+00014,lower_48,overtime,remains_unclear,1,1875000.0,2294967.32,41.635759,-73.211422
CONUS50-+00026-+00013,lower_48,overtime,remains_unclear,1,1950000.0,2251666.05,41.138956,-72.318687
CONUS50-+00026-+00018,lower_48,overtime,remains_unclear,1,1950000.0,2684678.752,44.591234,-70.772424
CONUS50-+00029-+00017,lower_48,overtime,remains_unclear,1,2175000.0,2727980.022,44.89448,-68.546752
CONUS50--00014-+00030,lower_48,overtime,remains_unclear,1,-1050000.0,1991858.429,40.239861,-109.006795
CONUS50--00030-+00036,lower_48,overtime,police,1,-2250000.0,1818653.348,36.62177,-121.847668
