candidate_id,target_id,municipality_id,municipality,state,county,region,lane_id,source_family_query_family,source_corpus_routing_hint,candidate_title,candidate_url_or_locator,source_domain,normalized_locator,snippet,search_rank,source_owner,source_owner_type,unit_type_hint,union_name_hint,employer_hint,possible_cycle_or_year,document_type_hint,candidate_stage,document_completeness,visible_year_evidence,overlap_with_anchor_cycle,duplicate_risk,blocked_or_unreadable_flag,cycle_match_notes,comparator_role,wrong_employer_risk,context_only_flag,needs_verification_reason,why_relevant,confidence,source_family_hint,source_family_confidence,mechanism_source_family_hints,discovery_timestamp,candidate_quality_hint,duplicate_locator_flag,prior_seen_locator_flag,verification_status,download_status,source_review_status,extraction_status,rating_status,ingestion_status,normalization_status,global_analysis_readiness,lineage,review_candidate_id,candidate_review_lane_id,candidate_review_lane_sequence,canonical_review_locator,cba_non_cba_hint,review_planned_status,municipal_relevance_score,compensation_relevance_score,labor_source_relevance_score,source_document_likelihood_score,verification_priority_score,source_family_confidence_score,mechanism_hint_confidence,review_confidence,compensation_term_hit_count,labor_term_hit_count,duplicate_risk_score,primary_review_bucket,priority_bucket,duplicate_suppression_status,duplicate_of_candidate_id,duplicate_source_path,reason_codes,short_review_rationale,review_method,reviewed_at
BRM5C-BRM5-20260731-03831-01,BRM5-20260731-03831,cog_2025_164342,Webb,IA,Clay County (19041; primary),Midwest,scout_lane_002,agenda_minutes_packet,causal_or_pay_record,Minutes/Agenda (landing page),https://cityofwebb.com/government/minutesagenda/,cityofwebb.com,https://cityofwebb.com/government/minutesagenda,Primary municipal place to locate any agenda packet or minutes attachments that may include binding or wage-setting labor terms.,1,,city,unknown,,Webb municipal government,unclear,index_page,context_only_candidate,index_or_landing_page,unclear,no_anchor_supplied,none,no,"Landing page lists agenda/minutes files by date, but no wage/contract terms are shown on the landing page itself.",mechanism_context,none,yes,"Must open specific agenda/minutes PDFs/documents and search for operative wage-setting language (e.g., salary schedule, wage schedule, enacted pay rate changes tied to departments/employees).",Primary municipal place to locate any agenda packet or minutes attachments that may include binding or wage-setting labor terms.,medium,agenda_packet_or_minutes,high,,2026-07-31T20:37:02.078770+00:00,medium_candidate,false,false,not_verified,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_002:BRM5-20260731-03831,BRM5C-BRM5-20260731-03831-01,candidate_review_lane_005,1,https://cityofwebb.com/government/minutesagenda,non_cba_or_unresolved_hint,metadata_review_pending,4,3,1,2,2.69,4,1,4,2,0,0,likely_non_source_or_navigation_only,not_verification_ready,unique_for_review,,,navigation_or_archive_metadata_without_compensation_signal,Navigation or archive metadata without compensation signal.,local_metadata_title_locator_snippet_hints_only,2026-08-01T20:24:57.045213+00:00
BRM5C-BRM5-20260731-11251-01,BRM5-20260731-11251,cog_2025_164352,Goose Lake,IA,Clinton County (19045; primary),Midwest,scout_lane_004,mou_memorandum_settlement,causal,"City Council Minutes (includes reference to Resolution No. 9419 cost of living increase of 4% effective July 1, 2022)",https://www.gooselakeiowa.org/docs/minutes/20220616.pdf,gooselakeiowa.org,https://gooselakeiowa.org/docs/minutes/20220616.pdf,"Indicates an official municipal wage/cola adjustment mechanism (4% effective 7/1/2022) that may align with the requested COLA/CPI wage-increase anchor, but does not evidence a labor-source agreement.",1,,city,non_safety,,Goose Lake municipal government,unclear,agenda_cover_sheet,insufficient_candidate,partial_document,other_operative_text,unclear,none,no,"Minutes text states council approved Resolution No. 9419 cost of living increase of 4% for all current employees as of July 1, 2022; binding CBA/MOU terms not identified.",authoritative_civilian_wage_setting,none,yes,"Source is council minutes; not a filed collective bargaining agreement/MOU/settlement with police/fire/non-safety bargaining unit scope, duration, or wage schedule language.","Indicates an official municipal wage/cola adjustment mechanism (4% effective 7/1/2022) that may align with the requested COLA/CPI wage-increase anchor, but does not evidence a labor-source agreement.",low,agenda_packet_or_minutes,high,,2026-07-31T20:31:09.407792+00:00,low_candidate,false,false,not_verified,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_004:BRM5-20260731-11251,BRM5C-BRM5-20260731-11251-01,candidate_review_lane_005,2,https://gooselakeiowa.org/docs/minutes/20220616.pdf,non_cba_or_unresolved_hint,metadata_review_pending,4,4,4,4,3.77,4,1,4,4,5,0,high_priority_verification_ready,high_priority_verification_ready,unique_for_review,,,direct_municipal_compensation_or_labor_document_signal,Direct municipal compensation or labor document signal.,local_metadata_title_locator_snippet_hints_only,2026-08-01T20:24:57.045420+00:00
BRM5C-BRM5-20260731-03752-01,BRM5-20260731-03752,cog_2025_126657,Bertram,IA,Linn County (19113; primary),Midwest,scout_lane_002,mou_memorandum_settlement,causal,"Bertram City Council minutes (Resolution R-07-2023) — ""Increase wage for cleaning"" ($55 per month)",https://bertramia.com/bertram/images/gfxinfoblock/minutes_20230405_full.pdf,bertramia.com,https://bertramia.com/bertram/images/gfxinfoblock/minutes_20230405_full.pdf,Provides an official City action setting/altering civilian compensation (wage/rate) via city council resolution wording for non-safety work.,1,,city,non_safety,,Bertram municipal government municipal government,unclear,agenda_cover_sheet,qualifying_candidate,partial_document,other_operative_text,no_anchor_supplied,possible,no,No explicit retroactive wage implementation effective date or anchor-cycle linkage found in the surfaced text; only an operative pay amount/rate is shown in the minutes.,authoritative_civilian_wage_setting,possible,no,"The minutes show an operative pay amount for ""cleaning"" but the underlying resolution text/attachments (and whether the pay applies to municipal employees vs. a contractor/vendor) are not fully shown in the surfaced snippet.",Provides an official City action setting/altering civilian compensation (wage/rate) via city council resolution wording for non-safety work.,medium,agenda_packet_or_minutes,high,non_safety_constraint_signal,2026-07-31T20:07:07.808627+00:00,medium_candidate,false,false,not_verified,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_002:BRM5-20260731-03752,BRM5C-BRM5-20260731-03752-01,candidate_review_lane_005,3,https://bertramia.com/bertram/images/gfxinfoblock/minutes_20230405_full.pdf,non_cba_or_unresolved_hint,metadata_review_pending,4,4,3,4,3.85,4,4,4,3,1,0,high_priority_verification_ready,high_priority_verification_ready,unique_for_review,,,direct_municipal_compensation_or_labor_document_signal,Direct municipal compensation or labor document signal.,local_metadata_title_locator_snippet_hints_only,2026-08-01T20:24:57.045469+00:00
BRM5C-BRM5-20260731-03833-01,BRM5-20260731-03833,cog_2025_164378,West Okoboji,IA,Dickinson County (19059; primary),Midwest,scout_lane_002,local_pay_policy_payroll,causal_or_pay_record,"CITY OF WEST OKOBOJI COUNCIL AGENDA (Dec 9, 2024) — Resolution 2024-35 Setting City Employees Wages Starting Jan 1, 2025",https://cityofwestokoboji.org/wp-content/uploads/2024/12/12-09-24-Agenda.pdf,cityofwestokoboji.org,https://cityofwestokoboji.org/wp-content/uploads/2024/12/12-09-24-Agenda.pdf,Potential city-issued non-safety wage-setting mechanism (municipal civilian employee wages) with an operative effective date for the wage update cycle.,1,,city,non_safety,,City of West Okoboji municipal government,unclear,agenda_cover_sheet,insufficient_candidate,summary_only,duration_clause,unclear,none,no,"Shows an operative start date for 'City Employees Wages Starting Jan 1, 2025' but does not include the wage schedule/rates or an award-duration clause within the inspected agenda PDF.",authoritative_civilian_wage_setting,none,no,"Inspected agenda PDF does not contain the actual wage table/schedule or the full operative resolution text needed to determine pay categories (including longevity shift specialty/non-base pay), effective/expiration period, or specific wage rates.",Potential city-issued non-safety wage-setting mechanism (municipal civilian employee wages) with an operative effective date for the wage update cycle.,low,agenda_packet_or_minutes,high,non_safety_constraint_signal,2026-07-31T20:38:07.091056+00:00,low_candidate,false,false,not_verified,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_002:BRM5-20260731-03833,BRM5C-BRM5-20260731-03833-01,candidate_review_lane_005,4,https://cityofwestokoboji.org/wp-content/uploads/2024/12/12-09-24-Agenda.pdf,non_cba_or_unresolved_hint,metadata_review_pending,4,4,1,4,3.54,4,4,4,3,0,0,high_priority_verification_ready,high_priority_verification_ready,unique_for_review,,,direct_municipal_compensation_or_labor_document_signal,Direct municipal compensation or labor document signal.,local_metadata_title_locator_snippet_hints_only,2026-08-01T20:24:57.045512+00:00
BRM5C-BRM5-20260731-11248-01,BRM5-20260731-11248,cog_2025_104499,Fertile,IA,Worth County (19195; primary),Midwest,scout_lane_004,local_pay_policy_payroll,causal_or_pay_record,City Council Meeting Minutes (includes reference to “list of employee wages and benefits”),https://fertileiowa.us/wp-content/uploads/Minutes-25-11.pdf,fertileiowa.us,https://fertileiowa.us/wp-content/uploads/Minutes-25-11.pdf,"Municipal civilian/non-safety compensation can be set/updated via city council materials (e.g., wage/benefits lists and resolutions).",1,,city,non_safety,,City of Fertile (municipal government),unclear,meeting_minutes,insufficient_candidate,partial_document,other_operative_text,no_anchor_supplied,none,no,"Minutes dated 2025-11-18 mention a list of employee wages and benefits, but the visible excerpt does not show wage rate tables or any binding wage-duration language.",ordinary_non_safety_comparator,none,no,No operative wage-rate table or wage-plan duration clause is visible in the provided document excerpt; may require locating the referenced wages/benefits list or associated resolution attachment on the site.,"Municipal civilian/non-safety compensation can be set/updated via city council materials (e.g., wage/benefits lists and resolutions).",low,agenda_packet_or_minutes,high,non_safety_constraint_signal,2026-07-31T20:29:39.489332+00:00,low_candidate,false,false,not_verified,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_004:BRM5-20260731-11248,BRM5C-BRM5-20260731-11248-01,candidate_review_lane_005,5,https://fertileiowa.us/wp-content/uploads/Minutes-25-11.pdf,non_cba_or_unresolved_hint,metadata_review_pending,4,4,1,4,3.54,4,4,4,3,0,0,high_priority_verification_ready,high_priority_verification_ready,unique_for_review,,,direct_municipal_compensation_or_labor_document_signal,Direct municipal compensation or labor document signal.,local_metadata_title_locator_snippet_hints_only,2026-08-01T20:24:57.045546+00:00
BRM5C-BRM5-20260731-03750-01,BRM5-20260731-03750,cog_2025_126625,Bayard,IA,Guthrie County (19077; primary),Midwest,scout_lane_002,broad_pay_employee_compensation_index,discovery_route_separate_corpora,"Minutes from the regular Bayard city council meeting held on Thursday June 13, 2024 (wages increased 3% for 2025 fiscal year)",https://cityofbayardiowa.com/documents/1396/MINUTES_6-13-2024.pdf,cityofbayardiowa.com,https://cityofbayardiowa.com/documents/1396/MINUTES_6-13-2024.pdf,Identifies a municipality-wide wage increase for the 2025 fiscal year for city employees (ordinary/non-safety municipal employees are the closest fit among available Bayard municipal labor-compensation signals).,1,,city,non_safety,,Bayard municipal government,2025 fiscal year (wage increase amount specified; no full wage schedule/plan text located),meeting_minutes,context_only_candidate,partial_document,other_operative_text,unclear,none,no,Minutes include an action item: 'Increase to wages for the 2025 fiscal year... decided to increase the wages by 3%.' No explicit COLA/CPI mechanism text or attached wage plan/schedule found in the inspected content.,ordinary_non_safety_comparator,none,yes,Contains a binding decision on wages but inspected content does not provide the underlying wage plan/schedule details needed for compensation-index comparator use; also no police/fire unit segregation located.,Identifies a municipality-wide wage increase for the 2025 fiscal year for city employees (ordinary/non-safety municipal employees are the closest fit among available Bayard municipal labor-compensation signals).,medium,agenda_packet_or_minutes,high,non_safety_constraint_signal;fiscal_constraint_signal,2026-07-31T20:06:12.803732+00:00,medium_candidate,false,false,not_verified,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_002:BRM5-20260731-03750,BRM5C-BRM5-20260731-03750-01,candidate_review_lane_005,6,https://cityofbayardiowa.com/documents/1396/MINUTES_6-13-2024.pdf,non_cba_or_unresolved_hint,metadata_review_pending,4,4,1,4,3.54,4,4,4,3,0,0,high_priority_verification_ready,high_priority_verification_ready,unique_for_review,,,direct_municipal_compensation_or_labor_document_signal,Direct municipal compensation or labor document signal.,local_metadata_title_locator_snippet_hints_only,2026-08-01T20:24:57.045579+00:00
BRM5C-BRM5-20260731-00217-02,BRM5-20260731-00217,cog_2025_163318,Essex,IL,Stark County (17175; primary),Midwest,scout_lane_001,cba_agreement,causal,Agenda for March 2026 Meeting.docx (download error during retrieval),https://www.villageofessex.org/_files/ugd/be28e0_b8902c245c3c443fbc37249762da08e4.docx?dn=Agenda+for+March+2026+Meeting.docx,villageofessex.org,https://villageofessex.org/_files/ugd/be28e0_b8902c245c3c443fbc37249762da08e4.docx,"If accessible, agendas sometimes reference adoption/ratification of agreements or wage policy changes.",2,,city,unknown,,Village of Essex (municipal government),unclear,blocked_or_unreadable,insufficient_candidate,blocked_or_unreadable,unclear,unclear,none,yes,Cannot inspect content; may contain wage/CBA agenda items but not verifiable from retrieval failure.,unclear,none,no,Fetch failed (live landing not readable by tool); cannot extract any binding labor terms.,"If accessible, agendas sometimes reference adoption/ratification of agreements or wage policy changes.",low,agenda_packet_or_minutes,high,,2026-07-31T21:19:54.690239+00:00,low_candidate,false,false,not_verified,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_001:BRM5-20260731-00217,BRM5C-BRM5-20260731-00217-02,candidate_review_lane_005,7,https://villageofessex.org/_files/ugd/be28e0_b8902c245c3c443fbc37249762da08e4.docx,cba_arbitration_factfinding_hint,metadata_review_pending,4,2,3,4,3.15,4,1,4,1,1,0,repair_needed,not_verification_ready,unique_for_review,,,potentially_relevant_metadata_requires_locator_or_family_repair,Potentially relevant metadata requires locator or family repair.,local_metadata_title_locator_snippet_hints_only,2026-08-01T20:24:57.045604+00:00
BRM5C-BRM5-20260731-07921-04,BRM5-20260731-07921,cog_2025_137911,Rushville,IL,Schuyler County (17169; primary),Midwest,scout_lane_003,cba_agreement,causal,"Rushville City Council Agenda (posted) — March 4, 2024 (Update on Fraternal Order of Police (FOP) Contract listed as agenda item)",https://rushvilleillinois.us/wp-content/uploads/2024/03/24-03-04.pdf,rushvilleillinois.us,https://rushvilleillinois.us/wp-content/uploads/2024/03/24-03-04.pdf,"Potential pointer to where the council may later provide executed CBA/modification attachments, but not qualifying as a labor source by itself.",4,,city,unclear,Fraternal Order of Police (FOP) (referenced),Rushville municipal government municipal government,unclear,index_page,insufficient_candidate,summary_only,index_or_snippet_only,unclear,none,no,Agenda listing confirms an update item exists but contains no contract terms or wage/duration clauses.,no_comparator_role,none,yes,Agenda/landing listing is not contract text and does not include binding wage duration/operative COLA/CPI mechanics.,"Potential pointer to where the council may later provide executed CBA/modification attachments, but not qualifying as a labor source by itself.",low,agenda_packet_or_minutes,high,,2026-07-31T22:54:42.410073+00:00,low_candidate,false,false,not_verified,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_003:BRM5-20260731-07921,BRM5C-BRM5-20260731-07921-04,candidate_review_lane_005,8,https://rushvilleillinois.us/wp-content/uploads/2024/03/24-03-04.pdf,cba_arbitration_factfinding_hint,metadata_review_pending,4,3,3,2,3.0,4,1,4,2,1,0,likely_non_source_or_navigation_only,not_verification_ready,unique_for_review,,,navigation_or_archive_metadata_without_compensation_signal,Navigation or archive metadata without compensation signal.,local_metadata_title_locator_snippet_hints_only,2026-08-01T20:24:57.045649+00:00
BRM5C-BRM5-20260731-15212-01,BRM5-20260731-15212,cog_2025_162623,Grandview,IL,Sangamon County (17167; primary),Midwest,scout_lane_005,arbitration_factfinding_labor_relations,causal,"Village of Grandview Board Minutes (agenda/minutes PDF) — May 4, 2021 (discussion: proposed employee pay increases to be voted at May 18, 2021)",https://villageofgrandview.gov/wp-content/uploads/2024/01/Agenda_Minutes_2021.pdf,villageofgrandview.gov,https://villageofgrandview.gov/wp-content/uploads/2024/01/Agenda_Minutes_2021.pdf,"Could relate to a percentage raise across-the-board for ordinary municipal/civilian employees, but binding labor terms are not confirmed from the discovered text.",1,,city,non_safety,,"Village of Grandview (Grandview municipal government, municipal employees)",unclear,agenda_cover_sheet,insufficient_candidate,partial_document,other_operative_text,unclear,none,no,"Minutes reference proposed employee pay increases discussed for a future vote (May 18, 2021), but no executed wage agreement/award/CBA terms or contract duration text is shown in the snippet surfaced by search.",mechanism_context,possible,yes,"Search snippet indicates discussion of proposed pay raises, not an executed binding wage MOA/award or an operative duration clause. Requires manual inspection for binding wage terms.","Could relate to a percentage raise across-the-board for ordinary municipal/civilian employees, but binding labor terms are not confirmed from the discovered text.",low,agenda_packet_or_minutes,high,non_safety_constraint_signal,2026-07-31T22:00:05.413993+00:00,low_candidate,false,false,not_verified,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_005:BRM5-20260731-15212,BRM5C-BRM5-20260731-15212-01,candidate_review_lane_005,9,https://villageofgrandview.gov/wp-content/uploads/2024/01/Agenda_Minutes_2021.pdf,cba_arbitration_factfinding_hint,metadata_review_pending,4,4,1,4,3.54,4,4,4,3,0,0,high_priority_verification_ready,high_priority_verification_ready,unique_for_review,,,direct_municipal_compensation_or_labor_document_signal,Direct municipal compensation or labor document signal.,local_metadata_title_locator_snippet_hints_only,2026-08-01T20:24:57.045689+00:00
BRM5C-BRM5-20260731-00156-02,BRM5-20260731-00156,cog_2025_193220,Camargo,IL,Douglas County (17041; primary),Midwest,scout_lane_001,broad_pay_employee_compensation_index,discovery_route_separate_corpora,Minutes June 2025 (Village of Camargo) - discussion of part-time police officer,https://camargoinfo.com/wp-content/uploads/2025/08/Minutes-June-2025.pdf,camargoinfo.com,https://camargoinfo.com/wp-content/uploads/2025/08/Minutes-June-2025.pdf,Could help locate subsequent binding wage documents or confirm whether Camargo police compensation is handled via a separate agreement/wage resolution.,2,,city,police,,Camargo municipal government municipal government,unclear,meeting_minutes,context_only_candidate,partial_document,other_operative_text,unclear,none,no,Minutes snippet indicates discussion/permission related to a part-time police officer; no executed CBA/Wage MOA/step schedule grades shown in the provided snippet.,mechanism_context,possible,yes,"Must inspect the PDF for any operative wage-setting language (e.g., attached wage schedule, voted pay rates, or executed agreement). Otherwise non-qualifying.",Could help locate subsequent binding wage documents or confirm whether Camargo police compensation is handled via a separate agreement/wage resolution.,low,agenda_packet_or_minutes,high,,2026-07-31T20:59:13.669628+00:00,low_candidate,false,false,not_verified,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_001:BRM5-20260731-00156,BRM5C-BRM5-20260731-00156-02,candidate_review_lane_005,10,https://camargoinfo.com/wp-content/uploads/2025/08/Minutes-June-2025.pdf,non_cba_or_unresolved_hint,metadata_review_pending,4,3,3,4,3.38,4,1,4,2,1,0,high_priority_verification_ready,high_priority_verification_ready,unique_for_review,,,direct_municipal_compensation_or_labor_document_signal,Direct municipal compensation or labor document signal.,local_metadata_title_locator_snippet_hints_only,2026-08-01T20:24:57.045720+00:00
