candidate_id,target_id,municipality_id,municipality,state,county,region,lane_id,source_family_query_family,source_corpus_routing_hint,candidate_title,candidate_url_or_locator,source_domain,normalized_locator,snippet,search_rank,source_owner,source_owner_type,unit_type_hint,union_name_hint,employer_hint,possible_cycle_or_year,document_type_hint,candidate_stage,document_completeness,visible_year_evidence,overlap_with_anchor_cycle,duplicate_risk,blocked_or_unreadable_flag,cycle_match_notes,comparator_role,wrong_employer_risk,context_only_flag,needs_verification_reason,why_relevant,confidence,source_family_hint,source_family_confidence,mechanism_source_family_hints,discovery_timestamp,candidate_quality_hint,duplicate_locator_flag,prior_seen_locator_flag,verification_status,download_status,source_review_status,extraction_status,rating_status,ingestion_status,normalization_status,global_analysis_readiness,lineage,review_candidate_id,candidate_review_lane_id,candidate_review_lane_sequence,canonical_review_locator,cba_non_cba_hint,review_planned_status,municipal_relevance_score,compensation_relevance_score,labor_source_relevance_score,source_document_likelihood_score,verification_priority_score,source_family_confidence_score,mechanism_hint_confidence,review_confidence,compensation_term_hit_count,labor_term_hit_count,duplicate_risk_score,primary_review_bucket,priority_bucket,duplicate_suppression_status,duplicate_of_candidate_id,duplicate_source_path,reason_codes,short_review_rationale,review_method,reviewed_at
BRM5C-BRM5-20260731-07950-02,BRM5-20260731-07950,cog_2025_193250,Spring Bay,IL,Woodford County (17203; primary),Midwest,scout_lane_003,compensation_classification_plan,causal_or_pay_record,Woodford County Board Minutes — “Approval of a Woodford County Sheriff contract with the Village of Spring Bay to provide police protection”,https://www.woodford-county.org/AgendaCenter/ViewFile/Minutes/_04192022-1278,woodford-county.org,https://woodford-county.org/AgendaCenter/ViewFile/Minutes/_04192022-1278,Shows Spring Bay’s police-protection contracting context and may help identify which entity actually employs/pays police personnel.,2,,third_party,police,,Spring Bay municipal government municipal government,unclear,meeting_minutes,context_only_candidate,partial_document,other_operative_text,unclear,none,no,"References intergovernmental law-enforcement services via a sheriff contract, but does not provide binding police employee compensation terms for Spring Bay.",mechanism_context,high,yes,Intergovernmental services contract for police protection is not a sworn police CBA wage/step plan; no employee wage schedule or duration is present in the minutes excerpt.,Shows Spring Bay’s police-protection contracting context and may help identify which entity actually employs/pays police personnel.,low,agenda_packet_or_minutes,high,,2026-07-31T23:04:59.397912+00:00,low_candidate,false,false,not_verified,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_003:BRM5-20260731-07950,BRM5C-BRM5-20260731-07950-02,candidate_review_lane_001,20,https://woodford-county.org/AgendaCenter/ViewFile/Minutes/_04192022-1278,non_cba_or_unresolved_hint,metadata_review_pending,3,3,3,3,3.0,4,1,4,2,1,0,excluded_out_of_scope,not_verification_ready,unique_for_review,,,metadata_indicates_nonmunicipal_or_wrong_employer_scope,Metadata indicates nonmunicipal or wrong employer scope.,local_metadata_title_locator_snippet_hints_only,2026-08-01T20:24:57.044185+00:00
BRM5C-BRM5-20260731-16093-01,BRM5-20260731-16093,cog_2025_204699,Hillman,MI,Montmorency County (26119; primary),Midwest,scout_lane_005,wage_salary_schedule,causal_or_pay_record,"Village of Hillman Council Meeting agenda (includes item: ""give full-time employees 25 cents per hour raise""; also ""Pass Ordinance 2024-02 to fix compensation for president and trustees"")",https://www.hillmanmichigan.org/images/_Minutes/agenda-2024.03.19.pdf,hillmanmichigan.org,https://hillmanmichigan.org/images/_Minutes/agenda-2024.03.19.pdf,Potential wage increase / compensation action for ordinary non-safety municipal employees (not police/fire).,1,,city,non_safety,,Hillman municipal government,unclear,agenda_cover_sheet,context_only_candidate,partial_document,other_operative_text,unclear,none,no,"Indicates a 25 cents/hour raise for full-time employees, but does not provide a wage/salary schedule (no scale, step table, COLA formula, or wage schedule effective dates). No police/fireward comparators shown.",ordinary_non_safety_comparator,high,yes,Need operative wage schedule/salary table or executed compensation ordinance text (Ordinance 2024-02) showing duration/award period and affected non-safety employee classifications.,Potential wage increase / compensation action for ordinary non-safety municipal employees (not police/fire).,medium,agenda_packet_or_minutes,high,non_safety_constraint_signal,2026-08-01T03:10:15.810352+00:00,medium_candidate,false,false,not_verified,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_005:BRM5-20260731-16093,BRM5C-BRM5-20260731-16093-01,candidate_review_lane_001,97,https://hillmanmichigan.org/images/_Minutes/agenda-2024.03.19.pdf,non_cba_or_unresolved_hint,metadata_review_pending,3,4,1,4,3.35,4,4,4,5,0,0,excluded_out_of_scope,not_verification_ready,unique_for_review,,,metadata_indicates_nonmunicipal_or_wrong_employer_scope,Metadata indicates nonmunicipal or wrong employer scope.,local_metadata_title_locator_snippet_hints_only,2026-08-01T20:24:57.047520+00:00
BRM5C-BRM5-20260731-16402-01,BRM5-20260731-16402,cog_2025_186120,Halden,MN,St. Louis County (27137; primary),Midwest,scout_lane_005,broad_pay_employee_compensation_index,discovery_route_separate_corpora,Floodwood Area Fire District / Floodwood City Council agenda packet (contains Halden Township pay/job-description excerpts for fire personnel),https://www.ci.floodwood.mn.us/vertical/sites/{358D6A07-4251-44D3-9BEC-A85089CE2CD6}/uploads/June_24_2025_Agenda__Packet.pdf,ci.floodwood.mn.us,https://ci.floodwood.mn.us/vertical/sites/{358D6A07-4251-44D3-9BEC-A85089CE2CD6}/uploads/June_24_2025_Agenda__Packet.pdf,"Contains pay amounts and job-description discussion for fire leadership positions tied to a district serving Halden Township, which could support later extraction of binding wage-setting materials if paired with Halden Township resolution/minutes.",1,,city,fire,,Halden municipal government (Halden Township referenced within multi-jurisdiction Fire District documents),unclear,agenda_cover_sheet,context_only_candidate,partial_document,"duration_clause: unclear; award_period: unclear; other_operative_text: excerpts state annual pay amounts for Assistant Chief of Operations ($3,000/yr), Administrative Assistant Chief ($5,000/yr), and Fire Chief ($12,000/yr) plus action language requiring township resolutions",unclear,none,no,"Excerpts are dated 2025 (meeting/papering within June 24, 2025 Floodwood regular meeting packet). Operative wage/compensation adoption by Halden is not confirmed within this snippet alone (requires matching Halden Township resolution/minutes).",mechanism_context,high,yes,"This is a Floodwood City/Floodwood Area Fire District agenda packet referencing Halden Township participation. It does not, by itself, show an executed Halden Township wage schedule/CBA/MOA or a binding Halden-specific wage action with full coverage/audit-ready terms.","Contains pay amounts and job-description discussion for fire leadership positions tied to a district serving Halden Township, which could support later extraction of binding wage-setting materials if paired with Halden Township resolution/minutes.",medium,agenda_packet_or_minutes,high,,2026-08-01T04:57:37.368919+00:00,medium_candidate,false,false,not_verified,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_005:BRM5-20260731-16402,BRM5C-BRM5-20260731-16402-01,candidate_review_lane_001,119,https://ci.floodwood.mn.us/vertical/sites/{358D6A07-4251-44D3-9BEC-A85089CE2CD6}/uploads/June_24_2025_Agenda__Packet.pdf,non_cba_or_unresolved_hint,metadata_review_pending,3,2,4,4,3.12,4,1,4,1,2,0,excluded_out_of_scope,not_verification_ready,unique_for_review,,,metadata_indicates_nonmunicipal_or_wrong_employer_scope,Metadata indicates nonmunicipal or wrong employer scope.,local_metadata_title_locator_snippet_hints_only,2026-08-01T20:24:57.048267+00:00
BRM5C-BRM5-20260731-17667-02,BRM5-20260731-17667,cog_2025_209887,Fountain,WI,Juneau County (55057; primary),Midwest,scout_lane_005,budget_pay_plan,causal_or_pay_record,"Regular Meeting Minutes of the Fountain City Common Council — October 11, 2022 minutes (1/1/2023 payrates approved)",https://www.fountaincitywi.gov/wp-content/uploads/Minutes-October-11-2022.docx.pdf,fountaincitywi.gov,https://fountaincitywi.gov/wp-content/uploads/Minutes-October-11-2022.docx.pdf,Operational wage-setting evidence for non-safety municipal employees (specific annual and hourly payrates) with a clear effective date (1/1/2023).,2,,city,non_safety,,Fountain municipal government municipal government,unclear,meeting_minutes,insufficient_candidate,full_document,duration_clause,unclear,none,no,"Includes an explicit effective date for 1/1/2023 payrates, but provides no explicit end date/duration clause in the visible excerpt; contract years cannot be determined.",ordinary_non_safety_comparator,high,no,Need to verify whether these payrates apply to non-safety employees broadly and determine the period covered (end date or renewal/continuation language).,Operational wage-setting evidence for non-safety municipal employees (specific annual and hourly payrates) with a clear effective date (1/1/2023).,medium,agenda_packet_or_minutes,high,non_safety_constraint_signal,2026-08-01T12:15:32.584704+00:00,medium_candidate,false,false,not_verified,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_005:BRM5-20260731-17667,BRM5C-BRM5-20260731-17667-02,candidate_review_lane_001,218,https://fountaincitywi.gov/wp-content/uploads/Minutes-October-11-2022.docx.pdf,non_cba_or_unresolved_hint,metadata_review_pending,3,2,1,4,2.88,4,4,4,1,0,0,excluded_out_of_scope,not_verification_ready,unique_for_review,,,metadata_indicates_nonmunicipal_or_wrong_employer_scope,Metadata indicates nonmunicipal or wrong employer scope.,local_metadata_title_locator_snippet_hints_only,2026-08-01T20:24:57.051824+00:00
BRM5C-BRM5-20260731-14141-02,BRM5-20260731-14141,cog_2025_170643,Belle Terre,NY,Suffolk County (36103; primary),Northeast,scout_lane_004,broad_pay_employee_compensation_index,discovery_route_separate_corpora,"Minutes of April 19, 2011 Board of Trustees (Belle Terre) - mention of executed contract with Port Jefferson Fire District",https://belleterre.us/files/Minutes%20Archives/11-04AprilMinutes.pdf,belleterre.us,https://belleterre.us/files/Minutes%20Archives/11-04AprilMinutes.pdf,"This is a possible pointer to compensation-related documents that could affect safety/employment costs, but it is not usable as a police/fire/non-safety employee compensation comparator as provided.",2,,city,unclear,,Belle Terre municipal government municipal government,unclear,meeting_minutes,insufficient_candidate,partial_document,other_operative_text,no_anchor_supplied,none,no,"The visible text references a 'Fully executed copy of contract with Port Jefferson Fire District' but does not provide police/fire employee wage rates, durations, retroactive effective dates, or a binding labor wage MOA for Belle Terre employees.",mechanism_context,high,yes,Would require confirming whether the attached/embedded contract is a binding executed labor wage document for Belle Terre employees (and extracting wage timing/retroactivity).,"This is a possible pointer to compensation-related documents that could affect safety/employment costs, but it is not usable as a police/fire/non-safety employee compensation comparator as provided.",low,agenda_packet_or_minutes,high,non_safety_constraint_signal,2026-08-01T13:45:26.014309+00:00,low_candidate,false,false,not_verified,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_004:BRM5-20260731-14141,BRM5C-BRM5-20260731-14141-02,candidate_review_lane_001,258,https://belleterre.us/files/Minutes%20Archives/11-04AprilMinutes.pdf,non_cba_or_unresolved_hint,metadata_review_pending,3,3,1,4,3.12,4,4,4,2,0,0,excluded_out_of_scope,not_verification_ready,unique_for_review,,,metadata_indicates_nonmunicipal_or_wrong_employer_scope,Metadata indicates nonmunicipal or wrong employer scope.,local_metadata_title_locator_snippet_hints_only,2026-08-01T20:24:57.053107+00:00
BRM5C-BRM5-20260731-10953-02,BRM5-20260731-10953,cog_2025_133749,Upper Mifflin,PA,Cumberland County (42041; primary),Northeast,scout_lane_003,agenda_minutes_packet,causal_or_pay_record,"Upper Mifflin Township – Re-organizational Meeting Minutes (January 6, 2025)",https://www.uppermifflintownship.com/uploads/4/9/6/2/49620151/january_6_2025_regorg_meeting.pdf,uppermifflintownship.com,https://uppermifflintownship.com/uploads/4/9/6/2/49620151/january_6_2025_regorg_meeting.pdf,"Authoritative municipal wage-setting (non-safety) for road crew labor in a prior year, useful for COLA/CPI-style wage continuity comparisons.",2,,city,non_safety,,Upper Mifflin municipal government municipal government,unclear,meeting_minutes,qualifying_candidate,full_document,cover_or_title,unclear,none,no,Provides prior-year baseline wage rates for specific road workers and new road crew hires; duration/term language not evident from snippet alone.,authoritative_civilian_wage_setting,high,no,Need to inspect full PDF for any explicit award/effective period (term) tied to the wage rates.,"Authoritative municipal wage-setting (non-safety) for road crew labor in a prior year, useful for COLA/CPI-style wage continuity comparisons.",medium,agenda_packet_or_minutes,high,non_safety_constraint_signal,2026-08-01T16:43:59.251252+00:00,medium_candidate,false,false,not_verified,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_003:BRM5-20260731-10953,BRM5C-BRM5-20260731-10953-02,candidate_review_lane_001,321,https://uppermifflintownship.com/uploads/4/9/6/2/49620151/january_6_2025_regorg_meeting.pdf,non_cba_or_unresolved_hint,metadata_review_pending,3,3,1,4,3.12,4,4,4,2,0,0,excluded_out_of_scope,not_verification_ready,unique_for_review,,,metadata_indicates_nonmunicipal_or_wrong_employer_scope,Metadata indicates nonmunicipal or wrong employer scope.,local_metadata_title_locator_snippet_hints_only,2026-08-01T20:24:57.055169+00:00
BRM5C-BRM5-20260731-10605-01,BRM5-20260731-10605,cog_2025_173877,Avondale,PA,Chester County (42029; primary),Northeast,scout_lane_003,agenda_minutes_packet,causal_or_pay_record,Borough Council Minutes (SOUTHERN CHESTER COUNTY REGIONAL POLICE CONTRACT – three-year period beginning January 2025),https://avondaleboro.net/document/council-minutes-november-6th-2024/,avondaleboro.net,https://avondaleboro.net/document/council-minutes-november-6th-2024,"Contains a police contract duration clause (three-year beginning Jan 2025) that may indirectly relate to compensation impacts, but likely not a qualifying municipal labor agreement.",1,,city,police,,Avondale municipal government (Avondale Borough Council),unclear,meeting_minutes,context_only_candidate,partial_document,other_operative_text,no_anchor_supplied,none,no,"Minutes reference approving a police services contract for a three-year period beginning January 2025, but this is an external police services arrangement (regional police) and does not appear to include a police or municipal employee CBA/wage factfinding artifact.",mechanism_context,high,yes,No union/Wage schedule/CBA/MOA/factfinding award text located from the surfaced excerpt; must inspect full document for labor terms/wage provisions tied to Avondale Borough employees (if any).,"Contains a police contract duration clause (three-year beginning Jan 2025) that may indirectly relate to compensation impacts, but likely not a qualifying municipal labor agreement.",medium,agenda_packet_or_minutes,high,strike_or_no_strike_constraint,2026-08-01T14:29:07.915499+00:00,medium_candidate,false,false,not_verified,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_003:BRM5-20260731-10605,BRM5C-BRM5-20260731-10605-01,candidate_review_lane_001,334,https://avondaleboro.net/document/council-minutes-november-6th-2024,non_cba_or_unresolved_hint,metadata_review_pending,3,3,4,3,3.38,4,4,4,2,4,0,excluded_out_of_scope,not_verification_ready,unique_for_review,,,metadata_indicates_nonmunicipal_or_wrong_employer_scope,Metadata indicates nonmunicipal or wrong employer scope.,local_metadata_title_locator_snippet_hints_only,2026-08-01T20:24:57.055544+00:00
BRM5C-BRM5-20260731-15219-02,BRM5-20260731-15219,cog_2025_204329,Groveland,IL,Tazewell County (17179; primary),Midwest,scout_lane_005,budget_pay_plan,causal_or_pay_record,"Groveland Township (Tazewell County, IL) — 2023-2024 Meeting Agendas & Minutes (includes agendas/minutes links on Google Drive)",https://www.grovelandtownship.com/2023-24-meetings.html,grovelandtownship.com,https://grovelandtownship.com/2023-24-meetings.html,Backfills adjacent fiscal-period meeting material where township compensation/budget items might be discussed.,2,,city,unclear,,Groveland municipal government municipal government,unclear,agenda_cover_sheet,context_only_candidate,index_or_landing_page,index_or_snippet_only,no_anchor_supplied,possible,no,Index page only; binding wage/cycle wage schedule terms not confirmed without opening individual agenda/minutes items on linked Google Drive documents.,mechanism_context,high,yes,Employer mismatch risk and no verified wage-plan content on the index page itself; must open linked agenda/minutes documents to check for operative compensation terms.,Backfills adjacent fiscal-period meeting material where township compensation/budget items might be discussed.,low,budget_or_pay_plan,high,fiscal_constraint_signal,2026-07-31T22:02:33.298159+00:00,low_candidate,false,false,not_verified,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_005:BRM5-20260731-15219,BRM5C-BRM5-20260731-15219-02,candidate_review_lane_001,389,https://grovelandtownship.com/2023-24-meetings.html,non_cba_or_unresolved_hint,metadata_review_pending,3,3,1,2,2.73,4,4,4,2,0,0,excluded_out_of_scope,not_verification_ready,unique_for_review,,,metadata_indicates_nonmunicipal_or_wrong_employer_scope,Metadata indicates nonmunicipal or wrong employer scope.,local_metadata_title_locator_snippet_hints_only,2026-08-01T20:24:57.057219+00:00
BRM5C-BRM5-20260731-06395-02,BRM5-20260731-06395,cog_2025_136683,Brooklyn,WI,Green Lake County (55047; primary),Midwest,scout_lane_002,budget_pay_plan,causal_or_pay_record,BROOKLYN FIRE & EMS DISTRICT BOARD MEETING MINUTES 08/11/2021,https://storage.googleapis.com/juniper-media-library/170/2024/11/MINUTES-8.11.2021-1.pdf,storage.googleapis.com,https://storage.googleapis.com/juniper-media-library/170/2024/11/MINUTES-8.11.2021-1.pdf,May contain the only publicly visible compensation/retention discussions for firefighting/EMS personnel tied to Brooklyn’s fire service arrangements; could point to where any binding pay plan would be located.,2,,third_party,fire,,Brooklyn municipal government municipal government,unclear,meeting_minutes,context_only_candidate,partial_document,other_operative_text,unclear,none,no,"Minutes include compensation-related discussion/snippets (e.g., EMS portion of fire chief’s salary shown in index snippet), but do not establish a complete executed CBA/wage MOA or duration/award period text.",mechanism_context,high,yes,"Not clearly a Brooklyn municipal labor document; appears to be a Fire/EMS protection district board document, and no confirmed binding wage-setting terms or contract duration were retrieved from the snippet alone.",May contain the only publicly visible compensation/retention discussions for firefighting/EMS personnel tied to Brooklyn’s fire service arrangements; could point to where any binding pay plan would be located.,low,budget_or_pay_plan,high,non_safety_constraint_signal,2026-08-01T11:28:04.058093+00:00,low_candidate,false,false,not_verified,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_002:BRM5-20260731-06395,BRM5C-BRM5-20260731-06395-02,candidate_review_lane_001,477,https://storage.googleapis.com/juniper-media-library/170/2024/11/MINUTES-8.11.2021-1.pdf,non_cba_or_unresolved_hint,metadata_review_pending,3,4,1,4,3.35,4,4,4,3,0,0,excluded_out_of_scope,not_verification_ready,unique_for_review,,,metadata_indicates_nonmunicipal_or_wrong_employer_scope,Metadata indicates nonmunicipal or wrong employer scope.,local_metadata_title_locator_snippet_hints_only,2026-08-01T20:24:57.060153+00:00
BRM5C-BRM5-20260731-15391-02,BRM5-20260731-15391,cog_2025_185105,Ridge,IL,Shelby County (17173; primary),Midwest,scout_lane_005,agenda_minutes_packet,causal_or_pay_record,Chicago Ridge Professional Firefighters' Local 3098 2024 - 2027,https://www.chicagoridge.org/DocumentCenter/View/1387/Chicago-Ridge-Professional-Firefighters-Local-3098-2024-2027,chicagoridge.org,https://chicagoridge.org/DocumentCenter/View/1387/Chicago-Ridge-Professional-Firefighters-Local-3098-2024-2027,Provides a firefighters CBA with a duration term and wage-related operative provisions that may reference retroactive wage implementation.,2,,city,fire,Chicago Ridge Professional Firefighters' Local 3098,Ridge municipal government municipal government (source appears to be Village of Chicago Ridge),2024-2027,cba,qualifying_candidate,unclear,cover_or_title,unclear,none,no,CBA year range taken from listing/title; retroactive wage/effective-date language not extracted in scout stage.,safety_target,high,no,"Employer-name mismatch risk (sources appear to be Chicago Ridge, not Ridge in Shelby County). Fire CBA contents not fully inspected in this scout run.",Provides a firefighters CBA with a duration term and wage-related operative provisions that may reference retroactive wage implementation.,low,cba,high,,2026-07-31T23:14:00.229243+00:00,low_candidate,false,false,not_verified,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_005:BRM5-20260731-15391,BRM5C-BRM5-20260731-15391-02,candidate_review_lane_001,586,https://chicagoridge.org/DocumentCenter/View/1387/Chicago-Ridge-Professional-Firefighters-Local-3098-2024-2027,cba_arbitration_factfinding_hint,metadata_review_pending,3,3,4,3,3.15,4,1,4,2,1,0,excluded_out_of_scope,not_verification_ready,unique_for_review,,,metadata_indicates_nonmunicipal_or_wrong_employer_scope,Metadata indicates nonmunicipal or wrong employer scope.,local_metadata_title_locator_snippet_hints_only,2026-08-01T20:24:57.063404+00:00
