candidate_id,target_id,municipality_id,municipality,state,county,region,lane_id,source_family_query_family,source_corpus_routing_hint,candidate_title,candidate_url_or_locator,source_domain,normalized_locator,snippet,search_rank,source_owner,source_owner_type,unit_type_hint,union_name_hint,employer_hint,possible_cycle_or_year,document_type_hint,candidate_stage,document_completeness,visible_year_evidence,overlap_with_anchor_cycle,duplicate_risk,blocked_or_unreadable_flag,cycle_match_notes,comparator_role,wrong_employer_risk,context_only_flag,needs_verification_reason,why_relevant,confidence,source_family_hint,source_family_confidence,mechanism_source_family_hints,discovery_timestamp,candidate_quality_hint,duplicate_locator_flag,prior_seen_locator_flag,verification_status,download_status,source_review_status,extraction_status,rating_status,ingestion_status,normalization_status,global_analysis_readiness,lineage,review_candidate_id,candidate_review_lane_id,candidate_review_lane_sequence,canonical_review_locator,cba_non_cba_hint,review_planned_status,municipal_relevance_score,compensation_relevance_score,labor_source_relevance_score,source_document_likelihood_score,verification_priority_score,source_family_confidence_score,mechanism_hint_confidence,review_confidence,compensation_term_hit_count,labor_term_hit_count,duplicate_risk_score,primary_review_bucket,priority_bucket,duplicate_suppression_status,duplicate_of_candidate_id,duplicate_source_path,reason_codes,short_review_rationale,review_method,reviewed_at
BRM5C-BRM5-20260731-12976-02,BRM5-20260731-12976,cog_2025_129610,Greentop,MO,Schuyler County (29197; primary); Adair County (29001),Midwest,scout_lane_004,local_pay_policy_payroll,causal_or_pay_record,"Greentop Council Approves CD Transfers, Cancer Society Donation at June Meeting",https://www.schuylercountytimes.com/2025/06/12/greentop-council-approves-cd-transfers-cancer-society-donation-at-june-meeting/,schuylercountytimes.com,https://schuylercountytimes.com/2025/06/12/greentop-council-approves-cd-transfers-cancer-society-donation-at-june-meeting,May provide a lead to where Greentop meeting minutes/packets or attachments are published for later retrieval of wage-related operative documents.,2,,news,unclear,,Greentop municipal government municipal government,unclear,context_only,context_only_candidate,summary_only,unclear,unclear,none,no,Appears to be general meeting recap without surfaced wage/contract operative text.,mechanism_context,possible,yes,Requires linking to actual Greentop meeting materials/ordinances/attachments that contain binding wage terms.,May provide a lead to where Greentop meeting minutes/packets or attachments are published for later retrieval of wage-related operative documents.,low,agenda_packet_or_minutes,high,,2026-08-01T07:00:27.034834+00:00,low_candidate,false,false,not_verified,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_004:BRM5-20260731-12976,BRM5C-BRM5-20260731-12976-02,candidate_review_lane_001,146,https://schuylercountytimes.com/2025/06/12/greentop-council-approves-cd-transfers-cancer-society-donation-at-june-meeting,non_cba_or_unresolved_hint,metadata_review_pending,3,2,1,2,2.27,4,1,4,1,0,0,low_priority_verification_ready,low_priority_verification_ready,unique_for_review,,,ambiguous_but_plausible_municipal_pay_or_labor_locator,Ambiguous but plausible municipal pay or labor locator.,local_metadata_title_locator_snippet_hints_only,2026-08-01T20:24:57.049072+00:00
BRM5C-BRM5-20260731-12976-01,BRM5-20260731-12976,cog_2025_129610,Greentop,MO,Schuyler County (29197; primary); Adair County (29001),Midwest,scout_lane_004,local_pay_policy_payroll,causal_or_pay_record,"Greentop Council Discusses Budget, Wastewater Solutions, and Fire Contract at December Meeting",https://www.schuylercountytimes.com/2025/12/11/greentop-council-discusses-budget-wastewater-solutions-and-fire-contract-at-december-meeting/,schuylercountytimes.com,https://schuylercountytimes.com/2025/12/11/greentop-council-discusses-budget-wastewater-solutions-and-fire-contract-at-december-meeting,"Indicates Greentop council activity involving a 'fire contract' that could contain binding compensation terms, but the URL does not itself supply them.",1,,news,unclear,,Greentop municipal government municipal government,unclear,context_only,context_only_candidate,summary_only,unclear,unclear,none,no,News coverage references a 'fire contract' but does not provide the operative wage/term language or an attached executed agreement in the accessible snippet.,mechanism_context,possible,yes,"Requires locating the underlying Greentop council document/attachment (ordinance, executed MOA, or wage schedule) containing operative wage terms and award period.","Indicates Greentop council activity involving a 'fire contract' that could contain binding compensation terms, but the URL does not itself supply them.",low,budget_or_pay_plan,high,,2026-08-01T07:00:27.034834+00:00,low_candidate,false,false,not_verified,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_004:BRM5-20260731-12976,BRM5C-BRM5-20260731-12976-01,candidate_review_lane_001,451,https://schuylercountytimes.com/2025/12/11/greentop-council-discusses-budget-wastewater-solutions-and-fire-contract-at-december-meeting,non_cba_or_unresolved_hint,metadata_review_pending,3,3,1,2,2.5,4,1,4,2,0,0,low_priority_verification_ready,low_priority_verification_ready,unique_for_review,,,ambiguous_but_plausible_municipal_pay_or_labor_locator,Ambiguous but plausible municipal pay or labor locator.,local_metadata_title_locator_snippet_hints_only,2026-08-01T20:24:57.059400+00:00
BRM5C-BRM5-20260731-09807-02,BRM5-20260731-09807,cog_2025_172563,Marblehead,OH,Ottawa County (39123; primary),Midwest,scout_lane_003,wage_salary_schedule,causal_or_pay_record,Ordinance No. 2-2026 — An Ordinance Setting Wage Rates for Positions in the Police Department and Declaring an Emergency,https://www.marbleheadohio.org/media/5796,marbleheadohio.org,https://marbleheadohio.org/media/5796,"Provides municipal police wage rates (sworn police positions) via an adopted wage ordinance for Marblehead, OH.",2,,city,police,,Marblehead municipal government municipal government,unclear,ordinance_or_policy,qualifying_candidate,partial_document,other_operative_text,no_anchor_supplied,possible,no,"Operative text indicates this ordinance repeals Ordinance No. 3-2025 and sets effectiveness with the pay period beginning March 22, 2026; no explicit term length/end date found in visible evidence.",safety_target,none,no,"Visible evidence shows pay-period effective language and wage-rate sections, but does not show a full duration/term or explicit award-period coverage.","Provides municipal police wage rates (sworn police positions) via an adopted wage ordinance for Marblehead, OH.",medium,other_local_government_pay_policy,medium,,2026-08-01T09:37:50.862575+00:00,medium_candidate,false,false,not_verified,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_003:BRM5-20260731-09807,BRM5C-BRM5-20260731-09807-02,candidate_review_lane_001,797,https://marbleheadohio.org/media/5796,non_cba_or_unresolved_hint,metadata_review_pending,4,2,1,3,2.5,3,1,4,1,0,0,low_priority_verification_ready,low_priority_verification_ready,unique_for_review,,,ambiguous_but_plausible_municipal_pay_or_labor_locator,Ambiguous but plausible municipal pay or labor locator.,local_metadata_title_locator_snippet_hints_only,2026-08-01T20:24:57.071584+00:00
BRM5C-BRM5-20260731-10199-01,BRM5-20260731-10199,cog_2025_191852,Grantsburg,WI,Burnett County (55013; primary),Midwest,scout_lane_003,local_pay_policy_payroll,causal_or_pay_record,Chapter 105: Officers and Employees — §105-7 Chief of Police (compensation determined by Village Board from time to time),https://ecode360.com/32755683,ecode360.com,https://ecode360.com/32755683,"Suggests where Grantsburg may set police pay/compensation administratively (board-determined), which could point to later wage-setting documents.",1,,third_party,police,,Grantsburg municipal government municipal government,unclear,ordinance_or_policy,context_only_candidate,partial_document,other_operative_text,unclear,none,no,Only shows that compensation is set by the Village Board 'from time to time'; does not provide an executed wage schedule/plan or contract term language.,mechanism_context,possible,yes,No binding wage rates/schedule or contract duration clause visible in the located text; requires finding actual wage schedule/ordinance/resolution that sets rates and a specific operative period.,"Suggests where Grantsburg may set police pay/compensation administratively (board-determined), which could point to later wage-setting documents.",low,other_local_government_pay_policy,medium,,2026-08-01T11:57:32.743932+00:00,low_candidate,false,false,not_verified,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_003:BRM5-20260731-10199,BRM5C-BRM5-20260731-10199-01,candidate_review_lane_001,813,https://ecode360.com/32755683,non_cba_or_unresolved_hint,metadata_review_pending,3,3,1,3,2.54,3,1,4,2,0,0,low_priority_verification_ready,low_priority_verification_ready,unique_for_review,,,ambiguous_but_plausible_municipal_pay_or_labor_locator,Ambiguous but plausible municipal pay or labor locator.,local_metadata_title_locator_snippet_hints_only,2026-08-01T20:24:57.072282+00:00
BRM5C-BRM5-20260731-14913-02,BRM5-20260731-14913,cog_2025_209634,Ore City,TX,Upshur County (48459; primary),South,scout_lane_004,salary_pay_ordinance,causal_or_pay_record,"Code of Ordinances (Municode) — Ore City, TX",https://library.municode.com/tx/ore_city/codes/code_of_ordinances,library.municode.com,https://library.municode.com/tx/ore_city/codes/code_of_ordinances,Municode is the city’s codified ordinance repository; wage-setting pay ordinances for municipal employees may appear in specific chapters/sections.,2,,third_party,unclear,,Ore City municipal government,unclear,ordinance_or_policy,context_only_candidate,index_or_landing_page,unclear,no_anchor_supplied,none,no,"Potential host for sections that set officer/employee salaries or compensation. However, page content required for wage-schedule operative dates is not inspectable from the tool output at this URL.",mechanism_context,none,yes,Tool output did not provide inspectable ordinance text/effective dates for wage/pay provisions at the landing URL.,Municode is the city’s codified ordinance repository; wage-setting pay ordinances for municipal employees may appear in specific chapters/sections.,low,salary_ordinance,high,,2026-08-01T18:59:07.892222+00:00,low_candidate,false,false,not_verified,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_004:BRM5-20260731-14913,BRM5C-BRM5-20260731-14913-02,candidate_review_lane_001,948,https://library.municode.com/tx/ore_city/codes/code_of_ordinances,non_cba_or_unresolved_hint,metadata_review_pending,3,2,2,3,2.62,4,1,4,1,0,0,low_priority_verification_ready,low_priority_verification_ready,unique_for_review,,,ambiguous_but_plausible_municipal_pay_or_labor_locator,Ambiguous but plausible municipal pay or labor locator.,local_metadata_title_locator_snippet_hints_only,2026-08-01T20:24:57.079355+00:00
BRM5C-BRM5-20260731-18211-02,BRM5-20260731-18211,cog_2025_174184,Hamilton,PA,Adams County (42001; primary),Northeast,scout_lane_005,agenda_minutes_packet,causal_or_pay_record,Hamilton Township (Adams County) plans/ordinances hub (possible fee/pay-related context),https://twphamilton.com/plans-ordinances/,twphamilton.com,https://twphamilton.com/plans-ordinances,"If wage schedules are implemented via ordinance or policy, they may appear in this ordinances/plans area.",2,,city,unknown,,Hamilton municipal government municipal government,unclear,context_only,context_only_candidate,unclear,index_or_snippet_only,unclear,none,no,Hub lists categories such as fee schedule; no labor contract or wage schedule terms confirmed from hub alone.,mechanism_context,possible,yes,Open relevant ordinance/policy documents and confirm they contain operative municipal wage-setting for police/fire/non-safety employees (including effective periods).,"If wage schedules are implemented via ordinance or policy, they may appear in this ordinances/plans area.",low,wage_schedule,high,,2026-08-01T15:38:13.678675+00:00,low_candidate,false,false,not_verified,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_005:BRM5-20260731-18211,BRM5C-BRM5-20260731-18211-02,candidate_review_lane_001,1156,https://twphamilton.com/plans-ordinances,non_cba_or_unresolved_hint,metadata_review_pending,4,2,2,2,2.62,4,1,4,1,0,0,low_priority_verification_ready,low_priority_verification_ready,unique_for_review,,,ambiguous_but_plausible_municipal_pay_or_labor_locator,Ambiguous but plausible municipal pay or labor locator.,local_metadata_title_locator_snippet_hints_only,2026-08-01T20:24:57.088150+00:00
BRM5C-BRM5-20260731-10907-01,BRM5-20260731-10907,cog_2025_139833,Silver Lake,PA,Susquehanna County (42115; primary),Northeast,scout_lane_003,local_pay_policy_payroll,causal_or_pay_record,Minutes of the January 2013 Supervisors' Meeting (Organizational Meeting),https://silverlaketwp.org/min_2013-01.html,silverlaketwp.org,https://silverlaketwp.org/min_2013-01.html,"Directly lists township employee labor rates (e.g., skilled laborer/mechanic, utility laborer, roadmaster) set by township supervisors—municipal pay-setting source for non-safety/civilian labor.",1,,city,non_safety,,Silver Lake municipal government municipal government,"2013 (hourly labor rates and related employee pay items set at Jan 7, 2013 organizational meeting)",meeting_minutes,qualifying_candidate,full_document,other_operative_text,no_anchor_supplied,none,no,Operative text sets specific hourly labor rates; no retroactive wage implementation effective date language visible in this page.,ordinary_non_safety_comparator,possible,no,This appears to set labor rates/policies via supervisors minutes; confirm whether any ordinance/resolution or later amendments supersede these rates for the desired comparator period.,"Directly lists township employee labor rates (e.g., skilled laborer/mechanic, utility laborer, roadmaster) set by township supervisors—municipal pay-setting source for non-safety/civilian labor.",medium,agenda_packet_or_minutes,high,non_safety_constraint_signal,2026-08-01T16:24:46.092708+00:00,medium_candidate,false,false,not_verified,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_003:BRM5-20260731-10907,BRM5C-BRM5-20260731-10907-01,candidate_review_lane_002,320,https://silverlaketwp.org/min_2013-01.html,non_cba_or_unresolved_hint,metadata_review_pending,4,1,1,3,2.58,4,3,4,0,0,0,low_priority_verification_ready,low_priority_verification_ready,unique_for_review,,,ambiguous_but_plausible_municipal_pay_or_labor_locator,Ambiguous but plausible municipal pay or labor locator.,local_metadata_title_locator_snippet_hints_only,2026-08-01T20:24:57.056971+00:00
BRM5C-BRM5-20260731-04091-01,BRM5-20260731-04091,cog_2025_163381,Mill Shoals,IL,White County (17193; primary),Midwest,scout_lane_002,budget_pay_plan,causal_or_pay_record,Mill Shoals Village Board Meets Tuesday — Agenda (includes Appropriations Ordinance; Police Contract),https://www.thevillagersvoice.com/mill-shoals-village-board-meets-tuesday-2/,thevillagersvoice.com,https://thevillagersvoice.com/mill-shoals-village-board-meets-tuesday-2,Potential pathway to find municipal pay/budget compensation materials (includes Appropriations Ordinance).,1,,news,unclear,,Mill Shoals municipal government municipal government,unclear,agenda_cover_sheet,context_only_candidate,summary_only,index_or_snippet_only,unclear,none,no,"Agenda items mention Appropriations Ordinance and Police Contract, but no wage/pay-plan or compensation terms are included in the discoverable text.",mechanism_context,none,yes,Must locate the underlying Appropriations Ordinance / Police Contract document(s) themselves to identify any binding compensation/pay-plan terms; discoverable page is agenda-only and does not show operative wage text.,Potential pathway to find municipal pay/budget compensation materials (includes Appropriations Ordinance).,low,budget_or_pay_plan,high,,2026-07-31T22:15:47.079831+00:00,low_candidate,false,false,not_verified,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_002:BRM5-20260731-04091,BRM5C-BRM5-20260731-04091-01,candidate_review_lane_002,390,https://thevillagersvoice.com/mill-shoals-village-board-meets-tuesday-2,non_cba_or_unresolved_hint,metadata_review_pending,3,3,1,2,2.5,4,1,4,2,0,0,low_priority_verification_ready,low_priority_verification_ready,unique_for_review,,,ambiguous_but_plausible_municipal_pay_or_labor_locator,Ambiguous but plausible municipal pay or labor locator.,local_metadata_title_locator_snippet_hints_only,2026-08-01T20:24:57.059462+00:00
BRM5C-BRM5-20260731-13680-02,BRM5-20260731-13680,cog_2025_173254,Wayne,OH,Tuscarawas County (39157; primary),Midwest,scout_lane_004,personnel_policy,causal_or_pay_record,"145.27 OVERTIME (compensation rules, comp-time and overtime payment triggers)",https://codelibrary.amlegal.com/codes/wayneoh/latest/wayne_oh/0-0-0-1260,codelibrary.amlegal.com,https://codelibrary.amlegal.com/codes/wayneoh/latest/wayne_oh/0-0-0-1260,Authoritative municipal civilian pay-setting mechanism for overtime/comp-time limits and overtime compensation rate basis.,2,,third_party,non_safety,,Wayne municipal government municipal government,unclear,ordinance_or_policy,insufficient_candidate,partial_document,other_operative_text,no_anchor_supplied,possible,no,No explicit contract/Award period or wage-cycle operative date visible in the retrieved excerpt; cannot establish recruitment/retention pay review cycle.,authoritative_civilian_wage_setting,possible,yes,"Qualifies only as an overtime compensation mechanism; does not, by itself, evidence market recruitment/retention pay review or an award effective period.",Authoritative municipal civilian pay-setting mechanism for overtime/comp-time limits and overtime compensation rate basis.,medium,other_local_government_pay_policy,medium,market_or_comparability_pressure;non_safety_constraint_signal,2026-08-01T11:02:12.718006+00:00,medium_candidate,false,false,not_verified,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_004:BRM5-20260731-13680,BRM5C-BRM5-20260731-13680-02,candidate_review_lane_002,791,https://codelibrary.amlegal.com/codes/wayneoh/latest/wayne_oh/0-0-0-1260,non_cba_or_unresolved_hint,metadata_review_pending,3,2,1,3,2.54,3,4,4,1,0,0,low_priority_verification_ready,low_priority_verification_ready,unique_for_review,,,ambiguous_but_plausible_municipal_pay_or_labor_locator,Ambiguous but plausible municipal pay or labor locator.,local_metadata_title_locator_snippet_hints_only,2026-08-01T20:24:57.073610+00:00
BRM5C-BRM5-20260731-09807-01,BRM5-20260731-09807,cog_2025_172563,Marblehead,OH,Ottawa County (39123; primary),Midwest,scout_lane_003,wage_salary_schedule,causal_or_pay_record,Ordinance No. 13-2024 — An Ordinance Setting Wage Rates for Positions in the Police Department and Declaring an Emergency,https://www.marbleheadohio.org/media/4196,marbleheadohio.org,https://marbleheadohio.org/media/4196,"Provides municipal police wage rates (sworn police positions) via a council wage ordinance for Marblehead, OH.",1,,city,police,,Marblehead municipal government municipal government,unclear,ordinance_or_policy,qualifying_candidate,partial_document,other_operative_text,no_anchor_supplied,none,no,"Operative text indicates this ordinance repeals Ordinance No. 3-2024 and puts new rates into effect with the pay period which begins June 30, 2024; no end date/duration clause found in visible evidence.",safety_target,none,no,"Visible evidence includes pay-period effective language and wage-rate sections, but does not show a full contract duration/term or stated award cycle end date.","Provides municipal police wage rates (sworn police positions) via a council wage ordinance for Marblehead, OH.",high,other_local_government_pay_policy,medium,,2026-08-01T09:37:50.862575+00:00,high_candidate,false,false,not_verified,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_003:BRM5-20260731-09807,BRM5C-BRM5-20260731-09807-01,candidate_review_lane_002,795,https://marbleheadohio.org/media/4196,non_cba_or_unresolved_hint,metadata_review_pending,4,2,1,3,2.5,3,1,4,1,0,0,low_priority_verification_ready,low_priority_verification_ready,unique_for_review,,,ambiguous_but_plausible_municipal_pay_or_labor_locator,Ambiguous but plausible municipal pay or labor locator.,local_metadata_title_locator_snippet_hints_only,2026-08-01T20:24:57.073721+00:00
