candidate_id,target_id,municipality_id,municipality,state,county,region,lane_id,source_family_query_family,source_corpus_routing_hint,candidate_title,candidate_url_or_locator,source_domain,normalized_locator,snippet,search_rank,source_owner,source_owner_type,unit_type_hint,union_name_hint,employer_hint,possible_cycle_or_year,document_type_hint,candidate_stage,document_completeness,visible_year_evidence,overlap_with_anchor_cycle,duplicate_risk,blocked_or_unreadable_flag,cycle_match_notes,comparator_role,wrong_employer_risk,context_only_flag,needs_verification_reason,why_relevant,confidence,source_family_hint,source_family_confidence,mechanism_source_family_hints,discovery_timestamp,candidate_quality_hint,duplicate_locator_flag,prior_seen_locator_flag,verification_status,download_status,source_review_status,extraction_status,rating_status,ingestion_status,normalization_status,global_analysis_readiness,lineage,review_candidate_id,candidate_review_lane_id,candidate_review_lane_sequence,canonical_review_locator,cba_non_cba_hint,review_planned_status,municipal_relevance_score,compensation_relevance_score,labor_source_relevance_score,source_document_likelihood_score,verification_priority_score,source_family_confidence_score,mechanism_hint_confidence,review_confidence,compensation_term_hit_count,labor_term_hit_count,duplicate_risk_score,primary_review_bucket,priority_bucket,duplicate_suppression_status,duplicate_of_candidate_id,duplicate_source_path,reason_codes,short_review_rationale,review_method,reviewed_at
BRM5C-BRM5-20260731-00049-02,BRM5-20260731-00049,cog_2025_104432,Lester,IA,Lyon County (19119; primary),Midwest,scout_lane_001,cba_agreement,causal,"City of Lester — January 6, 2025 Regular Meeting (minutes PDF; includes 'Wages' expense line)",https://www.lesteriowa.com/_files/ugd/0d61de_68d7a643a023474ebf4e71b07f19ee2f.pdf,lesteriowa.com,https://lesteriowa.com/_files/ugd/0d61de_68d7a643a023474ebf4e71b07f19ee2f.pdf,"If Lester has municipal labor bargaining, related approvals or binding wage changes may be mentioned in minutes.",2,,city,unclear,,Lester municipal government,unclear,meeting_minutes,context_only_candidate,full_document,cover_or_title,no_anchor_supplied,none,no,"Minutes show an expense line item labeled 'Wages', but no CBA / no duration clause / no wage schedule table text is visible in the inspected pages.",no_comparator_role,none,yes,Operative CBA/wage-schedule language with a contract period must be present to qualify; otherwise treat as non-binding context only.,"If Lester has municipal labor bargaining, related approvals or binding wage changes may be mentioned in minutes.",low,agenda_packet_or_minutes,high,,2026-07-31T20:19:28.620100+00:00,low_candidate,false,false,not_verified,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_001:BRM5-20260731-00049,BRM5C-BRM5-20260731-00049-02,candidate_review_lane_001,1,https://lesteriowa.com/_files/ugd/0d61de_68d7a643a023474ebf4e71b07f19ee2f.pdf,cba_arbitration_factfinding_hint,metadata_review_pending,4,2,3,4,3.15,4,1,4,1,1,0,medium_priority_verification_ready,medium_priority_verification_ready,unique_for_review,,,plausible_municipal_compensation_source_with_moderate_specificity,Plausible municipal compensation source with moderate specificity.,local_metadata_title_locator_snippet_hints_only,2026-08-01T20:24:57.043309+00:00
BRM5C-BRM5-20260731-03793-01,BRM5-20260731-03793,cog_2025_164386,Luxemburg,IA,Dubuque County (19061; primary),Midwest,scout_lane_002,personnel_policy,causal_or_pay_record,City of Luxemburg council meeting minutes (includes RESOLUTION #2025-09 wage increase for named city personnel),https://www.luxemburgiowa.com/copy-of-24,luxemburgiowa.com,https://luxemburgiowa.com/copy-of-24,"Contains operative wage-increase council action for named city personnel, which may be part of non-safety compensation practices.",1,,city,non_safety,,Luxemburg municipal government municipal government,unclear,context_only,context_only_candidate,summary_only,other_operative_text,unclear,none,no,"Minutes reflect council action on a 3% wage increase (RESOLUTION #2025-09), but do not present a longevity-shift pay specialty or a full personnel policy/wage schedule.",authoritative_civilian_wage_setting,none,yes,"Appears to be meeting-minutes narration of a wage increase resolution; not a standalone executed wage plan/personnel policy document, and no longevity-shift specialty language is visible.","Contains operative wage-increase council action for named city personnel, which may be part of non-safety compensation practices.",low,agenda_packet_or_minutes,high,non_safety_constraint_signal,2026-07-31T20:23:32.535274+00:00,low_candidate,false,false,not_verified,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_002:BRM5-20260731-03793,BRM5C-BRM5-20260731-03793-01,candidate_review_lane_001,4,https://luxemburgiowa.com/copy-of-24,non_cba_or_unresolved_hint,metadata_review_pending,4,4,1,2,3.15,4,4,4,5,0,0,medium_priority_verification_ready,medium_priority_verification_ready,unique_for_review,,,plausible_municipal_compensation_source_with_moderate_specificity,Plausible municipal compensation source with moderate specificity.,local_metadata_title_locator_snippet_hints_only,2026-08-01T20:24:57.043680+00:00
BRM5C-BRM5-20260731-00271-02,BRM5-20260731-00271,cog_2025_162251,Hodgkins,IL,Cook County (17031; primary),Midwest,scout_lane_001,personnel_policy,causal_or_pay_record,Reg-Mtg-April-14-2025-1.pdf (includes agenda item: 'Motion to approve/deny 2026-2027 Collective Bargaining Agreement with the Hodgkins Police'),https://www.villageofhodgkins.org/wp-content/uploads/Reg-Mtg-April-14-2025-1.pdf,villageofhodgkins.org,https://villageofhodgkins.org/wp-content/uploads/Reg-Mtg-April-14-2025-1.pdf,"Potential pointer to an executed/approvable police CBA for 2026-2027, useful for anchoring bargaining-cycle timing.",2,,city,police,unknown,"Village of Hodgkins, IL",2026-2027 (title evidence only; operative terms unconfirmed),meeting_minutes,context_only_candidate,partial_document,other_operative_text,overlap,none,no,"The PDF filename/snippet indicates an agenda/meeting item about a '2026-2027 Collective Bargaining Agreement' with the Hodgkins Police, but the specific wage/term operative text was not fully confirmed from retrievable pages.",safety_target,possible,yes,Locate the exact agenda/motion paragraph within the PDF that states effective dates and/or attach the collective bargaining agreement itself; minutes-only language may not contain binding wage schedules.,"Potential pointer to an executed/approvable police CBA for 2026-2027, useful for anchoring bargaining-cycle timing.",low,agenda_packet_or_minutes,high,,2026-07-31T21:39:48.204848+00:00,low_candidate,false,false,not_verified,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_001:BRM5-20260731-00271,BRM5C-BRM5-20260731-00271-02,candidate_review_lane_001,12,https://villageofhodgkins.org/wp-content/uploads/Reg-Mtg-April-14-2025-1.pdf,non_cba_or_unresolved_hint,metadata_review_pending,4,2,4,4,3.31,4,1,4,1,3,0,medium_priority_verification_ready,medium_priority_verification_ready,unique_for_review,,,plausible_municipal_compensation_source_with_moderate_specificity,Plausible municipal compensation source with moderate specificity.,local_metadata_title_locator_snippet_hints_only,2026-08-01T20:24:57.043961+00:00
BRM5C-BRM5-20260731-00477-02,BRM5-20260731-00477,cog_2025_125161,Summit,IL,Effingham County (17049; primary),Midwest,scout_lane_001,agenda_minutes_packet,causal_or_pay_record,AGENDA (Ordinance/Resolution authorizing execution of a Collective Bargaining Agreement: Teamsters Local 700; language changes within agreement - Summit Fire Department),https://summit-il.org/AgendaCenter/ViewFile/ArchivedAgenda/_07202020-93,summit-il.org,https://summit-il.org/AgendaCenter/ViewFile/ArchivedAgenda/_07202020-93,Fire labor source discovery: points to Teamsters Local 700 agreement referenced as governing language changes for the Summit Fire Department.,2,,city,fire,International Brotherhood of Teamsters Union Local 700,Summit municipal government municipal government,unclear (no explicit duration captured in agenda excerpt),agenda_cover_sheet,context_only_candidate,summary_only,unclear,no_anchor_supplied,none,no,"Item indicates authorization/execution and mentions language changes within the agreement, but the underlying executed terms and retroactive wage effective date are not present in the captured agenda excerpt.",safety_target,none,yes,Underlying collective bargaining agreement (executed text/scanned exhibit) was not retrieved; agenda excerpt does not show wage schedules or effective/retroactive implementation language.,Fire labor source discovery: points to Teamsters Local 700 agreement referenced as governing language changes for the Summit Fire Department.,low,agenda_packet_or_minutes,high,,2026-07-31T23:02:57.675672+00:00,low_candidate,false,false,not_verified,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_001:BRM5-20260731-00477,BRM5C-BRM5-20260731-00477-02,candidate_review_lane_001,14,https://summit-il.org/AgendaCenter/ViewFile/ArchivedAgenda/_07202020-93,non_cba_or_unresolved_hint,metadata_review_pending,4,3,4,2,3.15,4,1,4,2,2,0,medium_priority_verification_ready,medium_priority_verification_ready,unique_for_review,,,plausible_municipal_compensation_source_with_moderate_specificity,Plausible municipal compensation source with moderate specificity.,local_metadata_title_locator_snippet_hints_only,2026-08-01T20:24:57.044015+00:00
BRM5C-BRM5-20260731-04088-01,BRM5-20260731-04088,cog_2025_162844,Milan,IL,DeKalb County (17037; primary),Midwest,scout_lane_002,mou_memorandum_settlement,causal,"VILLAGE OF MILAN, ILLINOIS - COUNCIL MEETING (FOP retro pay and wage portion of the contract)",https://www.milanil.org/media/571,milanil.org,https://milanil.org/media/571,Indicates Milan police bargaining/contract wage and retro-pay handling and cites specific retro-pay/cadence details.,1,,city,police,Illinois Fraternal Order of Police (FOP) (referenced as 'FOP members'),Village of Milan municipal government,unclear,meeting_minutes,context_only_candidate,partial_document,other_operative_text,unclear,none,no,"Minutes describe retro-pay and wage scale mechanics, but do not provide the underlying executed police CBA/MOU text.",safety_target,none,yes,This is council meeting text summarizing retro pay/wage portion; it is not the executed FOP CBA/MOU document itself.,Indicates Milan police bargaining/contract wage and retro-pay handling and cites specific retro-pay/cadence details.,medium,agenda_packet_or_minutes,high,,2026-07-31T22:15:00.234477+00:00,medium_candidate,false,false,not_verified,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_002:BRM5-20260731-04088,BRM5C-BRM5-20260731-04088-01,candidate_review_lane_001,16,https://milanil.org/media/571,non_cba_or_unresolved_hint,metadata_review_pending,4,2,4,3,3.12,4,1,4,1,2,0,medium_priority_verification_ready,medium_priority_verification_ready,unique_for_review,,,plausible_municipal_compensation_source_with_moderate_specificity,Plausible municipal compensation source with moderate specificity.,local_metadata_title_locator_snippet_hints_only,2026-08-01T20:24:57.044069+00:00
BRM5C-BRM5-20260731-04152-01,BRM5-20260731-04152,cog_2025_163166,Pin Oak,IL,Madison County (17119; primary),Midwest,scout_lane_002,compensation_classification_plan,causal_or_pay_record,2025.02.20.2025-MONTHLY-MINUTES-1 (includes agenda references to Resolution 2025-26-01),https://pinoaktownship.org/wp-content/uploads/2025/03/2025.02.20.2025-MONTHLY-MINUTES-1.pdf,pinoaktownship.org,https://pinoaktownship.org/wp-content/uploads/2025/03/2025.02.20.2025-MONTHLY-MINUTES-1.pdf,"May indicate township compensation actions, including salary increases, but it is not a compensation_classification_plan document.",1,,city,non_safety,,"Pin Oak Township (Madison County, IL)",unclear,meeting_minutes,context_only_candidate,partial_document,other_operative_text,unclear,none,no,"Minutes mention an agenda item 'Resolution 2025-26-01' and 'Rental Manager Salary Increase (from $150 to $165 @ month)', but do not provide the wage/compensation plan text nor an effective-date clause for any retroactive wage implementation.",mechanism_context,possible,yes,The operative wage/classification plan (or executed Resolution text) is not included in the visible content; only a reference to Resolution 2025-26-01 is shown.,"May indicate township compensation actions, including salary increases, but it is not a compensation_classification_plan document.",medium,agenda_packet_or_minutes,high,,2026-07-31T22:39:15.817654+00:00,medium_candidate,false,false,not_verified,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_002:BRM5-20260731-04152,BRM5C-BRM5-20260731-04152-01,candidate_review_lane_001,17,https://pinoaktownship.org/wp-content/uploads/2025/03/2025.02.20.2025-MONTHLY-MINUTES-1.pdf,non_cba_or_unresolved_hint,metadata_review_pending,4,4,1,4,3.31,4,1,4,5,0,0,medium_priority_verification_ready,medium_priority_verification_ready,unique_for_review,,,plausible_municipal_compensation_source_with_moderate_specificity,Plausible municipal compensation source with moderate specificity.,local_metadata_title_locator_snippet_hints_only,2026-08-01T20:24:57.044095+00:00
BRM5C-BRM5-20260731-11567-01,BRM5-20260731-11567,cog_2025_103063,Medina,IL,Peoria County (17143; primary),Midwest,scout_lane_004,compensation_classification_plan,causal_or_pay_record,Board Meeting Minutes: December 2018 (Revised) — Review/discuss police contract (Peoria County Sheriff’s proposal; stated % increases by year),https://www.medinatownship.org/2019/05/board-meeting-minutes-december-2018/,medinatownship.org,https://medinatownship.org/2019/05/board-meeting-minutes-december-2018,Contains year-by-year % increase language for the (police) contract referenced in Medina Township governance minutes (potential wage-setting context).,1,,city,police,,"Medina municipal government (Medina Township, Peoria County, IL)",unclear,context_only,context_only_candidate,summary_only,other_operative_text,no_anchor_supplied,none,no,"This appears to describe a Sheriff’s proposal/increase schedule, but the minutes excerpt does not show executed agreement dates/term length.",mechanism_context,possible,yes,No executed police CBA/factfinding/wage MOA or classification/pay plan found; the excerpt appears to summarize a proposal rather than binding wage terms with an identifiable effective/award period.,Contains year-by-year % increase language for the (police) contract referenced in Medina Township governance minutes (potential wage-setting context).,low,agenda_packet_or_minutes,high,,2026-07-31T22:40:46.106079+00:00,low_candidate,false,false,not_verified,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_004:BRM5-20260731-11567,BRM5C-BRM5-20260731-11567-01,candidate_review_lane_001,22,https://medinatownship.org/2019/05/board-meeting-minutes-december-2018,non_cba_or_unresolved_hint,metadata_review_pending,4,4,4,2,3.38,4,1,4,3,2,0,medium_priority_verification_ready,medium_priority_verification_ready,unique_for_review,,,plausible_municipal_compensation_source_with_moderate_specificity,Plausible municipal compensation source with moderate specificity.,local_metadata_title_locator_snippet_hints_only,2026-08-01T20:24:57.044307+00:00
BRM5C-BRM5-20260731-15117-03,BRM5-20260731-15117,cog_2025_163212,Byron,IL,Ogle County (17141; primary),Midwest,scout_lane_005,local_pay_policy_payroll,causal_or_pay_record,Byron City Council Regular Meeting Agenda (Item: Approval of FY 25-26 Non-Union Wages),https://www.cityofbyron.com/AgendaCenter/ViewFile/ArchivedAgenda/_04162025-19,cityofbyron.com,https://cityofbyron.com/AgendaCenter/ViewFile/ArchivedAgenda/_04162025-19,Provides supporting context that the council approved non-union wage changes for FY 25-26; may help locate the missing operative wage calculation document.,3,,city,non_safety,,Byron municipal government,2025-2026 (FY 25-26; wage-rate operative document not included),agenda_cover_sheet,context_only_candidate,index_or_landing_page,duration_clause,overlap,none,no,"Agenda confirms the existence of an 'Approval of FY 25-26 Non-Union Wages' item, but does not provide the wage rates or the operative CPI/step calculation details.",mechanism_context,none,yes,No wage-rate schedule or operative CPI/step formula text is present in the agenda PDF itself.,Provides supporting context that the council approved non-union wage changes for FY 25-26; may help locate the missing operative wage calculation document.,low,agenda_packet_or_minutes,high,,2026-07-31T21:22:49.776223+00:00,low_candidate,false,false,not_verified,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_005:BRM5-20260731-15117,BRM5C-BRM5-20260731-15117-03,candidate_review_lane_001,23,https://cityofbyron.com/AgendaCenter/ViewFile/ArchivedAgenda/_04162025-19,non_cba_or_unresolved_hint,metadata_review_pending,4,3,3,2,3.0,4,1,4,2,1,0,medium_priority_verification_ready,medium_priority_verification_ready,unique_for_review,,,plausible_municipal_compensation_source_with_moderate_specificity,Plausible municipal compensation source with moderate specificity.,local_metadata_title_locator_snippet_hints_only,2026-08-01T20:24:57.044376+00:00
BRM5C-BRM5-20260731-15415-02,BRM5-20260731-15415,cog_2025_125176,Shawnee,IL,Gallatin County (17059; primary),Midwest,scout_lane_005,agenda_minutes_packet,causal_or_pay_record,"April 8, 2024 Agenda (City Council)",https://cityofshawneetown.com/documents/603/April_8__2024_Agenda.pdf,cityofshawneetown.com,https://cityofshawneetown.com/documents/603/April_8__2024_Agenda.pdf,May provide the meeting context where officer compensation topics were discussed (which could be referenced later in binding wage material).,2,,city,police,,Shawnee municipal government municipal government,unclear,agenda_cover_sheet,context_only_candidate,full_document,index_or_snippet_only,unclear,none,no,"Agenda lists Department Reports including Police, but does not display any wage/retroactive implementation terms on its face.",mechanism_context,possible,yes,Agenda is not binding labor text and visible content does not show wage/contract duration/retroactive effective date clauses.,May provide the meeting context where officer compensation topics were discussed (which could be referenced later in binding wage material).,low,agenda_packet_or_minutes,high,,2026-07-31T23:22:13.640432+00:00,low_candidate,false,false,not_verified,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_005:BRM5-20260731-15415,BRM5C-BRM5-20260731-15415-02,candidate_review_lane_001,25,https://cityofshawneetown.com/documents/603/April_8__2024_Agenda.pdf,non_cba_or_unresolved_hint,metadata_review_pending,4,4,1,4,3.31,4,1,4,3,0,0,medium_priority_verification_ready,medium_priority_verification_ready,unique_for_review,,,plausible_municipal_compensation_source_with_moderate_specificity,Plausible municipal compensation source with moderate specificity.,local_metadata_title_locator_snippet_hints_only,2026-08-01T20:24:57.044435+00:00
BRM5C-BRM5-20260731-11470-02,BRM5-20260731-11470,cog_2025_124961,Grant Park,IL,Kankakee County (17091; primary),Midwest,scout_lane_004,budget_pay_plan,causal_or_pay_record,Grant Park Village Board Agendas & Minutes (landing/index for individual dated agenda/minutes files),https://www.grantpark-il.org/agendas-minutes-2017,grantpark-il.org,https://grantpark-il.org/agendas-minutes-2017,"Provides a municipality-held archive likely to include ordinance/action items affecting non-safety compensation (e.g., pay resolutions/schedules) if they exist for Grant Park municipal employees.",2,,city,non_safety,,Village of Grant Park (Grant Park municipal government),unclear,agenda_cover_sheet,context_only_candidate,index_or_landing_page,index_or_snippet_only,no_anchor_supplied,none,no,"This is an index/landing page to dated agendas/minutes; it may contain binding compensation ordinances or wage-related attachments, but the wage-plan duration/operative pay terms are not confirmed at the landing level.",ordinary_non_safety_comparator,none,yes,Need to inspect specific agenda/minutes documents for Grant Park’s non-safety municipal employee pay items and confirm contract/wage-plan duration/operative wage language.,"Provides a municipality-held archive likely to include ordinance/action items affecting non-safety compensation (e.g., pay resolutions/schedules) if they exist for Grant Park municipal employees.",low,agenda_packet_or_minutes,high,non_safety_constraint_signal,2026-07-31T21:50:39.451191+00:00,low_candidate,false,false,not_verified,not_downloaded,not_source_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_004:BRM5-20260731-11470,BRM5C-BRM5-20260731-11470-02,candidate_review_lane_001,32,https://grantpark-il.org/agendas-minutes-2017,non_cba_or_unresolved_hint,metadata_review_pending,4,3,1,2,2.92,4,4,4,2,0,0,medium_priority_verification_ready,medium_priority_verification_ready,unique_for_review,,,plausible_municipal_compensation_source_with_moderate_specificity,Plausible municipal compensation source with moderate specificity.,local_metadata_title_locator_snippet_hints_only,2026-08-01T20:24:57.044691+00:00
