candidate_id,target_id,municipality_id,municipality,state,county,region,lane_id,source_family_query_family,source_corpus_routing_hint,candidate_title,candidate_url_or_locator,source_domain,normalized_locator,snippet,search_rank,source_owner,source_owner_type,unit_type_hint,union_name_hint,employer_hint,possible_cycle_or_year,document_type_hint,candidate_stage,document_completeness,visible_year_evidence,overlap_with_anchor_cycle,duplicate_risk,blocked_or_unreadable_flag,cycle_match_notes,comparator_role,wrong_employer_risk,context_only_flag,needs_verification_reason,why_relevant,confidence,source_family_hint,source_family_confidence,mechanism_source_family_hints,discovery_timestamp,candidate_quality_hint,duplicate_locator_flag,prior_seen_locator_flag,verification_status,download_status,source_review_status,extraction_status,rating_status,ingestion_status,normalization_status,global_analysis_readiness,lineage,review_candidate_id,candidate_review_lane_id,candidate_review_lane_sequence,canonical_review_locator,cba_non_cba_hint,review_planned_status
BRM5C-BRM5-20260731-00049-02,BRM5-20260731-00049,cog_2025_104432,Lester,IA,Lyon County (19119; primary),Midwest,scout_lane_001,cba_agreement,causal,"City of Lester — January 6, 2025 Regular Meeting (minutes PDF; includes 'Wages' expense line)",https://www.lesteriowa.com/_files/ugd/0d61de_68d7a643a023474ebf4e71b07f19ee2f.pdf,lesteriowa.com,https://lesteriowa.com/_files/ugd/0d61de_68d7a643a023474ebf4e71b07f19ee2f.pdf,"If Lester has municipal labor bargaining, related approvals or binding wage changes may be mentioned in minutes.",2,,city,unclear,,Lester municipal government,unclear,meeting_minutes,context_only_candidate,full_document,cover_or_title,no_anchor_supplied,none,no,"Minutes show an expense line item labeled 'Wages', but no CBA / no duration clause / no wage schedule table text is visible in the inspected pages.",no_comparator_role,none,yes,Operative CBA/wage-schedule language with a contract period must be present to qualify; otherwise treat as non-binding context only.,"If Lester has municipal labor bargaining, related approvals or binding wage changes may be mentioned in minutes.",low,agenda_packet_or_minutes,high,,2026-07-31T20:19:28.620100+00:00,low_candidate,false,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_001:BRM5-20260731-00049,BRM5C-BRM5-20260731-00049-02,candidate_review_lane_001,1,https://lesteriowa.com/_files/ugd/0d61de_68d7a643a023474ebf4e71b07f19ee2f.pdf,cba_arbitration_factfinding_hint,metadata_review_pending
BRM5C-BRM5-20260731-07567-02,BRM5-20260731-07567,cog_2025_164412,Stanhope,IA,Hamilton County (19079; primary),Midwest,scout_lane_003,personnel_policy,causal_or_pay_record,"Police Board Minutes — January 4, 2024",https://www.stanhopeiowa.com/documents/487/EJS_Police_Board_1-2024.pdf,stanhopeiowa.com,https://stanhopeiowa.com/documents/487/EJS_Police_Board_1-2024.pdf,Potential wage-setting/raise language for sworn police roles that could help locate the underlying binding personnel pay policy or agreement.,2,,city,police,,Stanhope municipal government municipal government,unclear,meeting_minutes,insufficient_candidate,partial_document,other_operative_text,unclear,none,no,Minutes include explicit annual salary figures and discussion of percentage raises for specific officers. No explicit CBA/award cover period or multi-year wage schedule language identifiable from the accessible text.,safety_target,possible,yes,No operative clause showing contract years/award duration or binding wage schedule; needs confirmation whether salary changes were tied to an executed agreement or simply administrative adjustments.,Potential wage-setting/raise language for sworn police roles that could help locate the underlying binding personnel pay policy or agreement.,medium,agenda_packet_or_minutes,high,,2026-07-31T20:40:05.617553+00:00,medium_candidate,false,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_003:BRM5-20260731-07567,BRM5C-BRM5-20260731-07567-02,candidate_review_lane_001,2,https://stanhopeiowa.com/documents/487/EJS_Police_Board_1-2024.pdf,non_cba_or_unresolved_hint,metadata_review_pending
BRM5C-BRM5-20260731-15024-01,BRM5-20260731-15024,cog_2025_126730,Pierson,IA,Woodbury County (19193; primary),Midwest,scout_lane_005,mou_memorandum_settlement,causal,"July 8 2026 Agenda (City of Pierson, IA) — agenda posting (labor/wage terms possibly referenced, uninspected)",https://www.piersonia.com/_files/ugd/04aef9_288327f87c654e478be427c90503a2cc.docx?dn=July+20262.docx,piersonia.com,https://piersonia.com/_files/ugd/04aef9_288327f87c654e478be427c90503a2cc.docx,City agenda packets sometimes include action items approving executed collective bargaining agreements or wage memoranda/settlements; this is a direct Pierson municipal labor-source starting point.,1,,city,unclear,,Pierson municipal government municipal government,unclear,agenda_cover_sheet,context_only_candidate,blocked_or_unreadable,other_operative_text,unclear,none,yes,Unable to inspect agenda contents because the fetched file is a .docx; therefore no labor/cba/mou/wage MOA terms could be confirmed.,mechanism_context,none,yes,Source is public but could not be inspected in this environment (unsupported .docx content-type).,City agenda packets sometimes include action items approving executed collective bargaining agreements or wage memoranda/settlements; this is a direct Pierson municipal labor-source starting point.,low,agenda_packet_or_minutes,high,,2026-07-31T20:51:50.821594+00:00,low_candidate,false,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_005:BRM5-20260731-15024,BRM5C-BRM5-20260731-15024-01,candidate_review_lane_001,3,https://piersonia.com/_files/ugd/04aef9_288327f87c654e478be427c90503a2cc.docx,non_cba_or_unresolved_hint,metadata_review_pending
BRM5C-BRM5-20260731-03793-01,BRM5-20260731-03793,cog_2025_164386,Luxemburg,IA,Dubuque County (19061; primary),Midwest,scout_lane_002,personnel_policy,causal_or_pay_record,City of Luxemburg council meeting minutes (includes RESOLUTION #2025-09 wage increase for named city personnel),https://www.luxemburgiowa.com/copy-of-24,luxemburgiowa.com,https://luxemburgiowa.com/copy-of-24,"Contains operative wage-increase council action for named city personnel, which may be part of non-safety compensation practices.",1,,city,non_safety,,Luxemburg municipal government municipal government,unclear,context_only,context_only_candidate,summary_only,other_operative_text,unclear,none,no,"Minutes reflect council action on a 3% wage increase (RESOLUTION #2025-09), but do not present a longevity-shift pay specialty or a full personnel policy/wage schedule.",authoritative_civilian_wage_setting,none,yes,"Appears to be meeting-minutes narration of a wage increase resolution; not a standalone executed wage plan/personnel policy document, and no longevity-shift specialty language is visible.","Contains operative wage-increase council action for named city personnel, which may be part of non-safety compensation practices.",low,agenda_packet_or_minutes,high,non_safety_constraint_signal,2026-07-31T20:23:32.535274+00:00,low_candidate,false,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_002:BRM5-20260731-03793,BRM5C-BRM5-20260731-03793-01,candidate_review_lane_001,4,https://luxemburgiowa.com/copy-of-24,non_cba_or_unresolved_hint,metadata_review_pending
BRM5C-BRM5-20260731-03833-02,BRM5-20260731-03833,cog_2025_164378,West Okoboji,IA,Dickinson County (19059; primary),Midwest,scout_lane_002,local_pay_policy_payroll,causal_or_pay_record,"CITY OF WEST OKOBOJI REGULAR COUNCIL MEETING MINUTES (Jan 13, 2025) — Resolution 2025-04 Approving 2025 Annual Wages",https://cityofwestokoboji.org/wp-content/uploads/2025/01/01-13-25-Minutes.pdf,cityofwestokoboji.org,https://cityofwestokoboji.org/wp-content/uploads/2025/01/01-13-25-Minutes.pdf,Municipal (civilian/non-sworn) annual wage approval mechanism that may contain non-base pay/step or longevity-related adjustments if included in the underlying resolution or attachment.,2,,city,non_safety,,City of West Okoboji municipal government,unclear,meeting_minutes,insufficient_candidate,partial_document,cover_or_title,unclear,possible,no,Indicates adoption of 'Resolution 2025-04 Resolution Approving 2025 Annual Wages' but does not include the underlying wage schedule/rates or an explicit effective-through period in the inspected minutes PDF.,authoritative_civilian_wage_setting,none,no,Minutes reference an approving resolution but the inspected PDF does not include the wage schedule or operative text necessary for wage-rate extraction and duration determination.,Municipal (civilian/non-sworn) annual wage approval mechanism that may contain non-base pay/step or longevity-related adjustments if included in the underlying resolution or attachment.,low,agenda_packet_or_minutes,high,non_safety_constraint_signal,2026-07-31T20:38:07.091056+00:00,low_candidate,false,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_002:BRM5-20260731-03833,BRM5C-BRM5-20260731-03833-02,candidate_review_lane_001,5,https://cityofwestokoboji.org/wp-content/uploads/2025/01/01-13-25-Minutes.pdf,non_cba_or_unresolved_hint,metadata_review_pending
BRM5C-BRM5-20260731-11261-01,BRM5-20260731-11261,cog_2025_164338,Lawler,IA,Chickasaw County (19037; primary),Midwest,scout_lane_004,broad_pay_employee_compensation_index,discovery_route_separate_corpora,City Council Minutes (July 2026) — Resolution NO. 2026-07062026-2 wage amount for city employees,https://lawleriowa.us/,lawleriowa.us,https://lawleriowa.us,"Could indicate ordinary (non-safety) municipal wage setting/adjustment approved by the city council (potentially matching the anchor need for retroactive wage implementation effective date), but binding wage terms are not confirmed from the inspected content.",1,,city,non_safety,,Lawler municipal government municipal government,unclear,meeting_minutes,insufficient_candidate,partial_document,other_operative_text,no_anchor_supplied,none,no,"Observed resolution identifier (2026-07062026-2) approving a 'wage amount for city employees' in July 2026 council minutes, but no operative duration clause, coverage dates, or effective/retroactive implementation date was shown in the inspected excerpt.",ordinary_non_safety_comparator,possible,no,"Lead is a council-minutes page that mentions a wage resolution, but the inspected text does not include binding terms (e.g., duration/award period) or a retroactive effective date; wage amount details are not visible in the inspected excerpt.","Could indicate ordinary (non-safety) municipal wage setting/adjustment approved by the city council (potentially matching the anchor need for retroactive wage implementation effective date), but binding wage terms are not confirmed from the inspected content.",low,agenda_packet_or_minutes,high,non_safety_constraint_signal,2026-07-31T20:35:44.996950+00:00,low_candidate,false,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_004:BRM5-20260731-11261,BRM5C-BRM5-20260731-11261-01,candidate_review_lane_001,6,https://lawleriowa.us/,non_cba_or_unresolved_hint,metadata_review_pending
BRM5C-BRM5-20260731-07559-01,BRM5-20260731-07559,cog_2025_104493,Rake,IA,Winnebago County (19189; primary),Midwest,scout_lane_003,local_pay_policy_payroll,causal_or_pay_record,"Minutes for Rake City Council Meeting — December 8, 2025 (includes adopted wage increases by resolution)",https://iaarchives.newzgroup.com/IALegals/2025/44509-2025-12-17_1002.pdf,iaarchives.newzgroup.com,https://iaarchives.newzgroup.com/IALegals/2025/44509-2025-12-17_1002.pdf,"Provides public, municipal-adopted pay changes for non-safety/general city employees (cleaning/upkeep, maintenance, city clerk).",1,,third_party,non_safety,,Rake municipal government (City of Rake),unclear,meeting_minutes,insufficient_candidate,partial_document,other_operative_text,unclear,none,no,"Contains adopted wage adjustments for city employees (e.g., monthly wage for cleaning/upkeep; hourly wage increase for maintenance; hourly increase for city clerk). No clearly stated wage-cycle (e.g., fiscal year coverage) or duration/term language for the wage adjustments in the extracted minutes text.",ordinary_non_safety_comparator,possible,yes,Need to verify whether Resolution 12082025-01 (referenced in the minutes) is published elsewhere with operative salary/wage schedule details and effective period/duration.,"Provides public, municipal-adopted pay changes for non-safety/general city employees (cleaning/upkeep, maintenance, city clerk).",medium,agenda_packet_or_minutes,high,non_safety_constraint_signal;fiscal_constraint_signal,2026-07-31T20:36:53.891212+00:00,medium_candidate,false,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_003:BRM5-20260731-07559,BRM5C-BRM5-20260731-07559-01,candidate_review_lane_001,7,https://iaarchives.newzgroup.com/IALegals/2025/44509-2025-12-17_1002.pdf,non_cba_or_unresolved_hint,metadata_review_pending
BRM5C-BRM5-20260731-07717-01,BRM5-20260731-07717,cog_2025_162284,Genoa,IL,DeKalb County (17037; primary),Midwest,scout_lane_003,cba_agreement,causal,"CITY COUNCIL MEETING AGENDA (includes motion to execute MAP collective bargaining agreement for May 1, 2019–Apr 30, 2022)",https://www.genoa-il.com/media/1261,genoa-il.com,https://genoa-il.com/media/1261,"Establishes that Genoa, IL uses/executes a police CBA with MAP and provides the bargaining cycle dates referenced by the agenda.",1,,city,police,Metropolitan Alliance of Police (MAP),Genoa municipal government municipal government,"May 1, 2019 through April 30, 2022 (stated in agenda text; agreement document not retrieved)",agenda_cover_sheet,context_only_candidate,partial_document,duration_clause,unclear,none,no,"Agenda references execution of a collective bargaining agreement with MAP for May 1, 2019–Apr 30, 2022, but the operative CBA text itself was not retrieved here.",safety_target,none,yes,The returned document appears to be a city council agenda; operative CBA terms/wage schedule were not provided in the retrieved content.,"Establishes that Genoa, IL uses/executes a police CBA with MAP and provides the bargaining cycle dates referenced by the agenda.",medium,agenda_packet_or_minutes,high,,2026-07-31T21:32:33.760039+00:00,medium_candidate,false,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_003:BRM5-20260731-07717,BRM5C-BRM5-20260731-07717-01,candidate_review_lane_001,8,https://genoa-il.com/media/1261,cba_arbitration_factfinding_hint,metadata_review_pending
BRM5C-BRM5-20260731-00442-02,BRM5-20260731-00442,cog_2025_125230,Salem,IL,Knox County (17095; primary),Midwest,scout_lane_001,arbitration_factfinding_labor_relations,causal,"Salem City Council Meeting Minutes (Approval of Operating Engineers Local Union #399 contract; raises 2.75%, 2.75%, 3% over three years)",https://www.salemil.us/sites/g/files/vyhlif1161/f/news/minutes_-_2026_04-06.pdf,salemil.us,https://salemil.us/sites/g/files/vyhlif1161/f/news/minutes_-_2026_04-06.pdf,Ordinary (non-safety) municipal labor comparator growth continuity: percentage raise across multiple years is explicitly stated for a municipal bargaining contract approval.,2,,city,non_safety,Operating Engineers Local Union #399,Salem municipal government municipal government,unclear,meeting_minutes,insufficient_candidate,partial_document,other_operative_text,unclear,none,no,"Explicitly states three-year raises: 2.75%, 2.75%, and 3%, but does not provide cover/title, duration clause dates, or an attached wage schedule in the accessible minutes text.",ordinary_non_safety_comparator,possible,yes,"Operative wage-growth terms appear in minutes, but contract duration dates, effective period, and wage schedule/steps are not shown in the excerpted material.",Ordinary (non-safety) municipal labor comparator growth continuity: percentage raise across multiple years is explicitly stated for a municipal bargaining contract approval.,medium,agenda_packet_or_minutes,high,non_safety_constraint_signal,2026-07-31T22:51:15.086582+00:00,medium_candidate,false,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_001:BRM5-20260731-00442,BRM5C-BRM5-20260731-00442-02,candidate_review_lane_001,9,https://salemil.us/sites/g/files/vyhlif1161/f/news/minutes_-_2026_04-06.pdf,cba_arbitration_factfinding_hint,metadata_review_pending
BRM5C-BRM5-20260731-07618-01,BRM5-20260731-07618,cog_2025_162565,Brimfield,IL,Peoria County (17143; primary),Midwest,scout_lane_003,arbitration_factfinding_labor_relations,causal,"Village of Brimfield Board of Trustees Minutes (June 10, 2024) — employee compensation for 2024-2025 fiscal year",https://www.brimfieldil.org/_files/ugd/fd1b95_0879ee0d60654b3090ce7ed2bfdccef7.pdf,brimfieldil.org,https://brimfieldil.org/_files/ugd/fd1b95_0879ee0d60654b3090ce7ed2bfdccef7.pdf,Provides municipally documented wage/compensation adjustments for non-safety employees (ordinary municipal/civilian context).,1,,city,non_safety,,"Brimfield municipal government (Village of Brimfield, IL)",unclear (snippet shows recommendations/increases for fiscal year 2024-2025; no CBA/MOA/award text),meeting_minutes,insufficient_candidate,partial_document,duration_clause,no_anchor_supplied,none,no,"Only shows specific recommended compensation increases for named non-sworn positions (clerk; second man). No arbitration/factfinding, CBA, memorandum of understanding, executed settlement, wage schedule, or binding wage plan language.",authoritative_civilian_wage_setting,possible,yes,Minutes do not state that changes were made via executed labor agreement or binding wage plan; operative language for any step schedule/arbitration award is absent.,Provides municipally documented wage/compensation adjustments for non-safety employees (ordinary municipal/civilian context).,low,agenda_packet_or_minutes,high,strike_or_no_strike_constraint;non_safety_constraint_signal;fiscal_constraint_signal,2026-07-31T20:57:36.454429+00:00,low_candidate,false,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_003:BRM5-20260731-07618,BRM5C-BRM5-20260731-07618-01,candidate_review_lane_001,10,https://brimfieldil.org/_files/ugd/fd1b95_0879ee0d60654b3090ce7ed2bfdccef7.pdf,cba_arbitration_factfinding_hint,metadata_review_pending
