candidate_id,target_id,municipality_id,municipality,state,county,region,lane_id,source_family_query_family,source_corpus_routing_hint,candidate_title,candidate_url_or_locator,source_domain,normalized_locator,snippet,search_rank,source_owner,source_owner_type,unit_type_hint,union_name_hint,employer_hint,possible_cycle_or_year,document_type_hint,candidate_stage,document_completeness,visible_year_evidence,overlap_with_anchor_cycle,duplicate_risk,blocked_or_unreadable_flag,cycle_match_notes,comparator_role,wrong_employer_risk,context_only_flag,needs_verification_reason,why_relevant,confidence,source_family_hint,source_family_confidence,mechanism_source_family_hints,discovery_timestamp,candidate_quality_hint,duplicate_locator_flag,prior_seen_locator_flag,verification_status,download_status,source_review_status,extraction_status,rating_status,ingestion_status,normalization_status,global_analysis_readiness,lineage,review_candidate_id,candidate_review_lane_id,candidate_review_lane_sequence,canonical_review_locator,cba_non_cba_hint,review_planned_status
BRM5C-BRM5-20260731-03770-01,BRM5-20260731-03770,cog_2025_104489,Duncombe,IA,Webster County (19187; primary),Midwest,scout_lane_002,civil_service_hr,causal_or_pay_record,MINUTES_06_12_24.pdf (Council meeting minutes noting “wage resolution” tabled until July meeting),https://cityofduncombe.com/documents/583/MINUTES_06_12_24.pdf,cityofduncombe.com,https://cityofduncombe.com/documents/583/MINUTES_06_12_24.pdf,"Indicates the City was considering/processing a wage resolution, suggesting later documents may contain binding wage/classification details.",1,,city,unclear,,Duncombe municipal government municipal government,unclear,meeting_minutes,context_only_candidate,partial_document,other_operative_text,unclear,none,no,"Minutes mention a “wage resolution” but do not include the text of the resolution, effective dates, classification/pay schedules, or a binding wage agreement.",mechanism_context,none,yes,No executed wage resolution / wage plan / binding CBA text is included in the minutes; year/coverage terms and wage amounts are not present.,"Indicates the City was considering/processing a wage resolution, suggesting later documents may contain binding wage/classification details.",medium,agenda_packet_or_minutes,high,,2026-07-31T20:14:40.723002+00:00,medium_candidate,false,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_002:BRM5-20260731-03770,BRM5C-BRM5-20260731-03770-01,candidate_review_lane_004,1,https://cityofduncombe.com/documents/583/MINUTES_06_12_24.pdf,non_cba_or_unresolved_hint,metadata_review_pending
BRM5C-BRM5-20260731-11232-02,BRM5-20260731-11232,cog_2025_126725,Callender,IA,Webster County (19187; primary),Midwest,scout_lane_004,personnel_policy,causal_or_pay_record,"Annual Publication of Wages (referenced in City Council meeting minutes) — January 9, 2024 (Regular Council Meeting Minutes)",https://cityofcallenderiowa.com/Assets/Files/Minutes/2024/20240109%20Regular%20Council%20Meeting%20Minutes.pdf,cityofcallenderiowa.com,https://cityofcallenderiowa.com/Assets/Files/Minutes/2024/20240109%20Regular%20Council%20Meeting%20Minutes.pdf,Provides a prior-year wage disclosure that could support continuity/growth comparisons if paired with operative pay-setting mechanisms.,2,,city,non_safety,,Callender municipal government,unclear,meeting_minutes,insufficient_candidate,partial_document,other_operative_text,no_anchor_supplied,none,no,"Minutes include a line item labeled ""Annual Publication of Wages 2023"" with multiple employee wage amounts; no explicit pay policy document or operative duration clause shown in the surfaced minutes excerpt.",authoritative_civilian_wage_setting,none,no,"Must verify whether the publication reflects an operative personnel policy / pay plan vs. informational disclosure, and whether any effective dates/duration clauses exist elsewhere (e.g., ordinance/policy attachment).",Provides a prior-year wage disclosure that could support continuity/growth comparisons if paired with operative pay-setting mechanisms.,medium,agenda_packet_or_minutes,high,,2026-07-31T20:22:40.487927+00:00,medium_candidate,false,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_004:BRM5-20260731-11232,BRM5C-BRM5-20260731-11232-02,candidate_review_lane_004,2,https://cityofcallenderiowa.com/Assets/Files/Minutes/2024/20240109%20Regular%20Council%20Meeting%20Minutes.pdf,non_cba_or_unresolved_hint,metadata_review_pending
BRM5C-BRM5-20260731-15042-01,BRM5-20260731-15042,cog_2025_126668,Swan,IA,Marion County (19125; primary),Midwest,scout_lane_005,civil_service_hr,causal_or_pay_record,Meeting Agendas & Minutes (index/landing page),https://cityofswan.org/meeting-minutes/,cityofswan.org,https://cityofswan.org/meeting-minutes,Municipal agenda/minutes archives are a primary place to find compensation/pay-rate ordinances or executed labor agreements if any exist for Swan.,1,,city,unknown,,Swan municipal government municipal government,unclear,index_page,context_only_candidate,index_or_landing_page,unclear,no_anchor_supplied,none,no,Index lists agendas/minutes by date; specific items must be inspected for any binding wage/compensation content.,mechanism_context,possible,yes,"The listing is an index; labor/wage binding material (e.g., executed wage MOA/CBA/amendment, ordinance setting pay) is not confirmed without opening specific agenda/minutes PDFs.",Municipal agenda/minutes archives are a primary place to find compensation/pay-rate ordinances or executed labor agreements if any exist for Swan.,medium,agenda_packet_or_minutes,high,,2026-07-31T20:57:31.713791+00:00,medium_candidate,false,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_005:BRM5-20260731-15042,BRM5C-BRM5-20260731-15042-01,candidate_review_lane_004,3,https://cityofswan.org/meeting-minutes,non_cba_or_unresolved_hint,metadata_review_pending
BRM5C-BRM5-20260731-03831-03,BRM5-20260731-03831,cog_2025_164342,Webb,IA,Clay County (19041; primary),Midwest,scout_lane_002,agenda_minutes_packet,causal_or_pay_record,"2013 Code of Ordinances (PDF) - City of Webb, Iowa (compensation authority text)",https://cityofwebb.com/wp-content/uploads/2017/08/Webb-City-Code-of-Ordinances.pdf,cityofwebb.com,https://cityofwebb.com/wp-content/uploads/2017/08/Webb-City-Code-of-Ordinances.pdf,"Provides evidence of municipal mechanism for compensation-setting, which can help target where labor pay terms might appear elsewhere (resolutions/minutes).",3,,city,unclear,,Webb municipal government,unclear,ordinance_or_policy,insufficient_candidate,full_document,other_operative_text,no_anchor_supplied,none,no,"Code includes general provisions about prescribing compensation (and specific elected-official compensation example), but does not itself provide a department labor CBA or salary schedule for police/fire/non-safety employee bargaining units.",mechanism_context,none,yes,"If seeking a comparable labor source, must locate separate enacted resolutions/ordinances or wage schedules tied to specific employee groups (police/fire/non-safety).","Provides evidence of municipal mechanism for compensation-setting, which can help target where labor pay terms might appear elsewhere (resolutions/minutes).",medium,agenda_packet_or_minutes,high,non_safety_constraint_signal,2026-07-31T20:37:02.078770+00:00,medium_candidate,false,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_002:BRM5-20260731-03831,BRM5C-BRM5-20260731-03831-03,candidate_review_lane_004,4,https://cityofwebb.com/wp-content/uploads/2017/08/Webb-City-Code-of-Ordinances.pdf,non_cba_or_unresolved_hint,metadata_review_pending
BRM5C-BRM5-20260731-11240-01,BRM5-20260731-11240,cog_2025_204470,Corwith,IA,Hancock County (19081; primary),Midwest,scout_lane_004,wage_salary_schedule,causal_or_pay_record,Corwith City Council Minutes 4.8.25 (contains clerk pay motion),https://garnerleader.com/sites/default/files/Leader%20Legals.pdf,garnerleader.com,https://garnerleader.com/sites/default/files/Leader%20Legals.pdf,Provides a city-level civilian pay rate (City Clerk) suitable as wage/salary-setting reference material for non-safety municipal employment; no police/fire CBA evidence found for Corwith IA.,1,,third_party,non_safety,,Corwith municipal government,unclear,meeting_minutes,insufficient_candidate,partial_document,other_operative_text,unclear,none,no,"The PDF page content includes an operative motion setting City Clerk pay ($31.00/hour effective the day a new clerk starts), but it does not state a wage schedule term or duration/award period for a multi-year pay plan.",authoritative_civilian_wage_setting,possible,no,"Operative pay rate is present, but wage duration/coverage years are not stated (no contract/Wage Plan term). Also verify whether the minutes are exclusively for Corwith and not a composite publication excerpt.",Provides a city-level civilian pay rate (City Clerk) suitable as wage/salary-setting reference material for non-safety municipal employment; no police/fire CBA evidence found for Corwith IA.,low,agenda_packet_or_minutes,high,non_safety_constraint_signal,2026-07-31T20:26:02.332998+00:00,low_candidate,false,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_004:BRM5-20260731-11240,BRM5C-BRM5-20260731-11240-01,candidate_review_lane_004,5,https://garnerleader.com/sites/default/files/Leader%20Legals.pdf,non_cba_or_unresolved_hint,metadata_review_pending
BRM5C-BRM5-20260731-15053-01,BRM5-20260731-15053,cog_2025_126618,Westgate,IA,Fayette County (19065; primary),Midwest,scout_lane_005,personnel_policy,causal_or_pay_record,"Westgate City Council Proceedings — Regular Council Meeting (February 13, 2023)",https://www.westgate.lib.ia.us/application/files/9016/7708/2872/February_2023.pdf,westgate.lib.ia.us,https://westgate.lib.ia.us/application/files/9016/7708/2872/February_2023.pdf,"City council proceedings are a plausible place to adopt/modify non-safety employee wage policy or COLA mechanisms, but this specific document did not surface such operative text in the accessible excerpt.",1,,third_party,non_safety,,Westgate municipal government,unclear,meeting_minutes,context_only_candidate,partial_document,index_or_snippet_only,unclear,none,no,"Council proceedings include bills and council salaries/expenses, but no explicit operative personnel wage/COLA policy language was found in the accessible text; no CBA/MOA/ordinance/pay plan operative terms identified.",no_comparator_role,possible,yes,"Need operative personnel policy or binding wage/COLA language (e.g., adopted pay plan, resolution, ordinance) within/attached to council packets; currently only general meeting minutes/bills/salaries were visible.","City council proceedings are a plausible place to adopt/modify non-safety employee wage policy or COLA mechanisms, but this specific document did not surface such operative text in the accessible excerpt.",low,agenda_packet_or_minutes,high,non_safety_constraint_signal,2026-07-31T21:01:38.190703+00:00,low_candidate,false,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_005:BRM5-20260731-15053,BRM5C-BRM5-20260731-15053-01,candidate_review_lane_004,6,https://westgate.lib.ia.us/application/files/9016/7708/2872/February_2023.pdf,non_cba_or_unresolved_hint,metadata_review_pending
BRM5C-BRM5-20260731-00442-01,BRM5-20260731-00442,cog_2025_125230,Salem,IL,Knox County (17095; primary),Midwest,scout_lane_001,arbitration_factfinding_labor_relations,causal,Salem City Council Meeting Minutes (Executive Session / Council Action re: FOP three-year contract; annual increases of 4%),https://www.salemil.us/sites/g/files/vyhlif1161/f/minutes/cc_-_2023_02-06.pdf,salemil.us,https://salemil.us/sites/g/files/vyhlif1161/f/minutes/cc_-_2023_02-06.pdf,Safety-comparator wage-growth continuity (explicit 4% annual increases over a three-year contract period mentioned in council action).,1,,city,police,FOP (Fraternal Order of Police),Salem municipal government municipal government,unclear,meeting_minutes,insufficient_candidate,blocked_or_unreadable,other_operative_text,unclear,possible,yes,"Minutes page indicates: three-year agreement with annual increases of 4% over the next three years, but does not provide an explicit contract start/end dates in the accessible snippet.",safety_target,none,yes,The PDF appears fetch-blocked (403) for full inspection; only a search/snippet extract indicates the 4%/3-year terms without cover/title or operative wage schedule/dates.,Safety-comparator wage-growth continuity (explicit 4% annual increases over a three-year contract period mentioned in council action).,medium,agenda_packet_or_minutes,high,,2026-07-31T22:51:15.086582+00:00,medium_candidate,false,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_001:BRM5-20260731-00442,BRM5C-BRM5-20260731-00442-01,candidate_review_lane_004,7,https://salemil.us/sites/g/files/vyhlif1161/f/minutes/cc_-_2023_02-06.pdf,cba_arbitration_factfinding_hint,metadata_review_pending
BRM5C-BRM5-20260731-11478-01,BRM5-20260731-11478,cog_2025_193243,Harrisburg,IL,Saline County (17165; primary),Midwest,scout_lane_004,cba_agreement,causal,"City Council Agenda (item: ""FOP Contract"")",https://www.harrisburgillinois.com/council-agenda-minutes/agenda-01-16-25,harrisburgillinois.com,https://harrisburgillinois.com/council-agenda-minutes/agenda-01-16-25,"Indicates the city may have police-side collective bargaining material (FOP-related), but no qualifying labor agreement document is publicly retrievable from this page.",1,,city,police,unknown (not stated on agenda page),Harrisburg municipal government,unclear,agenda_cover_sheet,context_only_candidate,index_or_landing_page,unclear,no_anchor_supplied,none,no,"Agenda lists an item named ""FOP Contract"" but does not provide the contract text, attachment, or operative duration clauses.",mechanism_context,none,yes,The agenda mentions an FOP contract as an item but does not link to or include the executed CBA / wage MOA / arbitration award / wage schedule language.,"Indicates the city may have police-side collective bargaining material (FOP-related), but no qualifying labor agreement document is publicly retrievable from this page.",low,agenda_packet_or_minutes,high,,2026-07-31T21:53:28.006496+00:00,low_candidate,false,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_004:BRM5-20260731-11478,BRM5C-BRM5-20260731-11478-01,candidate_review_lane_004,8,https://harrisburgillinois.com/council-agenda-minutes/agenda-01-16-25,cba_arbitration_factfinding_hint,metadata_review_pending
BRM5C-BRM5-20260731-07921-03,BRM5-20260731-07921,cog_2025_137911,Rushville,IL,Schuyler County (17169; primary),Midwest,scout_lane_003,cba_agreement,causal,"Rushville City Council Minutes (Resolution authorizing a modification to the collective bargaining agreement between the City of Rushville and International Union of Operating Engineers Local 965) — August 19, 2024",https://rushvilleillinois.us/wp-content/uploads/2024/09/24-08-19.pdf,rushvilleillinois.us,https://rushvilleillinois.us/wp-content/uploads/2024/09/24-08-19.pdf,"Indicates a municipal CBA exists for non-safety city employees via I.U.O.E. Local 965 and suggests wage/compensation-related modification, which may be where COLA/CPI-related wage mechanics are found, but it is not the underlying binding text.",3,,city,non_safety,International Union of Operating Engineers Local 965,Rushville municipal government municipal government,unclear,meeting_minutes,context_only_candidate,partial_document,other_operative_text,unclear,none,no,Minutes only describe purpose of a resolution modifying the CBA (comp time vs overtime) and do not provide the full operative CBA wage/compensation language or duration/award period.,ordinary_non_safety_comparator,none,yes,No full CBA or executed modification document text is included; only council minutes context is available from the retrieved URL.,"Indicates a municipal CBA exists for non-safety city employees via I.U.O.E. Local 965 and suggests wage/compensation-related modification, which may be where COLA/CPI-related wage mechanics are found, but it is not the underlying binding text.",low,agenda_packet_or_minutes,high,non_safety_constraint_signal,2026-07-31T22:54:42.410073+00:00,low_candidate,false,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_003:BRM5-20260731-07921,BRM5C-BRM5-20260731-07921-03,candidate_review_lane_004,9,https://rushvilleillinois.us/wp-content/uploads/2024/09/24-08-19.pdf,cba_arbitration_factfinding_hint,metadata_review_pending
BRM5C-BRM5-20260731-11656-01,BRM5-20260731-11656,cog_2025_219540,Sammons Point,IL,Kankakee County (17091; primary),Midwest,scout_lane_004,local_pay_policy_payroll,causal_or_pay_record,"Village Board Minutes (October 13, 2021) — Hire Jim MacDonald as Village Building Inspector for 6 months with a $500.00 salary (to be reviewed in 6 months)",https://villageofsammonspoint.org/wp-content/uploads/BOARD-MEETING-MINUTES-OCTOBER-13-2021.pdf,villageofsammonspoint.org,https://villageofsammonspoint.org/wp-content/uploads/BOARD-MEETING-MINUTES-OCTOBER-13-2021.pdf,"Contains an explicit compensation amount ($500.00) tied to a hire duration (6 months), which may be useful as narrow context but does not establish a general municipal wage setting for ordinary non-safety employees.",1,,city,non_safety,,Village of Sammons Point,unclear,meeting_minutes,insufficient_candidate,partial_document,other_operative_text,unclear,none,no,Sole wage-related operative text is a hiring/compensation motion for a specific position (Building Inspector) for 6 months; no market recruitment/retention wage review policy or general municipal wage plan observed in the minute excerpt.,no_comparator_role,possible,yes,"This appears to be a board action/motion for a specific contractor/position, not a binding municipal labor wage schedule, ordinance, or CBA for non-safety/general civilian employees.","Contains an explicit compensation amount ($500.00) tied to a hire duration (6 months), which may be useful as narrow context but does not establish a general municipal wage setting for ordinary non-safety employees.",medium,agenda_packet_or_minutes,high,market_or_comparability_pressure;non_safety_constraint_signal,2026-07-31T23:21:33.735079+00:00,medium_candidate,false,false,not_verified,not_downloaded,not_reviewed,not_extracted,not_rated,not_ingested,not_normalized,false,BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-LIVE-SCOUT-RETRY-2026-08-01:scout_lane_004:BRM5-20260731-11656,BRM5C-BRM5-20260731-11656-01,candidate_review_lane_004,10,https://villageofsammonspoint.org/wp-content/uploads/BOARD-MEETING-MINUTES-OCTOBER-13-2021.pdf,non_cba_or_unresolved_hint,metadata_review_pending
