readiness_id,lane_id,lane_sequence,source_type,detected_file_type,source_review_download_id,verification_row_id,candidate_id,scout_target_id,state,region,municipality,source_title,source_locator_or_url,final_download_locator,source_family_hint,priority_bucket,cba_non_cba_hint,possible_mechanism_hints,source_review_status,retained_file_type,file_extension,retained_local_artifact_path,artifact_storage_scheme,artifact_storage_pointer,artifact_object_key_or_content_address,artifact_availability_status,artifact_replication_or_backup_status,artifact_access_scope,retained_file_size_bytes,retained_file_sha256,observed_file_size_bytes,observed_sha256,file_integrity_status,content_type,page_count,encrypted_or_locked_flag,corrupt_or_broken_flag,has_text_layer_flag,bounded_text_probe_page_count,bounded_text_probe_character_count,estimated_text_density_chars_per_probed_page,table_layout_indicator,likely_scanned_or_image_only_flag,oversized_flag,local_html_payload_exists_flag,html_visible_character_count,html_link_count,html_script_count,html_mostly_scripts_or_boilerplate_flag,other_document_non_ocr_extraction_feasible_flag,primary_readiness_status,reason_code,classified_at,full_text_persisted_flag,ocr_run_flag,extraction_id,extraction_lane_id,extraction_lane_sequence,locked_source_path,queue_locked_at,extraction_status,extraction_method,extraction_timestamp,extracted_text_artifact_path,extracted_text_sha256,extracted_text_byte_size,character_count,approximate_word_count,line_count,page_count_input,pages_successfully_parsed,empty_page_count,characters_per_page,quality_flags,boilerplate_or_noise_flag,error_class,error_message_redacted,span_extraction_run_flag,rating_run_flag,ingestion_run_flag,codification_run_flag
B4X2500RDY-20260730-c5e1849a305433362768,readiness_lane_003,352,pdf,pdf,B4X2500SRD-20260730-7f39d67d29d24ea35bbb,B4X2500V-20260730-04712,B4X2500LIVE-20260729-004414,B4X2500-20260729-04351,LA,South,Creola,"Official Journal of Grant Parish — Ordinance No. 23-06 (Village of Creola): Appointed Chief of Police; pay/compensation $1,300.00 per month",https://etypeproductionstorage1.blob.core.windows.net/%24web/Production_Prod/Jobs/333/2023-06-14/347988/PreProcessedPDF/tc_344276_prep_20230614134924758.pdf,https://etypeproductionstorage1.blob.core.windows.net/%24web/Production_Prod/Jobs/333/2023-06-14/347988/PreProcessedPDF/tc_344276_prep_20230614134924758.pdf,other_local_government_pay_policy,high_priority_verification_ready,non_cba_or_other_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-7f39d67d29d24ea35bbb.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-7f39d67d29d24ea35bbb.pdf,sha256:c31d7efaa05e042835cc2497d99f7de2a5fafb5696177a704f85bf8f053189a1,locally_available,local_only_not_replicated,local_research_workspace,6291133,c31d7efaa05e042835cc2497d99f7de2a5fafb5696177a704f85bf8f053189a1,6291133,c31d7efaa05e042835cc2497d99f7de2a5fafb5696177a704f85bf8f053189a1,integrity_pass,application/pdf,10,false,false,true,3,25378,8459.333,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-07-30T14:44:13Z,false,false,B4X2500TXT-20260730-2af7ced88bd9ffdc019b,text_extraction_lane_001,42,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-7f39d67d29d24ea35bbb.pdf,2026-07-30T16:27:48Z,extracted_suspected_bad_text,poppler_pdftotext_layout_utf8_non_ocr,2026-07-30T16:35:40Z,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_001/B4X2500TXT-20260730-2af7ced88bd9ffdc019b.txt,75305eecb92b723790a6a040d280181ff8091c64d2bdc4eb5259f4a84e0374c5,151876,151224,26528,2197,10,10,,15122.4,control_character_noise,false,,,false,false,false,false
B4X2500RDY-20260730-e7fc5a731aefee15196d,readiness_lane_003,852,pdf,pdf,B4X2500SRD-20260730-fc75f707a730be418920,B4X2500V-20260730-03270,B4X2500LIVE-20260729-006916,B4X2500-20260729-06852,LA,South,French Settlement,"ORDINANCE NO. 1 OF 2017 — TO AMEND SECTION 4.14 OF THE CODE OF ORDINANCES OF THE VILLAGE OF FRENCH SETTLEMENT, LOUISIANA, TO SET THE PAY OF THE CLERK",https://cdn4.creativecirclemedia.com/lpn/files/20240415-160739-2017-04-20_thelivingstonparishnews.pdf,https://cdn4.creativecirclemedia.com/lpn/files/20240415-160739-2017-04-20_thelivingstonparishnews.pdf,other_local_government_pay_policy,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-fc75f707a730be418920.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-fc75f707a730be418920.pdf,sha256:0dfd10e5c0adf6e19a7ebaa20f9a0b2268dcde1357aa003c8266fd434b406d14,locally_available,local_only_not_replicated,local_research_workspace,10835999,0dfd10e5c0adf6e19a7ebaa20f9a0b2268dcde1357aa003c8266fd434b406d14,10835999,0dfd10e5c0adf6e19a7ebaa20f9a0b2268dcde1357aa003c8266fd434b406d14,integrity_pass,application/pdf,36,false,false,true,3,13738,4579.333,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-07-30T14:44:23Z,false,false,B4X2500TXT-20260730-09d40e05decb6b4a289e,text_extraction_lane_001,203,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-fc75f707a730be418920.pdf,2026-07-30T16:27:49Z,extracted_suspected_bad_text,poppler_pdftotext_layout_utf8_non_ocr,2026-07-30T16:35:48Z,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_001/B4X2500TXT-20260730-09d40e05decb6b4a289e.txt,52d34918b975ff482c0a6c98b8c8c919f532a698daf87ce51f9c91e95efc2d35,316599,312065,52665,4761,36,36,,8668.47,control_character_noise,false,,,false,false,false,false
B4X2500RDY-20260730-f19e3213ee66f53e06cb,readiness_lane_004,668,pdf,pdf,B4X2500SRD-20260730-72ea2ab3310fc90029bf,B4X2500V-20260730-00386,B4X2500LIVE-20260729-004416,B4X2500-20260729-04352,LA,South,Dry Prong,"ORDINANCE 6-22 — AN ORDINANCE ADOPTING COMPENSATION FOR THE CLERK, VILLAGE OF DRY PRONG, LA",https://etypeproductionstorage1.blob.core.windows.net/%24web/Production_Prod/Jobs/333/2022-06-30/290260/PreProcessedPDF/tc_286650_prep_20220630111622099.pdf,https://etypeproductionstorage1.blob.core.windows.net/%24web/Production_Prod/Jobs/333/2022-06-30/290260/PreProcessedPDF/tc_286650_prep_20220630111622099.pdf,other_local_government_pay_policy,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_002/B4X2500SRD-20260730-72ea2ab3310fc90029bf.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_002/B4X2500SRD-20260730-72ea2ab3310fc90029bf.pdf,sha256:3569011b9296a0cc666f5239befaf0e84c3d48f047bcb29ab54c353e7a5707e2,locally_available,local_only_not_replicated,local_research_workspace,7950577,3569011b9296a0cc666f5239befaf0e84c3d48f047bcb29ab54c353e7a5707e2,7950577,3569011b9296a0cc666f5239befaf0e84c3d48f047bcb29ab54c353e7a5707e2,integrity_pass,application/pdf,8,false,false,true,3,24999,8333.0,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-07-30T14:52:19Z,false,false,B4X2500TXT-20260730-710b093ed49cd4966bee,text_extraction_lane_001,475,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_002/B4X2500SRD-20260730-72ea2ab3310fc90029bf.pdf,2026-07-30T16:27:49Z,extracted_suspected_bad_text,poppler_pdftotext_layout_utf8_non_ocr,2026-07-30T16:36:00Z,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_001/B4X2500TXT-20260730-710b093ed49cd4966bee.txt,c5fde5429f1e9fd8a54b4b98cc4c0c0f1b5045b3d9e48a5544b2f151ce1c7ca5,106724,106241,18809,1892,8,8,,13280.12,control_character_noise,false,,,false,false,false,false
B4X2500RDY-20260730-3c8e3aa8bcb21dc82100,readiness_lane_002,799,pdf,pdf,B4X2500SRD-20260730-2180d185a186a1998b3c,B4X2500V-20260730-01621,B4X2500LIVE-20260729-005021,B4X2500-20260729-05072,IA,Midwest,University Heights,Resolution No. 24-31 — Resolution Confirming City Staff Compensation (FY 2024-25) (includes Police Department Staff table),https://www.university-heights.org/AgendaCenter/ViewFile/ArchivedAgenda/_06112024-372,https://university-heights.org/AgendaCenter/ViewFile/ArchivedAgenda/_06112024-372,wage_schedule,high_priority_verification_ready,non_cba_or_other_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-2180d185a186a1998b3c.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-2180d185a186a1998b3c.pdf,sha256:b3f7614e54af08f514566df031a1f3703f31641b53c99f98c815db1dd52a79b7,locally_available,local_only_not_replicated,local_research_workspace,2375026,b3f7614e54af08f514566df031a1f3703f31641b53c99f98c815db1dd52a79b7,2375026,b3f7614e54af08f514566df031a1f3703f31641b53c99f98c815db1dd52a79b7,integrity_pass,application/pdf,27,false,false,true,3,3160,1053.333,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-07-30T14:36:24Z,false,false,B4X2500TXT-20260730-3faf450d4d3d7da10649,text_extraction_lane_001,506,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-2180d185a186a1998b3c.pdf,2026-07-30T16:27:48Z,extracted_suspected_bad_text,poppler_pdftotext_layout_utf8_non_ocr,2026-07-30T16:36:01Z,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_001/B4X2500TXT-20260730-3faf450d4d3d7da10649.txt,4be5d4fc5384e1366f19620f7d1470845ca2acebf88646665f39f8118e3edd76,35768,35577,5864,977,27,27,,1317.67,control_character_noise,false,,,false,false,false,false
B4X2500RDY-20260730-4e6ac124303bcc5ca39e,readiness_lane_003,775,pdf,pdf,B4X2500SRD-20260730-1cb3c0d8b80b04c618af,B4X2500V-20260730-01051,B4X2500LIVE-20260729-008952,B4X2500-20260729-08798,NY,Northeast,Kingsbury,2026 Adopted Salary Schedule (Appointed and Hourly Employees) — Town of Kingsbury,https://www.kingsburyny.gov/pdfs/budget/2026Budget.pdf,https://kingsburyny.gov/pdfs/budget/2026Budget.pdf,wage_schedule,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-1cb3c0d8b80b04c618af.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-1cb3c0d8b80b04c618af.pdf,sha256:01bbb5998adc6ecb7cb8a0149ef95799cacc35f880fb678e1d99412123b2f32f,locally_available,local_only_not_replicated,local_research_workspace,1817841,01bbb5998adc6ecb7cb8a0149ef95799cacc35f880fb678e1d99412123b2f32f,1817841,01bbb5998adc6ecb7cb8a0149ef95799cacc35f880fb678e1d99412123b2f32f,integrity_pass,application/pdf,39,false,false,true,3,1595,531.667,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-07-30T14:44:22Z,false,false,B4X2500TXT-20260730-2d866554d97dce6696ec,text_extraction_lane_001,559,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-1cb3c0d8b80b04c618af.pdf,2026-07-30T16:27:49Z,extracted_suspected_bad_text,poppler_pdftotext_layout_utf8_non_ocr,2026-07-30T16:36:04Z,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_001/B4X2500TXT-20260730-2d866554d97dce6696ec.txt,446295d0f7a9225a36dcdc7f63c5481ba9298e9e0284fdd2dd4dc9d2f7509d10,56015,52168,9545,1650,39,39,,1337.64,control_character_noise,false,,,false,false,false,false
B4X2500RDY-20260730-e018f223b645537e9568,readiness_lane_002,644,pdf,pdf,B4X2500SRD-20260730-88f5abdd9155ae1f7627,B4X2500V-20260730-04460,B4X2500LIVE-20260729-009348,B4X2500-20260729-09240,GA,South,Pine Lake,Council Agenda Packet (includes Resolution adopting a Position Classification and Pay Plan; Exhibit A position grade and salary table),https://pinelakega.sophicity.com/Assets/Files/Agenda-and-Minutes/2025/AgendaPacket1292025.pdf,https://pinelakega.sophicity.com/Assets/Files/Agenda-and-Minutes/2025/AgendaPacket1292025.pdf,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-88f5abdd9155ae1f7627.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-88f5abdd9155ae1f7627.pdf,sha256:c7f76bfb09e48c432c48cb092c77df4c73e1939ffe8e1ed237d53a44203c9fc2,locally_available,local_only_not_replicated,local_research_workspace,3410105,c7f76bfb09e48c432c48cb092c77df4c73e1939ffe8e1ed237d53a44203c9fc2,3410105,c7f76bfb09e48c432c48cb092c77df4c73e1939ffe8e1ed237d53a44203c9fc2,integrity_pass,application/pdf,72,false,false,true,3,3443,1147.667,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-07-30T14:36:20Z,false,false,B4X2500TXT-20260730-9012178539421453f170,text_extraction_lane_001,718,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-88f5abdd9155ae1f7627.pdf,2026-07-30T16:27:48Z,extracted_suspected_bad_text,poppler_pdftotext_layout_utf8_non_ocr,2026-07-30T16:36:12Z,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_001/B4X2500TXT-20260730-9012178539421453f170.txt,045732a9ff894d4d26fd760d44210e6306f89d65ba6b8ac172b48ea6ad089c93,82853,82270,13363,2089,72,72,,1142.64,control_character_noise,false,,,false,false,false,false
B4X2500RDY-20260730-8a22116ad8621aebc70f,readiness_lane_003,104,other_document,xls,B4X2500SRD-20260730-8cd370e3c4e0d9794e14,B4X2500V-20260730-03601,B4X2500LIVE-20260729-007013,B4X2500-20260729-06984,NC,South,Montreat,Town of Montreat Pay Plan spreadsheet (Grade and Classes 2019-2020) - landing/asset URL,https://townofmontreat.org/wp-content/uploads/2020/07/Grade-and-Classes-2019-2020.xls,https://townofmontreat.org/wp-content/uploads/2020/07/Grade-and-Classes-2019-2020.xls,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,retained_other_document,xls,.xls,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-8cd370e3c4e0d9794e14.xls,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-8cd370e3c4e0d9794e14.xls,sha256:80dc912372c082a6e9d1d873912eaa58ce6e3470c227fa9dc9568d518ebc1b2a,locally_available,local_only_not_replicated,local_research_workspace,56832,80dc912372c082a6e9d1d873912eaa58ce6e3470c227fa9dc9568d518ebc1b2a,56832,80dc912372c082a6e9d1d873912eaa58ce6e3470c227fa9dc9568d518ebc1b2a,integrity_pass,application/vnd.ms-excel,,not_applicable,false,not_applicable,0,0,,not_probed,not_applicable,false,not_applicable,,,,not_applicable,true,other_document_text_ready,supported_non_ocr_document_type_parseable_later,2026-07-30T14:44:07Z,false,false,B4X2500TXT-20260730-a9d656bf357f242c70fd,text_extraction_lane_002,67,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-8cd370e3c4e0d9794e14.xls,2026-07-30T16:27:48Z,extracted_suspected_bad_text,macos_textutil_non_ocr,2026-07-30T16:43:41Z,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_002/B4X2500TXT-20260730-a9d656bf357f242c70fd.txt,2903ab379a4872e6122a499e9802d1ca9eaaddae9faee630c49f60f1742d207c,36361,28250,4835,1321,,,,,control_character_noise,false,,,false,false,false,false
B4X2500RDY-20260730-0e2542fca2feb0e21f7a,readiness_lane_002,586,pdf,pdf,B4X2500SRD-20260730-2de787d7eb288ad6cebf,B4X2500V-20260730-05132,B4X2500LIVE-20260729-000676,B4X2500-20260729-00611,ND,Midwest,Fort Ransom,"City of Fort Ransom — November 4, 2024 Minutes (includes LaDonna Anderson payment reference, but no wage schedule/term shown)",https://ndpublicnotices.com/NDLegals/2024/396786-2024-12-09_1001.pdf,https://ndpublicnotices.com/NDLegals/2024/396786-2024-12-09_1001.pdf,wage_schedule,medium_priority_verification_ready,non_cba_or_other_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_003/B4X2500SRD-20260730-2de787d7eb288ad6cebf.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_003/B4X2500SRD-20260730-2de787d7eb288ad6cebf.pdf,sha256:c8b8cbb7fcdd546371bca715b5b5bf0c7fd1404889ad139edaa4616c375f2be6,locally_available,local_only_not_replicated,local_research_workspace,300947,c8b8cbb7fcdd546371bca715b5b5bf0c7fd1404889ad139edaa4616c375f2be6,300947,c8b8cbb7fcdd546371bca715b5b5bf0c7fd1404889ad139edaa4616c375f2be6,integrity_pass,application/pdf,1,false,false,true,1,13884,13884.0,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-07-30T14:36:19Z,false,false,B4X2500TXT-20260730-727a7de61c7e07a37506,text_extraction_lane_002,79,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_003/B4X2500SRD-20260730-2de787d7eb288ad6cebf.pdf,2026-07-30T16:27:48Z,extracted_suspected_bad_text,poppler_pdftotext_layout_utf8_non_ocr,2026-07-30T16:43:42Z,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_002/B4X2500TXT-20260730-727a7de61c7e07a37506.txt,59db66b103e8a0874990e9f08b16c197a691e3c43c503dad455b82c87d0a5c0b,17904,17772,3092,211,1,1,,17772.0,control_character_noise,false,,,false,false,false,false
B4X2500RDY-20260730-8563adf9fd950cf1e695,readiness_lane_001,758,pdf,pdf,B4X2500SRD-20260730-c18bc8d030ee1eb619f7,B4X2500V-20260730-02857,B4X2500LIVE-20260729-005960,B4X2500-20260729-05981,WI,Midwest,Peshtigo,Town of Peshtigo Town Clerk Contract (employment agreement; term specified),https://townofpeshtigo.wi.gov/assets/files/2025/09/08-19-2025-packet.pdf,https://townofpeshtigo.wi.gov/assets/files/2025/09/08-19-2025-packet.pdf,mou_or_memorandum,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-c18bc8d030ee1eb619f7.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-c18bc8d030ee1eb619f7.pdf,sha256:872bd7c0805ca86c5c26a3ff10dab8e48212ae3c40b7729d2473bebe725f8d86,locally_available,local_only_not_replicated,local_research_workspace,4398312,872bd7c0805ca86c5c26a3ff10dab8e48212ae3c40b7729d2473bebe725f8d86,4398312,872bd7c0805ca86c5c26a3ff10dab8e48212ae3c40b7729d2473bebe725f8d86,integrity_pass,application/pdf,39,false,false,true,3,4049,1349.667,possible_tabular_or_columns,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-07-30T14:28:21Z,false,false,B4X2500TXT-20260730-2d1385e597f480993a39,text_extraction_lane_002,326,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-c18bc8d030ee1eb619f7.pdf,2026-07-30T16:27:47Z,extracted_suspected_bad_text,poppler_pdftotext_layout_utf8_non_ocr,2026-07-30T16:43:55Z,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_002/B4X2500TXT-20260730-2d1385e597f480993a39.txt,2f60364b087f642fcdf90312c10bef2378a462b8dca8da020c03f04a78ab0543,75253,74484,12253,1503,39,39,,1909.85,control_character_noise,false,,,false,false,false,false
B4X2500RDY-20260730-77e286d95744b201852a,readiness_lane_002,651,pdf,pdf,B4X2500SRD-20260730-e1cc6abcb101537e2cb3,B4X2500V-20260730-01008,B4X2500LIVE-20260729-006507,B4X2500-20260729-06341,NY,Northeast,Westhampton Beach,Village of Westhampton Beach Department of Public Works Association of Municipal Employees (AME) CBA (2018-2022) (PERB contract collection item),https://ecommons.cornell.edu/bitstreams/e02fcb01-bba1-490e-be3d-3dad0daf4c19/download,https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/15/54/46/155446799330801809357747074729486829020,cba,high_priority_verification_ready,cba_hint,non_safety_constraint_signal,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-e1cc6abcb101537e2cb3.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-e1cc6abcb101537e2cb3.pdf,sha256:ba2d3198cf15777fe07f49294404bb31f38d678b783b9d004a98ab4311cc071f,locally_available,local_only_not_replicated,local_research_workspace,1472258,ba2d3198cf15777fe07f49294404bb31f38d678b783b9d004a98ab4311cc071f,1472258,ba2d3198cf15777fe07f49294404bb31f38d678b783b9d004a98ab4311cc071f,integrity_pass,application/pdf,29,false,false,true,3,1819,606.333,no_strong_table_layout_signal,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-07-30T14:36:20Z,false,false,B4X2500TXT-20260730-5bb728b920fc2aa69488,text_extraction_lane_002,441,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-e1cc6abcb101537e2cb3.pdf,2026-07-30T16:27:48Z,extracted_suspected_bad_text,poppler_pdftotext_layout_utf8_non_ocr,2026-07-30T16:44:01Z,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_002/B4X2500TXT-20260730-5bb728b920fc2aa69488.txt,044293bf989ee93f61ae6bcf233856bc1ee6922bcc77d87f5bb6974edfca8bc6,42655,42651,7539,922,29,29,,1470.72,control_character_noise,false,,,false,false,false,false
