readiness_id,lane_id,lane_sequence,source_type,detected_file_type,source_review_download_id,verification_row_id,candidate_id,scout_target_id,state,region,municipality,source_title,source_locator_or_url,final_download_locator,source_family_hint,priority_bucket,cba_non_cba_hint,possible_mechanism_hints,source_review_status,retained_file_type,file_extension,retained_local_artifact_path,artifact_storage_scheme,artifact_storage_pointer,artifact_object_key_or_content_address,artifact_availability_status,artifact_replication_or_backup_status,artifact_access_scope,retained_file_size_bytes,retained_file_sha256,observed_file_size_bytes,observed_sha256,file_integrity_status,content_type,page_count,encrypted_or_locked_flag,corrupt_or_broken_flag,has_text_layer_flag,bounded_text_probe_page_count,bounded_text_probe_character_count,estimated_text_density_chars_per_probed_page,table_layout_indicator,likely_scanned_or_image_only_flag,oversized_flag,local_html_payload_exists_flag,html_visible_character_count,html_link_count,html_script_count,html_mostly_scripts_or_boilerplate_flag,other_document_non_ocr_extraction_feasible_flag,primary_readiness_status,reason_code,classified_at,full_text_persisted_flag,ocr_run_flag,extraction_id,extraction_lane_id,extraction_lane_sequence,locked_source_path,queue_locked_at,extraction_status,extraction_method,extraction_timestamp,extracted_text_artifact_path,extracted_text_sha256,extracted_text_byte_size,character_count,approximate_word_count,line_count,page_count_input,pages_successfully_parsed,empty_page_count,characters_per_page,quality_flags,boilerplate_or_noise_flag,error_class,error_message_redacted,span_extraction_run_flag,rating_run_flag,ingestion_run_flag,codification_run_flag
B4X2500RDY-20260730-310f2036081e0f7e891f,readiness_lane_004,62,pdf,pdf,B4X2500SRD-20260730-38908a8dc1873d7231f3,B4X2500V-20260730-00223,B4X2500LIVE-20260729-005104,B4X2500-20260729-05127,IL,Midwest,Metamora,"Agreement Between Illinois Council of Police and Village of Metamora: Full-time Police Officers and Sergeants (Covering May 1st, 2023 through April 30th, 2026)",https://icops.org/wp-content/uploads/Metamora-FT-Police-Officers-and-Sergeants-Exp.04-30-26.pdf,https://icops.org/wp-content/uploads/Metamora-FT-Police-Officers-and-Sergeants-Exp.04-30-26.pdf,cba,high_priority_verification_ready,cba_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-38908a8dc1873d7231f3.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-38908a8dc1873d7231f3.pdf,sha256:d4670dec9f861e90af9143979c98a0fcc23331acf46a7042c5840fa08d3aebe0,locally_available,local_only_not_replicated,local_research_workspace,11380649,d4670dec9f861e90af9143979c98a0fcc23331acf46a7042c5840fa08d3aebe0,11380649,d4670dec9f861e90af9143979c98a0fcc23331acf46a7042c5840fa08d3aebe0,integrity_pass,application/pdf,25,false,false,true,3,131,43.667,no_strong_table_layout_signal,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-07-30T14:52:06Z,false,false,B4X2500TXT-20260730-cc593590a97226af7813,text_extraction_lane_001,229,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-38908a8dc1873d7231f3.pdf,2026-07-30T16:27:49Z,extracted_empty,poppler_pdftotext_layout_utf8_non_ocr,2026-07-30T16:35:49Z,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_001/B4X2500TXT-20260730-cc593590a97226af7813.txt,e012ae52a1ea43a52b609c94b21dbd0c06892cba77b78cef837b501b6a1d251d,161,161,24,12,25,25,,6.44,under_200_characters,false,,,false,false,false,false
B4X2500RDY-20260730-40747a468e7c708d215b,readiness_lane_001,465,pdf,pdf,B4X2500SRD-20260730-657366571ecb7a4b32b6,B4X2500V-20260730-04546,B4X2500LIVE-20260729-005038,B4X2500-20260729-05086,IL,Midwest,Altamont,AGREEMENT (Altamont Police) (document title as shown on PDF landing),https://icops.org/wp-content/uploads/Altamont-Police-Exp.-04-30-26.pdf,https://icops.org/wp-content/uploads/Altamont-Police-Exp.-04-30-26.pdf,cba,high_priority_verification_ready,cba_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-657366571ecb7a4b32b6.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-657366571ecb7a4b32b6.pdf,sha256:3a4785bb834fc1c67c94d23a8e653e26c385ed8869dccd49b06ad3ccb914f4ef,locally_available,local_only_not_replicated,local_research_workspace,12682464,3a4785bb834fc1c67c94d23a8e653e26c385ed8869dccd49b06ad3ccb914f4ef,12682464,3a4785bb834fc1c67c94d23a8e653e26c385ed8869dccd49b06ad3ccb914f4ef,integrity_pass,application/pdf,38,false,false,true,3,108,36.0,no_strong_table_layout_signal,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-07-30T14:28:14Z,false,false,B4X2500TXT-20260730-cfcff98732bc1aa64281,text_extraction_lane_001,347,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-657366571ecb7a4b32b6.pdf,2026-07-30T16:27:46Z,extracted_empty,poppler_pdftotext_layout_utf8_non_ocr,2026-07-30T16:35:53Z,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_001/B4X2500TXT-20260730-cfcff98732bc1aa64281.txt,7419eb4cc7600758f1c8e13b8ccdcaf30df71777b9d5feb31ea4ba4c9a48cb48,134,134,20,12,38,38,,3.53,under_200_characters,false,,,false,false,false,false
B4X2500RDY-20260730-24216b97b79c78618528,readiness_lane_004,893,html,html,B4X2500SRD-20260730-82b6b9ca9738b7c42806,B4X2500V-20260730-03210,B4X2500LIVE-20260729-007730,B4X2500-20260729-07709,IN,Midwest,Lapel,CH29 - 2020 Ordinances (includes Pay Scale for Lapel Police Officers),https://lapelindiana.org/ordinance.asp?P=1&chapter=29,https://lapelindiana.org/ordinance.asp,wage_schedule,high_priority_verification_ready,non_cba_or_other_hint,,retained_html,html,.html,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_003/B4X2500SRD-20260730-82b6b9ca9738b7c42806.html,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_003/B4X2500SRD-20260730-82b6b9ca9738b7c42806.html,sha256:2b397c2732b4f3cb87d4ad41d59c87882bde29b3ba72ec570e3f29dabcf909f1,locally_available,local_only_not_replicated,local_research_workspace,6921,2b397c2732b4f3cb87d4ad41d59c87882bde29b3ba72ec570e3f29dabcf909f1,6921,2b397c2732b4f3cb87d4ad41d59c87882bde29b3ba72ec570e3f29dabcf909f1,integrity_pass,text/html,,not_applicable,false,not_applicable,0,0,,not_probed,not_applicable,false,true,267,16,8,false,not_applicable,html_text_ready,bounded_html_structure_has_usable_visible_text,2026-07-30T14:52:24Z,false,false,B4X2500TXT-20260730-223c255d3af0a8811f29,text_extraction_lane_001,422,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_003/B4X2500SRD-20260730-82b6b9ca9738b7c42806.html,2026-07-30T16:27:50Z,extracted_empty,stdlib_htmlparser_visible_text_cleanup,2026-07-30T16:35:57Z,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_001/B4X2500TXT-20260730-223c255d3af0a8811f29.txt,3d44b25f3d7eaa8c10ae287fe558489e5958a5967bd02b6cd6b1b41a5dff9107,80,80,13,3,,,,,under_200_characters,false,,,false,false,false,false
B4X2500RDY-20260730-2dd1d874bb1d84447f4c,readiness_lane_001,908,pdf,pdf,B4X2500SRD-20260730-355af4939e568bcef7e3,B4X2500V-20260730-00048,B4X2500LIVE-20260729-007318,B4X2500-20260729-07347,CA,West,Bishop,Memorandum of Understanding (MOU) between Bishop Police Officers Association and City of Bishop,https://cms9files1.revize.com/cityofbishopca/HR/BPOA%20MOU%202022-2025%20-%20signed.pdf,https://cms9files1.revize.com/cityofbishopca/HR/BPOA%20MOU%202022-2025%20-%20signed.pdf,mou_or_memorandum,high_priority_verification_ready,non_cba_or_other_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_003/B4X2500SRD-20260730-355af4939e568bcef7e3.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_003/B4X2500SRD-20260730-355af4939e568bcef7e3.pdf,sha256:69cc88bffd11e3b387f5826a5c0ac2264e4f2b7865f61c3355b17517ec02cf04,locally_available,local_only_not_replicated,local_research_workspace,1424582,69cc88bffd11e3b387f5826a5c0ac2264e4f2b7865f61c3355b17517ec02cf04,1424582,69cc88bffd11e3b387f5826a5c0ac2264e4f2b7865f61c3355b17517ec02cf04,integrity_pass,application/pdf,36,false,false,true,3,132,44.0,no_strong_table_layout_signal,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-07-30T14:28:25Z,false,false,B4X2500TXT-20260730-b9a96a145f4cd744b9d0,text_extraction_lane_001,522,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_003/B4X2500SRD-20260730-355af4939e568bcef7e3.pdf,2026-07-30T16:27:47Z,extracted_empty,poppler_pdftotext_layout_utf8_non_ocr,2026-07-30T16:36:03Z,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_001/B4X2500TXT-20260730-b9a96a145f4cd744b9d0.txt,601d50fd5d7a7a75e32b071d23fc86d925cedf626768d5fbbe7944c6e84f9f13,168,168,26,13,36,36,,4.67,under_200_characters,false,,,false,false,false,false
B4X2500RDY-20260730-4b18a9232dd96f892f5b,readiness_lane_004,30,pdf,pdf,B4X2500SRD-20260730-b4b19db8ef3d5afc9bc2,B4X2500V-20260730-01891,B4X2500LIVE-20260729-008597,B4X2500-20260729-08552,MA,Northeast,Sturbridge,"Agreement between TOWN OF STURBRIDGE and TEAMSTERS LOCAL #170 (FIREFIGHTERS) FY24- FY27 (JULY 1, 2024 - JUNE 30, 2027)",https://www.sturbridge.gov/sites/g/files/vyhlif12111/f/pages/2024-07-01_2027-06-30_agreentment_fy24-fy27.pdf,https://sturbridge.gov/sites/g/files/vyhlif12111/f/pages/2024-07-01_2027-06-30_agreentment_fy24-fy27.pdf,cba,high_priority_verification_ready,cba_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-b4b19db8ef3d5afc9bc2.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-b4b19db8ef3d5afc9bc2.pdf,sha256:479efe3f0d466d78b53ddb5754b25e19d0f13e8f019d400201b3110236343362,locally_available,local_only_not_replicated,local_research_workspace,3261671,479efe3f0d466d78b53ddb5754b25e19d0f13e8f019d400201b3110236343362,3261671,479efe3f0d466d78b53ddb5754b25e19d0f13e8f019d400201b3110236343362,integrity_pass,application/pdf,49,false,false,true,3,91,30.333,no_strong_table_layout_signal,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-07-30T14:52:06Z,false,false,B4X2500TXT-20260730-31c68f51271cb074cf32,text_extraction_lane_001,628,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-b4b19db8ef3d5afc9bc2.pdf,2026-07-30T16:27:49Z,extracted_empty,poppler_pdftotext_layout_utf8_non_ocr,2026-07-30T16:36:07Z,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_001/B4X2500TXT-20260730-31c68f51271cb074cf32.txt,f14b52149eb56c00d69405e2e3508c7294601c629e57c69669657486d3e35121,125,125,18,14,49,49,,2.55,under_200_characters,false,,,false,false,false,false
B4X2500RDY-20260730-74a806cd733e7fab83f8,readiness_lane_004,915,pdf,pdf,B4X2500SRD-20260730-2c5dfc5b6c915ccd1ba8,B4X2500V-20260730-04125,B4X2500LIVE-20260729-009656,B4X2500-20260729-09670,TN,South,Jellico,Jellico Municipal Code — Title 4 (Municipal Personnel) [Reserved for Future Use],https://www.mtas.tennessee.edu/system/files/codes/Jellico_T-4.pdf,https://mtas.tennessee.edu/system/files/codes/Jellico_T-4.pdf,other_local_government_pay_policy,medium_priority_verification_ready,non_cba_or_other_hint,,retained_pdf,pdf,.pdf,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_003/B4X2500SRD-20260730-2c5dfc5b6c915ccd1ba8.pdf,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_003/B4X2500SRD-20260730-2c5dfc5b6c915ccd1ba8.pdf,sha256:6439a5dfa435d37810279675df2d6befa03f220d9594034611ad1af8e8b063a5,locally_available,local_only_not_replicated,local_research_workspace,50885,6439a5dfa435d37810279675df2d6befa03f220d9594034611ad1af8e8b063a5,50885,6439a5dfa435d37810279675df2d6befa03f220d9594034611ad1af8e8b063a5,integrity_pass,application/pdf,1,false,false,true,1,46,46.0,no_strong_table_layout_signal,false,false,not_applicable,,,,not_applicable,not_applicable,parse_text_pdf_ready,bounded_first_three_pages_show_machine_readable_text_layer,2026-07-30T14:52:24Z,false,false,B4X2500TXT-20260730-2b5c5cf9fb6edb4a07cc,text_extraction_lane_001,640,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_003/B4X2500SRD-20260730-2c5dfc5b6c915ccd1ba8.pdf,2026-07-30T16:27:50Z,extracted_empty,poppler_pdftotext_layout_utf8_non_ocr,2026-07-30T16:36:08Z,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_001/B4X2500TXT-20260730-2b5c5cf9fb6edb4a07cc.txt,22bb2f337d55bc56cadc04e582ab6c97f5bbec9dd3732d4feea19269a7e84ef9,61,61,10,7,1,1,,61.0,under_200_characters,false,,,false,false,false,false
B4X2500RDY-20260730-431de0d8fbe1b2592bea,readiness_lane_004,475,html,html,B4X2500SRD-20260730-b896c1e5a8f6379488bb,B4X2500V-20260730-01156,B4X2500LIVE-20260729-004863,B4X2500-20260729-04929,OR,West,Adair Village,"Resolution 2013-#5 — Wage Schedule and Compensation Plan (effective July 1, 2013)",https://adairvillage.org/?mdocs-file=465,https://adairvillage.org,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal;fiscal_constraint_signal,retained_html,html,.html,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-b896c1e5a8f6379488bb.html,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-b896c1e5a8f6379488bb.html,sha256:4c97d180568f57f232a6fcddb75e268de3413fe4b0166b21057ffacaa8aee64d,locally_available,local_only_not_replicated,local_research_workspace,132313,4c97d180568f57f232a6fcddb75e268de3413fe4b0166b21057ffacaa8aee64d,132313,4c97d180568f57f232a6fcddb75e268de3413fe4b0166b21057ffacaa8aee64d,integrity_pass,text/html,,not_applicable,false,not_applicable,0,0,,not_probed,not_applicable,false,true,1629,50,18,false,not_applicable,html_text_ready,bounded_html_structure_has_usable_visible_text,2026-07-30T14:52:15Z,false,false,B4X2500TXT-20260730-131dbbc81828845399a3,text_extraction_lane_002,85,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-b896c1e5a8f6379488bb.html,2026-07-30T16:27:49Z,extracted_empty,stdlib_htmlparser_visible_text_cleanup,2026-07-30T16:43:42Z,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_002/B4X2500TXT-20260730-131dbbc81828845399a3.txt,df8fde276e6804b28b33504fb9bf9ad0a12fe7acee4b8474f847c00a3ed233ed,158,156,24,7,,,,,under_200_characters,false,,,false,false,false,false
B4X2500RDY-20260730-9b7446c73026f861642a,readiness_lane_003,626,html,html,B4X2500SRD-20260730-9fa1a1eba2fa161f1e03,B4X2500V-20260730-02207,B4X2500LIVE-20260729-000714,B4X2500-20260729-00690,NE,Midwest,Firth,MINUTE RECORD (includes Ordinance #09-2022-3: Setting Wages and Salaries for FY 2022-2023),https://www.firth.nebraska.gov/file_download/19c3784e-4e2f-4465-aa6c-842c0af2d839,https://firth.nebraska.gov/404.html,other_local_government_pay_policy,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal;fiscal_constraint_signal,retained_html,html,.html,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-9fa1a1eba2fa161f1e03.html,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-9fa1a1eba2fa161f1e03.html,sha256:216631142604478c8a62171cc695cc2b5b01401d8dda272991007d773a5f4aef,locally_available,local_only_not_replicated,local_research_workspace,31841,216631142604478c8a62171cc695cc2b5b01401d8dda272991007d773a5f4aef,31841,216631142604478c8a62171cc695cc2b5b01401d8dda272991007d773a5f4aef,integrity_pass,text/html,,not_applicable,false,not_applicable,0,0,,not_probed,not_applicable,false,true,1988,74,12,false,not_applicable,html_text_ready,bounded_html_structure_has_usable_visible_text,2026-07-30T14:44:18Z,false,false,B4X2500TXT-20260730-c475b786d25b9252eaf2,text_extraction_lane_002,730,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-9fa1a1eba2fa161f1e03.html,2026-07-30T16:27:49Z,extracted_empty,stdlib_htmlparser_visible_text_cleanup,2026-07-30T16:44:16Z,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_002/B4X2500TXT-20260730-c475b786d25b9252eaf2.txt,b540ec4378ce5077bd31acbe7160f98e3e4948075245cc5cc63e23f912b6e20b,174,174,29,13,,,,,under_200_characters,false,,,false,false,false,false
B4X2500RDY-20260730-cf885d254e44b4a3fa07,readiness_lane_002,536,html,html,B4X2500SRD-20260730-d53e987f388ec9989eea,B4X2500V-20260730-03653,B4X2500LIVE-20260729-008223,B4X2500-20260729-08245,NE,Midwest,Walthill,Ordinance #2023-3 (Senior Maintenance Wage Increase for Paul Wingett),https://walthill.nebraska.gov/march-8-2023,https://walthill.nebraska.gov/404.html,other_local_government_pay_policy,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,retained_html,html,.html,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-d53e987f388ec9989eea.html,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-d53e987f388ec9989eea.html,sha256:d497fefd1c3036b57146a607c10dc4ed338bf58d0f0590a8114d0f98b06ad6b8,locally_available,local_only_not_replicated,local_research_workspace,37941,d497fefd1c3036b57146a607c10dc4ed338bf58d0f0590a8114d0f98b06ad6b8,37941,d497fefd1c3036b57146a607c10dc4ed338bf58d0f0590a8114d0f98b06ad6b8,integrity_pass,text/html,,not_applicable,false,not_applicable,0,0,,not_probed,not_applicable,false,true,1946,104,12,false,not_applicable,html_text_ready,bounded_html_structure_has_usable_visible_text,2026-07-30T14:36:18Z,false,false,B4X2500TXT-20260730-5f3a3c664d5a67ca4340,text_extraction_lane_003,157,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_004/B4X2500SRD-20260730-d53e987f388ec9989eea.html,2026-07-30T16:27:48Z,extracted_empty,stdlib_htmlparser_visible_text_cleanup,2026-07-30T16:51:46Z,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_003/B4X2500TXT-20260730-5f3a3c664d5a67ca4340.txt,0e7cd19a721cd00c096079c0bec9ef45e047a22820ef825485fdfdac63ef3698,182,182,29,13,,,,,under_200_characters,false,,,false,false,false,false
B4X2500RDY-20260730-2284baed74117182f9e8,readiness_lane_003,614,other_document,text,B4X2500SRD-20260730-370fbc1e4ea71ff01f2a,B4X2500V-20260730-00688,B4X2500LIVE-20260729-001983,B4X2500-20260729-01943,NC,South,Claremont,"Resolution 50-26 (Adopting an Amended Personnel Policy for the City of Claremont) + City of Claremont Personnel Policy Manual (2026) — includes Article III ""The Pay Plan""",https://www.cityofclaremont.org//apps/municipalboards/attachment/view.ashx?attachmentid=8928&meetingid=8690,https://cityofclaremont.org/apps/municipalboards/attachment/view.ashx,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_other_hint,non_safety_constraint_signal,retained_other_document,text,.txt,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-370fbc1e4ea71ff01f2a.txt,ignored_local_artifact_store,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-370fbc1e4ea71ff01f2a.txt,sha256:fddc6d139aa68732e5f52d40e7437ebf70f00892619a6bb5d7fc102425045d8f,locally_available,local_only_not_replicated,local_research_workspace,55,fddc6d139aa68732e5f52d40e7437ebf70f00892619a6bb5d7fc102425045d8f,55,fddc6d139aa68732e5f52d40e7437ebf70f00892619a6bb5d7fc102425045d8f,integrity_pass,text/plain,,not_applicable,false,not_applicable,0,0,,not_probed,not_applicable,false,not_applicable,,,,not_applicable,true,other_document_text_ready,supported_non_ocr_document_type_parseable_later,2026-07-30T14:44:18Z,false,false,B4X2500TXT-20260730-c90dd01edca3c594cc6a,text_extraction_lane_003,172,artifacts/local_retained_sources/broad_state_4x2500_source_review_download_2026-07-30/source_review_lane_001/B4X2500SRD-20260730-370fbc1e4ea71ff01f2a.txt,2026-07-30T16:27:48Z,extracted_empty,python_utf8_text_decode,2026-07-30T16:51:47Z,artifacts/local_extracted_text/broad_state_4x2500_text_extraction_2026-07-30/text_extraction_lane_003/B4X2500TXT-20260730-c90dd01edca3c594cc6a.txt,f0460ef52576cd9e96a4df8770e83e579d20966d6f92e4fff43179a74e0115ec,56,56,11,1,,,,,under_200_characters,false,,,false,false,false,false
