triage_id,candidate_queue_row_id,verification_id,verification_round_id,municipality_id,census_gov_id,state,municipality,government_name,candidate_url,final_url,candidate_title,candidate_source_type,candidate_status_before_verification,verification_status,content_type,source_locator,triage_bucket,candidate_priority,verification_lane_id,duplicate_source_group_id,duplicate_group_size,duplicate_group_role_for_triage,source_owner_type,unit_type_scouted,population,state_candidate_rows_per_covered,matched_set_potential,official_domain_signal,triage_selection_rank,triage_stage,triage_status,triage_status_detail,source_relevance_prelim,source_officialness_prelim,employer_match_prelim,municipality_match_prelim,bargaining_unit_match_prelim,safety_unit_signal_prelim,non_safety_unit_signal_prelim,source_document_type_prelim,source_year_or_period_prelim,wage_table_signal_prelim,wage_growth_signal_prelim,mechanism_language_signal_prelim,extraction_readiness_prelim,priority_for_content_review,recommended_next_action,duplicate_handling_status,oversized_handling_status,manual_review_reason,triage_notes,reviewer,triaged_at
TRI-75a91bc42d7583236707,NSCQ-IL-20260720-0144,VER-1a1567a20cb7cbfababc,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,cog_2025_162707,162707,IL,Loves Park,CITY OF LOVES PARK,https://cityoflovespark.com/wp-content/uploads/minutes-agendas-newsletters/CCPackets_2019-04-29.pdf,https://cityoflovespark.com/wp-content/uploads/minutes-agendas-newsletters/CCPackets_2019-04-29.pdf,Collective Bargaining Agreement Between The City of Loves Park and The Illinois Fraternal Order of Police Labor Council Lodge #187,cba,scheduled,reachable_pdf_or_document,application/pdf,https://cityoflovespark.com/wp-content/uploads/minutes-agendas-newsletters/CCPackets_2019-04-29.pdf,high_priority_later_verify,high,lane_1,URL-1e14c2f799d06be0b89b,1,canonical_representative,city,police,,2.422764,yes,likely_official,4,metadata_first_planned_not_reviewed,triage_planned,offline metadata-only planning; content not opened or reviewed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,p1,metadata_review_only,unique_source,not_oversized,,,,
TRI-276db69b6f55d48c7bdc,NSCQ-IL-20260720-0149,VER-bdfb10ee8ecbe0bdc5c8,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,cog_2025_194697,194697,IL,Lombard,VILLAGE OF LOMBARD,https://www.villageoflombard.org/DocumentCenter/View/1204,https://www.villageoflombard.org/DocumentCenter/View/1204/Police-2016-2019-Union-Contract-PDF?bidId=,"Agreement Between the Village of Lombard and the Illinois Fraternal Order of Police Labor Council (Council 31, Local 89)",cba,scheduled,reachable_pdf_or_document,application/pdf,https://www.villageoflombard.org/DocumentCenter/View/1204/Police-2016-2019-Union-Contract-PDF?bidId=,high_priority_later_verify,high,lane_2,URL-34c3da027a21239b906f,1,canonical_representative,city,police,,2.422764,yes,likely_official,8,metadata_first_planned_not_reviewed,triage_planned,offline metadata-only planning; content not opened or reviewed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,p1,metadata_review_only,unique_source,not_oversized,,,,
TRI-2eada783e41ef46241f9,NSCQ-IL-20260720-0153,VER-6a16bb74976efa1bfaa1,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,cog_2025_194697,194697,IL,Lombard,VILLAGE OF LOMBARD,https://villageoflombard.org/DocumentCenter/View/1194,https://villageoflombard.org/DocumentCenter/View/1194/SEIU-2016-2020-Union-Contract-PDF?bidId=,"Agreement Between the Village of Lombard and SEIU Local 73, Service Employees International Union, CTW",cba,scheduled,reachable_pdf_or_document,application/pdf,https://villageoflombard.org/DocumentCenter/View/1194/SEIU-2016-2020-Union-Contract-PDF?bidId=,high_priority_later_verify,high,lane_3,URL-5d0f70607a25e6b1073f,1,canonical_representative,city,non_safety,,2.422764,yes,likely_official,12,metadata_first_planned_not_reviewed,triage_planned,offline metadata-only planning; content not opened or reviewed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,p1,metadata_review_only,unique_source,not_oversized,,,,
TRI-65da03e1e9e7af089519,NSCQ-IL-20260720-0165,VER-2316ab15dd07f679a589,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,cog_2025_194701,194701,IL,Northbrook,VILLAGE OF NORTHBROOK,https://www.northbrook.il.us/DocumentCenter/View/570,https://www.northbrook.il.us/DocumentCenter/View/570/Collective-Bargaining-Agreement-PDF?bidId=,"Northbrook Professional Fire Fighters Agreement (May 1, 2015– April 30, 2018)",cba,scheduled,reachable_pdf_or_document,application/pdf,https://www.northbrook.il.us/DocumentCenter/View/570/Collective-Bargaining-Agreement-PDF?bidId=,high_priority_later_verify,high,lane_1,URL-154d696ad162505532cb,1,canonical_representative,city,fire,,2.422764,yes,likely_official,16,metadata_first_planned_not_reviewed,triage_planned,offline metadata-only planning; content not opened or reviewed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,p1,metadata_review_only,unique_source,not_oversized,,,,
TRI-5a11cbe3824444d5b092,NSCQ-IL-20260720-0171,VER-7325b2d8da83d532c31c,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,cog_2025_201626,201626,IL,Mundelein,VILLAGE OF MUNDELEIN,https://www.mundelein.org/DocumentCenter/View/128/Mundelein-Firefighters-IAF-4786-Contract---050123-to-043027-PDF,https://www.mundelein.org/DocumentCenter/View/128/Mundelein-Firefighters-IAF-4786-Contract---050123-to-043027-PDF,Mundelein Firefighters IAF 4786 Contract - 05.01.23 to 04.30.27,cba,scheduled,reachable_pdf_or_document,application/pdf,https://www.mundelein.org/DocumentCenter/View/128/Mundelein-Firefighters-IAF-4786-Contract---050123-to-043027-PDF,high_priority_later_verify,high,lane_2,URL-ac49be91f7fac6819713,1,canonical_representative,city,fire,,2.422764,yes,likely_official,20,metadata_first_planned_not_reviewed,triage_planned,offline metadata-only planning; content not opened or reviewed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,p1,metadata_review_only,unique_source,not_oversized,,,,
TRI-c3df2559add16af72a88,NSCQ-IL-20260720-0183,VER-a427761a35a6b5dd843b,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,cog_2025_207811,207811,IL,Batavia,CITY OF BATAVIA,https://core-docs.s3.us-east-1.amazonaws.com/documents/asset/uploaded_file/5349/COB/5614491/Mar_21__2022____Posted_Mar_18__2022_2-49_PM.pdf,https://core-docs.s3.us-east-1.amazonaws.com/documents/asset/uploaded_file/5349/COB/5614491/Mar_21__2022____Posted_Mar_18__2022_2-49_PM.pdf,"Agreement between City of Batavia and I.B.E.W. Local #196 (Street) — January 1, 2022 to December 31, 2024 (Exhibit 1 within agenda packet/attachment)",cba,scheduled,reachable_pdf_or_document,application/pdf,https://core-docs.s3.us-east-1.amazonaws.com/documents/asset/uploaded_file/5349/COB/5614491/Mar_21__2022____Posted_Mar_18__2022_2-49_PM.pdf,high_priority_later_verify,high,lane_3,URL-a8c111e5480e746029cd,1,canonical_representative,city,non_safety,,2.422764,yes,likely_official,24,metadata_first_planned_not_reviewed,triage_planned,offline metadata-only planning; content not opened or reviewed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,p1,metadata_review_only,unique_source,not_oversized,,,,
TRI-2361dbf08cebfa240d59,NSCQ-IL-20260720-0188,VER-2fb161e40c6bbd040d79,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,cog_2025_162180,162180,IL,Belvidere,CITY OF BELVIDERE,https://www.belvidereil.gov/wp-content/uploads/2023/09/2022-22_A_Resolution_Authorizing_The_Mayor_To_Execute_And_The_Clerk_To_Attest_A_Collective_Bargaining_Agreement_With_The_International_Association_Of_Fire_Fighters_Local_1569_AFL-CIO-CLC_2022-2026-1.pdf,https://www.belvidereil.gov/wp-content/uploads/2023/09/2022-22_A_Resolution_Authorizing_The_Mayor_To_Execute_And_The_Clerk_To_Attest_A_Collective_Bargaining_Agreement_With_The_International_Association_Of_Fire_Fighters_Local_1569_AFL-CIO-CLC_2022-2026-1.pdf,International Association of Fire Fighters Local #1569 AFL-CIO-CLC 2022-2026,cba,scheduled,reachable_pdf_or_document,application/pdf,https://www.belvidereil.gov/wp-content/uploads/2023/09/2022-22_A_Resolution_Authorizing_The_Mayor_To_Execute_And_The_Clerk_To_Attest_A_Collective_Bargaining_Agreement_With_The_International_Association_Of_Fire_Fighters_Local_1569_AFL-CIO-CLC_2022-2026-1.pdf,high_priority_later_verify,high,lane_1,URL-76abf5296b7ad3efd213,1,canonical_representative,city,fire,,2.422764,yes,likely_official,28,metadata_first_planned_not_reviewed,triage_planned,offline metadata-only planning; content not opened or reviewed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,p1,metadata_review_only,unique_source,not_oversized,,,,
TRI-c5254bc39793607f68b5,NSCQ-IL-20260720-0192,VER-cb33605ba509e2470d05,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,cog_2025_194703,194703,IL,Ottawa,CITY OF OTTAWA,https://www.cityofottawa.org/DocumentCenter/View/142/AFSCME-Collective-Bargaining-Agreement-May-1-2024-to-April-30-2028-PDF,https://www.cityofottawa.org/DocumentCenter/View/142/AFSCME-Collective-Bargaining-Agreement-May-1-2024-to-April-30-2028-PDF,"AFSCME Collective Bargaining Agreement — May 1, 2024 to April 30, 2027 (City of Ottawa and AFSCME Local 2819)",cba,scheduled,reachable_pdf_or_document,application/pdf,https://www.cityofottawa.org/DocumentCenter/View/142/AFSCME-Collective-Bargaining-Agreement-May-1-2024-to-April-30-2028-PDF,high_priority_later_verify,high,lane_3,URL-a33a97ed08b03eeb7673,1,canonical_representative,city,non_safety,,2.422764,yes,likely_official,32,metadata_first_planned_not_reviewed,triage_planned,offline metadata-only planning; content not opened or reviewed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,p1,metadata_review_only,unique_source,not_oversized,,,,
TRI-93d57bd5a9cd0461d1f3,NSCQ-IL-20260720-0196,VER-e0daf2cf3a49e5cfd153,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,cog_2025_194698,194698,IL,Marion,CITY OF MARION,https://demo.cityofmarionil.gov/wp-content/uploads/2021/11/Marion-City-2019-2022.pdf,https://demo.cityofmarionil.gov/wp-content/uploads/2021/11/Marion-City-2019-2022.pdf,Collective Bargaining Agreement (Police) 2019-2022,cba,scheduled,reachable_pdf_or_document,application/pdf,https://demo.cityofmarionil.gov/wp-content/uploads/2021/11/Marion-City-2019-2022.pdf,high_priority_later_verify,high,lane_1,URL-8a69f41c945dc6c09523,1,canonical_representative,city,police,,2.422764,yes,likely_official,36,metadata_first_planned_not_reviewed,triage_planned,offline metadata-only planning; content not opened or reviewed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,p1,metadata_review_only,unique_source,not_oversized,,,,
TRI-1ee23e087c834ffef279,NSCQ-IL-20260720-0203,VER-a34fd070c15b9cb4bbce,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,cog_2025_125046,125046,IL,East Moline,CITY OF EAST MOLINE,https://www.eastmoline.com/DocumentCenter/View/7093/2021-2024-IAFF-CONTRACT,https://www.eastmoline.com/DocumentCenter/View/7093/2021-2024-IAFF-CONTRACT,"Collective Bargaining Agreement — International Association of Fire Fighters Local 929, AFL-CIO-CLC",cba,scheduled,reachable_pdf_or_document,application/pdf,https://www.eastmoline.com/DocumentCenter/View/7093/2021-2024-IAFF-CONTRACT,high_priority_later_verify,high,lane_1,URL-62125f468c996e93988a,1,canonical_representative,city,fire,,2.422764,yes,likely_official,40,metadata_first_planned_not_reviewed,triage_planned,offline metadata-only planning; content not opened or reviewed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,p1,metadata_review_only,unique_source,not_oversized,,,,
