triage_id,candidate_queue_row_id,verification_id,verification_round_id,municipality_id,census_gov_id,state,municipality,government_name,candidate_url,final_url,candidate_title,candidate_source_type,candidate_status_before_verification,verification_status,content_type,source_locator,triage_bucket,candidate_priority,verification_lane_id,duplicate_source_group_id,duplicate_group_size,duplicate_group_role_for_triage,source_owner_type,unit_type_scouted,population,state_candidate_rows_per_covered,matched_set_potential,official_domain_signal,triage_selection_rank,triage_stage,triage_status,triage_status_detail,source_relevance_prelim,source_officialness_prelim,employer_match_prelim,municipality_match_prelim,bargaining_unit_match_prelim,safety_unit_signal_prelim,non_safety_unit_signal_prelim,source_document_type_prelim,source_year_or_period_prelim,wage_table_signal_prelim,wage_growth_signal_prelim,mechanism_language_signal_prelim,extraction_readiness_prelim,priority_for_content_review,recommended_next_action,duplicate_handling_status,oversized_handling_status,manual_review_reason,triage_notes,reviewer,triaged_at
TRI-0d8a85b09fb92e1115ee,NSCQ-IL-20260720-0135,VER-da0d80b7b8958f23c9df,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,cog_2025_102859,102859,IL,Danville,CITY OF DANVILLE,https://www.cityofdanville.org/DocumentCenter/View/124/Clerical-Local-703-Contract-2022-2026-Clerical-Local-703-Contract-PDF,https://www.cityofdanville.org/DocumentCenter/View/124/Clerical-Local-703-Contract-2022-2026-Clerical-Local-703-Contract-PDF,Clerical Local 703 Contract (2022-2026) (Resolution No. 2022-165),cba,scheduled,reachable_pdf_or_document,application/pdf,https://www.cityofdanville.org/DocumentCenter/View/124/Clerical-Local-703-Contract-2022-2026-Clerical-Local-703-Contract-PDF,high_priority_later_verify,high,lane_2,URL-6fd82c5badc5d739c8ba,1,canonical_representative,city,non_safety,,2.422764,yes,likely_official,1,metadata_first_planned_not_reviewed,triage_planned,offline metadata-only planning; content not opened or reviewed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,p1,metadata_review_only,unique_source,not_oversized,,,,
TRI-d39c2fa0ef699e70ed84,NSCQ-IL-20260720-0145,VER-23493897722edd3fcf29,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,cog_2025_162707,162707,IL,Loves Park,CITY OF LOVES PARK,https://cityoflovespark.com/wp-content/uploads/minutes-agendas-newsletters/CCPackets_2021-06-07.pdf,https://cityoflovespark.com/wp-content/uploads/minutes-agendas-newsletters/CCPackets_2021-06-07.pdf,"Collective Bargaining Agreement Between The International Union of Operating Engineers, Local 150 Public Employees Division and The City of Loves Park",cba,scheduled,reachable_pdf_or_document,application/pdf,https://cityoflovespark.com/wp-content/uploads/minutes-agendas-newsletters/CCPackets_2021-06-07.pdf,high_priority_later_verify,high,lane_2,URL-6fb9a642b4d36c207b90,1,canonical_representative,city,non_safety,,2.422764,yes,likely_official,5,metadata_first_planned_not_reviewed,triage_planned,offline metadata-only planning; content not opened or reviewed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,p1,metadata_review_only,unique_source,not_oversized,,,,
TRI-9499ac5f28de929b8384,NSCQ-IL-20260720-0150,VER-cc10c513604f7665e7ae,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,cog_2025_194697,194697,IL,Lombard,VILLAGE OF LOMBARD,https://villageoflombard.org/DocumentCenter/View/4575/FOP-Contract---Police-Officer-2020-2022-PDF,https://villageoflombard.org/DocumentCenter/View/4575/FOP-Contract---Police-Officer-2020-2022-PDF,Agreement Between the Village of Lombard and the Illinois Fraternal Order of Police Labor Council,cba,scheduled,reachable_pdf_or_document,application/pdf,https://villageoflombard.org/DocumentCenter/View/4575/FOP-Contract---Police-Officer-2020-2022-PDF,high_priority_later_verify,high,lane_3,URL-627eaaef4f5cacfec99f,1,canonical_representative,city,police,,2.422764,yes,likely_official,9,metadata_first_planned_not_reviewed,triage_planned,offline metadata-only planning; content not opened or reviewed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,p1,metadata_review_only,unique_source,not_oversized,,,,
TRI-fc27eab871cfd99293c8,NSCQ-IL-20260720-0154,VER-bcebc4bc237467c20de1,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,cog_2025_194697,194697,IL,Lombard,VILLAGE OF LOMBARD,https://villageoflombard.org/DocumentCenter/View/1195,https://villageoflombard.org/DocumentCenter/View/1195/SEIU-2013-2015-Union-Contract-PDF?bidId=,"Agreement Between the Village of Lombard and SEIU Local 73, Service Employees International Union, CTW",cba,scheduled,reachable_pdf_or_document,application/pdf,https://villageoflombard.org/DocumentCenter/View/1195/SEIU-2013-2015-Union-Contract-PDF?bidId=,high_priority_later_verify,high,lane_1,URL-ad079d213bccf6642366,1,canonical_representative,city,non_safety,,2.422764,yes,likely_official,13,metadata_first_planned_not_reviewed,triage_planned,offline metadata-only planning; content not opened or reviewed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,p1,metadata_review_only,unique_source,not_oversized,,,,
TRI-378fe36d69dbb39b0db8,NSCQ-IL-20260720-0166,VER-9942842a70e1ff9d80cf,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,cog_2025_194701,194701,IL,Northbrook,VILLAGE OF NORTHBROOK,https://www.northbrook.il.us/DocumentCenter/View/696/Public-Works-Contract-Final-2011---2015-PDF?bidId=,https://www.northbrook.il.us/DocumentCenter/View/696/Public-Works-Contract-Final-2011---2015-PDF?bidId=,"Public Works Contract Final 2011–2015 (Collective Bargaining Agreement; Effective May 1, 2011 through April 30, 2015)",cba,scheduled,reachable_pdf_or_document,application/pdf,https://www.northbrook.il.us/DocumentCenter/View/696/Public-Works-Contract-Final-2011---2015-PDF?bidId=,high_priority_later_verify,high,lane_2,URL-4a031d5ad48988103d49,1,canonical_representative,city,non_safety,,2.422764,yes,likely_official,17,metadata_first_planned_not_reviewed,triage_planned,offline metadata-only planning; content not opened or reviewed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,p1,metadata_review_only,unique_source,not_oversized,,,,
TRI-c4c8bea4f99c2cf9b279,NSCQ-IL-20260720-0172,VER-d551779ef91e2cec39ae,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,cog_2025_201626,201626,IL,Mundelein,VILLAGE OF MUNDELEIN,https://www.mundelein.org/DocumentCenter/View/3635/Mundelein-Police-MAP-Chapter-687-Contract-2023-to-2026-PDF,https://www.mundelein.org/DocumentCenter/View/3635/Mundelein-Police-MAP-Chapter-687-Contract-2023-to-2026-PDF,Mundelein Police MAP Chapter 687 Contract 2023 to 2026,cba,scheduled,reachable_pdf_or_document,application/pdf,https://www.mundelein.org/DocumentCenter/View/3635/Mundelein-Police-MAP-Chapter-687-Contract-2023-to-2026-PDF,high_priority_later_verify,high,lane_3,URL-d8db341d4bed73810da2,1,canonical_representative,city,police,,2.422764,yes,likely_official,21,metadata_first_planned_not_reviewed,triage_planned,offline metadata-only planning; content not opened or reviewed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,p1,metadata_review_only,unique_source,not_oversized,,,,
TRI-d250510dd9318e14ce0d,NSCQ-IL-20260720-0184,VER-b1fb8578b22139b45b7e,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,cog_2025_162513,162513,IL,Edwardsville,CITY OF EDWARDSVILLE,https://cityofedwardsville.com/DocumentCenter/View/3353/Police-Department-Patrol-Officer-and-Sergeants-2024-2027,https://cityofedwardsville.com/DocumentCenter/View/3353/Police-Department-Patrol-Officer-and-Sergeants-2024-2027,IL FOP Labor Council and City of Edwardsville — Patrol Officers and Sergeants,cba,scheduled,reachable_pdf_or_document,application/pdf,https://cityofedwardsville.com/DocumentCenter/View/3353/Police-Department-Patrol-Officer-and-Sergeants-2024-2027,high_priority_later_verify,high,lane_3,URL-81241704815fefbb9612,1,canonical_representative,city,police,,2.422764,yes,likely_official,25,metadata_first_planned_not_reviewed,triage_planned,offline metadata-only planning; content not opened or reviewed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,p1,metadata_review_only,unique_source,not_oversized,,,,
TRI-a4157453079c9c80b6a5,NSCQ-IL-20260720-0189,VER-d7b8599c7b64f40f70c0,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,cog_2025_162180,162180,IL,Belvidere,CITY OF BELVIDERE,https://www.belvidereil.gov/wp-content/uploads/2023/09/IUOE_2022_2026.pdf,https://www.belvidereil.gov/wp-content/uploads/2023/09/IUOE_2022_2026.pdf,IUOE Local (Public Works) 2022-2026,cba,scheduled,reachable_pdf_or_document,application/pdf,https://www.belvidereil.gov/wp-content/uploads/2023/09/IUOE_2022_2026.pdf,high_priority_later_verify,high,lane_2,URL-3cfc3a9138ebba9c3527,1,canonical_representative,city,non_safety,,2.422764,yes,likely_official,29,metadata_first_planned_not_reviewed,triage_planned,offline metadata-only planning; content not opened or reviewed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,p1,metadata_review_only,unique_source,not_oversized,,,,
TRI-609f3a986682e82381f3,NSCQ-IL-20260720-0193,VER-bbc22c30494e2ae23f6c,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,cog_2025_125027,125027,IL,Jacksonville,CITY OF JACKSONVILLE,https://cms6.revize.com/revize/jacksonvilleil/departments/human_resources/docs/IAFF%20637%20Captains%202020-2024.pdf,https://cms6.revize.com/revize/jacksonvilleil/departments/human_resources/docs/IAFF%20637%20Captains%202020-2024.pdf,"CONTRACT BETWEEN JACKSONVILLE FIRE FIGHTERS CAPTAINS' COMMITTEE AND THE CITY OF JACKSONVILLE, ILLINOIS (Effective 01/01/2020 - 12/31/2024)",cba,scheduled,reachable_pdf_or_document,application/pdf,https://cms6.revize.com/revize/jacksonvilleil/departments/human_resources/docs/IAFF%20637%20Captains%202020-2024.pdf,high_priority_later_verify,high,lane_1,URL-94a22dcbd2a523522ff2,1,canonical_representative,city,fire,,2.422764,yes,likely_official,33,metadata_first_planned_not_reviewed,triage_planned,offline metadata-only planning; content not opened or reviewed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,p1,metadata_review_only,unique_source,not_oversized,,,,
TRI-817133ff44d4d9497313,NSCQ-IL-20260720-0199,VER-dba8eb7a0b4c00fa6b85,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,cog_2025_125069,125069,IL,East Peoria,CITY OF EAST PEORIA,https://www.cityofeastpeoria.com/DocumentCenter/View/2622/Policemens-Benevolent-Labor-Committee-Contract-2022-2026-PDF,https://www.cityofeastpeoria.com/DocumentCenter/View/2622/Policemens-Benevolent-Labor-Committee-Contract-2022-2026-PDF,Policemen's Benevolent Labor Committee Contract 2022-2026,cba,scheduled,reachable_pdf_or_document,application/pdf,https://www.cityofeastpeoria.com/DocumentCenter/View/2622/Policemens-Benevolent-Labor-Committee-Contract-2022-2026-PDF,high_priority_later_verify,high,lane_1,URL-0949dca5489ecaf564ea,1,canonical_representative,city,police,,2.422764,yes,likely_official,37,metadata_first_planned_not_reviewed,triage_planned,offline metadata-only planning; content not opened or reviewed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,p1,metadata_review_only,unique_source,not_oversized,,,,
TRI-600e5c920acf35de7abc,NSCQ-IL-20260720-0204,VER-fa6098d0bc390b450189,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,cog_2025_125046,125046,IL,East Moline,CITY OF EAST MOLINE,https://www.eastmoline.com/DocumentCenter/View/7177/AFSCME-East-Moline-2022-2024-002?bidId=,https://www.eastmoline.com/DocumentCenter/View/7177/AFSCME-East-Moline-2022-2024-002?bidId=,Collective Bargaining Agreement — AFSCME Local 1234 Council 31 (City of East Moline),cba,scheduled,reachable_pdf_or_document,application/pdf,https://www.eastmoline.com/DocumentCenter/View/7177/AFSCME-East-Moline-2022-2024-002?bidId=,high_priority_later_verify,high,lane_2,URL-26e605c59f410e16a4c4,1,canonical_representative,city,non_safety,,2.422764,yes,likely_official,41,metadata_first_planned_not_reviewed,triage_planned,offline metadata-only planning; content not opened or reviewed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,p1,metadata_review_only,unique_source,not_oversized,,,,
TRI-7c5a937ef7f56c75f96c,NSCQ-IL-20260720-0208,VER-a63ee9eb1ab93690ed26,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,cog_2025_162287,162287,IL,Sycamore,CITY OF SYCAMORE,https://www.cityofsycamore.com/DocumentCenter/View/750/IAFF-Local-3046-2023-2025,https://www.cityofsycamore.com/DocumentCenter/View/750/IAFF-Local-3046-2023-2025,IAFF Local 3046 Collective Bargaining Agreement (City of Sycamore),cba,scheduled,reachable_pdf_or_document,application/pdf,https://www.cityofsycamore.com/DocumentCenter/View/750/IAFF-Local-3046-2023-2025,high_priority_later_verify,high,lane_1,URL-012637beed9e2149a695,1,canonical_representative,city,fire,,2.422764,yes,likely_official,45,metadata_first_planned_not_reviewed,triage_planned,offline metadata-only planning; content not opened or reviewed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,p1,metadata_review_only,unique_source,not_oversized,,,,
TRI-ec2fc53e9878880b451b,NSCQ-IL-20260720-0212,VER-209890e2575bc8ae54dd,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,cog_2025_125004,125004,IL,Alton,CITY OF ALTON,https://www.cityofaltonil.gov/wp-content/uploads/2022/09/IAFF-2022.2026.pdf,https://cityofaltonil.gov/wp-content/uploads/2022/09/IAFF-2022.2026.pdf,"International Association of Fire Fighters (IAFF) Local #1255 Firefighters Collective Bargaining Agreement (City of Alton, IL) (Apr 1, 2022 – Mar 31, 2026)",cba,scheduled,reachable_pdf_or_document,application/pdf,https://cityofaltonil.gov/wp-content/uploads/2022/09/IAFF-2022.2026.pdf,high_priority_later_verify,high,lane_3,URL-de8e3a06aec44fd51d4d,1,canonical_representative,city,fire,,2.422764,yes,likely_official,49,metadata_first_planned_not_reviewed,triage_planned,offline metadata-only planning; content not opened or reviewed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,p1,metadata_review_only,unique_source,not_oversized,,,,
TRI-3dade52371920fd6fa57,NSCQ-IL-20260720-0224,VER-105a09a1d41342a424bf,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,cog_2025_102670,102670,IL,Woodridge,VILLAGE OF WOODRIDGE,https://cms9files.revize.com/woodridgeil/Document%20Center/Government/Human%20Resources/Metropolitan%20Alliance%20of%20Police%20Chapter%2051%20Bargaining%20Contract.pdf,https://cms9files.revize.com/woodridgeil/Document%20Center/Government/Human%20Resources/Metropolitan%20Alliance%20of%20Police%20Chapter%2051%20Bargaining%20Contract.pdf,NEGOTIATED AGREEMENT BETWEEN METROPOLITAN ALLIANCE OF POLICE WOODRIDGE CHAPTER #51 AND VILLAGE OF WOODRIDGE,cba,scheduled,reachable_pdf_or_document,application/pdf,https://cms9files.revize.com/woodridgeil/Document%20Center/Government/Human%20Resources/Metropolitan%20Alliance%20of%20Police%20Chapter%2051%20Bargaining%20Contract.pdf,high_priority_later_verify,high,lane_3,URL-6b4d26ac02bac8f0ad0b,1,canonical_representative,city,police,,2.422764,yes,likely_official,53,metadata_first_planned_not_reviewed,triage_planned,offline metadata-only planning; content not opened or reviewed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,p1,metadata_review_only,unique_source,not_oversized,,,,
