scout_target_id,shard_id,shard_sequence,state,region,municipality,municipality_id,census_gov_id,county,population,government_name,prior_scout_covered_flag,newly_planned_this_wave_flag,unit_type_hint,occupation_group_hint,matched_safety_non_safety_opportunity_flag,source_family_query_family,source_family_diversification_reason,broad_geographic_target_reason,planned_search_query_family,planned_search_terms_redacted_or_sanitized,expected_source_family_hints,prior_candidate_overlap_flag,prior_seen_locator_risk_flag,target_quality_tier,target_inclusion_reason,expected_units_to_search,scout_purpose,search_hint_1,search_hint_2,search_hint_3,search_hint_4,search_hint_5,dry_run_status,live_status,verification_status,download_status,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,notes
B4X1000-20260727-2001,broad_shard_003,1,IA,Midwest,Algona,cog_2025_208031,208031,Kossuth County (19109; primary),5342,CITY OF ALGONA,false,true,broad_discovery_unspecified,police; fire; non_safety,false,agreements_mous_settlements,rotate broad public local-government labor and pay document families,unscouted municipality; state-balanced geographic expansion,broad_multi_source_family,municipal labor agreements memoranda settlements,cba; mou_or_memorandum; settlement_agreement,false,false,strong_broad_geographic_target,priority=Tier 2; state_quota=87,police; fire; non_safety/general municipal; diverse wage-setting documents,broad_geographic_source_family_diverse_discovery,"""Algona"" IA municipal labor agreements MOU settlement","""Algona"" IA arbitration award factfinding labor","""Algona"" IA salary ordinance wage schedule pay plan","""Algona"" IA civil service HR personnel compensation classification study","""Algona"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning metadata only; include on coverage map only after a committed parseable live outcome.
B4X1000-20260727-2002,broad_shard_003,2,IA,Midwest,Charles City,cog_2025_204464,204464,Floyd County (19067; primary),7228,CITY OF CHARLES CITY,false,true,broad_discovery_unspecified,police; fire; non_safety,false,arbitration_factfinding,rotate broad public local-government labor and pay document families,unscouted municipality; state-balanced geographic expansion,broad_multi_source_family,municipal arbitration awards factfinding reports,arbitration_award; factfinding_report,false,false,strong_broad_geographic_target,priority=Tier 2; state_quota=87,police; fire; non_safety/general municipal; diverse wage-setting documents,broad_geographic_source_family_diverse_discovery,"""Charles City"" IA municipal labor agreements MOU settlement","""Charles City"" IA arbitration award factfinding labor","""Charles City"" IA salary ordinance wage schedule pay plan","""Charles City"" IA civil service HR personnel compensation classification study","""Charles City"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning metadata only; include on coverage map only after a committed parseable live outcome.
B4X1000-20260727-2003,broad_shard_003,3,IA,Midwest,Cherokee,cog_2025_204460,204460,Cherokee County (19035; primary),5167,CITY OF CHEROKEE,false,true,broad_discovery_unspecified,police; fire; non_safety,false,salary_wage_schedules,rotate broad public local-government labor and pay document families,unscouted municipality; state-balanced geographic expansion,broad_multi_source_family,municipal salary ordinances wage schedules,salary_ordinance; wage_schedule,false,false,strong_broad_geographic_target,priority=Tier 2; state_quota=87,police; fire; non_safety/general municipal; diverse wage-setting documents,broad_geographic_source_family_diverse_discovery,"""Cherokee"" IA municipal labor agreements MOU settlement","""Cherokee"" IA arbitration award factfinding labor","""Cherokee"" IA salary ordinance wage schedule pay plan","""Cherokee"" IA civil service HR personnel compensation classification study","""Cherokee"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning metadata only; include on coverage map only after a committed parseable live outcome.
B4X1000-20260727-2004,broad_shard_003,4,IA,Midwest,Decorah,cog_2025_193325,193325,Winneshiek County (19191; primary),7578,CITY OF DECORAH,false,true,broad_discovery_unspecified,police; fire; non_safety,false,budget_pay_plans,rotate broad public local-government labor and pay document families,unscouted municipality; state-balanced geographic expansion,broad_multi_source_family,municipal budget compensation pay plans,budget_or_pay_plan,false,false,strong_broad_geographic_target,priority=Tier 2; state_quota=87,police; fire; non_safety/general municipal; diverse wage-setting documents,broad_geographic_source_family_diverse_discovery,"""Decorah"" IA municipal labor agreements MOU settlement","""Decorah"" IA arbitration award factfinding labor","""Decorah"" IA salary ordinance wage schedule pay plan","""Decorah"" IA civil service HR personnel compensation classification study","""Decorah"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning metadata only; include on coverage map only after a committed parseable live outcome.
B4X1000-20260727-2005,broad_shard_003,5,IA,Midwest,Dyersville,cog_2025_164382,164382,Dubuque County (19061; primary); Delaware County (19055),4557,CITY OF DYERSVILLE,false,true,broad_discovery_unspecified,police; fire; non_safety,false,civil_service_hr_personnel,rotate broad public local-government labor and pay document families,unscouted municipality; state-balanced geographic expansion,broad_multi_source_family,municipal civil service HR pay personnel policies,civil_service_or_hr_pay_plan; personnel_policy,false,false,strong_broad_geographic_target,priority=Tier 2; state_quota=87,police; fire; non_safety/general municipal; diverse wage-setting documents,broad_geographic_source_family_diverse_discovery,"""Dyersville"" IA municipal labor agreements MOU settlement","""Dyersville"" IA arbitration award factfinding labor","""Dyersville"" IA salary ordinance wage schedule pay plan","""Dyersville"" IA civil service HR personnel compensation classification study","""Dyersville"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning metadata only; include on coverage map only after a committed parseable live outcome.
B4X1000-20260727-2006,broad_shard_003,6,IA,Midwest,Hampton,cog_2025_164398,164398,Franklin County (19069; primary),4272,CITY OF HAMPTON,false,true,broad_discovery_unspecified,police; fire; non_safety,false,compensation_classification_studies,rotate broad public local-government labor and pay document families,unscouted municipality; state-balanced geographic expansion,broad_multi_source_family,municipal compensation classification studies,compensation_study; classification_study,false,false,strong_broad_geographic_target,priority=Tier 2; state_quota=87,police; fire; non_safety/general municipal; diverse wage-setting documents,broad_geographic_source_family_diverse_discovery,"""Hampton"" IA municipal labor agreements MOU settlement","""Hampton"" IA arbitration award factfinding labor","""Hampton"" IA salary ordinance wage schedule pay plan","""Hampton"" IA civil service HR personnel compensation classification study","""Hampton"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning metadata only; include on coverage map only after a committed parseable live outcome.
B4X1000-20260727-2007,broad_shard_003,7,IA,Midwest,Humboldt,cog_2025_185390,185390,Humboldt County (19091; primary),4723,CITY OF HUMBOLDT,false,true,broad_discovery_unspecified,police; fire; non_safety,false,agenda_minutes_pay_policy,rotate broad public local-government labor and pay document families,unscouted municipality; state-balanced geographic expansion,broad_multi_source_family,municipal agenda minutes attached pay policy records,agenda_packet_or_minutes; other_local_government_pay_policy,false,false,strong_broad_geographic_target,priority=Tier 2; state_quota=87,police; fire; non_safety/general municipal; diverse wage-setting documents,broad_geographic_source_family_diverse_discovery,"""Humboldt"" IA municipal labor agreements MOU settlement","""Humboldt"" IA arbitration award factfinding labor","""Humboldt"" IA salary ordinance wage schedule pay plan","""Humboldt"" IA civil service HR personnel compensation classification study","""Humboldt"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning metadata only; include on coverage map only after a committed parseable live outcome.
B4X1000-20260727-2008,broad_shard_003,8,IA,Midwest,Independence,cog_2025_164307,164307,Buchanan County (19019; primary),6188,CITY OF INDEPENDENCE,false,true,broad_discovery_unspecified,police; fire; non_safety,false,broad_multi_source_crosscheck,rotate broad public local-government labor and pay document families,unscouted municipality; state-balanced geographic expansion,broad_multi_source_family,official municipal labor pay document source index,all_controlled_local_government_pay_source_families,false,false,strong_broad_geographic_target,priority=Tier 2; state_quota=87,police; fire; non_safety/general municipal; diverse wage-setting documents,broad_geographic_source_family_diverse_discovery,"""Independence"" IA municipal labor agreements MOU settlement","""Independence"" IA arbitration award factfinding labor","""Independence"" IA salary ordinance wage schedule pay plan","""Independence"" IA civil service HR personnel compensation classification study","""Independence"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning metadata only; include on coverage map only after a committed parseable live outcome.
B4X1000-20260727-2009,broad_shard_003,9,IA,Midwest,Jefferson,cog_2025_208017,208017,Greene County (19073; primary),4100,CITY OF JEFFERSON,false,true,broad_discovery_unspecified,police; fire; non_safety,false,agreements_mous_settlements,rotate broad public local-government labor and pay document families,unscouted municipality; state-balanced geographic expansion,broad_multi_source_family,municipal labor agreements memoranda settlements,cba; mou_or_memorandum; settlement_agreement,false,false,strong_broad_geographic_target,priority=Tier 2; state_quota=87,police; fire; non_safety/general municipal; diverse wage-setting documents,broad_geographic_source_family_diverse_discovery,"""Jefferson"" IA municipal labor agreements MOU settlement","""Jefferson"" IA arbitration award factfinding labor","""Jefferson"" IA salary ordinance wage schedule pay plan","""Jefferson"" IA civil service HR personnel compensation classification study","""Jefferson"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning metadata only; include on coverage map only after a committed parseable live outcome.
B4X1000-20260727-2010,broad_shard_003,10,IA,Midwest,Milford,cog_2025_164376,164376,Dickinson County (19059; primary),3309,CITY OF MILFORD,false,true,broad_discovery_unspecified,police; fire; non_safety,false,arbitration_factfinding,rotate broad public local-government labor and pay document families,unscouted municipality; state-balanced geographic expansion,broad_multi_source_family,municipal arbitration awards factfinding reports,arbitration_award; factfinding_report,false,false,strong_broad_geographic_target,priority=Tier 2; state_quota=87,police; fire; non_safety/general municipal; diverse wage-setting documents,broad_geographic_source_family_diverse_discovery,"""Milford"" IA municipal labor agreements MOU settlement","""Milford"" IA arbitration award factfinding labor","""Milford"" IA salary ordinance wage schedule pay plan","""Milford"" IA civil service HR personnel compensation classification study","""Milford"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning metadata only; include on coverage map only after a committed parseable live outcome.
B4X1000-20260727-2011,broad_shard_003,11,IA,Midwest,Oelwein,cog_2025_190196,190196,Fayette County (19065; primary),5791,CITY OF OELWEIN,false,true,broad_discovery_unspecified,police; fire; non_safety,false,salary_wage_schedules,rotate broad public local-government labor and pay document families,unscouted municipality; state-balanced geographic expansion,broad_multi_source_family,municipal salary ordinances wage schedules,salary_ordinance; wage_schedule,false,false,strong_broad_geographic_target,priority=Tier 2; state_quota=87,police; fire; non_safety/general municipal; diverse wage-setting documents,broad_geographic_source_family_diverse_discovery,"""Oelwein"" IA municipal labor agreements MOU settlement","""Oelwein"" IA arbitration award factfinding labor","""Oelwein"" IA salary ordinance wage schedule pay plan","""Oelwein"" IA civil service HR personnel compensation classification study","""Oelwein"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning metadata only; include on coverage map only after a committed parseable live outcome.
