scout_target_id,shard_id,shard_sequence,state,region,municipality,municipality_id,census_gov_id,county,population,government_name,prior_scout_covered_flag,newly_planned_this_wave_flag,unit_type_hint,occupation_group_hint,matched_safety_non_safety_opportunity_flag,source_family_query_family,source_family_diversification_reason,broad_geographic_target_reason,planned_search_query_family,planned_search_terms_redacted_or_sanitized,expected_source_family_hints,prior_candidate_overlap_flag,prior_seen_locator_risk_flag,target_quality_tier,target_inclusion_reason,expected_units_to_search,scout_purpose,search_hint_1,search_hint_2,search_hint_3,search_hint_4,search_hint_5,dry_run_status,live_status,verification_status,download_status,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,notes
B4X1000-20260727-3001,broad_shard_004,1,IA,Midwest,Adel,cog_2025_212009,212009,Dallas County (19049; primary),6474,CITY OF ADEL,false,true,broad_discovery_unspecified,police; fire; non_safety,false,agreements_mous_settlements,rotate broad public local-government labor and pay document families,unscouted municipality; state-balanced geographic expansion,broad_multi_source_family,municipal labor agreements memoranda settlements,cba; mou_or_memorandum; settlement_agreement,false,false,strong_broad_geographic_target,priority=Tier 2; state_quota=87,police; fire; non_safety/general municipal; diverse wage-setting documents,broad_geographic_source_family_diverse_discovery,"""Adel"" IA municipal labor agreements MOU settlement","""Adel"" IA arbitration award factfinding labor","""Adel"" IA salary ordinance wage schedule pay plan","""Adel"" IA civil service HR personnel compensation classification study","""Adel"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning metadata only; include on coverage map only after a committed parseable live outcome.
B4X1000-20260727-3002,broad_shard_004,2,IA,Midwest,Albia,cog_2025_201769,201769,Monroe County (19135; primary),3661,CITY OF ALBIA,false,true,broad_discovery_unspecified,police; fire; non_safety,false,arbitration_factfinding,rotate broad public local-government labor and pay document families,unscouted municipality; state-balanced geographic expansion,broad_multi_source_family,municipal arbitration awards factfinding reports,arbitration_award; factfinding_report,false,false,strong_broad_geographic_target,priority=Tier 2; state_quota=87,police; fire; non_safety/general municipal; diverse wage-setting documents,broad_geographic_source_family_diverse_discovery,"""Albia"" IA municipal labor agreements MOU settlement","""Albia"" IA arbitration award factfinding labor","""Albia"" IA salary ordinance wage schedule pay plan","""Albia"" IA civil service HR personnel compensation classification study","""Albia"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning metadata only; include on coverage map only after a committed parseable live outcome.
B4X1000-20260727-3003,broad_shard_004,3,IA,Midwest,Anamosa,cog_2025_164457,164457,Jones County (19105; primary),5704,CITY OF ANAMOSA,false,true,broad_discovery_unspecified,police; fire; non_safety,false,salary_wage_schedules,rotate broad public local-government labor and pay document families,unscouted municipality; state-balanced geographic expansion,broad_multi_source_family,municipal salary ordinances wage schedules,salary_ordinance; wage_schedule,false,false,strong_broad_geographic_target,priority=Tier 2; state_quota=87,police; fire; non_safety/general municipal; diverse wage-setting documents,broad_geographic_source_family_diverse_discovery,"""Anamosa"" IA municipal labor agreements MOU settlement","""Anamosa"" IA arbitration award factfinding labor","""Anamosa"" IA salary ordinance wage schedule pay plan","""Anamosa"" IA civil service HR personnel compensation classification study","""Anamosa"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning metadata only; include on coverage map only after a committed parseable live outcome.
B4X1000-20260727-3004,broad_shard_004,4,IA,Midwest,Atlantic,cog_2025_211248,211248,Cass County (19029; primary),6781,CITY OF ATLANTIC,false,true,broad_discovery_unspecified,police; fire; non_safety,false,budget_pay_plans,rotate broad public local-government labor and pay document families,unscouted municipality; state-balanced geographic expansion,broad_multi_source_family,municipal budget compensation pay plans,budget_or_pay_plan,false,false,strong_broad_geographic_target,priority=Tier 2; state_quota=87,police; fire; non_safety/general municipal; diverse wage-setting documents,broad_geographic_source_family_diverse_discovery,"""Atlantic"" IA municipal labor agreements MOU settlement","""Atlantic"" IA arbitration award factfinding labor","""Atlantic"" IA salary ordinance wage schedule pay plan","""Atlantic"" IA civil service HR personnel compensation classification study","""Atlantic"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning metadata only; include on coverage map only after a committed parseable live outcome.
B4X1000-20260727-3005,broad_shard_004,5,IA,Midwest,Camanche,cog_2025_164350,164350,Clinton County (19045; primary),4552,CITY OF CAMANCHE,false,true,broad_discovery_unspecified,police; fire; non_safety,false,civil_service_hr_personnel,rotate broad public local-government labor and pay document families,unscouted municipality; state-balanced geographic expansion,broad_multi_source_family,municipal civil service HR pay personnel policies,civil_service_or_hr_pay_plan; personnel_policy,false,false,strong_broad_geographic_target,priority=Tier 2; state_quota=87,police; fire; non_safety/general municipal; diverse wage-setting documents,broad_geographic_source_family_diverse_discovery,"""Camanche"" IA municipal labor agreements MOU settlement","""Camanche"" IA arbitration award factfinding labor","""Camanche"" IA salary ordinance wage schedule pay plan","""Camanche"" IA civil service HR personnel compensation classification study","""Camanche"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning metadata only; include on coverage map only after a committed parseable live outcome.
B4X1000-20260727-3006,broad_shard_004,6,IA,Midwest,Carter Lake,cog_2025_126693,126693,Pottawattamie County (19155; primary),3759,CITY OF CARTER LAKE,false,true,broad_discovery_unspecified,police; fire; non_safety,false,compensation_classification_studies,rotate broad public local-government labor and pay document families,unscouted municipality; state-balanced geographic expansion,broad_multi_source_family,municipal compensation classification studies,compensation_study; classification_study,false,false,strong_broad_geographic_target,priority=Tier 2; state_quota=87,police; fire; non_safety/general municipal; diverse wage-setting documents,broad_geographic_source_family_diverse_discovery,"""Carter Lake"" IA municipal labor agreements MOU settlement","""Carter Lake"" IA arbitration award factfinding labor","""Carter Lake"" IA salary ordinance wage schedule pay plan","""Carter Lake"" IA civil service HR personnel compensation classification study","""Carter Lake"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning metadata only; include on coverage map only after a committed parseable live outcome.
B4X1000-20260727-3007,broad_shard_004,7,IA,Midwest,Cascade,cog_2025_164380,164380,Dubuque County (19061; primary); Jones County (19105),2385,CITY OF CASCADE,false,true,broad_discovery_unspecified,police; fire; non_safety,false,agenda_minutes_pay_policy,rotate broad public local-government labor and pay document families,unscouted municipality; state-balanced geographic expansion,broad_multi_source_family,municipal agenda minutes attached pay policy records,agenda_packet_or_minutes; other_local_government_pay_policy,false,false,strong_broad_geographic_target,priority=Tier 2; state_quota=87,police; fire; non_safety/general municipal; diverse wage-setting documents,broad_geographic_source_family_diverse_discovery,"""Cascade"" IA municipal labor agreements MOU settlement","""Cascade"" IA arbitration award factfinding labor","""Cascade"" IA salary ordinance wage schedule pay plan","""Cascade"" IA civil service HR personnel compensation classification study","""Cascade"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning metadata only; include on coverage map only after a committed parseable live outcome.
B4X1000-20260727-3008,broad_shard_004,8,IA,Midwest,Clarinda,cog_2025_164521,164521,Page County (19145; primary),5305,CITY OF CLARINDA,false,true,broad_discovery_unspecified,police; fire; non_safety,false,broad_multi_source_crosscheck,rotate broad public local-government labor and pay document families,unscouted municipality; state-balanced geographic expansion,broad_multi_source_family,official municipal labor pay document source index,all_controlled_local_government_pay_source_families,false,false,strong_broad_geographic_target,priority=Tier 2; state_quota=87,police; fire; non_safety/general municipal; diverse wage-setting documents,broad_geographic_source_family_diverse_discovery,"""Clarinda"" IA municipal labor agreements MOU settlement","""Clarinda"" IA arbitration award factfinding labor","""Clarinda"" IA salary ordinance wage schedule pay plan","""Clarinda"" IA civil service HR personnel compensation classification study","""Clarinda"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning metadata only; include on coverage map only after a committed parseable live outcome.
B4X1000-20260727-3009,broad_shard_004,9,IA,Midwest,Clarion,cog_2025_208079,208079,Wright County (19197; primary),2745,CITY OF CLARION,false,true,broad_discovery_unspecified,police; fire; non_safety,false,agreements_mous_settlements,rotate broad public local-government labor and pay document families,unscouted municipality; state-balanced geographic expansion,broad_multi_source_family,municipal labor agreements memoranda settlements,cba; mou_or_memorandum; settlement_agreement,false,false,strong_broad_geographic_target,priority=Tier 2; state_quota=87,police; fire; non_safety/general municipal; diverse wage-setting documents,broad_geographic_source_family_diverse_discovery,"""Clarion"" IA municipal labor agreements MOU settlement","""Clarion"" IA arbitration award factfinding labor","""Clarion"" IA salary ordinance wage schedule pay plan","""Clarion"" IA civil service HR personnel compensation classification study","""Clarion"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning metadata only; include on coverage map only after a committed parseable live outcome.
B4X1000-20260727-3010,broad_shard_004,10,IA,Midwest,Cresco,cog_2025_164430,164430,Howard County (19089; primary),3897,CITY OF CRESCO,false,true,broad_discovery_unspecified,police; fire; non_safety,false,arbitration_factfinding,rotate broad public local-government labor and pay document families,unscouted municipality; state-balanced geographic expansion,broad_multi_source_family,municipal arbitration awards factfinding reports,arbitration_award; factfinding_report,false,false,strong_broad_geographic_target,priority=Tier 2; state_quota=87,police; fire; non_safety/general municipal; diverse wage-setting documents,broad_geographic_source_family_diverse_discovery,"""Cresco"" IA municipal labor agreements MOU settlement","""Cresco"" IA arbitration award factfinding labor","""Cresco"" IA salary ordinance wage schedule pay plan","""Cresco"" IA civil service HR personnel compensation classification study","""Cresco"" IA council agenda minutes attached labor pay policy",prepared_no_call,not_run,not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,Planning metadata only; include on coverage map only after a committed parseable live outcome.
