lane_id,scout_target_id,municipality,state,target_unit_type,match_priority_tier,candidate_source_count,coverage_status
lane_4,TS4-4-9942360d2eee0f0f,Madison,CT,safety_and_non_safety_compensation_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_4,TS4-4-e5aaf11a922dfabc,Plainville,CT,safety_and_non_safety_compensation_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_4,TS4-4-a9841427e0b6d67e,Brookfield,CT,safety_and_non_safety_compensation_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_4,TS4-4-13804b3cb41d0da7,Sugar Creek,IN,safety_and_non_safety_compensation_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_4,TS4-4-2f30ac25305710b5,Portsmouth,RI,safety_and_non_safety_compensation_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_4,TS4-4-927e30949b1c553d,Goodlettsville,TN,safety_and_non_safety_compensation_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_4,TS4-4-24a86f84a5655ed3,Honey Creek,IN,safety_and_non_safety_compensation_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_4,TS4-4-2d748f9e5a31b271,Wilton,NY,safety_and_non_safety_compensation_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_4,TS4-4-043e5d7ca270f906,Holmdel,NJ,safety_and_non_safety_compensation_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_4,TS4-4-6e55a6ed1db73f64,Danville,KY,safety_and_non_safety_compensation_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_4,TS4-4-fa13c9c8bda74f3e,Hopewell,NJ,safety_and_non_safety_compensation_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_4,TS4-4-1fa88762556a7778,Swansea,MA,safety_and_non_safety_compensation_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_4,TS4-4-a81c22764926d3b9,Millbrook,AL,safety_and_non_safety_compensation_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_4,TS4-4-1f5f8b9b524c4809,Tifton,GA,safety_and_non_safety_compensation_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_4,TS4-4-0a22ae125cd1bcfa,St. Matthews,KY,safety_and_non_safety_compensation_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_4,TS4-4-cfe7b1989aa2da6c,Stafford,TX,safety_and_non_safety_compensation_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_4,TS4-4-9365d98d5daf0991,Taylor,TX,safety_and_non_safety_compensation_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_4,TS4-4-928148e8aeb65181,West Lampeter,PA,safety_and_non_safety_compensation_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_4,TS4-4-3d648bd34686383a,New Castle,IN,safety_and_non_safety_compensation_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_4,TS4-4-13679934a600c13e,Hinsdale,IL,safety_and_non_safety_compensation_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_4,TS4-4-9e6c81f7cfb09e6b,Manvel,TX,safety_and_non_safety_compensation_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_4,TS4-4-521d63e245b444f4,Lebanon,IN,safety_and_non_safety_compensation_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_4,TS4-4-dd2a0cd8a47907f4,Cañon City,CO,safety_and_non_safety_compensation_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_4,TS4-4-37b6134555507948,Upper Gwynedd,PA,safety_and_non_safety_compensation_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_4,TS4-4-d9983b49591483a4,Stallings,NC,safety_and_non_safety_compensation_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_4,TS4-4-3a7eff477fe17100,Muscle Shoals,AL,safety_and_non_safety_compensation_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_4,TS4-4-badd4fb2f8d101a6,Bainbridge,IN,safety_and_non_safety_compensation_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_4,TS4-4-cfc7c258a1b70640,Weehawken,NJ,safety_and_non_safety_compensation_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_4,TS4-4-e55f7c2294ddf071,Fillmore,CA,safety_and_non_safety_compensation_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_4,TS4-4-3478828f237c9527,West Hempfield,PA,safety_and_non_safety_compensation_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_4,TS4-4-646a95d67358959b,Dixon,IL,safety_and_non_safety_compensation_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_4,TS4-4-ec0226d2e3127aa4,Denville,NJ,safety_and_non_safety_compensation_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_4,TS4-4-00e94aef915ac6e2,Fenton charter,MI,safety_and_non_safety_compensation_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_4,TS4-4-ca90f048198f8d32,Cuba,IL,safety_and_non_safety_compensation_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_4,TS4-4-fa56877e6062e2fc,Lemon,OH,safety_and_non_safety_compensation_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_4,TS4-4-b767c54747579660,Cahokia Heights,IL,safety_and_non_safety_compensation_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_4,TS4-4-f0a58c908bfd9e4e,Addison,TX,safety_and_non_safety_compensation_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_4,TS4-4-9e0b2eb5d56b56da,Barrington,RI,safety_and_non_safety_compensation_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_4,TS4-4-a989a995e7283401,Wyckoff,NJ,safety_and_non_safety_compensation_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_4,TS4-4-a3fba6a5396973e9,Campton,IL,safety_and_non_safety_compensation_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_4,TS4-4-aaa7585786d0f288,Greenville,OH,safety_and_non_safety_compensation_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_4,TS4-4-b606b6c9a0d4aa72,Bellaire,TX,safety_and_non_safety_compensation_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_4,TS4-4-dd6cd58b4de19de5,Scott,PA,safety_and_non_safety_compensation_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_4,TS4-4-d42a4552dd793002,Laguna Woods,CA,safety_and_non_safety_compensation_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_4,TS4-4-3d38377fde6d0b31,Milford charter,MI,safety_and_non_safety_compensation_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_4,TS4-4-4d90f93faac777d3,Ellington,CT,safety_and_non_safety_compensation_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_4,TS4-4-83a162cc86c63b67,Fort Thomas,KY,safety_and_non_safety_compensation_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_4,TS4-4-7d35ead904006800,Radford,VA,safety_and_non_safety_compensation_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_4,TS4-4-180dae6230153727,Abington,MA,safety_and_non_safety_compensation_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_4,TS4-4-803ad4eac2277f8f,Seymour,CT,safety_and_non_safety_compensation_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_4,TS4-4-74239eae45ce3b34,Sterling,IL,safety_and_non_safety_compensation_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_4,TS4-4-22147451b01cf215,Albemarle,NC,safety_and_non_safety_compensation_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_4,TS4-4-dc1af31665c310d8,Hilltown,PA,safety_and_non_safety_compensation_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_4,TS4-4-2714c3e218d1ac3b,El Dorado,AR,safety_and_non_safety_compensation_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_4,TS4-4-9747356e2ebf048e,Prairie,OH,safety_and_non_safety_compensation_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
lane_4,TS4-4-1a1ca7507e201713,Gulf Shores,AL,safety_and_non_safety_compensation_units,tier_3_mechanism_gap_discovery,0,not_run_preflight_failed
