source_review_id,triage_id,candidate_queue_row_id,verification_id,municipality_id,census_gov_id,state,municipality,government_name,candidate_url,final_url,source_locator,candidate_title,candidate_source_type,candidate_status_before_verification,verification_status,content_type,triage_status,priority_for_content_review,recommended_next_action,candidate_priority,verification_round_id,content_triage_round_id,source_owner_type,unit_type_scouted,population,matched_set_potential,official_domain_signal,duplicate_source_group_id,duplicate_group_size,duplicate_group_role_for_triage,pilot_selection_rank,source_review_lane_id,source_review_stage,pilot_selection_reason,source_review_status,source_review_status_detail,url_access_status,download_status,content_artifact_path,content_hash,content_byte_size,content_type_observed,text_layer_status,pdf_page_count,source_officialness_rating,source_relevance_rating,municipality_match_rating,employer_match_rating,bargaining_unit_match_rating,safety_unit_match_signal,non_safety_unit_match_signal,document_type_rating,contract_or_document_period_start,contract_or_document_period_end,wage_table_signal,wage_growth_signal,mechanism_language_signal,extraction_readiness_rating,extraction_mode_recommended,duplicate_canonical_decision,reviewer_notes,reviewer,reviewed_at,urls_opened,network_calls,documents_downloaded,documents_parsed,pdfs_parsed,ocr_runs,content_artifacts_written
sr_8f463436164e9f45fcc5bd09,TRI-5d0c0a14def07389d771,NSCQ-OH-20260720-0192,VER-45fa7c91e0c30fad6fa6,cog_2025_110697,110697,OH,Athens,CITY OF ATHENS,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2017/17-MED-10-1301.pdf,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2017/17-MED-10-1301.pdf,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2017/17-MED-10-1301.pdf,"Agreement Between the City of Athens, Ohio and the Fraternal Order of Police, Ohio Labor Council (Patrol Officers and Lieutenants) — 2018-2020",cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-ROUND1-1000-2026-07-24,state_labor_board,police,,yes,likely_official,URL-533d60a08c22406b427c,1,canonical_representative,1,lane_1,planned_not_reviewed,p1 scheduled CBA candidate with reachable PDF/document routing; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_da87d04f4f9691cac856fa1f,TRI-47f51dc48f18d85996c1,NSCQ-CA-20260720-0708,VER-4ee72f442df2cded4754,cog_2025_100656,100656,CA,El Cerrito,CITY OF EL CERRITO,https://elcerrito.gov/DocumentCenter/View/14435/915-ECPEA-MOU-2020-2022,https://elcerrito.gov/DocumentCenter/View/14435/915-ECPEA-MOU-2020-2022,https://elcerrito.gov/DocumentCenter/View/14435/915-ECPEA-MOU-2020-2022,Memorandum of Understanding Between the City of El Cerrito and the El Cerrito Police Employees’ Association,cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-ROUND1-1000-2026-07-24,city,police,,yes,likely_official,URL-b750004e64a8209bd3c8,1,canonical_representative,2,lane_1,planned_not_reviewed,p1 scheduled CBA candidate with reachable PDF/document routing; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_884210e072bd551abba7d407,TRI-0c930fe04fb171cd5578,NSCQ-IL-20260720-0231,VER-0372e6591b9091e07021,cog_2025_102755,102755,IL,Algonquin,VILLAGE OF ALGONQUIN,https://www.algonquin.org/egov/documents/1654284267_21109.pdf,https://www.algonquin.org/egov/documents/1654284267_21109.pdf,https://www.algonquin.org/egov/documents/1654284267_21109.pdf,"Collective Bargaining Agreement (Metropolitan Alliance of Police, Algonquin Civilians, Chapter #183) – Police Civilian Unit",cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,city,police,,yes,likely_official,URL-5a8b50204e452fead026,1,canonical_representative,3,lane_1,planned_not_reviewed,p1 scheduled CBA candidate with reachable PDF/document routing; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_4aeb24b26f8034ba21ae228a,TRI-5e9f857270af9be702e8,NSCQ-FL-20260720-0218,VER-c48c39e39a0d293b6964,cog_2025_101922,101922,FL,Cocoa,CITY OF COCOA,https://www.cocoafl.gov/DocumentCenter/View/12674/PBA-Rank-and-File-FY-25-27pdf?bidId=,https://www.cocoafl.gov/DocumentCenter/View/12674/PBA-Rank-and-File-FY-25-27pdf?bidId=,https://www.cocoafl.gov/DocumentCenter/View/12674/PBA-Rank-and-File-FY-25-27pdf?bidId=,Cocoa PBA Rank and File FY25-27,cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-2026-07-24,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,city,police,,yes,likely_official,URL-baccf946eaa15244d358,1,canonical_representative,4,lane_1,planned_not_reviewed,p1 scheduled CBA candidate with reachable PDF/document routing; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_2f9ea99f1c1cd9c14c1ab60a,TRI-7fbf879a8caa1aa0ea54,NSCQ-MI-20260720-0070,VER-38ca0890ebdf4668ee5d,cog_2025_106395,106395,MI,Saginaw,CITY OF SAGINAW,https://www.saginaw-mi.com/DocumentCenter/View/93/POAM-CONTRACT-2022-2026,https://www.saginaw-mi.com/DocumentCenter/View/93/POAM-CONTRACT-2022-2026,https://www.saginaw-mi.com/DocumentCenter/View/93/POAM-CONTRACT-2022-2026,"City of Saginaw and POAM Collective Bargaining Agreement (Effective July 1, 2022 through June 30, 2026)",cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,city,police,,yes,likely_official,URL-2359130c8b28bc4b35f1,1,canonical_representative,5,lane_1,planned_not_reviewed,p1 scheduled CBA candidate with reachable PDF/document routing; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_44c8c3a014b12e7dbea66050,TRI-c3b977ba3884452c21da,NSCQ-WA-20260720-0012,VER-1683294c3474e980c354,cog_2025_114624,114624,WA,Bellevue,CITY OF BELLEVUE,https://bellevuewa.gov/sites/default/files/media/pdf_document/cba-Bellevue-Police-Management-Association-current.pdf,https://bellevuewa.gov/sites/default/files/media/pdf_document/cba-Bellevue-Police-Management-Association-current.pdf,https://bellevuewa.gov/sites/default/files/media/pdf_document/cba-Bellevue-Police-Management-Association-current.pdf,"Collective Bargaining Agreement; City of Bellevue & Bellevue Police Management Association (April 1, 2018 through December 31, 2021)",cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-ROUND1-1000-2026-07-24,city,police,,yes,likely_official,URL-e70eb526090c243ae4c7,1,canonical_representative,6,lane_1,planned_not_reviewed,p1 scheduled CBA candidate with reachable PDF/document routing; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_88f69b21df618e10de3abc21,TRI-8b6dc9c922ef851d98ea,NSCQ-MA-20260720-0102,VER-a3a9a92e925baecf82f6,cog_2025_128105,128105,MA,Holyoke,CITY OF HOLYOKE,https://storage.googleapis.com/proudcity/holyokema/2025/02/Police-Patrol-k-22-25-10-2-23.doc.pdf,https://storage.googleapis.com/proudcity/holyokema/2025/02/Police-Patrol-k-22-25-10-2-23.doc.pdf,https://storage.googleapis.com/proudcity/holyokema/2025/02/Police-Patrol-k-22-25-10-2-23.doc.pdf,"Agreement between the City of Holyoke, Massachusetts and the International Brotherhood of Police Officers, Local 388 (July 1, 2022 – June 30, 2025)",cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-ROUND1-1000-2026-07-24,city,police,,yes,likely_official,URL-f1e4b275d9f01302517c,1,canonical_representative,7,lane_1,planned_not_reviewed,p1 scheduled CBA candidate with reachable PDF/document routing; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_25e2a9b7cf862022087b2c55,TRI-e6770eafb8f87fe8dcb1,NSCQ-OR-20260720-0040,VER-02d96d608bfea40c1b61,cog_2025_133202,133202,OR,Corvallis,CITY OF CORVALLIS,https://apps.corvallisoregon.gov/webdocs/showdoc.aspx?docID=934419,https://archives.corvallisoregon.gov/public/ElectronicFile.aspx?dbid=0&docid=934419,https://archives.corvallisoregon.gov/public/ElectronicFile.aspx?dbid=0&docid=934419,"Agreement City of Corvallis and Corvallis Police Officers’ Association (CPOA) (July 1, 2022 to June 30, 2027)",cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-ROUND1-1000-2026-07-24,city,police,,yes,likely_official,URL-54ce113a687a5add7896,1,canonical_representative,8,lane_1,planned_not_reviewed,p1 scheduled CBA candidate with reachable PDF/document routing; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_4dcba46d6bf5dc0b0de407c0,TRI-286960d635459c980a4e,NSCQ-WI-20260720-0012,VER-1a1f6bd26bd8bd5f5b14,cog_2025_177090,177090,WI,Green Bay,CITY OF GREEN BAY,https://www.greenbaywi.gov/DocumentCenter/View/306/Police-Officers-Agreement-PDF,https://www.greenbaywi.gov/DocumentCenter/View/306/Police-Officers-Agreement-PDF,https://www.greenbaywi.gov/DocumentCenter/View/306/Police-Officers-Agreement-PDF,Green Bay Professional Police Association Agreement (Police Officers Agreement) — City of Green Bay,cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND1-3X750-2026-07-23,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,city,police,,yes,likely_official,URL-177d8494a5f18452cc49,1,canonical_representative,9,lane_1,planned_not_reviewed,p1 scheduled CBA candidate with reachable PDF/document routing; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
sr_55bdc3d4dad1ccf66dd114e4,TRI-f5e8e6cd87903777336f,NSCQ-MN-20260720-0028,VER-a79b0b28a06dfb2e7593,cog_2025_167455,167455,MN,Burnsville,CITY OF BURNSVILLE,https://burnsville.civicweb.net/document/49902/Police%20Officer%20Union%20Contract.pdf?handle=7DAE210AFD4E4D068A80DD401A67C50F,https://burnsville.civicweb.net/document/49902/Police%20Officer%20Union%20Contract.pdf?handle=7DAE210AFD4E4D068A80DD401A67C50F,https://burnsville.civicweb.net/document/49902/Police%20Officer%20Union%20Contract.pdf?handle=7DAE210AFD4E4D068A80DD401A67C50F,AGENDA REPORT — Approval of Police Officer Union Contract for 2023-2025,cba,scheduled,reachable_pdf_or_document,application/pdf,high_priority_content_review,p1,content_review_download_allowed_later,high,VERIFICATION-SCALE-ROUND2-3X1000-REMAINDER-2026-07-24,CONTENT-TRIAGE-REMAINDER-ALL-ROUTED-2026-07-24,city,police,,yes,likely_official,URL-7499ebddca3dbedfa736,1,canonical_representative,10,lane_1,planned_not_reviewed,p1 scheduled CBA candidate with reachable PDF/document routing; selected from committed metadata only,planned_not_reviewed,offline pilot planning only; source content not accessed,not_started,not_started,,,,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,,unknown,unknown,unknown,unknown,manual_review,not_reviewed,,script_metadata_only,,0,0,0,0,0,0,0
