rating_queue_id,rating_lane_id,rating_lane_sequence,rating_input_sha256,rating_input_char_count,span_extraction_id,span_queue_id,extracted_text_id,extraction_id,readiness_id,source_review_download_id,combined_review_id,source_candidate_id,verification_row_id,candidate_origin,lane_id,lane_sequence,state,region,municipality,county,source_title,source_locator_or_url,final_canonical_locator,source_domain,source_family_hint,document_type_hint,source_review_priority,retained_file_sha256,retained_file_path_resolved,retained_file_type,extracted_text_artifact_path,extracted_text_size_bytes,extracted_text_sha256,extraction_status,artifact_root_lineage,evidence_family,mechanism_label,quantitative_label,span_status,span_text,span_start_offset,span_end_offset,span_sha256,extraction_rule_family,extraction_rule_id,rule_hit_terms,all_evidence_family_hits,all_mechanism_label_hits,all_quantitative_label_hits,all_extraction_rule_ids,bounded_context_before,bounded_context_after,context_total_char_count,duplicate_span_group_id,source_review_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,claim_boundary,notes
CBRATQ-20260728-36602a5913942da33eb67e25,rating_lane_003,1,8208939a40f0a2563e1e7dd3c0c5ab4dc202aca83d735c230d8f990e7b74d113,1339,CBSPAN-20260728-f7767fc0666eec9f959341fe,CBSPQ-20260728-cd22b7eda100e6a4709c,CBTXT-20260728-573fc304dcbe8625a6cc,CBTXT-20260728-573fc304dcbe8625a6cc,CBRDY-20260728-ef6805e9613075919466,CBSRD-20260728-a46c346acbc72a36fdab,CBCR-20260728-01541,B4XPAR-20260727-001664,BCV-20260728-05857,broad_4x1000_deduped,span_lane_002,661,WA,West,Pacific,King County (53033; primary); Pierce County (53053),City Policy and Procedure Manual (includes pay plan / wage scale administration language; not a bargaining agreement),https://www.pacificwa.gov/Documents/Services/Human%20Resources/City%20Policy%20and%20Procedure%20Manual%20-%20Updated%2008-2024.pdf,https://cms3.revize.com/revize/pacific/Documents/Services/Human%20Resources/City%20Policy%20and%20Procedure%20Manual%20-%20Updated%2008-2024.pdf,pacificwa.gov,budget_or_pay_plan,ordinance_or_policy,high,7caf33b90c25f17e31070eb9f37ab695a535ad68861e29cfbe0e4401e5454a9f,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-a46c346acbc72a36fdab.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_002/CBTXT-20260728-573fc304dcbe8625a6cc.txt,408046,9fe2089ef3c3747531928c9940210a10fae30baeda392016e3e39dbf87d751a6,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,qualitative_mechanism,bargaining_power_signal,unknown_quantitative_compensation,span_extracted,"agreement signed by the Mayor or by an applicable collective bargaining agreement, all
",7766,7853,39a29fa38430eb8c6031aac8c0e9141794ab3101cae5143d6ff64c778a45ab15,M,M002,"[""collective bargaining""]","[""qualitative_mechanism""]","[""bargaining_power_signal""]",[],"[""M002""]","olicies are not intended as, and should not be construed to create, terms of an
expressed or implied contract of employment at the City or any type of promise or
guarantee of specific treatment. Except as may be otherwise provided by express written
","employees are “at-will” and serve at the discretion of the Mayor.
The Mayor, as needed may create “Administrative Policies” and/or procedures to clarify,
correct, or implement, actions to ensure the safe and efficient day-to-day and long-term
operati",500,CBDUP-f7767fc0666eec9f9593,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Deterministic exact candidate span; label requires later rating.
CBRATQ-20260728-4ada478f827a689b638169a3,rating_lane_003,2,b0ddc446a09bf60eba2835bed846b2effb26aab05fb127bccb2e5fe133835585,1337,CBSPAN-20260728-ffb0a8b0494a0aba16fb879c,CBSPQ-20260728-cd22b7eda100e6a4709c,CBTXT-20260728-573fc304dcbe8625a6cc,CBTXT-20260728-573fc304dcbe8625a6cc,CBRDY-20260728-ef6805e9613075919466,CBSRD-20260728-a46c346acbc72a36fdab,CBCR-20260728-01541,B4XPAR-20260727-001664,BCV-20260728-05857,broad_4x1000_deduped,span_lane_002,661,WA,West,Pacific,King County (53033; primary); Pierce County (53053),City Policy and Procedure Manual (includes pay plan / wage scale administration language; not a bargaining agreement),https://www.pacificwa.gov/Documents/Services/Human%20Resources/City%20Policy%20and%20Procedure%20Manual%20-%20Updated%2008-2024.pdf,https://cms3.revize.com/revize/pacific/Documents/Services/Human%20Resources/City%20Policy%20and%20Procedure%20Manual%20-%20Updated%2008-2024.pdf,pacificwa.gov,budget_or_pay_plan,ordinance_or_policy,high,7caf33b90c25f17e31070eb9f37ab695a535ad68861e29cfbe0e4401e5454a9f,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-a46c346acbc72a36fdab.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_002/CBTXT-20260728-573fc304dcbe8625a6cc.txt,408046,9fe2089ef3c3747531928c9940210a10fae30baeda392016e3e39dbf87d751a6,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,quantitative_compensation,unknown_or_needs_rating,classification_compensation_plan,span_extracted,"Council and establishes a pay range for each class in the classification plan.
",53546,53625,2fb9c2fff5d5c36b0ab1d3f69f12166c22b8b156987d1b93a1c1da04dccd1adc,Q,Q014,"[""classification plan""]","[""quantitative_compensation""]",[],"[""classification_compensation_plan""]","[""Q014""]"," payday falls on
a Saturday, Sunday or holiday, paychecks will be issued on the preceding work day. Direct
deposit of paychecks is available.

Salary Administration
The Mayor or designee shall administer a pay plan which has been adopted by the City
","
The pay range for each class shall be coordinated with the classification plan, based upon
considerations such as the range of pay for other classes, the requisite duties and
responsibilities at entry level, qualifications of the positions allocated",500,CBDUP-ffb0a8b0494a0aba16fb,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Deterministic exact candidate span; label requires later rating.
CBRATQ-20260728-c4040db181c9f21b2d46e2b6,rating_lane_003,3,2e546a39507a1337af53e12b5dcb849bfa36f1ba7dc32e7cbb6ff3f53e75121e,1349,CBSPAN-20260728-c010399a1491ce9d915240b9,CBSPQ-20260728-cd22b7eda100e6a4709c,CBTXT-20260728-573fc304dcbe8625a6cc,CBTXT-20260728-573fc304dcbe8625a6cc,CBRDY-20260728-ef6805e9613075919466,CBSRD-20260728-a46c346acbc72a36fdab,CBCR-20260728-01541,B4XPAR-20260727-001664,BCV-20260728-05857,broad_4x1000_deduped,span_lane_002,661,WA,West,Pacific,King County (53033; primary); Pierce County (53053),City Policy and Procedure Manual (includes pay plan / wage scale administration language; not a bargaining agreement),https://www.pacificwa.gov/Documents/Services/Human%20Resources/City%20Policy%20and%20Procedure%20Manual%20-%20Updated%2008-2024.pdf,https://cms3.revize.com/revize/pacific/Documents/Services/Human%20Resources/City%20Policy%20and%20Procedure%20Manual%20-%20Updated%2008-2024.pdf,pacificwa.gov,budget_or_pay_plan,ordinance_or_policy,high,7caf33b90c25f17e31070eb9f37ab695a535ad68861e29cfbe0e4401e5454a9f,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-a46c346acbc72a36fdab.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_002/CBTXT-20260728-573fc304dcbe8625a6cc.txt,408046,9fe2089ef3c3747531928c9940210a10fae30baeda392016e3e39dbf87d751a6,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,quantitative_compensation,unknown_or_needs_rating,classification_compensation_plan,span_extracted,"The pay range for each class shall be coordinated with the classification plan, based upon
",53626,53717,e87fae6b30ab1d8ee2ab0460a8d20ed13fbd919ef0f33e0e6976d6d080597666,Q,Q014,"[""classification plan""]","[""quantitative_compensation""]",[],"[""classification_compensation_plan""]","[""Q014""]","preceding work day. Direct
deposit of paychecks is available.

Salary Administration
The Mayor or designee shall administer a pay plan which has been adopted by the City
Council and establishes a pay range for each class in the classification plan.

","considerations such as the range of pay for other classes, the requisite duties and
responsibilities at entry level, qualifications of the positions allocated in the class, the
rates of pay for similar work in the public and private sectors, cost of ",500,CBDUP-c010399a1491ce9d9152,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Deterministic exact candidate span; label requires later rating.
CBRATQ-20260728-7740fbb7d3920a5cad35e32f,rating_lane_003,4,19fb3689776952f58d7192b00f110dd4e481ae10c6ed6216163a4f1ddcea8a2f,1323,CBSPAN-20260728-fa323b87c1ce4e0b2840b411,CBSPQ-20260728-cd22b7eda100e6a4709c,CBTXT-20260728-573fc304dcbe8625a6cc,CBTXT-20260728-573fc304dcbe8625a6cc,CBRDY-20260728-ef6805e9613075919466,CBSRD-20260728-a46c346acbc72a36fdab,CBCR-20260728-01541,B4XPAR-20260727-001664,BCV-20260728-05857,broad_4x1000_deduped,span_lane_002,661,WA,West,Pacific,King County (53033; primary); Pierce County (53053),City Policy and Procedure Manual (includes pay plan / wage scale administration language; not a bargaining agreement),https://www.pacificwa.gov/Documents/Services/Human%20Resources/City%20Policy%20and%20Procedure%20Manual%20-%20Updated%2008-2024.pdf,https://cms3.revize.com/revize/pacific/Documents/Services/Human%20Resources/City%20Policy%20and%20Procedure%20Manual%20-%20Updated%2008-2024.pdf,pacificwa.gov,budget_or_pay_plan,ordinance_or_policy,high,7caf33b90c25f17e31070eb9f37ab695a535ad68861e29cfbe0e4401e5454a9f,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-a46c346acbc72a36fdab.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_002/CBTXT-20260728-573fc304dcbe8625a6cc.txt,408046,9fe2089ef3c3747531928c9940210a10fae30baeda392016e3e39dbf87d751a6,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,quantitative_compensation,unknown_or_needs_rating,cola_cpi,span_extracted,"rates of pay for similar work in the public and private sectors, cost of living data, the
",53894,53984,51153e964f30f298ddf8993e56890fbc2590d4f1d447accd99f4628c2b79c725,Q,Q009,"[""cost of living""]","[""quantitative_compensation""]",[],"[""cola_cpi""]","[""Q009""]","each class shall be coordinated with the classification plan, based upon
considerations such as the range of pay for other classes, the requisite duties and
responsibilities at entry level, qualifications of the positions allocated in the class, the
","financial policies and position of the City, and other relevant factors, as determined by
the City.

New Employees
At the time of offer of employment, each employee shall be advised of his or her position
title, initial rate of pay, and wage scale fo",500,CBDUP-fa323b87c1ce4e0b2840,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Deterministic exact candidate span; label requires later rating.
CBRATQ-20260728-f8a88e0b3e38d86a04334c95,rating_lane_003,5,d221fa0c88503f6c30696fbf8b5f03a3f90fea19ba26cef5df4489ea56c379a8,1264,CBSPAN-20260728-730be545d4b56cb497b6b2d1,CBSPQ-20260728-cd22b7eda100e6a4709c,CBTXT-20260728-573fc304dcbe8625a6cc,CBTXT-20260728-573fc304dcbe8625a6cc,CBRDY-20260728-ef6805e9613075919466,CBSRD-20260728-a46c346acbc72a36fdab,CBCR-20260728-01541,B4XPAR-20260727-001664,BCV-20260728-05857,broad_4x1000_deduped,span_lane_002,661,WA,West,Pacific,King County (53033; primary); Pierce County (53053),City Policy and Procedure Manual (includes pay plan / wage scale administration language; not a bargaining agreement),https://www.pacificwa.gov/Documents/Services/Human%20Resources/City%20Policy%20and%20Procedure%20Manual%20-%20Updated%2008-2024.pdf,https://cms3.revize.com/revize/pacific/Documents/Services/Human%20Resources/City%20Policy%20and%20Procedure%20Manual%20-%20Updated%2008-2024.pdf,pacificwa.gov,budget_or_pay_plan,ordinance_or_policy,high,7caf33b90c25f17e31070eb9f37ab695a535ad68861e29cfbe0e4401e5454a9f,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-a46c346acbc72a36fdab.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_002/CBTXT-20260728-573fc304dcbe8625a6cc.txt,408046,9fe2089ef3c3747531928c9940210a10fae30baeda392016e3e39dbf87d751a6,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,qualitative_mechanism,base_wage_direct_value,unknown_quantitative_compensation,span_extracted,base salary. ,58025,58038,26f127630f7713707dc87b328fc1169e7fa68970cd7df7168da6e2ae24d18159,M,M008,"[""base salary""]","[""qualitative_mechanism""]","[""base_wage_direct_value""]",[],"[""M008""]","l cease when the assignment/assumption of duties ends.

Extra Duty Pay/Assignmen
The Mayor, as the need arises, may offer an exempt, non-represented, employee a non-
job description duty. The employee may be offered compensation from 1 – 5% of their
","This assignment is intended to provide employees with the opportunity to
train in/experience a duty that is not directly related to their position. This is not intended
to supplant new duties that would normally be the responsibility of the employee’",500,CBDUP-730be545d4b56cb497b6,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Deterministic exact candidate span; label requires later rating.
CBRATQ-20260728-2705ac39d059b706f189032f,rating_lane_003,6,01f281601cf784e114d8a6606fe8e45128a0a313ba940ab46de4a96d24099faf,1271,CBSPAN-20260728-3e49fe6be9c0aaa47bb474d2,CBSPQ-20260728-cd22b7eda100e6a4709c,CBTXT-20260728-573fc304dcbe8625a6cc,CBTXT-20260728-573fc304dcbe8625a6cc,CBRDY-20260728-ef6805e9613075919466,CBSRD-20260728-a46c346acbc72a36fdab,CBCR-20260728-01541,B4XPAR-20260727-001664,BCV-20260728-05857,broad_4x1000_deduped,span_lane_002,661,WA,West,Pacific,King County (53033; primary); Pierce County (53053),City Policy and Procedure Manual (includes pay plan / wage scale administration language; not a bargaining agreement),https://www.pacificwa.gov/Documents/Services/Human%20Resources/City%20Policy%20and%20Procedure%20Manual%20-%20Updated%2008-2024.pdf,https://cms3.revize.com/revize/pacific/Documents/Services/Human%20Resources/City%20Policy%20and%20Procedure%20Manual%20-%20Updated%2008-2024.pdf,pacificwa.gov,budget_or_pay_plan,ordinance_or_policy,high,7caf33b90c25f17e31070eb9f37ab695a535ad68861e29cfbe0e4401e5454a9f,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-a46c346acbc72a36fdab.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_002/CBTXT-20260728-573fc304dcbe8625a6cc.txt,408046,9fe2089ef3c3747531928c9940210a10fae30baeda392016e3e39dbf87d751a6,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,non_base_compensation,non_base_compensation_signal,premium_stipend_differential,span_extracted,"Longevity Pay
",58736,58750,f5a6af62857e71047aeeaed08f3a32d242c52ffc017957653d7faba6e0de367b,N,N001,"[""Longevity Pay""]","[""non_base_compensation""]","[""non_base_compensation_signal""]","[""premium_stipend_differential""]","[""N001""]","an extra duty assignment the Mayor shall make the determination as to who
will get the assignment.

Deferred Compensation/City Match
The City will match up to $50.00 of an employee’s monthly contribution to the City’s
Deferred Compensation Program.

","Regular full-time employees shall receive “longevity pay,” as follows:

   •   After three (3) years of continuous, uninterrupted employment with the City,
       employees will be paid an additional 1% of their base monthly pay per month as
       l",500,CBDUP-3e49fe6be9c0aaa47bb4,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Deterministic exact candidate span; label requires later rating.
CBRATQ-20260728-4f478b8940151aa1ccdad091,rating_lane_003,7,5ce74372952000746372cf24107993828093b304a5a55f2adcd80449cc8efa30,1329,CBSPAN-20260728-81ed557174b5f28f6ff21703,CBSPQ-20260728-cd22b7eda100e6a4709c,CBTXT-20260728-573fc304dcbe8625a6cc,CBTXT-20260728-573fc304dcbe8625a6cc,CBRDY-20260728-ef6805e9613075919466,CBSRD-20260728-a46c346acbc72a36fdab,CBCR-20260728-01541,B4XPAR-20260727-001664,BCV-20260728-05857,broad_4x1000_deduped,span_lane_002,661,WA,West,Pacific,King County (53033; primary); Pierce County (53053),City Policy and Procedure Manual (includes pay plan / wage scale administration language; not a bargaining agreement),https://www.pacificwa.gov/Documents/Services/Human%20Resources/City%20Policy%20and%20Procedure%20Manual%20-%20Updated%2008-2024.pdf,https://cms3.revize.com/revize/pacific/Documents/Services/Human%20Resources/City%20Policy%20and%20Procedure%20Manual%20-%20Updated%2008-2024.pdf,pacificwa.gov,budget_or_pay_plan,ordinance_or_policy,high,7caf33b90c25f17e31070eb9f37ab695a535ad68861e29cfbe0e4401e5454a9f,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-a46c346acbc72a36fdab.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_002/CBTXT-20260728-573fc304dcbe8625a6cc.txt,408046,9fe2089ef3c3747531928c9940210a10fae30baeda392016e3e39dbf87d751a6,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,non_base_compensation,non_base_compensation_signal,premium_stipend_differential,span_extracted,"Regular full-time employees shall receive “longevity pay,” as follows:
",58750,58821,3616d3921e44141acddaeffd7ee95da7a06965ee2ff6ad2d4925323357a638e6,N,N001,"[""longevity pay""]","[""non_base_compensation""]","[""non_base_compensation_signal""]","[""premium_stipend_differential""]","[""N001""]","assignment the Mayor shall make the determination as to who
will get the assignment.

Deferred Compensation/City Match
The City will match up to $50.00 of an employee’s monthly contribution to the City’s
Deferred Compensation Program.

Longevity Pay
","
   •   After three (3) years of continuous, uninterrupted employment with the City,
       employees will be paid an additional 1% of their base monthly pay per month as
       longevity pay.
   •   After five (5) years of continuous, uninterrupted ",500,CBDUP-81ed557174b5f28f6ff2,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Deterministic exact candidate span; label requires later rating.
CBRATQ-20260728-7461ba49e37d05d4a95ed84a,rating_lane_003,8,0ffdc0ff49637a4f2dc90810fe2f972e7ac8f926e782b36bad94807a95d68669,1332,CBSPAN-20260728-788290978056f52d5133f2d2,CBSPQ-20260728-cd22b7eda100e6a4709c,CBTXT-20260728-573fc304dcbe8625a6cc,CBTXT-20260728-573fc304dcbe8625a6cc,CBRDY-20260728-ef6805e9613075919466,CBSRD-20260728-a46c346acbc72a36fdab,CBCR-20260728-01541,B4XPAR-20260727-001664,BCV-20260728-05857,broad_4x1000_deduped,span_lane_002,661,WA,West,Pacific,King County (53033; primary); Pierce County (53053),City Policy and Procedure Manual (includes pay plan / wage scale administration language; not a bargaining agreement),https://www.pacificwa.gov/Documents/Services/Human%20Resources/City%20Policy%20and%20Procedure%20Manual%20-%20Updated%2008-2024.pdf,https://cms3.revize.com/revize/pacific/Documents/Services/Human%20Resources/City%20Policy%20and%20Procedure%20Manual%20-%20Updated%2008-2024.pdf,pacificwa.gov,budget_or_pay_plan,ordinance_or_policy,high,7caf33b90c25f17e31070eb9f37ab695a535ad68861e29cfbe0e4401e5454a9f,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-a46c346acbc72a36fdab.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_002/CBTXT-20260728-573fc304dcbe8625a6cc.txt,408046,9fe2089ef3c3747531928c9940210a10fae30baeda392016e3e39dbf87d751a6,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,quantitative_compensation,unknown_or_needs_rating,effective_date,span_extracted,"expiration date of December 31st of each year, and a renewal date effective January 1st of
",305612,305703,69acc23fb90dcfd491e14d67ff2c00dc0f56d422608d80d655947735cd5c8595,Q,Q011,"[""effective January""]","[""quantitative_compensation""]",[],"[""effective_date""]","[""Q011""]","
The City’s name and address will be printed on the back of the badge. Badges for
employees designated as emergency responders shall include additional information and
details, consistent with applicable rules and regulations. The badge will have an
","the current year. The back of the badge will display the date of birth, height, weight, hair
color and eye color.

Proper Display and Care of Badge

Employees should have their badges with them at all times while at their work location.
While on City",500,CBDUP-788290978056f52d5133,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Deterministic exact candidate span; label requires later rating.
CBRATQ-20260728-271f711d6fb1e8c8853b0239,rating_lane_003,9,bd0c07a958cc073109b7862760d3617ef24439531d610782a5a402a2d3c57a25,1323,CBSPAN-20260728-1ffe5b90279aee9f245d6893,CBSPQ-20260728-cd22b7eda100e6a4709c,CBTXT-20260728-573fc304dcbe8625a6cc,CBTXT-20260728-573fc304dcbe8625a6cc,CBRDY-20260728-ef6805e9613075919466,CBSRD-20260728-a46c346acbc72a36fdab,CBCR-20260728-01541,B4XPAR-20260727-001664,BCV-20260728-05857,broad_4x1000_deduped,span_lane_002,661,WA,West,Pacific,King County (53033; primary); Pierce County (53053),City Policy and Procedure Manual (includes pay plan / wage scale administration language; not a bargaining agreement),https://www.pacificwa.gov/Documents/Services/Human%20Resources/City%20Policy%20and%20Procedure%20Manual%20-%20Updated%2008-2024.pdf,https://cms3.revize.com/revize/pacific/Documents/Services/Human%20Resources/City%20Policy%20and%20Procedure%20Manual%20-%20Updated%2008-2024.pdf,pacificwa.gov,budget_or_pay_plan,ordinance_or_policy,high,7caf33b90c25f17e31070eb9f37ab695a535ad68861e29cfbe0e4401e5454a9f,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-a46c346acbc72a36fdab.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_002/CBTXT-20260728-573fc304dcbe8625a6cc.txt,408046,9fe2089ef3c3747531928c9940210a10fae30baeda392016e3e39dbf87d751a6,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,quantitative_compensation,unknown_or_needs_rating,effective_date,span_extracted,"• Effective January 6, 2020, the Federal Motor Carrier Safety Administration (FMCSA)
",311808,311893,5ab6d312e8666078762e2fc41b34636eb84bd3cf075b4cb630031516460d7d20,Q,Q011,"[""Effective January""]","[""quantitative_compensation""]",[],"[""effective_date""]","[""Q011""]","previous employer(s) indicates
either a positive test or a refusal to be tested, or if the employee obstructs or interferes
with the release of the information, the employee shall not be permitted to drive
commercial vehicles and may be terminated.

","enacted “The Clearinghouse” a secure, online database that allows employers real-time
information about a CDL holder’s and commercial learner’s permit (CLP) holder’s drug
and alcohol program violations. Until December 31, 2022 (or as otherwise specif",500,CBDUP-1ffe5b90279aee9f245d,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Deterministic exact candidate span; label requires later rating.
CBRATQ-20260728-5b8410363055b1889c3012ee,rating_lane_003,10,2980d716efa399067036ee1bd53600c351bdf10646aaa05d695535b327be85ee,1300,CBSPAN-20260728-69ae7abc623c525cab4906fd,CBSPQ-20260728-86e460ec1effb92a4060,CBTXT-20260728-260a2a7bacda4939fe3a,CBTXT-20260728-260a2a7bacda4939fe3a,CBRDY-20260728-464653ae052c2d2f811c,CBSRD-20260728-1e731a6ae606c8b472a7,CBCR-20260728-06411,B4XPAR-20260727-006979,BCV-20260728-01293,broad_4x1000_deduped,span_lane_002,662,WA,West,Royal City,Grant County (53025; primary),City of Royal City 2012 Annual Budget Ordinance (2012 Salary Schedule),https://mail.royalcitywa.org/images/Budget.pdf,https://mail.royalcitywa.org/images/Budget.pdf,mail.royalcitywa.org,budget_or_pay_plan,wage_schedule_or_compensation_plan,high,a44905b7208e1e715b9882e66e245650cecd82814fb0a1baca661fe7684b99a9,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/retained_sources/source_review_lane_002/CBSRD-20260728-1e731a6ae606c8b472a7.pdf,pdf,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28/extraction_lane_002/CBTXT-20260728-260a2a7bacda4939fe3a.txt,46997,6cccee5ef4bca8dee79433aa5958722faa527148a319fd5ef196b09c888affd2,extracted_ok,artifacts/local_extracted_text/combined_broad_text_extraction_4051_2026-07-28,quantitative_compensation,unknown_or_needs_rating,percentage_raise,span_extracted,"The tax levy increase for 2012 is an increase of 1% over the prior year with 100% of
",16475,16560,5d697082fe35e3c09be929ce926f536494178e88d707aade4f2ffea12115a60a,Q,Q008,"[""increase of 1%""]","[""quantitative_compensation""]",[],"[""percentage_raise""]","[""Q008""]","vy per thousand dollars of assessed valuation as indicated by the
following example:

2012 Tax Levy ($56,847)/Total Assessed Value of the City’s Taxing District
($37,965,554) = Tax Levy per thousand dollars assessed valuation ($1.49732/$1,000
a.v.)

","levy staying the general fund. Total tax expected to be collected includes new
construction assessments, changes in state assessed values.

The Grant County Treasurer acts as the City’s agent to collect property taxes levied in
the County for all tax",500,CBDUP-69ae7abc623c525cab49,retained,not_rated,not_ingested,not_codified,not_causal_evidence,false,candidate exact span only; not rated; not ingested; not codified; not causal; not globally analysis-ready,Deterministic exact candidate span; label requires later rating.
