span_extraction_id,rating_lane_id,stage,attempt,started_at,elapsed_seconds,status
CBSPAN-20260728-f7767fc0666eec9f959341fe,rating_lane_003,live,1,2026-07-29T02:07:36.043527+00:00,3.260513,success
CBSPAN-20260728-ffb0a8b0494a0aba16fb879c,rating_lane_003,live,1,2026-07-29T02:07:36.264695+00:00,2.702166,success
CBSPAN-20260728-c010399a1491ce9d915240b9,rating_lane_003,live,1,2026-07-29T02:07:36.264714+00:00,2.548570,success
CBSPAN-20260728-fa323b87c1ce4e0b2840b411,rating_lane_003,live,1,2026-07-29T02:07:36.264722+00:00,2.401379,success
CBSPAN-20260728-730be545d4b56cb497b6b2d1,rating_lane_003,live,1,2026-07-29T02:07:36.264767+00:00,2.615034,success
CBSPAN-20260728-3e49fe6be9c0aaa47bb474d2,rating_lane_003,live,1,2026-07-29T02:07:36.264776+00:00,2.402722,success
CBSPAN-20260728-81ed557174b5f28f6ff21703,rating_lane_003,live,1,2026-07-29T02:07:36.264784+00:00,3.003167,success
CBSPAN-20260728-788290978056f52d5133f2d2,rating_lane_003,live,1,2026-07-29T02:07:36.264798+00:00,2.674132,success
CBSPAN-20260728-1ffe5b90279aee9f245d6893,rating_lane_003,live,1,2026-07-29T02:07:36.264811+00:00,4.299357,success
CBSPAN-20260728-69ae7abc623c525cab4906fd,rating_lane_003,live,1,2026-07-29T02:07:36.264815+00:00,5.213030,success
CBSPAN-20260728-42cb6ff52921d8599bf93537,rating_lane_003,live,1,2026-07-29T02:07:36.264817+00:00,6.131617,success
CBSPAN-20260728-82f18329cacd588f9786f8f5,rating_lane_003,live,1,2026-07-29T02:07:36.264818+00:00,4.939218,success
CBSPAN-20260728-6bab1c6afd7a025638c1a2fd,rating_lane_003,live,1,2026-07-29T02:07:36.264820+00:00,5.208241,success
CBSPAN-20260728-ac111c0747bfab4ffee41509,rating_lane_003,live,1,2026-07-29T02:07:36.264821+00:00,4.738045,success
CBSPAN-20260728-2020ae64a7690737b7dd0ae8,rating_lane_003,live,1,2026-07-29T02:07:36.264823+00:00,6.483258,success
CBSPAN-20260728-396dfab7238d4488922945f0,rating_lane_003,live,1,2026-07-29T02:07:36.264824+00:00,5.393364,success
CBSPAN-20260728-c0a19d98271a578c5edc94ee,rating_lane_003,live,1,2026-07-29T02:07:36.264826+00:00,7.298248,success
CBSPAN-20260728-2bb76d7c9ccbf3d7be18c197,rating_lane_003,live,1,2026-07-29T02:07:36.264827+00:00,7.651732,success
CBSPAN-20260728-5375990905208114c102a8fe,rating_lane_003,live,1,2026-07-29T02:07:36.264829+00:00,7.967567,success
CBSPAN-20260728-b97b6d8474d0c03a0a815974,rating_lane_003,live,1,2026-07-29T02:07:36.264830+00:00,7.501672,success
CBSPAN-20260728-cc4a0353fafcaea1950848ef,rating_lane_003,live,1,2026-07-29T02:07:36.264831+00:00,7.402695,success
CBSPAN-20260728-2aeb09969ade4900c9a095be,rating_lane_003,live,1,2026-07-29T02:07:36.264833+00:00,8.531395,success
CBSPAN-20260728-548d82d3ee656ab8d41e7581,rating_lane_003,live,1,2026-07-29T02:07:36.264834+00:00,9.979146,success
CBSPAN-20260728-c54b3c7b849d09ada5ffc0a7,rating_lane_003,live,1,2026-07-29T02:07:36.264835+00:00,9.073794,success
